masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem
Nedarim,גליון אפרים,1,0,1a,"@11אלא @33מיכן שכינויי נדרי' כנדרים. בבבלי דף ג' גרסי וידות היכא כתיב ותניא נזיר להזיר לעשות כינויי נזירו' כנזירות וידות נזירות כנזירות וכתב הרא""ש כינויי נזירות כדי נסבה למ""ד לשון שבדו חכמים הן הוי מדרבנן ולמ""ד לשון נכרי' הם לא בעי קרא ועוד דתרווייהו לא נפקי מחד קרא. ובסוגיין לא הוזכרו ידות כלל הדבר קשה להגיה בכל הסוגי' ידות במקום כינויין. ונ""ל שהר""ן כ' בר""פ דמתני' תני קונם וקונח אע""פ שלשון הקודש הוא אלא שנשתב' וסד""א כיון שאינו לשון גמור בפני עצמו לא יהא נדר קמ""ל ביון שהנכרי' מדברי' בהם אע""פ שאינו מעיקר לשונם אלא משיבוש שבידם אפ""ה הוי נדר וכ""ש שאר לשונות עכו""ם ע""כ לפ""ז צריכין קר' לרבויי לשונות משובשי' אלו ולמ""ד לשון חכמים הוא נמי ל""ק דהא כתב הר""ן ר""פ דאפ""ה מדאורייתא נדר גמור הוא ואיצטרך קרא כל שהסכימו חכמים לשנות לשון הקדש לשום צורך הוי נדר וכבר מפורש בבבלי דף י' למה שינו חכמים הלשון. ודברי הר""ן צ""ע שכתב בדף ג' בד""ה ה""ג לעשות ידות וכו' ואי לשון חכמים הם היכי נפקי מקרא. משמע שסובר כדעת הרא""ש דמדרבנן הם וזה דלא כמ""ש כר""פ. מיהו בבבלי דף ג' משמע דלמ""ד כינויין לשון חכמים הם אתיין מדרשא ולמ""ד לשון נכרים הם לא אתיין מדרשא ולפ""ז אין צורך למה שדחק הר""ן שם בד""ה מאי איכא למימר ע""ש. ובירושלמי בנזיר דף א' אמרי' למ""ד לשון שבדו חכמים הן אינו מביא קרבן על כינויי נזירות אבל לוקה עליהן א""כ ודאי דצריכין קרא לרבויי. ועיי' בתוס' דף ג' בד""ה אלא למ""ד וכו' ועמ""ש בסמוך בתוס' בד""ה לוקין וכו':",אלא מיכן שכינויי נדרי' כנדרים,Jerusalem Talmud Nedarim 1:1:2,"כתיב (במדבר ל) איש כי ידר. מה ת""ל נדר. אלא מיכן שכינוי נדרים כנדרים. (שם) או השבע מה ת""ל שבועה. אלא מיכן שכינויי שבועות כשבועות. (ויקרא כז) אך כל חרם מה ת""ל יחרים. אלא מיכן שכינויי חרמים כחרמים. (במדבר ו) נדר נזיר. מה ת""ל להזיר. אלא מיכן שכינויי נזירות כנזירות. עד כדון כר' עקיבה דאמר לשונות ריבויין הן. כר' ישמעאל דאמר לשונות כפולין הן והתורה דיברה כדרכה. (בראשית לא) הלוך הלכת (שם) נכסף נכספת (בראשית מ) גונב גונבתי מנלן איש כי ידר נדר לה' או השבע שבועה לאסור אסר על נפשו לא יחל דברו. מה ת""ל ככל היוצא מפיו יעשה. אלא מיכן שכינויי נדרים כנדרים. וכינויי שבועה כשבועה. ומניין שכינויי נזירות כנזירות נדר נדר. מה נדר שנאמר להלן כינויי שבועה כשבועה אף נדר שנאמר כאן כינוי נזירות כנזירות.",
Nedarim,גליון אפרים,1,0,1a,"@11מה @33ת""ל להזיר. משמע דמלהזיר יליף כינויי נזירות וקשה א""כ לנדור נדר למה לי וי""ל לפי המסקנא יליף כינויין מלנדור נדר להזיר איצטרך שאדם קובע נזירות תוך נזירות וכ""כ הר""ן דף ג' ע""ב בד""ה במערב' וכו'. וזהו דלא כמ""ש בקונטרס בד""ה ומשני אית לי' וכו'. מיהו פשטא דשמעתתא משמע כפירושי וכ""ה בבבלי. ולדברי הר""ן צ""ל דפליגי תלמודיי' אהדדי:","מה ת""ל להזיר",Jerusalem Talmud Nedarim 1:1:2,"כתיב (במדבר ל) איש כי ידר. מה ת""ל נדר. אלא מיכן שכינוי נדרים כנדרים. (שם) או השבע מה ת""ל שבועה. אלא מיכן שכינויי שבועות כשבועות. (ויקרא כז) אך כל חרם מה ת""ל יחרים. אלא מיכן שכינויי חרמים כחרמים. (במדבר ו) נדר נזיר. מה ת""ל להזיר. אלא מיכן שכינויי נזירות כנזירות. עד כדון כר' עקיבה דאמר לשונות ריבויין הן. כר' ישמעאל דאמר לשונות כפולין הן והתורה דיברה כדרכה. (בראשית לא) הלוך הלכת (שם) נכסף נכספת (בראשית מ) גונב גונבתי מנלן איש כי ידר נדר לה' או השבע שבועה לאסור אסר על נפשו לא יחל דברו. מה ת""ל ככל היוצא מפיו יעשה. אלא מיכן שכינויי נדרים כנדרים. וכינויי שבועה כשבועה. ומניין שכינויי נזירות כנזירות נדר נדר. מה נדר שנאמר להלן כינויי שבועה כשבועה אף נדר שנאמר כאן כינוי נזירות כנזירות.",
Nedarim,גליון אפרים,1,0,1a,"@11מה @33מקיי' ר""י נדר נזיר להזיר. וקשה הא איצטרך לר""י נדר לגזרה שוה לכינויין ונזיר איצטריך לגופי' דנדר בנזיר ולא אייתר אלא לנדור ולהזיר וכיון דס""ל דברה תורה כלשון בני אדם לא איית' מידי וי""ל כיון דלאו אורחי' דקרא בהכי דלעולם המקור קודם אל שם הפעולה קשי' לי' אפי' לר""י וצ""ע:","מה מקיי' ר""י נדר נזיר להזיר",Jerusalem Talmud Nedarim 1:1:3,מה מקיים ר' עקיבה (במדבר ל) ככל היוצא מפיו יעשה מיכן לנדר שבטל מקצתו בטל כולו. ולית ליה לר' ישמעהאל כן כולה מן תמן אית ליה מיכן שכינויי נדרים כנדרים וכינויי שבועות כשבועות. אית ליה מיכן לנדר שבטל מקצתו מבטל כולו. מה מקיים ר' ישמעאל נדר נזיר להזיר. מיכן שאדם קובע עליו נזירות בתוך נזירותו. ולית לרבי עקיבה כן. אית ליה כולה מתמן אית ליה. מיכן שאדם קובע עליו נזירות בתוך נזירותו.,
Nedarim,גליון אפרים,1,0,1b,"@11והלא @33הערכין וכו'. כתבו תוס' דף ב' בד""ה ונזירות וכו' תימא אמאי לא תני איסורין כאיסורי' והקדשו' כהקדשו' וי""ל למ""ד לשון נכרי' הם לא נמצא לשון נכרי' אלא בהני דתנן במתני' ולמ""ד לשון שבדו חכמים צ""ל דלהכי לא תנא דלא כתיב ערך לה' איסר לה' הקדש לה' כדכתיב חרם לה' קרבן לה' ע""כ ותימא הא כתיב ואיש כי יקדיש אח ביתו קדש לה' וא""ל בקרא כתיב קדש לה' ואין דרך בני אדם לומר קדש אלא הקדש ולא יטעו לומר לה' דהא תנן כינויי חרמין ובקרא לא כתיב חרם לה' אלא כתיב כל חרם אשר יחרים איש לה' גם ביהושע כתיב וכל כלי כסף וכלי זהב קדש הוא לה'. ועיי' בתוס' דף י' בד""ה ה""ג דלא לימא וכו'. וי""ל דהיינו קדשי בדק הבית ובכלל חרמין הן אך קשה מאיזה הקדשו' קשי' להו דבקדוש' הגוף פשיטא דכתיב קרבן לה' וגם תנן כינויין דידהו קונם קונח וכו'. גם בבבלי בר""ה דף ה' ע""ב מפורש דאין הקדש ב""ה בכלל חרמין ע""ש בגמרא ובתוס' שם וע""ק בתרומ' מ""ט לא תני כינויין דהא כתיב תרומת ה' בפ' קרח וצ""ע:",והלא הערכין וכו',Jerusalem Talmud Nedarim 1:1:4,והלא הערכין והחרמין והתמורות והקדישות בפרשה היו ולא תנינן כינויי ערכין וכינוי תמורות והקדשות. ואילו תנינן מה הוינן מיתני ערפין ערצין ערקין. תמופה תמרנה תמוקה. הנדר הגזר הגרם ניחא כמאן דאמר סתם חרמים לבדק הבית. ברם כמאן דאמר סתם חרמים לכהנים. ולמה לא תנינן כינויי תרומה. ואילין תנינן מה הוינן מיתני תרופה תרוצה תרוקה.,
Nedarim,גליון אפרים,1,0,1b,"@11לוקין @33על האיסרות. בקונט' פירשתי דפליגי אי עיקר הנדר באיסר או בהתפסה. והר""ן בר""פ כתב עיקר הנדר באיסר ובפרק שבועות בתרא כתב עיקר הנדר בהתפס'. וכבר השיגו הרב במ""ל ריש הלכותנדרי'. ואני תמה שלא הביאו הירושלמי. ולפ""ז ניחא לן סוגי' דר""פ שבועות שתים דקאמר לאביי מדמת פי' בנדר נדר וכו' ה""פ דאביי סובר דעיקר הנדר הוא בהתפס' ורב' סובר עיקר הנדר הוא באיסר ע""ש:",לוקין על האיסרות,Jerusalem Talmud Nedarim 1:1:5,"ר' יעקב בר אחא אמר איתפלגון ר' יוחנן ור' אלעזר דר' יוחנן אמר לוקין על האיסרות ר' אלעזר אומר אין לוקין. א""ר יעקב בר אחא כך משיב ר' יוחנן את ר' אלעזר על דעתך דאת אמר אין לוקין על האיסרות. והא תנינן המודר הנייה מחבירו ונכנס לבקרו לא יכנס. א""ר ירמיה שנייה היא תמן מפני דרכי שלום. ר' יוסי בעי אם מפני דרכי שלום אפילו בשבועות יהא מותר. ותנינן נדרים אסור ושבועות מותר.",
Nedarim,גליון אפרים,1,0,1b,"@11כך @33משיב ר""י את ר""א. בקונט' הגהתי וכ""מ בסוגיין אבל ברי' נזיר הגירס' בהיפך דקאמר התם אע""ג דר""י אמר אין לוקין על האיסורו' וכו'. גם משמע שם דמ""ד אין לוקין על האיסורו' על הכינויי' לוק' אע""ג דמפורש שם דר""י סובר כינויין לשון שבדו חכמים הם וצ""ל לפ""ז דכינויין עדיפא מאיסורו' ונראה דהיינו טעמא דבכינויין מ""מ נעשה הנדר כדכתיב בקרא אבל באיסר אינו כדכתיב וצ""ע:","כך משיב ר""י את ר""א",Jerusalem Talmud Nedarim 1:1:5,"ר' יעקב בר אחא אמר איתפלגון ר' יוחנן ור' אלעזר דר' יוחנן אמר לוקין על האיסרות ר' אלעזר אומר אין לוקין. א""ר יעקב בר אחא כך משיב ר' יוחנן את ר' אלעזר על דעתך דאת אמר אין לוקין על האיסרות. והא תנינן המודר הנייה מחבירו ונכנס לבקרו לא יכנס. א""ר ירמיה שנייה היא תמן מפני דרכי שלום. ר' יוסי בעי אם מפני דרכי שלום אפילו בשבועות יהא מותר. ותנינן נדרים אסור ושבועות מותר.",
Nedarim,גליון אפרים,1,0,1b,"@11לא @33יכנס. וא""ת ביקור חולים מצות עשה ואתי עשה ודחי ל""ת וי""ל הא תנן לקמן פ""ד חומר בנדרים שחלין ע""ד מצוה וכיון שעיקר הנדר חל ע""ד מצוה כ""ש דאין המצוה דוחה את הנדר:",לא יכנס,Jerusalem Talmud Nedarim 1:1:5,"ר' יעקב בר אחא אמר איתפלגון ר' יוחנן ור' אלעזר דר' יוחנן אמר לוקין על האיסרות ר' אלעזר אומר אין לוקין. א""ר יעקב בר אחא כך משיב ר' יוחנן את ר' אלעזר על דעתך דאת אמר אין לוקין על האיסרות. והא תנינן המודר הנייה מחבירו ונכנס לבקרו לא יכנס. א""ר ירמיה שנייה היא תמן מפני דרכי שלום. ר' יוסי בעי אם מפני דרכי שלום אפילו בשבועות יהא מותר. ותנינן נדרים אסור ושבועות מותר.",
Nedarim,גליון אפרים,1,0,1b,"@11ותנינן @33נדרים אסור ושבועות מותר. בקונטרס הגהתי איפכא דאל""כ מאי פריך. אך קשה למה יהא אסור בשבועה הא תנן לקמן פ""ד דאין השבועות חלין על דבר מצוה וי""ל וצ""ע:",ותנינן נדרים אסור ושבועות מותר,Jerusalem Talmud Nedarim 1:1:5,"ר' יעקב בר אחא אמר איתפלגון ר' יוחנן ור' אלעזר דר' יוחנן אמר לוקין על האיסרות ר' אלעזר אומר אין לוקין. א""ר יעקב בר אחא כך משיב ר' יוחנן את ר' אלעזר על דעתך דאת אמר אין לוקין על האיסרות. והא תנינן המודר הנייה מחבירו ונכנס לבקרו לא יכנס. א""ר ירמיה שנייה היא תמן מפני דרכי שלום. ר' יוסי בעי אם מפני דרכי שלום אפילו בשבועות יהא מותר. ותנינן נדרים אסור ושבועות מותר.",
Nedarim,גליון אפרים,1,0,1b,"@11למה @33לי איסר וכו'. וקשה הא לא תניא בברייתא דאמר איסר וי""ל דלשון עלי משמע שהוא איסר ודוחק. מיהו לפי פירושי בקונטרס ניחא קצת ועיי' בפי' הרא""ש דף י""ב ע""א:",למה לי איסר וכו',Jerusalem Talmud Nedarim 1:1:6,אי זה איסור ככר זה עלי כיום שמת בו אבא כיום שנהרג בו פלוני כיום שראיתי ירושלים חריבה זהו איסר שאמרה התורה. ר' בא בשם רבי יוחנן ורב תריהון אמרין והוא שיהא נדור באותו היום. ר' יוסי בעי אם בשיהא נדור באותו היום למה לי איסר וימר כאותו היום,
Nedarim,גליון אפרים,1,0,1b,"@11איסר @33זו שבועה. מכאן נראה כפירש""י בשבועות דף כ' דהאומר איסר ככר זה עלי ה""ז שבועה וכ""מ לקמן בשמעתין דהאומר איסר ככר זה עלי אסור דלא כמ""ש תוס' שם בשם ר""ח דה""ק מבטא הכתוב בפרש' הוא שבועה אבל איסר הכתוב בפרשה אינו שבועה שיאסור עצמו בלשון איסר אלא במתפיס בשבועה הכתוב מדבר ע""ש. שהרי כאן תני בברייתא תחלה איסר זו שבועה. וי""ל דסברי תו' דלרבא דפליג התם אאביי אסר עצמו הוא שבוע' וסוגי' דהכא אליבא דרבא אזלי. אך ממ""ש שם וז""ל וקשה דלקמן תני בברייתא איזהו איסר האמור בתורה וכו' ואלו אסר ככר זה עלי לא קתני ע""כ משמע דמברייתא דייק להו דאין איסר לחו' לשון שבועה מיהו בסוף דבריהם משמע דרבא סובר דאיסר לחוד הוה שבועה וצ""ע:",איסר זו שבועה,Jerusalem Talmud Nedarim 1:1:7,"איסר זו שבועה מבטא זו שבועה. אם אומר את איסר זו שבועה חייב על זה בפני עצמו ועל זה בפני עצמו. איסר זו שבועה ותמר אם אומר את כן. א""ר אלעזר תרין תניין אינון. א""ר ירמיה חד תניי הוא אמרו בלשון נדר את תופסו בלשון נדר. אמרו בלשון שבועה את תופסו בלשון שבועה. אסר הרי הוא על ידי את תופסו בלשון נדר. אסר ואיני טועמו את תופסו במקום שבועה. אם אומר את אסר מין שבועה חייב על כל איסר ואיסר ועל כל שבועה ושבועה. אמר רבי יוסי לא אתייא אלא בחמשה ככרין אבל בככר א' מכיון שהזכיר עליו שבועה עשאו כנגילה מיכן ואילך כמחייל שבועות על האיסרין ואין שבועות חלות על האסרין. אמר רבי חנניה אפי' בככר אחד אתייא היא כהדא דתני זה חומר לשעבר מלבא שאם אמר לא אכלתי לא אכלתי חב על כל א' וא'. לא אוכל לא אוכל אינו חב אלא אחת אם אומר את אין אסר מין שבועה חב על זה בפני עצמו ועל זה בפני עצמו. אמר ר' יודן והוא שהזכיר נדר ואחר כך הזכיר שבועה. אבל אם הזכיר שבועה ואח""כ הזכיר נדר נדרין חלין על האיסרין ואין שבועות חלות על האיסרין.",
