"id","type","title","text","perek_id","halacha_num","content_id","match_id"
1,15,שְׁבִיתָה בַּשְּׁבִיעִי מִמְּלָאכָה,הפסקה והימנעות ממלאכה ביום השבת. ,139,1,5,
2,15,וּמַה הוּא חַיָּב עַל עֲשִׂיַּת מְלָאכָה,מהו עונשו של המחלל שבת. ,139,1,5,
3,15,חַיָּב כָּרֵת,עונש מוות בידי שמים. ,139,1,5,
4,15,עֵדִים וְהַתְרָאָה,"עדים למעשה העברה המעידים עליו בפני בית דין, ואזהרה קודם מעשה העברה (הלכות סנהדרין יב,א-ב). ",139,1,5,
5,15,נִסְקָל,"עונש מוות בסקילה (ראה במדבר טו,לב-לו, הלכות סנהדרין טו,י). ",139,1,5,
6,15, קָרְבַּן חַטָּאת קְבוּעָה,"קרבן חטאת הבא תמיד מן הבהמה, בניגוד לקרבן 'עולה ויורד' שתלוי במצבו הכספי של האדם (ראה הלכות שגגות א,ד).",139,1,5,
7,15,אָסוּר לַעֲשׂוֹת אוֹתוֹ דָּבָר בְּשַׁבָּת,"יש להימנע מלעשות פעולה זו, אף שאין היא בכלל מלאכה גמורה שאסורה מן התורה. ",139,3,7,
8,15,מִדִּבְרֵי סוֹפְרִים, דברי חכמים. ,139,3,7,
9,15,הַרְחָקָה מִן הַמְּלָאכָה, שאותה הפעולה קרובה למלאכה שיש בה חיוב. ,139,3,7,
10,15,מַכַּת מַרְדּוּת,מלקות מדברי חכמים.  ,139,3,7,
11,15,מֻתָּר לְכַתְּחִלָּה, היתר גמור הוא לעשות את אותה הפעולה. ,139,4,8,
12,15,אֵינוֹ חַיָּב כְּלוּם אוֹ פָּטוּר מִכְּלוּם וכו',"שאף אלה מבטאים דברים שאין בהם כל איסור, אלא שמתייחסים למצב שאחר מעשה.  ",139,4,8,
13,15,אֶפְשָׁר שֶׁתֵּעָשֶׂה בִּגְלָלָן מְלָאכָה וְאֶפְשָׁר שֶׁלֹּא תֵּעָשֶׂה,ייתכן שעם עשיית הפעולה תתבצע מלאכה האסורה בשבת. ,139,5,9,
14,15,לֹא נִתְכַּוֵּן לְאוֹתָהּ מְלָאכָה,אלא רצה לעשות פעולה מותרת בלבד. ,139,5,9,
15,15,גּוֹרֵר אָדָם מִטָּה וכו',שפעולת הגרירה כשלעצמה מותרת בשבת.,139,5,9,
16,15,וּמִגְדָּל,ארון. ,139,5,9,
17,15,לַחְפֹּר חָרִיץ בַּקַּרְקַע,"שעשיית חריץ באדמה היא מלאכה האסורה (לקמן ז,ב). ",139,5,9,
18,15,חָפְרוּ הַקַּרְקַע, יצרו חפירה כלשהי בקרקע. ,139,5,9,
19,15,לְפִי שֶׁלֹּא נִתְכַּוֵּן,"לעשות חריץ, אלא לגרור בלבד. ",139,5,9,
20,15,וּבִלְבַד שֶׁלֹּא יִתְכַּוֵּן לַעֲקֹר אוֹתָן,"שתלישת צמחים היא מלאכה האסורה (לקמן ח,ג-ה). ",139,5,9,
21,15,בַּעֲפַר הַפֵּרוֹת,"אבקה העשויה ממיני צמחים ומשמשת לניקוי (ראה עוד לקמן כב,יג). ",139,5,9,
22,15, לְהַשִּׁיר הַשֵּׂעָר,שהיא פעולה האסורה בשבת (שם).,139,5,9,
23,15,פִּרְצָה דְּחוּקָה,פתח צר. ,139,5,9,
24,15,שֶׁמַּשִּׁיר צְרוֹרוֹת, שמפיל אבנים שהיו בצדי הפתח.  ,139,5,9,
25,15,מְלָאכָה שֶׁוַּדַּאי תֵּעָשֶׂה בִּשְׁבִיל אוֹתוֹ מַעֲשֶׂה,שהיא תוצאה הכרחית של אותה הפעולה. ,139,6,10,
26,15,חַיָּב שֶׁהַדָּבָר יָדוּעַ שֶׁאִי אֶפְשָׁר שֶׁלֹּא תֵּעָשֶׂה אוֹתָהּ מְלָאכָה, ולפיכך אי אפשר לומר שהמלאכה נעשתה ללא כוונתו. ,139,6,10,
27,15,לְשַׂחֵק בּוֹ לַקָּטָן,לשם משחקו של ילד. ,139,6,10,
28,15,אַף עַל פִּי שֶׁאֵין סוֹף מְגַמָּתוֹ לַהֲרִיגַת הָעוֹף וכו',"למרות שהמטרה העיקרית אינה הריגת העוף כשלעצמה, אלא חיתוך ראשו לצורך המשחק, חייב. משום שהמתת העוף צפויה בהכרח והיא נחשבת אפוא לפעולה מכוונת.  ",139,6,10,
29,15,שֶׁאֵינוֹ צָרִיךְ לְגוּף הַמְּלָאכָה,"עושה את המלאכה שלא לשם מטרתה העיקרית, אלא לשם תכלית שונה. ",139,7,11,
30,15,שֶׁהוּא צָרִיךְ לַשֶּׁמֶן כְּדֵי שֶׁלֹּא יֹאבַד,כדי לחסוך בשמן. ,139,7,11,
31,15,מִפְּנֵי שֶׁהַכִּבּוּי מְלָאכָה," לקמן יב,ב.",139,7,11,
32,15,וַהֲרֵי נִתְכַּוֵּן לְכַבּוֹת,"ואין זה בגדר מלאכה שנעשתה שלא בכוונה (לעיל ה""ה), שהרי מעוניין בהתרחשות פעולה זו. ",139,7,11,
33,15,וְכֵן הַמַּעֲבִיראֶת הַקּוֹץ אַרְבַּע אַמּוֹת בִּרְשׁוּת הָרַבִּים," שטלטול כל חפץ ברשות הרבים אסור (לקמן יד,יא).",139,7,11,
34,15,כְּדֵי שֶׁלֹּא יִזּוֹקוּ בָּהֶן רַבִּים,"שלא יינזקו העוברים שם מאותם המפגעים, ולא מפני שהוא מעוניין בטלטול או בכיבוי עצמם. ",139,7,11,
35,15,לְפִי שֶׁלֹּא נַעֲשֵׂית מַחֲשַׁבְתּוֹ,"שלא התקיים מה שתכנן (ראה גם הלכות שגגות ב,ז, ז,יא). ",139,8,12,
36,15,זָרַק אֶבֶן אוֹ חֵץ בַּחֲבֵרוֹ אוֹ בִּבְהֵמָה כְּדֵי לְהָרְגָן," ובשבת יש איסור הריגה (לקמן יא,א-ד). ",139,8,12,
37,15,וְהָלַךְ,החץ או האבן.,139,8,12,
38,15,וְעָקַר אִילָן בַּהֲלִיכָתוֹ,"שעקירת צמח מגידולו בקרקע היא פעולה אסורה (לקמן ח,ג).",139,8,12,
39,15,לִזְרֹק בְּכַרְמְלִית," לזרוק חפץ למרחק ארבע אמות בכרמלית, שהיא רשות האסורה בטלטול מדברי חכמים (לקמן יד,יא). ",139,8,12,
40,15,וְעָבְרָה הָאֶבֶן לִרְשׁוּת הָרַבִּים, שבה איסור הטלטול הוא מן התורה (שם).,139,8,12,
41,15,לַחְתֹּךְ אֶת הַתָּלוּשׁ וכו',"שרצה לחתוך צמח וחשב שהיה מנותק מן הקרקע, והתברר שחתכו בעוד שהיה מחובר לקרקע. ",139,8,12,
42,15,תְּאֵנִים שְׁחֹרוֹת וְלִקֵּט לְבָנוֹת,והתאנים הלבנות נחשבות מין פרי שונה.,139,9,13,
43,15,שֶׁלֹּא אָסְרָה תּוֹרָה אֶלָּא מְלֶאכֶת מַחֲשֶׁבֶת,"מלאכה מתוכננת, וכאן התוצאה שונה מן התכנון. ",139,9,13,
44,15,שֶׁהֲרֵי עָשָׂה מִן הַמְּלָאכָה שֶׁחָשַׁב לַעֲשׂוֹתָהּ," נוסח אחר: ""מין המלאכה"". ואף שאין מדובר בדיוק באותו החפץ, המלאכה נעשתה כפי שתוכננה ('מלאכת מחשבת', לעיל ה""ט). ",139,10,14,
