מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
00510,"דמאי א, ד (כב ע""ב, 30)",זה על,,,"דמאי כב ע""א (43)",,,
00390,"דמאי א, ג (כב ע""א, 48)",הלוקח מן,,"ת' דמאי א, י (25:64)",,,,
00400,"דמאי א, ג (כב ע""א, 51)",אמר רבי,,,"חלה ס ע""א",,,
00410,"דמאי א, ג (כב ע""א, 58)",וכולן שקרא,,"ת' דמאי א, כח (71:68)","קד' סג ע""א",,,
00420,"דמאי א, ג (כב ע""א, 63)",כולן שקרא,,"ת' דמאי א, כח (71:68)","קד' סג ע""א",,,
00430,"דמאי א, ג (כב ע""ב, 1)",כרבי מאיר,,"הש' מ' קד' ב, ח",,,,
00440,"דמאי א, ג (כב ע""ב, 2)",כר' יודה,,"הש' מ' קד' ב, ח",,,,
00450,"דמאי א, ג (כב ע""ב, 3)",המקדש בחלקו,,"מ' קד' ב, ח",,"קד' נב ע""ב; ב""ק יב ע""ב",,
00460,"דמאי א, ג (כב ע""ב, 8)",אמ' רבי,,"ת' דמאי א, כו (67:67)",,,,
00470,"דמאי א, ג (כב ע""ב, 9)",אחרים אומרי',,"ת' דמאי א, כז (68:67)",,,,
00480,"דמאי א, ד (כב ע""ב, 11)",ספק חשיכה,,"מ' שבת ב, ז",,,,
00490,"דמאי א, ד (כב ע""ב, 24)",היו לפניו,,"מ' דמאי ז, ו",,"תמ' ד ע""א",,
00500,"דמאי א, ד (כב ע""ב, 25)",נוטל מן,,"ת' דמאי ח, טו (39:103)","דמאי כו ע""ב (56)",,,
03250,"דמאי ז, ז (כו ע""ג, 10)",כיצד הוא,,"ת' דמאי ח, טז (40:104)",,,,
00520,"דמאי ב, א (כב ע""ב, 56)",שום בעל,,"מ' מע' ה, ח",,,,
00530,"דמאי ב, א (כב ע""ב, 57)","ע""י שיש",,"ת' מע' ג, טז (57:242)",,,"צ""ל: שאין",
00540,"דמאי ב, א (כב ע""ג, 4)",כהדא כורכיא,,,"דמאי כג ע""ג; כת' כה ע""ד",,"צ""ל: סירקי",
00550,"דמאי ב, א (כב ע""ג, 12)",התגר בכל,,"ת' דמאי ד, כ (44:81)",,,,
00560,"דמאי ב, א (כב ע""ג, 13)",אחד גוי,,"ת' דמאי ד, כ (45:81)",,,,
00570,"דמאי ב, א (כב ע""ג, 17)",אמ' ר',,"ת' כלים ב""מ ו, י (22:585)",,,,
00580,"דמאי ב, א (כב ע""ג, 22)",אי זהו,,"ת' דמאי ד, כא (46:81)",,,,
00590,"דמאי ב, א (כב ע""ג, 27)",הפירו' לא,,"ת' דמאי ד, יא (23:80)",,,,
00600,"דמאי ב, א (כב ע""ג, 46)",ר' התיר קוסרין,,,"דמאי כג ע""ג (27)",,,
00610,"דמאי ב, א (כב ע""ג, 46)",ר' התיר כפר,,"ת' שבי' ד, י (21:181)",,,,
00620,"דמאי ב, א (כב ע""ג, 46)",ר' התיר ליקח,,"ת' שבי' ד, יז (53:183)","פאה כ ע""ג",,,
00630,"דמאי ב, א (כב ע""ג, 48)",וכתת נחש,"מל""ב יח, ד",,,,,
00640,"דמאי ב, א (כב ע""ג, 50)",רבי יהושע,,,"שבי' לט ע""א",,,
00650,"דמאי ב, א (כב ע""ד, 7)",האורז שבחולת,,"ת' דמאי ב, א (1:68)",,,,
00660,"דמאי ב, א (כב ע""ד, 8)",אילו עיירות,,"ת' שבי' ד, ט (18:180)",,,,
00670,"דמאי ב, א (כב ע""ד, 12)",רבי אימי,,,"שבי' לו ע""ג; ב""ר 1263",,,
00680,"דמאי ב, א (כב ע""ד, 13)",אילו עיירות,,"ת' שבי' ד, ח (16:180)",,,,
00690,"דמאי ב, א (כב ע""ד, 14)",חד טעין,,,"נד' מא ע""א",,,
00700,"דמאי ב, א (כב ע""ד, 26)",רבי בא,,,"תר' מב ע""א",,,
00710,"דמאי ב, ב (כב ע""ד, 32)",את שהוא אוכל,,"מ' דמאי ב, ב",,,,
00720,"דמאי ב, ב (כב ע""ד, 32)",את שהוא מוכר,,"מ' דמאי ב, ב",,,,
00730,"דמאי ב, ב (כב ע""ד, 33)","א""ר יודה",,"ת' דמאי ב, ב (7:69)",,,,
00740,"דמאי ב, ב (כב ע""ד, 35)","א""ר יונה",,,"דמאי כב ע""ד (60)",,,
00750,"דמאי ב, ב (כב ע""ד, 36)",ר' יוסי,,,"דמאי כב ע""ד (62)",,,
00760,"דמאי ב, ב (כב ע""ד, 37)",אמרו לו,,,,,,
00770,"דמאי ב, ב (כב ע""ד, 41)",המקבל עליו,,"ת' דמאי ב, ה (12:69)",,"בכ' ל ע""ב",,
00780,"דמאי ב, ב (כב ע""ד, 41)",החשוד על,,"ת' דמאי ב, ג (9:69)",,,,
00790,"דמאי ב, ב (כב ע""ד, 43)",הנאמן על,,,"דמאי כב ע""ד (63); דמאי כד ע""ג (6)","הש' בכ' ל ע""א",,
00870,"דמאי ב, ג (כב ע""ד, 63)",הנאמן על,,,"דמאי כב ע""ד (43); דמאי כד ע""ג (6)",,,
01840,"דמאי ה, א (כד ע""ג, 6)",הנאמן על,,,"דמאי כב ע""ד (43); דמאי כב ע""ד (63)",,,
