1,a,Others “In the beginning God created.”
1,b,Others “the spirit of.”
1,c,Others “one day.”
2,a,Or “rested.”
2,b,Heb. ’adam.
2,c,Heb. ’adamah.
2,d,Others “onyx”; meaning of Heb. shoham uncertain.
2,e,Heb. ’ishshah.
2,f,Heb. ’ish.
2,g,"Heb. ‘arummim, play on ‘arum “shrewd” in 3.1."
3,a,"Others “God, who knows.”"
3,b,Heb. ḥawwah.
3,c,Heb. ḥay.
4,a,"Heb. yada‘, often in a sexual sense."
4,b,"Heb. qanithi, connected with “Cain.”"
4,c,Meaning of verse uncertain.
4,d,"Ancient versions, including the Targum, read “Come, let us go out into the field.”"
4,e,See 3.17.
4,f,Heb. Meḥijael.
4,g,"Or “established for me”; Heb. shath, connected with “Seth.”"
5,a,Connecting Noah with Heb. niḥam “to comfort”; cf. 9.20 ff.
6,a,Others “the sons of God.”
6,b,Meaning of Heb. uncertain.
6,c,Meaning of Heb. uncertain.
7,a,"Heb. yapht, play on Heb. yepheth “Japheth.”"
8,a,Septuagint and 1 Chron. 1.7 “Rodanim.”
8,b,Cf. vv. 20 and 31.
8,c,"Heb. we-khalneh, better vocalized we-khullanah “all of them being.”"
8,d,"I.e., the Cretans; moved up for the sake of clarity; cf. Amos 9.7."
8,e,"Heb. niphlegah, play on “Peleg.”"
9,a,"I.e., “Babylon.”"
9,b,"Heb. balal “confound,” play on “Babel.”"
9,c,"Lit. “After he begot,” and so throughout."
10,a,"I.e., a standard by which blessing is invoked; cf. v. 3 end."
10,b,"Or “You”; cf. the second person feminine form -ti in Judg. 5.7; Jer. 2.20; Mic. 4.13, etc."
11,a,Lit. “Please separate from me.”
12,a,Heb. “Salt Sea.”
12,b,Meaning of Heb. ḥanikh uncertain.
12,c,Heb. El ‘Elyon.
12,d,Lit. “lift up my hand.”
13,a,Meaning of Heb. uncertain.
14,a,"Lit. “be built up,” play on ben “son” and banah “build up.”"
14,b,"I.e., “God heeds.”"
14,c,Apparently “God of Seeing.”
14,d,Meaning of Heb. uncertain.
14,e,Apparently “the Well of the Living One Who sees me.”
15,a,Traditionally rendered “God Almighty.”
15,b,Understood as “father of a multitude.”
15,c,"I.e., “princess.”"
15,d,"Heb. Yiṣḥaq, from ṣaḥaq, “laugh.”"
15,e,"Heb. shema‘tikha, play on “Ishmael.”"
16,a,Or “My Lord.”
16,b,Cf. Gen. 17.21; 2 Kings 4.16–17.
17,a,"Connected with miṣ‘ar “a little place,” v. 20."
17,b,Lit. “His.”
17,c,Lit. “behind him.”
17,d,As though me-’ab “from (my) father.”
17,e,As though “son of my (paternal) kindred.”
18,a,Lit. “a covering of the eyes”; meaning of latter half of verse uncertain.
19,a,Lit. “for.”
19,b,Lit. “called.”
19,c,"I.e., “well of seven” or “well of oath.”"
20,a,Lit. “fire.”
20,b,Reading ’eḥad with many Heb. mss. and ancient versions; text ’aḥar “after.”
20,c,"I.e., “the Lord will see”; cf. v. 8."
20,d,Heb. Behar Adonai yera’eh.
21,a,"I.e., all his fellow townsmen."
21,b,a
22,a,Lit. “about this matter.”
22,b,Heb. beqa‘.
22,c,"Heb. teben, shredded straw, which in the East is mixed with feed; cf. v. 32."
22,d,Lit. “days or ten.”
22,e,Others “to meditate”; meaning of Heb. uncertain.
23,a,Or “Hanoch.”
23,b,Meaning of Heb. uncertain.
23,c,"Synonym of “Seir,” play on Heb. se‘ar “hair.”"
23,d,Play on Heb. ‘aqeb “heel.”
23,e,Lit. “game was in his mouth.”
23,f,Play on Heb. ’adom “red.”
24,a,"I.e., “contention.”"
24,b,"I.e., “harassment.”"
24,c,"Heb. hirḥib, connected with “Rehoboth.”"
24,d,As though “oath.”
25,a,"Heb. ‘aqab, connected with “Jacob.”"
25,b,Others “be away from the fat of the earth and from.”
26,a,See note at 17.1.
26,b,Or “ramp”; others “ladder.”
26,c,"I.e., “house of God.”"
27,a,Lit. “lifted up his feet.”
27,b,Lit. “his mother’s brother.”
27,c,Understood as “See a son.”
27,d,"Heb. ra’ah, connected with the first part of “Reuben.”"
27,e,"Heb. ye’ehabani, connected with the last part of “Reuben.”"
27,f,"Heb. shama‘, connected with “Simeon.”"
27,g,"Heb. yillaweh, connected with “Levi.”"
27,h,"Heb. ’odeh, connected with “Judah.”"
28,a,"Heb. dananni, connected with “Dan.”"
28,b,"Heb. naphtule … naphtalti, connected with “Naphtali.” Lit. “A contest of God …”"
28,c,Kethib begad; the qere reads ba gad “luck has come”; connected with “Gad.”
28,d,"Heb. be’oshri, connected with “Asher.”"
28,e,"Heb. sekhari, connected with “Issachar.”"
28,f,Heb. zebadani … zebed.
28,g,Heb. yizbeleni; others “will dwell with me.”
28,h,Heb. ‘asaph.
28,i,Heb. yoseph.
28,j,Lit. “If I have found favor in your eyes.”
28,k,Lit. “flocks.”
28,l,Or “early-breeding.”
28,m,Or “late-breeding.”
29,a,Lit. “ten times.”
29,b,"Lit. “I raised my eyes and saw in a dream, behold.”"
29,c,Lit. “stole the mind of Laban the Aramean”; similarly in v. 26.
29,d,Lit. “I was.”
29,e,Lit. “ten times.”
29,f,Meaning of Heb. paḥad uncertain.
29,g,"Aramaic for “the mound (or, stone-heap) of witness.”"
29,h,"Heb. for “the mound (or, stone-heap) of witness,” reflecting the name Gilead, v. 23."
29,i,"Heb. yiseph, associated with Mizpah."
29,j,j
30,a,"Connected with Heb. maḥaneh, “camp.”"
30,b,"Or “Thus you shall say to my lord Esau, ‘Thus says your servant Jacob:…’”"
30,c,"Heb. saritha, connected with first part of “Israel.”"
30,d,"Or “God (Elohim, connected with second part of ‘Israel’) and men.”"
30,e,Understood as “face of God.”
31,a,"Meaning “stalls,” “huts,” “booths.”"
31,b,"Heb. qesit·ah, a unit of unknown value."
31,c,"“El, God of Israel.”"
32,a,Lit. “gate.”
32,b,"I.e., all his fellow townsmen."
33,a,“The God of Bethel.”
33,b,Understood as “the oak of the weeping.”
33,c,Cf. 17.1.
33,d,"Understood as “son of my suffering (or, strength).”"
33,e,"I.e., “son of the right hand,” or “son of the south.”"
33,f,Lit. “Isaac.”
34,a,"Cf. v. 20, “Horite.”"
34,b,Heb. “and Aiah.”
34,c,Meaning of Heb. yemim uncertain.
34,d,"Heb. Dishan; but cf. vv. 21, 25, 28, and 30, and 1 Chron. 1.41."
34,e,Or “Shaul.”
35,a,Or “a coat of many colors”; meaning of Heb. uncertain.
35,b,Heb. “Medanites.”
36,a,Cf. Deut. 25.5.
36,b,Lit. “spoil on the ground.”
36,c,Lit. “he was comforted.”
36,d,"Cf. Enam, Josh. 15.34. Others “in an open place” or “at the crossroad.”"
36,e,Heb. pereṣ
36,f,"I.e., “brightness,” perhaps alluding to the crimson thread."
37,a,Lit. “his.”
38,a,Lit. “lift up your head.”
38,b,Others “baskets with white bread” or “white baskets”; meaning of Heb. ḥori uncertain.
38,c,Lit. “lifted the head of.”
39,a,Others “take a fifth part of”; meaning of Heb. uncertain.
39,b,Others “order themselves” or “pay homage”; meaning of Heb. yishshaq uncertain.
39,c,"Others “Bow the knee,” as though from Heb. barakh “to kneel”; perhaps from an Egyptian word of unknown meaning."
39,d,"Egyptian for “God speaks; he lives,” or “creator of life.”"
39,e,Lit. “the seven years that were in the land of Egypt.”
39,f,"Heb. nashshani, connected with “Manasseh” (Menashsheh)."
39,g,"Heb. hiphrani, connected with “Ephraim.”"
40,a,Lit. “Jacob.”
41,a,Lit. “Do not see my face.”
41,b,Lit. “by its weight.”
41,c,Lit. “five.”
42,a,Lit. “see the man’s face.”
43,a,Lit. “fell on.”
43,b,Lit. “five”; cf. 43.34.
44,a,Or “Hanoch.”
44,b,Or “Shaul.”
44,c,Including Jacob.
44,d,Heb. “sons.”
44,e,Not including Joseph and Joseph’s two sons.
44,f,Including Jacob and Joseph.
44,g,Lit. “hitched.”
45,a,Lit. “five.”
45,b,Meaning of Heb. uncertain.
46,a,Lit. “under the name.”
46,b,Meaning of Heb. shekhem uncertain; others “mountain slope.”
47,a,"Heb. labi, another word for “lion.”"
47,b,"Shiloh, understood as shai loh “tribute to him,” following Midrash; cf. Isa. 18.7. Meaning of Heb. uncertain; lit. “Until he comes to Shiloh.”"
47,c,"Or “His eyes are dark from wine,"
47,d,"Others “Joseph is a fruitful bough,"
47,e,Heb. “the arms of his hands.”
47,f,Meaning of Heb. uncertain.
47,g,Meaning of Heb. uncertain; others “booty.”
48,a,Or “the threshing floor of.”
48,b,Interpreted as “the mourning of the Egyptians.”
49,a,"Meaning perhaps from their wretched condition, cf. Hos. 2.2; or “gain ascendancy over the country.” Others “get them up out of the land.”"
49,b,Others “store cities.”
49,c,Brought up from the end of the verse for clarity.
