"The Early Prophets, Joshua, Part I; Preparations for Conquest",1,(1–5)
"The Early Prophets, Joshua, Part I; Preparations for Conquest",2,"<i>T<small>HE BOOK OF</small> J<small>OSHUA IS OBVIOUSLY CONCERNED WITH HOW THE</small> I<small>SRAELITES</small></i> came into the land of Canaan and, conquering its territory in battle, settled in it. But the writers had choices open to them, and elected to set the stage rather elaborately. The book begins by bringing leadership to the fore, through Y<small>HWH</small>’s charge to Yehoshua, in terms that vividly recall his predecessor, Moshe. The language is intensely Deuteronomistic, preparing the way for the entire four-book account of Israel’s history on its land. Also of immediate concern is the anomaly of two and a half tribes choosing to remain on the east side of the Jordan River, a problem solved, at least in the text, by their agreeing to fight with their brothers until the general conquest is over."
"The Early Prophets, Joshua, Part I; Preparations for Conquest",3,"The text then appears to launch into military matters, with the account of the spies in Chap. 2. But this in fact serves as an opportunity to introduce two other important themes of the book: the natives’ terror of the Israelite God, whose reputation stemming from the events in the Exodus story has preceded him, and the survival of some Canaanites after the conquest, here in the person of the prostitute Rahav and her family."
"The Early Prophets, Joshua, Part I; Preparations for Conquest",4,"What remains in this section is a series of events designed to bring the Israelites fully into the land as members of a newly created nation. It accomplishes this initially by means of a kind of ritual crossing of the Jordan, which is parted before the Israelites as the Reed Sea was in Exodus, minus the drowning enemy. Significantly, this narrative focuses on the holy Coffer (Ark) borne by the priests. Once the people as a whole have crossed over, a monument of stones is set up as a lasting memorial to the event. The people’s physical presence on the soil of the Promised Land, however, is not enough. The text proceeds to describe two dramatic acts which the people must accomplish in order to be fully Israelite. First, the new generation of males must be circumcised, and second, the people must observe the festival of Passover. With these prerequisites for inclusion in the nation fulfilled, the business of conquest may now proceed, with our attention initially turned back to the commander in chief. So the section ends with a fragmentary recommissioning of Yehoshua by a divine messenger, once again echoing the experience of Moshe in its language and imagery."
"The Early Prophets, Joshua, Part II; Waging War",1,(6–12)
"The Early Prophets, Joshua, Part II; Waging War",2,"A<small>NCIENT</small> N<small>EAR</small> E<small>ASTERN KINGS TYPICALLY INSCRIBED INFLATED ACCOUNTS OF</small> their conquests on monuments and tablets. In the section of Joshua that is devoted to actual fighting, the book limits such language principally to one chapter (10), although traces appear in Chaps. 9 and 11–12, resembling what is found, for instance, in Assyrian inscriptions. More significantly, as I discussed in the Introduction, our text tends to play down the conquering role of the Israelites and their commander, keeping God and the covenant at the center of consciousness. Consequently, the vanquishing of Jericho does not come about as a result of the force of arms, and the victory at Ai can be won only after an Israelite offender has been punished for violating Y<small>HWH</small>’s rules of war, which had caused an initial defeat. Thus, of the seven chapters in this section, three focus directly on Israel’s relation to Y<small>HWH</small> instead of on straight military matters."
"The Early Prophets, Joshua, Part II; Waging War",3,"The route taken thus far in Joshua moves due west, from the Jordan River crossing through Jericho to Ai, near modern Betin. At this point (Chap. 9), before the conquest moves forward, the Israelites are approached by the inhabitants of Giv’on, southwest of Ai, in a ruse that attempts to keep them out of armed conflict. Once the claim that they are poor and from far away is uncovered as deceit, and their future status as a subjugated people is established, the text turns to a major threat from an alliance of Canaanite kings (Chap. 10) who attack Giv’on. They are routed by the Israelite armies and driven west and then south all the way to Makkeda, a town probably to the west of Hevron. In the process, the text portrays the very heavens as aiding the Israelites (vv.12–14), with the sun and moon delaying their transit across the sky in order to allow time for the victory to take place. And the grisly death of the five enemy kings, normal enough in ancient Near Eastern practice, serves to presage the conquest that will follow."
"The Early Prophets, Joshua, Part II; Waging War",4,"From here (v.29), the narrative settles into formulas, utilizing phrases such as “Yehoshua and all Israel crossed over,” “… and did battle with X,” “And Y<small>HWH</small> gave X into the hand of Israel,” “he struck it with the mouth of the sword,” “he left no survivor,” “just as he had done to the king of Y.” The geographical sequence in this extended part of Chap. 10 has been termed the “Southern Campaign” and involves towns situated principally in the lowlands (Heb. <i>shefela</i>) of Judah, with a swing at the end up into the highlands around Hevron."
"The Early Prophets, Joshua, Part II; Waging War",5,"Chaps. 11 and 12 round out the picture, beginning with a victory in Upper Galilee (the “Northern Campaign”), continuing with an explanation of how, as Y<small>HWH</small> had done to Pharaoh in the book of Exodus, he makes the Canaanites’ heart “strong-willed” in order to hasten their destruction. It ends with an appropriate stylistic break: a list of conquered kings. Thus the account of the conquest is hardly uniform, and appears to have been composed from various sources."
"The Early Prophets, Joshua, Part II; Waging War",6,"As scholars have pointed out, most of the action in the first twelve chapters of Joshua occurs in the territory of what became Benjamin, along with the sanctuary at Gilgal. Such geographic placement would seem to support the idea that northern traditions are principally at work here."
