Joshua 24:4,<b>Y<small>HWH</small></b> in the Bible. ,"And I gave to Yitzhak—Yaakov and Esav,<br/>I gave to Esav Mount Se’ir for him to possess,<br/>while Yaakov and his children went down to Egypt."
Judges 2:3,<b>Josh.</b> 23:13 suggests that <i>tziddim</i> (“sides”) here may be short for “a whip in your sides” (Kimhi). ,"So I also say:<br/>I will not drive them out before you;<br/>they will be traps to you,<br/>and their gods will be a snare to you!"
Judges 7:22,<b>Bet-Shitta:</b> Location unknown; pronounced <i>bayt shee-TAH.</i> ,"The three hundred <i>shofars were</i> sounded,<br/>and Y<small>HWH</small> put each one’s sword against his fellow, that is, against the entire camp,"
Judges 7:22,"<b>border:</b> Lit. “lip,” used elsewhere for banks and shores.","The three hundred <i>shofars were</i> sounded,<br/>and Y<small>HWH</small> put each one’s sword against his fellow, that is, against the entire camp,"
Judges 12:2,"<b>Tzor’a:</b> A town fifteen miles west of Jerusalem, near Bet-Shemesh. The story opens not far from the border with Philistia. ","Yiftah said to them:<br/>I was a man in strife, I and my people and the Children of Ammon, exceedingly much;<br/>I summoned you, but you did not deliver me from their hand,"
Judges 12:2,<b>Manoah:</b> Pronounced <i>mah-NO-ah;</i> the name connotes a “secure resting place.” ,"Yiftah said to them:<br/>I was a man in strife, I and my people and the Children of Ammon, exceedingly much;<br/>I summoned you, but you did not deliver me from their hand,"
Judges 12:2,<b>barren:</b> A sure sign in the Bible that a significant figure is about to be born.,"Yiftah said to them:<br/>I was a man in strife, I and my people and the Children of Ammon, exceedingly much;<br/>I summoned you, but you did not deliver me from their hand,"
Judges 12:4,"<b><i>tamei:</i></b> Ritually polluted, and so forbidden (see, for instance, the list in Lev. 11).","And Yiftah gathered all the fighting-men of Gil’ad and did battle with Efrayim,<br/>and the men of Gil’ad struck Efrayim,<br/>for they had said:<br/>Fugitives of Efrayim are you, [men of] Gil’ad;<br/>[being] among Efrayim is [like being] among Menashe!"
Judges 12:5,"<b>One Consecrated:</b> Others, transcribing the Hebrew, render as “Nazirite.” See Commentary.","And Gil’ad took the Jordan crossings of Efrayim.<br/>Now it would be, when [one of] the fugitives of Efrayim would say:<br/>Let me cross!<br/>that the men of Gil’ad would say to him:<br/>Are you an Efratite?<br/>He would say:<br/>No."
Judges 12:7,"<b>until the day of his death:</b> The woman has changed the messenger’s words of v.5, foreshadowing the events of Chap. 16. The omission of the usual Nazirite prohibition against haircutting (also in v.14) is surprising, given Manoah’s request for detailed information. Perhaps this is another instance of the theme of secrecy in the story.","And Yiftah led Israel as judge for six years;<br/>then Yiftah the Gil’adite died<br/>and was buried in his town, [in] Gil’ad."
Judges 12:12,"<b>rule:</b> In the sense of “a set of rules,” also referring to one’s regular or customary practice.","Then Elon the Zevulonite died<br/>and was buried in Ayyalon, in the region of Zevulun."
Judges 15:19,"<b>Ha-Korei:</b> This can also mean “the partridge,” likely the original signification of the name. The whole name is pronounced <i>AYN ha-ko-RAY.</i>","So God split open the cavity that was at Lehi,<br/>and water came out of it, and he drank;<br/>his spirit returned, and he revived."
Judges 16:17,<b>all men:</b> Most translations from LXX on have “corrected” “all” to read “any” (<i>kol</i> to <i>ke-ahad</i>) as in the previous occurrences of the phrase. But the slight shift in wording here may give Delila a hint that Shimshon has cracked at last (see the double “<i>all</i> his heart” in the next verse).,"that he told her all his heart;<br/>he said to her:<br/>No razor has gone up on my head,<br/>for One Consecrated to God have I been from my mother’s womb on:<br/>if I were to be shaven,<br/>my might would leave me;"
Judges 19:27,"<b>with her hands on the threshold:</b> A powerful and pathetic image of a victim who is unable to escape her tormentors and get inside the house, with no help forthcoming. Note that the text is reticent to reveal whether the woman is dead or alive at this point.",Her lord arose at daybreak;<br/>he opened the doors of the house and went out to go on his way—
I Samuel 2:22,"<b>acting-as-a-workforce:</b> That is, serving at various tasks at the sanctuary. ","Now when Eli became exceedingly old,<br/>he heard about all that his sons were doing to all Israel:<br/>how they were lying with the women who were acting-as-a- workforce at the entrance to the Tent of Appointment."
I Samuel 4:3,"<b>grasp: Lit.,</b> “palm,” often used in Samuel in place of “hand.”","The people came back to the camp, and the elders of Israel said:<br/>Why has Y<small>HWH</small> defeated us today before the Philistines?<br/>Let us take ourselves, from Shilo, the Coffer of Y<small>HWH</small>’s Covenant,<br/>that he may come into our midst<br/>and deliver us from the grasp of our enemies!"
I Samuel 6:3,"<b>reparation-offering:</b> Heb. <i>asham,</i> a biblical sacrifice, explained in Lev. 5 as financial restitution for wrong-doing, including unintentional actions.","They said:<br/>If you wish to send back the Coffer of the God of Israel, do not send it back empty,<br/>rather, make restitution, yes, restitution to him with a reparation- offering;<br/>then you will be healed<br/>and it will be made known to you why his hand has not turned aside from you."
