Shabbat 14a:1-9,Rabbeinu Chananel on Shabbat 14a,True
Shabbat 14b:1-7,Rabbeinu Chananel on Shabbat 14b,True
Shabbat 33a:1-14,Rabbeinu Chananel on Shabbat 33a,True
Shabbat 33b:1-10,Rabbeinu Chananel on Shabbat 33b,True
Shabbat 55b:1-20,Rabbeinu Chananel on Shabbat 55b,True
Shabbat 56a:1-16,Rabbeinu Chananel on Shabbat 56a,True
Shabbat 56b:1-20,Rabbeinu Chananel on Shabbat 56b,True
Shabbat 63a:1-28,Rabbeinu Chananel on Shabbat 63a,True
Shabbat 88b:1-8,Rabbeinu Chananel on Shabbat 88b,True
Shabbat 89a:1-7,Rabbeinu Chananel on Shabbat 89a,True
Shabbat 89b:1-9,Rabbeinu Chananel on Shabbat 89b,True
Shabbat 90a:1-11,Rabbeinu Chananel on Shabbat 90a,True
Shabbat 110a:1-8,Rabbeinu Chananel on Shabbat 110a,True
Shabbat 110b:1-7,Rabbeinu Chananel on Shabbat 110b,True
Shabbat 118b:1-14,Rabbeinu Chananel on Shabbat 118b,True
Shabbat 119b:1-11,Rabbeinu Chananel on Shabbat 119b,True
Shabbat 152b:1-13,Rabbeinu Chananel on Shabbat 152b,True
Pesachim 28b:1-13,Rabbeinu Chananel on Pesachim 28b,True
Pesachim 57b:1-3,Rabbeinu Chananel on Pesachim 57b,True
Pesachim 99b:1-6,Rabbeinu Chananel on Pesachim 99b,True
Pesachim 111b:1-13,Rabbeinu Chananel on Pesachim 111b,True
Yoma 2a:1-10,Rabbeinu Chananel on Yoma 2a,True
Yoma 2b:1-12,Rabbeinu Chananel on Yoma 2b,True
Yoma 3a:1-6,Rabbeinu Chananel on Yoma 3a,True
Yoma 3b:1-15,Rabbeinu Chananel on Yoma 3b,True
Yoma 4a:1-11,Rabbeinu Chananel on Yoma 4a,True
Yoma 4b:1-14,Rabbeinu Chananel on Yoma 4b,True
Yoma 5a:1-13,Rabbeinu Chananel on Yoma 5a,True
Yoma 5b:1-9,Rabbeinu Chananel on Yoma 5b,True
Yoma 6a:1-15,Rabbeinu Chananel on Yoma 6a,True
Yoma 6b:1-9,Rabbeinu Chananel on Yoma 6b,True
Yoma 7a:1-10,Rabbeinu Chananel on Yoma 7a,True
Yoma 7b:1-6,Rabbeinu Chananel on Yoma 7b,True
Yoma 8a:1-15,Rabbeinu Chananel on Yoma 8a,True
Yoma 56a:1,Rabbeinu Chananel on Yoma 56a,True
Yoma 79a:1-3,Rabbeinu Chananel on Yoma 79a,True
Chagigah 17b:1-11,Rabbeinu Chananel on Chagigah 17b,True
Bava Metzia 28a:1-24,Rabbeinu Chananel on Bava Metzia 28a,True
Bava Metzia 52a:1-17,Rabbeinu Chananel on Bava Metzia 52a,True
Bava Metzia 52b:1-16,Rabbeinu Chananel on Bava Metzia 52b,True
Bava Metzia 53a:1-9,Rabbeinu Chananel on Bava Metzia 53a,True
Bava Metzia 53b:1-11,Rabbeinu Chananel on Bava Metzia 53b,True
Bava Metzia 54a:1-19,Rabbeinu Chananel on Bava Metzia 54a,True
Bava Metzia 54b:1-11,Rabbeinu Chananel on Bava Metzia 54b,True
Bava Metzia 55a:1-19,Rabbeinu Chananel on Bava Metzia 55a,True
Bava Metzia 55b:1-8,Rabbeinu Chananel on Bava Metzia 55b,True
Bava Metzia 56a:1-12,Rabbeinu Chananel on Bava Metzia 56a,True
Bava Metzia 56b:1-14,Rabbeinu Chananel on Bava Metzia 56b,True
Bava Metzia 57a:1-9,Rabbeinu Chananel on Bava Metzia 57a,True
Bava Metzia 57b:1-19,Rabbeinu Chananel on Bava Metzia 57b,True
Bava Metzia 58a:1-14,Rabbeinu Chananel on Bava Metzia 58a,True
Bava Metzia 58b:1-14,Rabbeinu Chananel on Bava Metzia 58b,True
Bava Metzia 59a:1-12,Rabbeinu Chananel on Bava Metzia 59a,True
Bava Metzia 59b:1-16,Rabbeinu Chananel on Bava Metzia 59b,True
Bava Metzia 60a:1-16,Rabbeinu Chananel on Bava Metzia 60a,True
Bava Metzia 60b:1-19,Rabbeinu Chananel on Bava Metzia 60b,True
Bava Metzia 61a:1-18,Rabbeinu Chananel on Bava Metzia 61a,True
Bava Metzia 61b:1-19,Rabbeinu Chananel on Bava Metzia 61b,True
Bava Metzia 62a:1-15,Rabbeinu Chananel on Bava Metzia 62a,True
Bava Metzia 62b:1-12,Rabbeinu Chananel on Bava Metzia 62b,True
Bava Metzia 63a:1-12,Rabbeinu Chananel on Bava Metzia 63a,True
Bava Metzia 63b:1-13,Rabbeinu Chananel on Bava Metzia 63b,True
Bava Metzia 64a:1-11,Rabbeinu Chananel on Bava Metzia 64a,True
Bava Metzia 64b:1-8,Rabbeinu Chananel on Bava Metzia 64b,True
Bava Metzia 65a:1-15,Rabbeinu Chananel on Bava Metzia 65a,True
Bava Metzia 65b:1-13,Rabbeinu Chananel on Bava Metzia 65b,True
Bava Metzia 66a:1-12,Rabbeinu Chananel on Bava Metzia 66a,True
Bava Metzia 66b:1-20,Rabbeinu Chananel on Bava Metzia 66b,True
Bava Metzia 67a:1-16,Rabbeinu Chananel on Bava Metzia 67a,True
Bava Metzia 67b:1-13,Rabbeinu Chananel on Bava Metzia 67b,True
Bava Metzia 68a:1-14,Rabbeinu Chananel on Bava Metzia 68a,True
Bava Metzia 68b:1-15,Rabbeinu Chananel on Bava Metzia 68b,True
Bava Metzia 69a:1-14,Rabbeinu Chananel on Bava Metzia 69a,True
Bava Metzia 69b:1-15,Rabbeinu Chananel on Bava Metzia 69b,True
Bava Metzia 70a:1-9,Rabbeinu Chananel on Bava Metzia 70a,True
Bava Metzia 70b:1-13,Rabbeinu Chananel on Bava Metzia 70b,True
Bava Metzia 71a:1-20,Rabbeinu Chananel on Bava Metzia 71a,True
Bava Metzia 71b:1-14,Rabbeinu Chananel on Bava Metzia 71b,True
Bava Metzia 72a:1-11,Rabbeinu Chananel on Bava Metzia 72a,True
Bava Metzia 72b:1-17,Rabbeinu Chananel on Bava Metzia 72b,True
Bava Metzia 73a:1-12,Rabbeinu Chananel on Bava Metzia 73a,True
Bava Metzia 73b:1-12,Rabbeinu Chananel on Bava Metzia 73b,True
Bava Metzia 74a:1-16,Rabbeinu Chananel on Bava Metzia 74a,True
Bava Metzia 74b:1-15,Rabbeinu Chananel on Bava Metzia 74b,True
Bava Metzia 75a:1-11,Rabbeinu Chananel on Bava Metzia 75a,True
