Assumed to be correct references,Siftei Chachamim comment
Genesis 2:2,"(ב)ר""ש אומר ב""ו שאינו יודע כו'. דק""ל דויכל אלהים ביום השביעי משמע שעדיין עשה מלאכה ביום השביעי אלא שכלה בו ואח""כ כתיב וישבות ביום השביעי משמע שלא היה עושה בו מלאכה כלל: נכנס בו. ר""ל המלאכה נכנסת בשבת: ונראה. ר""ל לבני אדם נראת כאילו כלה אבל האמת אינו כן ויהיה ויכל אלהים ביום השביעי לפי הנראה ולא לפי האמת: ד""א מה היה העולם חסר מנוחה. וא""ת וכי אי אפשר לעולם בלא מנוחה וכי בלא מנוחה לא יתקיימו שמים וארץ וי""ל דאין ה""נ כדפירש לעיל (א א) בראשית בשביל התורה שנקרא ראשית דרכו ברא אלהים וגו' ואי לא היתה מנוחה בעולם אין פנאי להם לישראל כל ששה ימים לעסוק בתורה לכך ברא השבת שאסור לעשות בו מלאכה הלכך עוסקים בתורה בשבת א""כ נמצא דבשביל מנוחה קיימים שמים וארץ: כלתה ונגמרה המלאכה. וא""כ אתי שפיר הא דכתיב ויכל אלהים ביום השביעי שהמנוחה נבראת ביום השביעי ואז היו כלין כל המלאכות וזאת מנוחה אינה מלאכה גמורה אלא דרך העברה. [רא""ם]: ולפי הד""א קשה למה אמר לשון מלאכה דמשמע שעשה מלאכה ממש לכך צריך לטעם הראשון. ולטעם הראשון קשה מ""מ לכתוב ויכל אלהים ביום הששי לכך צריך לשני טעמים האלו. [מהרש""ל]: ואע""פ שאין שייך לומר בריאה ומלאכה על המנוחה שהיא העדר הפעולה שהוא דבר שאינו גוף ממש מ""מ נ""ל דהכי פירושו דאילו לא צירף את יום השביעי לימי הבריאה היה טבע האדם והנבראים לעמול ולעבוד יום ולילה לא ישבות ולא היה בטבע לפוש ולנוח וא""כ הגוף כלה מאליו והעולם חרב מאין יושב אבל השתא שצירף את יום השביעי ובו שבת וינפש אז ירד הטבע לעולם לשבות ולנוח ולמצא מרגוע על נפשו עד אשר תשוב נפשו עליו. [נח""י]: "
Genesis 3:1,"(א)מה ענין זה לכאן. כתב הרא""ם ומנ""ל לומר שהכתנות הללו בתחלת בריאתן מיד נעשו מפני הצינה והחום עד שיקשה עליו מה ענין זה לכאן וכו' דילמא לא נעשו הכתנות הללו אלא לאחר שחטאו ואכלו מן העץ והכתנות הללו היו מפני הבושה שהיו ערומים ויהיו המקראות כסדרן וכו' ונ""ל דהוכחתו מדכתיב (פסוק כ) ויקרא האדם שם אשתו חוה וגו' וסמיך ליה ויעש ה' אלהים וגו' ופירש""י ויקרא האדם חזר לענין ראשון וכו' וא""כ קריאת שם חוה קודם החטא היה וסמיך ליה ויעש ש""מ דבתחלת בריאתן עשה להם הכתנות ולא אחר שחטאו מפני הבושה ועי""ל מדכתיב בקרא ויעש להם כתנות עור וילבישם דמשמע הקב""ה הלבישם וכי מפני שחטאו הוכרח הקב""ה להלבישם ולמה לא הלבישו את עצמם כמו שעשו להם חגורות מעצמם והיה לו לכתוב ויעש להם כתנות עור ללבוש אלא ע""כ בתחלת בריאתן עשה מפני הקור והחום. ועל מה שהקשה הרא""ם איך היו ערומים וכו' י""ל דלמ""ד (בראשית רבה כ יב) שפירש כתנות עור חלקים כצפורן מדובקין לעורן אם כן היו ערומים רק על העור היה מדובק כעין ציפורן אבל הכל בגלוי היה וגם אבר התשמיש וק""ל. ואפילו למ""ד (שם) שעשאן מצמר הארנבת והיו נעשים לו מפני הצנה והחום כיון שבריאתן היה בתשרי לדעת ר""א או בניסן לדעת ר""י ובשני חדשים אלו אין בהם לא קור ולא חום לא היו מלובשים בהן אלא ערומים היו בלי לבוש כי לא יתבוששו ממה שהיו ערומים כי לא אכלו עדיין מן העץ לידע בין טוב ובין רע וכיון שהיו ערומים והיו משמשים לעין כל נתאוה הנחש וכו'. וא""ל למה לקחו עלה תאנה ויעשו להם חגורות היה להם ללבוש הכתנות אין ה""נ אך ורק שבאותו פעם לא היו מצויין אצלן ולא רצו להיות עומדים ערומים אפילו רגע אחד: ומ""מ נ""ל שבמחלוקת שנויה (פסחים נד) והכי איתא התם עשרה דברים נבראו בע""ש בין השמשות וי""א אף בגדיו של אדם הראשון וא""כ לי""א נבראו אחר החטא דאינהו סרחו בעשירית דהיינו קודם בין השמשות ולת""ק דס""ל דקודם בין השמשות נבראו אפשר נמי דס""ל דנבראו קודם החטא. [נח""י]: ועוסקים בתשמיש. וא""ת ותשמיש היכן רמיזא י""ל לא היה צריך לומר רק ויהיו שניהם ערומים מה תלמוד לומר האדם ואשתו אלא הכוונה מלבד שהיו ערומים היו מתיחדים כדרך איש ואשתו. [אב""א]: לפי ערמתו כו'. דקשה לרש""י למה נאמר מכל אלא לפי ערמתו וכו' ר""ל מתוך שהיה ערום מכל לכך היה ארור מכל: שמא אמר. שאי אפשר לפרשו כ""ש מפני שהוא תחלת דבור: ואע""פ שראה אותם כו'. כתב הרא""ם אע""פ שלא נודע זה מן הכתוב מוכרח הוא דאל""כ מה היו אוכלים ואין זה ראייה דלמא היו אוכלים ממיני עשבים וזרעוני גינה. ונראה דהוכחת רש""י מדכתיב בקרא לא תאכלו מכל עץ הגן לא היה לו לכתוב אלא לא תאכלו מעץ הגן כיון שראה אותם שאכלו עשבים וזרעונים א""כ כל ל""ל אלא ודאי ראה אותם אוכלים פירות אך שראה אותם אוכלים בסירוגין ר""ל מהתאינים אכלו ומהגפן לא אכלו ומאילן אחר שהיה עומד אצלן אכלו ואז שאלה אותה כיון שראה אותם מקצת פירות אכלו ומקצתם לא אכלו היה לה מקום שאלה אם זה הוא משום בחירה בעלמא שאין טובים כשאר פירות משום הכי אין אתם אוכלים אותם או מפני ציווי הש""י שצוה לכם לא תאכלו מכל עץ הגן ולכן אתם אוכלים ממקצתן וממקצתן אינכם אוכלים וק""ל:"
Genesis 4:1,"(א)כבר קודם שחטא. דקשה לרש""י דהיה לו לכתוב וידע בציר""י תחת היו""ד: היו לו בנים. הא דנקט רש""י היו לו בנים ולא נקט אחר שנטרד ידעה משום דהוה משמע שאחר שנטרד ידעה הא קודם לכן לא ידעה והרי לעיל (ב כג) כתוב זאת הפעם וגו' ופירש רש""י מלמד שבא וכו' משמע דאף קודם לכן בא עליה ובזה נמי ניחא מנ""ל לרש""י דואדם ידע כבר קודם שנטרד קאי אף על ההריון והלידה דלמא על תשמיש לחודה קאי אלא יש לומר דאם כן ל""ל קרא דואדם וגו' והא כבר שמעינן ליה מקרא דזאת הפעם וגו': עם ה'. כתב לפרש המאוחר את ה' משום דרש""י לא רצה לדרוש אתין שבתורה לרבות משום את ה' אלא אחר שפירש את הוא עם ה' ולא לרבות ה""נ יש לדרוש ג' אתין. [דברי דוד]: שותפים אנו עמו. כי ג' שותפין יש באדם הקב""ה ואביו ואמו (נדה לא.): לכך נאמר ותוסף. ר""ל הוסיף עוד את כלומר דשני אתין משמע שתים לכך מיושב נמי הטיב מה שכתוב ותוסף: "
Genesis 5:1,(א)מגיד שביום שנברא הוליד. שהרי כתיב זה ספר תולדות אדם ביום ברא וגו' משמע דביום שנברא היו לו תולדות ויהיה ביום ברא דבוק עם תולדות אדם ולא עם בדמות אלהים הבא אחריו דאם לא כן ביום ברא למה ליה. לא היה לכתוב אלא תולדות האדם בדמות אלהים עשה אותן יסגי ויחויב מזה שזה ספר תולדות אדם שב אל והאדם ידע את חוה אשתו ותלד את קין והבל: 
Genesis 6:2,"(ב)כשהיו מטיבין אותה. מלשון מטיבין את הנרות. פירוש דטבת משמע דעתה היו טבת. רצונו לומר מקושטות כמו עפרון ישב (להלן כג י) שישב עתה. ועוד טבת חסר הוא לשון יחיד כלומר דלא היה טבת אלא נשים יחידות דהיינו הכלות שהן מקושטות ולא כולן. אבל אי כתיב טבות מלא וי""ו היה משמע שתמיד היו טובות ר""ל מקושטות כיון דכתיב מלא לשון רבים וק""ל: אף הזכר והבהמה. דאל""כ נשים מכל אשר בחרו למה לי. אלא נשים לבעולה. אשר בחרו לזכר ולבהמה. [רא""ם]: הקשה הרא""ם דבפ""ק דקדושין (יג.) משמע שלא נכשלו באשת איש. ונ""ל דבני אלהים שהם השרים חטאו בא""א ולא שאר העם דהא קאי אויראו בני אלהים לפיכך נקט הרב היה גדול נכנס. [נח""י]. והרא""ם אמר שמא אגדות חלוקות הם: "
Genesis 7:1,"(א)מכאן שאומרים כו'. י""ל כיון שהודיענו הכתוב דרך ארץ שלא לספר אלא מקצת השבח ממילא יבין מדעתו שיש בו כפלים. ונ""ל דמקצתו לאו דוקא חצי אלא קצת וחלק מעשרה או ממאה ואז לא יוכל לידע כמה הוא שבחו. [נח""י]: "
Genesis 8:1,"(א)זכות שלא השחיתו כו'. הכא משמע ששאר הבהמות השחיתו מעצמן לא ע""י המזיקין דאל""כ מאי זכות של אלו וכן משמע ממה שאמר אחריו שלא שמשו בתיבה שזהו פי' על עצמן. [קיצור מזרחי]: והא דאיצטריך לשני מיני זכות י""ל דבזה שלא השחיתו דרכם קודם לכן לא סגי משום דאין זה פעולת מצוה אלא מניעת עבירה (ואע""ג דאמרינן במסכת מכות (כג:) כל היושב ולא עבר עבירה נותנין לו שכר כעושה מצוה הא אמרינן בקדושין (לט:) דמיירי כשבא לידו עבירה וניצול הימנה) לכן אצטריך ג""כ לזכות שלא שמשו בתיבה שזהו פרישות סיגוף במותר להם. ובהאי טעמא לחוד נמי לא סגי משום דהוי קצת כמי שאינו מצוה ועושה דלא מצינו שנאסרו בתשמיש בתיבה דלנח ובניו לחוד אזהר רחמנא. והא דכ' הרב (להלן פסוק יז) ושרצו בארץ מגיד שאף הבהמה וחיה נאסרו בתשמיש י""ל דמעצמם קבלו האיסור ולא בגזירת הש""י: מה שלא אמר הכתוב שזכר זכות בני נח והעופות נראה לפי שחטאו ושמשו בתיבה חם ועורב לכן לא זכר בניו והעופות. וכלב ספק הוא אע""ג דקמי שמיא גליא מ""מ כיון דחזינן דנחלקו בו חכמים אם הוא חיה או בהמה ממילא חזינן דרצון הקב""ה שלא לגלות לכן לא השמיט לא חיה ולא בהמה. [נח""י]: רוח תנחומין. דקשה לרש""י דאי הוה רוח ממש הא כתיב אח""כ וישוכו המים וזה אינו דהא כתיב (תהילים קמז יח) ישב רוחו יזלו מים. [דבק טוב]: א""נ הוכחתו דאי רוח ממש הא כתיב על הארץ והרי היו המים על הארץ והיאך עבר הרוח על פני הארץ אבל אם תפרש רוח תנחומין אתי שפיר דעל הארץ פירוש על עסקי הארץ רצונו לומר דלכך העביר רוח תנחומין בשביל בני אדם שעל הארץ: "
Genesis 9:3,"(ג)שלא הרשיתי כו'. ומה שהתיר לנח הבשר יותר מלאדם נלע""ד לפי שקודם היה האדם והבהמה שוין כלם מעשה ה' יצרם מן האדמה ואין לזה יתרון על זה ולמה ימית האחד את חבירו אבל בזמן שחטאו כלם והי' ראוי שיאבדו כלם אלא שנתקיימו בזכות נח ובזה היה לו יתרון על הב""ח וכו'. [קיצור מזרחי]: מה שתלה היתר אכילת בשר בהיתר אכילת ירק עשב דל""ת שאכילת בשר תהיה במקום עשב ממילא עכשיו הותר הבשר לבד ולא עשב קמ""ל שהיתר הבשר נתוסף על הירק עשב. [דברי דוד]: "
Genesis 10:2,"(ב)זו פרס. וא""ת למה מפרש יותר תירס מי הוה יותר ממה שמפרש האחרים וי""ל לפי שפירש לעיל (ט כז ד""ה וישכון) אף על פי שיפת אלהים ליפת שבנה כורש שהיה מבני יפת וכו' שאל תקשה לי' מנ""ל דכורש מבני יפת היה לכך מפרש תירס זה פרס ש""מ דפרס היה מבני יפת וכורש היה מלך פרסיים מסתמא גם הוא היה תירס וק""ל. ועי""ל משום דכתיב כאן מדי ולא כתיב פרס א""כ תקשי הרי בכל המקרא מצינו מדי ופרס יחד ל""פ תירס זה פרס. [רא""ם]: ואני אומר וכו' שהיא גמרא בפרק קמא דיומא (י.) ופרסאי מנ""ל דמיפת קאתי דכתיב בני יפת גומר וגו' תני רב יוסף תירס זו פרס. [צדה לדרך]:"
Genesis 11:1,"(א)לשון הקודש. דאי לשון אחר לא היה שפה אחד דהא הכל מודים דבלשון הקודש נברא העולם כדפירש רש""י לעיל (ב כג) בפרשת בראשית בפסוק ויאמר האדם זאת הפעם וגו' וא""כ ע""כ היה לשון הקודש אותו לשון וק""ל: ד""א על יחידו של עולם. דלפירוש ראשון קשה א""כ הי' לו לומר בדברים אחדים משום הכי קאמר ד""א וכו' ותו קשה ה""ל למימר ודברים אחרים מהו אחדים משום הכי פירש ד""א וכו' רצונו לומר דברים חדים וכו'. [מהרש""ל]: "
