Assumed to be correct references,Siftei Chachamim comment
Numbers 2:2,"[2]Each one's color. Thus the meaning of “their fathers’ houses” was the names of their fathers that were engraved on the breastplate. But since this is a forced explanation in the understanding of “their fathers’ houses,” Rashi gives another explanation. Nonetheless, according to the other explanation one may question the connection between the word “banner” and “the insignia of their fathers’ houses,” therefore he also needs the first explanation. When they carried him. Meaning that accordingly one must say that “banner” is a term of gathering as in “ודגלו עלי (and encamped around me)” (Shir HaShirim 2:4). This teaches that each banner was with its group.At the distance of a mil. One might ask: Previously in Parshas Yisro (Shemos 19:2), Rashi explained thatנגד ההר  (opposite the mountain) meant to its east, because any time that you find the wordנגד  it implies facing east, even if it comes as a construct (opposite something). The answer is: Here it is written “around the Tent of Meeting they shall encamp” so it is not possible that they were all facing east. Thus Rashi explains that it is a term of distance. Furthermore, I have found that one may learn this through a gezeirah shavah (comparison); the Torah here says מנגד (opposite) and elsewhere it says ותשב מנגד הרחק (“and sat facing him about the distance”) (Bereishis 21:16). Thus, just as there it refers to distance, so too here it refers to the distance. A mil is a distance of two thousand amos [the maximum distance] that one may travel on Shabbos. "
Numbers 3:1,"[1]Since he taught them what he had learned. Otherwise [i.e. if the Torah did not say this], what relevance does this point have here. Thus Rashi explains that ביום דיבר (lit. on the day that He spoke) means “from the day that He spoke,” and that the letter beis is like the beis in והנותר בבשר ובלחם (that which is left from the meat and from the bread) (Vayikro 8:32). It was not on the day that Hashem spoke to Moshe on Har Sinai that he taught them, rather from that day onwards he taught them and thus they became his descendants. One might ask: Surely all of Israel learned Torah from Moshe, so why were they not [also] called his descendants? The answer is: When he taught Torah to the whole of Yisroel it was at the command of Hashem, as it is written “Hashem said to Moshe come up to me ... that I wrote to instruct them” (Shemos 24:12). This implies that the main reason for Hashem teaching Moshe was for [Moshe to teach] the people of Yisroel. Therefore it is not correct to say that [regarding them that] “one who teaches another’s son...” However regarding Aharon’s sons, Moshe was not obligated to teach them, given that only a father is obligated to teach his son Torah, therefore they were called the descendants of Moshe. This appears to the precise meaning of the wording “anyone who teaches another’s son Torah...” "
Numbers 4:2,"[2]For the service of carrying. Rashi intends to explain the reason for the count: All those enumerated are normally counted from one month, from twenty or from thirteen years of age, but this number is not similar to any other. Therefore he explains “count those among them suited...” Re’m."
Numbers 5:2,"[2]This Parshah was said on the day. Rashi is answering the question: Why didn’t he command them this Parshah immediately after the Mishkon was erected? Surely they arranged the camps on the day that the Mishkon was erected, and immediately afterwards he should have commanded them to send everyone who was impure out of the camp. He answers that it was indeed said on the day that the Mishkon was erected. Rashi is also answering another question: Where do we find that that any other Parshah was said to them on the day that the Mishkon was erected? He answers that “eight parshiyos...” Three camps. Because it wrote the word “camp” three times in this Parshah. Out of all of them. Regarding the metzoro the Torah writes “he shall dwell alone” (Vayikra 13:46) implying that he should dwell in a place where no other impure people go, i.e. outside the three camps. When the Torah wrote “and they shall not defile their camps,” (v.3) rather than writing “their camp” this implies that there was one camp for a zav and another camp for a person defiled by the dead. Now, since one defiled by the dead is permitted in the Levite camp, as explained previously, one may infer that a zav is permitted in the Israelite camp. From the encampment of the Shechinah. You might ask: From where did Rashi know this? The answer is that the fact that one defiled by the dead is even permitted in the Levite camp is learned from Moshe Rabbeinu who was himself a Levi. The Torah writes “Moshe took the bones of Yosef with him” (Shemos 13:19) and he entered the camp of the Levites. Means ... bones. Meaning that the opinion of the Targum is that they were defiled through the bone of a corpse. Re’m explains Rashi’s proof: Had this been a term meaning impurity, a person who touched someone who became impure from a corpse would have also been rendered an av hatumoh (‘father’ i.e. originator of impurity) since [the verse would mean that] a person who touched someone who became impure from a corpse is commanded here to be sent out of the camp like a zav or a metzoro, which are both avos hatumoh. However this is not so, because a person who touches someone who became impure through touching a corpse only becomes a vlad hatumoh (‘offspring’ of impurity). Thus one is forced to say that “defiled by a [departed] soul” refers to bones. A bone is an avi avos hatumoh (‘father of a father’ of impurity) and one who touches it becomes an av hatumoh. You might ask: How did Rashi know this, perhaps the verse means that he was rendered impure by flesh rather than a bone. An answer is that if this was so the Torah should have written טמא בנפש (defiled by a soul), but what is meant by טמא לנפש (lit. defiled to a soul) — this implies that he was rendered impure by something connected to the soul — and this is the bones. Another answer is that it was because the Targum translates דמסאב לטמי נפשא (who were defiled by the bones of a soul) whereas he should have merely translated it as דמסאב נפשא (defiled by a soul). However the additional word לטמי implies bones."
Numbers 6:2,"[2]That whoever observes a sotah. Rashi is answering the question: Why was this not been placed next to the passage of Nedarim (vows), which is its fitting place? Re’m explains that there is no association whatsoever to the passage of the sotah, for she transgressed [one of] the Ten Commandments while the Nazirite sanctified himself, abstaining from that which was permitted to him. Therefore Rashi asks why this passage was placed here, even though such a question is not normal for Rashi. In her decadence. Meaning how they degraded her, as it writes, “and expose her hair” (5:18). "
Numbers 7:1,"[1]Because he utterly dedicated. It appears that Rashi is answering the question: The notation above the words “Moshe finished” separate it from the words “erecting the Mishkon” meaning that “Moshe finished” is not to be read together with “erecting the Mishkon” and it is as if they are two separate topics. But what two topics could there be here? Rather one must say that the verse is to be explained as saying “It came to pass on the day that Moshe finished the making of the Mishkon and the erection of the Mishkon”. Thus Rashi asks “Betzalel and all the wise-hearted men...” He answers that “because he utterly dedicated himself...” With this one may answer the widely asked question: The verse merely attributes the erection of the Mishkon to Moshe, and he did this alone as is written previously in Parshas Pekudei (Shemos 39:33) Maharai explains that Rashi was answering the question: The Torah should have merely said “It came to pass, on the day Moshe erected the Mishkon. ...On the second the [red] cow was burned. Rashi wished to answer this so that you would not ask: Didn’t the Levites begin their service immediately after the erection of the Mishkon as is written shortly? How would they be permitted to do this, since they were impure due to contact with a corpse and could not be purified since the red cow has not yet been burned? One cannot say that the cow was burned before the erection of the Mishkon because concerning its sprinkling in Parshas Chukas (Bamidbar 19:4) the Torah writes “opposite the face of the tent” implying that the Mishkon has already been erected when it was slaughtered. He answers “on the second, the cow was burned...” thus it emerges that they were purified on the seventh. And on the seventh they were shaven. This is the shaving mentioned in Parshas Beha’alosecha (Bamidbar 8:7) “and they shall pass a razor over their entire bodies...”"
Numbers 8:2,"[2]Because the flame rises. Rashi is answering the question: How is the term “When you cause to rise” appropriate for lamps such that Scripture writes בהעלותך (when you cause to rise) instead of בהדלקתך (when you light)? He answers that it is because the flame rises, meaning that this was why the terminology of ‘rising’ is appropriate. Rashi also answers another question: Nonetheless the Torah should have written “when you light,” so why does it write “when you cause to rise”? It is certain that the term “when you cause to rise” may also be appropriate regarding lamps, as Rashi explains “because the flame rises,” however the term “when you light” is more correct. He answers that it is written “when you cause to rise” in order to teach that “he is required to ignite...” However [one may ask another question:] in Parshas Tetzaveh (Shemos 27:20) regarding the lighting of the continual flame, Rashi only answers why it is written “to cause to rise” rather than “light.” He says that he is required to ignite [the lamp] until the flame rises by itself. The answer is that there it is written להעלות “to cause to rise” in the command form, therefore Rashi explains why the command was given with the term “to cause to rise” rather than the term “to light” which is a clearer command. He answers that because “he is required to ignite...” which is a component of the command, therefore it is written “to cause to rise.” See Re’m. Parshas Emor (Vayikra 24:2) is the real source of this command, as Rashi explains there. The question is why did Rashi did explain anything there? The answer is that he relies upon his explanation in Parshas Tetzaveh about the term “to cause to rise” which was in the command form, as explained. Re’m explains similarly that a commentator will sometimes explain all matters that relate to a term, sometimes he will explain some of them and sometimes he will rely upon what he explained elsewhere. Therefore Rashi gave no explanation in Parshas Emor, even though the term “to cause the continual flame to rise” is written there. That there was a platform. Even though we [already] learned from here that he had to ignite until the flame rises by itself, one may explain that the main source for expounding this is from the verse in Parshas Tetzaveh concerning the lighting of the continual flame, and here Rashi mentions it in passing. Another answer is that if it only came to teach that the flame should rise by itself, Scripture should have written “to cause to rise” and not “when you cause to rise.” And if it came only to teach about the platform then it should have written “when you rise up.” Rather the Torah writes “when you cause to rise” to expound both points. Re’m explains that the implicit meaning of this teaching (about the platform) and the one that the flame should rise by itself are evenly balanced; therefore [since neither is more implicit than the other] we are able to learn both. Upon which the kohein stood. You might ask: Surely a man is four amos high, corresponding to twenty-four tefachim, while the height of the menorah was only eighteen tefachim, as Rashi explains in Parshas Terumah (Shemos 25:35). If so, why does he need a platform? The answer is that the tefachim of the Temple were ‘extended,’ such that the eighteen tefachim of the menorah were equal to twenty-four regular tefachim, i.e. equal to the height of a man. If one comes to clean the lamps he needs to see inside the lamps in order to clean them, therefore he needed a platform. (Divrei Dovid) Were all the kohanim of equal height? Surely it is possible that a kohein has a slightly shorter stature. Thus there needs to be a platform there so that every kohein can comfortably perform the service of the menorah. Their wicks. Meaning that since it is written “shall the seven lamps cast light,” one is forced to say that it refers to the wicks, since they cast light. For if it refers to the lamps, the cups (containing the oil), it should have said “toward the face of the menorah shall the seven lamps tilt.” You might ask: The verse writes “toward the face of the menorah” meaning that all seven lamps should cast light towards the lamp of the middle branch, but Rashi explains that only six cast light towards the middle lamp. The answer is that Rashi is answering a different question: “Shall the seven lights cast light” implies that all of them cast light before the middle branch, i.e. above it, which is termed the ‘face of the menorah.’ However this is not possible. Granted that the lamp on the middle branch casts light above it, however the six other lamps only illuminate the area above their own branches. Such is the manner of all lamps, which cast light upon themselves. He answers that the six other lamps that were on the six branches also cast light towards the middle branch. Because of the six lamps that were on the six branches, the three eastern ones turned towards the middle ... meaning that the ends of the wicks were bent towards the middle branch, and the same with the western ones. Thus “the seven lamps cast light” means that in this fashion the seven lamps cast light towards the middle branch. Re’m expands upon this. (See Responsa of Rivash siman 400). (Gur Aryeh) raises a difficulty: If this is so, the Torah should have said “the six lamps cast light” because only six cast light toward the menorah. Some explain that the verse is to be understood as follows: “When you light the lamps, towards the face of the menorah” meaning that when you light them the lamps should be towards the menorah — six should face toward the middle. But “the seven lamps shall cast light” is a separate phrase meaning that in this fashion the seven lamps should cast light. "
Numbers 9:1,"[1]Was not said until Iyar. As it is stated (Bamidbar 1:1) “in the second month.” That throughout the forty years. Since it is written (v. 5) “on the fourteenth day...” why was it necessary to say “in the desert of Sinai”? — At the beginning of the Parshah it writes “in the desert of Sinai”! Rather, it is to teach you that “throughout the forty years...” You might ask: Why did Moshe not compel them to offer the Pesach-offering? The answer is that in the desert there were many Jews who were not circumcised, and who did not circumcise their sons. In which case you might ask: If so, what was the discredit in this — surely they were unable to offer it? The answer is that they brought this about through their sin, because if it has not been for their sin, they would have entered the Land of Israel in another three days, as Rashi explains [below] on the verse “we are traveling...” (10:29) (Tosafos Kiddushin 38). "
Numbers 10:2,"[2]At the time of departure of המחנות (the camps). Most texts read “departure of המסעות (the formations)” meaning at the time of the departure of the formations, each comprising three camps, each under its banner. Either way, with this Rashi ensures that one not say that when they wanted to travel they would sound the trumpets. For this is not the case; rather the cloud folded first, and afterwards Moshe would say “Arise Hashem.” Only afterwards would they sound the blasts. Therefore, Rashi explains that that at the time of the departure of the camps when they prepared themselves to travel, they would not depart until the trumpets were sounded. "
Numbers 11:1,"[1]“The People” refers only to the wicked. You might ask: Do we not [also] find “the people” referring to the righteous, as it says “all of the people together answered and said: All that Hashem says we shall do and we shall hear” (Shemos 19:8). The answer is that when they are wicked the only name that they are given is “the people.” Righteous, they are called “My people.” You might ask: Do we not find “my people” referring to them when they are wicked, as it says “my people do not consider” (Yeshayah 1:3). The answer is that the verse means that beforehand they were my people, but now “they do not consider.” How we have toiled. לבטנו means “we have toiled.” The distinguished among them. You might ask: Rashi explained above that “the people” refers only to the wicked, while here he explains that it refers to the distinguished and the great ones. One cannot say that when he says “the distinguished ... the great ones” he is referring to the wealthy ones among the wicked, who are thus termed “great,” because further on Rashi asks (v.16) “where were the original elders...?” He answers that they died at the fire of Taveirah, implying that those [who died] were the elders who were in Egypt — but these elders were righteous and leaders of the generation. The answer is that when the Torah writes “the people were ... and the fire of Hashem burned among them” it refers to the wicked, “the people” written above. However, when the fire burned among them, it also burned among those who were not complaining. Thus when it writes “consumed some of the outcasts (lit. edge) of the camp” it refers to the distinguished and the great ones among them. Rashi is referring to these righteous ones when he comments later “in the fire of Taveirah they died.” "
Numbers 12:1,"[1]How did [Miriam] know. Meaning: It is not the behavior of modest women to complain to their neighbors about their husbands concerning intimate relations. Just as everyone. For if this were not so, why is the Torah calling her a Cushite? Was she a Cushite? — surely she was a Midianite! Rather, just as a Cushite’s skin is unique, so too her skin was unique in its beauty. (Gur Aryeh) Because it is somewhat incongruous for the Torah to speak in this cryptic manner, Rashi therefore says that כושית is the numerical equivalent of יפת תואר “beautiful appearance.” Concerning her divorce. Meaning concerning her husband’s separation from her; this is an abbreviated verse. Why did Rashi reverse the order and explain first the words “the Cushite woman”? It appears that one may have thought that they spoke about him because he in fact married a Cushite woman, as the Midrash says; therefore Rashi first explains that the woman with a hei refers to Tziporah, while the word “Cushite” means that “just as...” Afterwards he explains that “concerning the woman” means concerning her divorce. Subsequently he again explains the word “Cushite” — “What does the Torah teach? — You find...” And then he explains the word “the Cushite” — meaning the hei (indicating the definite article) — teaching “because of her beauty...” This teaches that she appeared this way to everyone and was known for this, consequently the Torah writes “האשה הכושית” (lit. the Cushite the woman). Finally Rashi explains “for [he married a Cushite] woman” teaching why the Torah provided a reason. He explains that this means that he should have either not married or he should have remained with her and not have separated from her. R. Yaakov Triosh. "
Numbers 13:2,"[2]Why [is the chapter of the spies] adjacent. Rashi is questioning why the chapter of the spies is adjacent only to the chapter of Miriam, for it should have been adjacent to the chapters of both Korach and of Miriam. The Torah should have placed the dispute of Korach first, followed by the chapter of Miriam and afterwards the chapter dealing with the spies, for the dispute with Korach took place in Chatzeros while the affair with the spies took place [later] in Paran. He answers that it is “because she was punished...” and therefore the chapters were not written in the order [that they happened] so that we learn this concept. If the chapters had been written in order, even if the incident with the spies would have been placed before Miriam, one would not have learnt this concept, because perhaps they were merely written in chronological order. Re’m. (Nachalas Yaakov) I have already written on several occasions that Rashi does not give a reason for juxtapositions except where there is something superfluous, or a linguistic change, etc. which indicates that the Torah is particular about the juxtaposition. Similarly here, when the Torah writes “Moshe sent them from the desert of Paran” this is seemingly superfluous, for it is written above (12:16) “they camped in the desert of Paran” thus it is obvious that they were sent from there. Rather the Torah is certainly informing us of the place from where they were sent to teach us that even though they had traveled from Chatzeros and arrived at the desert of Paran, and they should have accepted reproof, nonetheless they sinned. This is in contrast to the explanation of Re’m. According to your opinion. Rashi is answering the question: Surely it is evident to Hashem that they would sin through this dispatch. If so, why did Hashem command them to send the spies, which would cause punishment to come upon them so that they would not enter the Land of Israel, but die in the desert? In response Rashi answers that “I am not commanding you.” Re’m explains that Rashi is expounding this from the word “send” and not from the word “for yourself.” Since it is written “all of you approached me and said let us send men before us...” (Devarim 1:22), it is certain that Moshe conferred with Hashem and that the reply came that they should be sent. It is evident that this response was granting permission and not giving a command because it was a response to a question, which indicates granting permission rather than giving a command. Concerning the word “לך” (for yourself) one must either say that this is a manner of speech, as in “the rain has passed הלך לו (and gone)” (Shir Hashirim 2:11). Alternatively, one may expound that when Hashem saw that the spies would sin, He referred to them with Moshe’s name — “send for yourself.” However, when Hashem saw the elders, and that their actions would be correct, he called them after His name, as it states “gather seventy men for Me” (Bamidbar 11:16) Re’m. Moshe conferred. (Gur Aryeh) The Ramban asks: According to Rashi’s explanation that Moshe consulted with the Shechinah as to whether to send the spies, he also sinned because Hashem had said that the land was very good. Furthermore, we find written explicitly in Parshas Devarim (1:23) “the matter was favorable in my eyes,” but if so, why was it favorable in his eyes? The apparent explanation is that Yisroel certainly wanted to send the spies, for they wanted to spy out the route and the towns that they would encounter.” It is usual for someone who does not know the way to send out spies — this was a correct and conscientious attitude toward a mitzvah. Similarly, Moshe sent spies to Yazer, and Yehoshua sent two men to Yericho. Consequently Moshe said “it was favorable in my eyes.” However, Hashem who knows the thoughts of man understood their evil intent and said to Moshe “Send them if you wish ... I have said to them...” See there for further detail. An opportunity for error. As [our Rabbis] say “if one comes to defile we allow him.” (Nachalas Yaakov) This does not mean that Yisroel would err in misunderstanding the spies’ words, rather that the spies would err. This refers to their statement “a land which consumes its inhabitants” (v. 32) where the spies erred, as Rashi explains there. "
Numbers 14:2,"[2]Would that we had died. Meaning that it is not in the sense of “if” as in “would that I had a sword in my hand” (Bamidbar 22:29) and “would that they were wise” (Devarim 32:29). Rashi uses the word הלואי which has the sense of “would that...” It takes a vav afterwards similar to “מי יתן והיה לבבם” (would that it was in their hearts” (Devarim 5:26), therefore Rashi needed to add in the vav — הלואי ומתנו as if it had read “would that we had died.”"
Numbers 15:3,"[3]This does not denote a command. Meaning that if this were a command, it would not be correct to say “by verbalizing as a pledge or as a donation” because donations are not commanded. Thus Rashi explains that “when it occurs to you...” Satisfying. Not that Hashem receives satisfaction from the offering, for it is written (Tehillim 50:12) “Even if I were hungry I would not tell you...” as explained above in Parshas Tetzaveh (Shemos 29:18, 25). The reason for Rashi commenting on “a pleasing fragrance” before “or on your festivals” is that he first explains that “when you make the fire-offering” does not refer to a command, rather when it occurs to you to make a fire-offering to provide a pleasing fragrance. Linked to this he also explained “a pleasing fragrance” before explaining “on you festivals.” In order to fulfill the holiday obligation. Rashi was forced to explain “or that you make...” so that one would not understand this as “by verbalizing a pledge, or by verbalizing a donation or by verbalizing [an offering] on your festivals.” For this is not so, given that the offerings on the festivals are obligatory and thus not dependant upon verbalization. "
