Yoreh Deah,Drisha,24,1,2,@11[א] ודוקא @33ששחט רוב חלל הקנה כו' הא דלא כתב רבי' דין זה לעיל בסימן כ"ב בדין שחיטה משום דדין זה הוא בפ"ק דחולין ושם אמרו כן בגמרא ודין שחיטה בפ"ב דחולין. (והש"ע לא כתב דין זה כאן ולא למעלה בסימן כ"ב ואפשר דרבינו בא להשמיענו כאן רבותא דאף אם שחט רוב הטבעת והגרים אח"כ אפ"ה חשיב הגרמה ולא אמרינן שיהיה נחשב כאן כרוב הנראה לעינים ולא יחשב הגרמה אחר כך אבל לענין שחיטה פשיטא דאינו נחשב כרוב. עכ"ה): 

Yoreh Deah,Drisha,33,5,6,@11[ה] בב"י @33בד"ה עוף הבא לפנינו כו' עד וכתב בהג"א ר"פ א"ט דאין אנו בקיאין בבדיקת הושט כו' עד ונ"ל דהיינו לדעת בה"ג אבל לדעת רש"י שיתבאר בסימן נ"ז האידנא נמי אית ליה בדיקה עכ"ל ויש מקשים הא ס"ל לרש"י דלית ליה לושט בדיקה לא לענין דרוסה ולא לענין נקב וכמש"ר בשמו ולק"מ דהב"י לא כ"כ אלא אמ"ש בהג"א דאנו אין בקיאין בבדיקת הושט ור"ל אף שמן הדין יש בדיקה לושט בנקב או בדרוסה מ"מ אין אנו בקיאין ע"ז כתב דלקמן סימן נ"ז יתבאר דלרש"י אין חילוק בין לדידן לזמניהם ורש"י קאי שם גם אנפולה ושבורה ור"ל כל מה שהיה לו בדיקה בזמניהם יש לו בדיקה גם בזמנינו וק"ל: 

Yoreh Deah,Drisha,123,3,4,@11[ג] חומץ @33לאו בר ניסוך הוא ז"ל ב"י והרשב"א כתב בת"ה הארוך רבינו יעקב היה נוהג איסור בחומץ שלנו שנגע נכרי לפי שאין אנו בקיאין מתי קרוי חומץ ומעשים בכל יום שיש שקורין אותו חומץ ואחרים שותין אותו ושמעתי משמו שהיה מתירו לאחר י"ב חודש כו' ע"ש ומסיים ומ"מ כשמשליכין ממנו על הקרקע ומבעבע שמעתי שאין בו ספק שאילולי שהוא חומץ לא היה מבעבע שהיין אינו מבעבע (משמע שגם ר"ת מודה לזה) עכ"ל ודברי רבינו נראה שאינם מסודרים שה"ל לכתוב דברי ר"ת סמוך לדברי רבינו משולם ואח"כ דברי הרשב"א וכן סידר רבינו ירוחם דברי הרשב"א אחר דברי ר"ת ושמא י"ל שרבינו סובר דר"ת אף במבעבע אסור משום פירצה מדסתם ולא חילק ומפני כך איחר דבריו לדברי הרשב"א אבל איני יודע מנין לו לומר כן שהרי יש שאמרו משמו דלאחר י"ב חודש מותר וכיון שהתיר מכללו אף אנו נאמר דמבעבע מתיר אפי' קדם לכן וכ"ש הוא שעברו עליו י"ב חודש ואינו מבעבע עכ"ל ב"י ומסיים בסוף דבריו ול"נ להורות הלכה למעשה להתיר במבעבע כדברי הרשב"א ז"ל ותשובת המרדכי ומיהו באתרא דאיכא למיחש לפריצותא יש להחמיר עכ"ל: 

Yoreh Deah,Drisha,196,4,13,@11[ד] תקנה @33יפה באותו מקום במוך או בבגד כו' בהגהות מיימוני כתב בשם סמ"ק דאין לנו עתה לסמוך על בדיקת מוך דאין אנו בקיאין וגם ארחיצת חמין משמע דאין לסמוך ועיין מ"ש ב"י (וכ"כ רש"ל דא"א בקיאין ואין להקל ורמ"א מסיים וכל הפורץ גדר בדברים אלו שנהגו להחמיר ישכנו נחש עכ"ה). ושמעתי ממורי דאשה לא תכנס תוך ג' ימים אחר טבילתה למרחץ ונ"ל דהוא מה"ט דהא אמרו אין אשה מתעברת אלא סמוך לוסתה או אחר טבילתה והמרחץ מפליט הזרע. ולפ"ז צריך ליזהר שג"כ לא תהלך הרבה אחר התשמיש כסברת הרמב"ן וגם הרא"ש ל"פ כסברא אלא שכתב שאין לסמוך ע"ז: 

Yoreh Deah,Drisha,234,2,3,@11[ב] שמע @33אביה והפר לה כו' עד והרמב"ם כתב שאם חזרה כו' עד ואינו נראה כולי הנה אעתיק לך ל' הגמרא והנלוה אליו ומתוכו נעמיד על טעם פלוגתתן וגם על פירושו. בנדרים בפ' נערה המאורסה ריש דף ס"ט תניא שמע אביה והפר לה ולא הספיק הבעל לשמוע עד שמת חוזר האב ומיפר חלקו של בעל א"ר נתן הן הן דברי ב"ש וב"ה אומרים אין האב יכול להפר ש"מ לב"ש מיגז גייז ולב"ה מקלש קליש. ופי' שם הר"ן והרא"ש ז"ל לב"ש מיגז גייז כשהפר האב תחלה הפר חלקו לבד וחלק הבעל לא נגרע כלל אלא עדיין הוא קיים לגמרי וחשוב הוא להורישו לאב. ולב"ה מקלש קליש כשהפר האב חלקו נגרע חלקו של בעל ואינו חשוב להורישו לאב דכיון דאב אכתי איתיה הפרה דידיה לא בטלה לה ואכתי נדרה בקלישותא קאי וכיון דקליש ליה חלקו של בעל לא מצי מיפר אב עכ"ל ושם דף ע"א ע"א גרסינן ז"ל תניא כוותיה דשמואל נערה המאורסה אביה ובעלה מפירין נדריה כיצד שמע אביה והפר לה ולא הספיק הבעל לשמוע עד שמת ונתארסה בו ביום ואפי' מאה פעמים אביה ובעלה האחרון מפירין נדריה שמע בעלה והפר לה ולא הספיק האב לשמוע עד שמת הבעל חוזר האב ומיפר חלקו של בעל א"ר נתן הן הן דברי ב"ש אבל ב"ה אומרים אין יכול להפר עכ"ל הברייתא. והנה הרא"ש פי' שם דב"ה פליג גם ארישא דאפי' נתארסה בו ביום אין אביה ובעלה האחרון יכולין להפר ופי' נתארסה בו ביום ר"ל ביום שמת הארוס הראשון אבל מיתתו דארוס הראשון לא הוה כיום שמעו והפרתו דאב דא"כ מה איריא דקאמר דלא הספיק הבעל לשמוע אפי' הספיק לשמוע נמי כיון דחזרה ונתארסה בו ביום וחוזרין ומפירין יחד ביום שמיעת האב ראשונה. אלא מיירי דשמע האב והפר היום ולא הספיק בעלה ארוס הראשון לשמוע עד שמת למחר וליומא אוחרא ואפ"ה ס"ל לב"ש דיכולין להפר אביה ובעלה האחרון ביום שמעו דבעל האחרון והיינו ביום מיתתו דארוס הראשון דוקא. דמיד שמת ארוס ראשון נתרוקנה הרשות לאב ולגבי חלק הבעל הו"ל ביום שמיעה דעתה נתרוקנה לרשותו להפר לה עכ"ל הרא"ש ע"ש ריש דף ע"ב המתחיל ואי תקשי לך כו'. והנה דעת רבינו הטור כדעת הרא"ש שב"ה פליג ג"כ ארישא וזהו שהשיג וכתב על הרמב"ם ז"ל ואינו נראה כו' שדברי הרמב"ם הם בעינו דברי רישא דברייתא שנייה ומשום דס"ל להרמב"ם דב"ה לא פליג כ"א אסיפא דשמע הבעל והפר לה ולא הספיק האב לשמוע עד שמת הבעל חוזר האב ומיפר חלקו של בעל. ומיירי ג"כ שחזרה ונתארסה בו ביום שמת ארוס הראשון דאל"כ ליכא מאן דפליג דחזרה לרשות אביה וכן פירשה הרא"ש והר"ן שם וכתבו דסיפא סמיך ארישא דכתב בה דחזרה ונתארסה כו' ודוקא אהאי סיפא ס"ל להרמב"ם דפליג ב"ה ולא ארישא אבל רבינו ס"ל כשיטת פי' הרא"ש הנ"ל דפליג גם ארישא דכמו דפליג ב"ה ברישא דרישא הנ"ל בלא הפר הבעל הנ"ל דאין האב חוזר ומיפר משום דמקלש קליש ולא חשיבא להורישו לאב וה"נ כי איכא אב וארוס אחרון מ"ש. אבל הר"ן תירץ קושיא לדברי המפרשים דל"פ ב"ה ארישא דה"ט דדוקא ברישא דרישא דאיכא שינוי רשות דמנתק ליה להאי נדרא מארוס לאב כל היכא דקליש ליה לא מצי מנתק אבל הכא דאיכא ארוס אחרון חזינן ליה להאי ארוס אחרון ככרעיה דראשון וכיון דמארוס לארוס קאתיא אע"ג דאקליש ליה נדרא מצי אב ובעל להפר דכה"ג לאו אנתוקי הוא עכ"ל ר"ן ע"ש ד' ע"א. ומתוך מ"ש נתבאר דמ"ש רבינו והרמב"ם כתב בל' פלוגתא אמ"ש לפני זה דה"ק הרמב"ן לא מצא צד שיכול להפר כי אם במת הארוס ביום שמיעת האב ע"ז קאמר דהרמב"ם כתב דאפי' מת הארוס אחר יום שמיעת האב אפ"ה אם חזרה ונתארסה בו ביום שמת יש לה הפרה בשניהן יחד ומסיק וכתב ע"ז ואינו נראה כו' וטעמו דהרמב"ם דס"ל דיכולין להתיר אע"ג דס"ל להרמב"ם דאפילו אם ארוס הראשון קיים ולא שמע ביום שמיעת האב אפ"ה תו לא מצי מתיר וכמ"ש רבינו לפני זה בשמו. נלע"ד דה"ט דשאני הכא כיון דמיד שמת הארוס הראשון קודם שחזרה ונתארסה נתרוקן חלק הבעל לאב ואף ע"פ שהאב לא הוה מצי מיפר לה כמו שנתבאר מ"מ כיון שנתרוקן לו הו"ל לאב בחלק הארוס שלא שמע עדיין היום יום שמיעה ומועיל זה כשתחזור ותתארס בו ביום שמצי האב להפר עם הארוס השני דהא בחלק זה השני הו"ל יום שמיעה יחד משא"כ ברישא כשארוס הראשון חי דאין לאב חלק בחלק הארוס כלל ובעינן לארוס ואב יום שמיעה יחד לדעת הרמב"ם וה"ה כשמת הארוס ולא חזרה ונתארסה בו ביום. וה"ט דבעינן שתחזור ותתארס בו ביום שמת כדי שיפירו יחד ודו"ק. ולכל מה שכתבתי כיון נמי הב"י אלא שכתב דבריו בקצור במקום שהיה לו להאריך וללמדינו שהרמב"ם מיירי אף במת אחר הפרת האב ובש"ע כתב זה בהדיא גם נרמז בדברי רבינו דמדכתב פירוש הרמב"ן דמוקי להפר האב כו' במת ביום לאחר השמיעה ממילא סיפא דברייתא והוא דברי הרמב"ם ג"כ ע"ז קאי וק"ל. אך במאי דפי' ב"י על מ"ש רבינו והרמב"ם כתב שאם חזרה ונתארסה בו ביום כו' וז"ל ב"י דהר"ן כתב דמש"ה קתני בו ביום דאי נתארסה ביום שלאחריו כיון דכשמת בעל נתרוקנה רשות לאב ולא הפר בו ביום קיימיה לנדריה עכ"ל משמע מדברי ב"י שזה הוא הטעם של הרמב"ם לפי האמת וא"א לומר כן דהא כתבתי בפרישה דגם הרמב"ם סובר דכשלא נתארסה לאחר דאין האב יכול להפר משום דאיקלש נדרה ואם כן היאך כתב כיון דכשמת הבעל כו' ולא הפר בו ביום קיימיה לנדרו והא לא היה אפשר להפר אפי' בו ביום דהא כבר הוכחתי דמיירי שמת הארוס ביום של אחר שמיעת והפרת האב והא דכתב הר"ן האי טעמא היינו לב"ש דס"ל דאפילו בלא נתארסה נמי לא אמרינן איקליש נדרה וכדמסיק שם הר"ן ד' ע"א ע"ב דהתוס' פירשו דב"ה פליג נמי ארישא ורישא דברי ב"ש הוא לחוד דס"ל כרישא דרישא דאפי' הפר האב ולא חזרה ונתארסה האב חוזר ומיפר לחוד ואשמעי' בהא דבחזר ונתארסה מפירין יחד ואליבא דב"ש א"ש ה"ט אבל אליבא דב"ה דקי"ל כוותיה נראה דצריכין לטעמא שכתבתי ודו"ק: 

