
Yoreh Deah,Bach,1,403,@22סי' א @11ועבדים @33משוחררים פי' מהרו"ך דעבד הואיל דבע"כ נימול ונטבל אין להאמינו על השחיטה ולכן כתב רבי' דוקא משוחררים והאריך בזה ושגגה יוצאה מתחת קולמסו דפשיטא דעבדים נאמנים על השחיטה כדמוכח במשנה פרק כל הפסולים לפי דברי התוספות וכל הפוסקים וכדפרי' לשם בחיבורי אלא דס"ל לרבינו דהיינו דוקא במכירין שהוא מומחה ומוחזק אבל לא בסתם עבדים שאין מכירין בו והכי מוכח להדיא מלשון הרמב"ם והסמ"ג דכתבו דנשים ועבדים אם היו מומחים שוחטים דלא היו צריכין לפרש אם היו מומחים דאפי' ישראל גמור אינו שוחט אא"כ הוא מומחה אלא ודאי אתו לאורויי דאין ליתן להם לשחוט אא"כ יודעים בהם שהם מומחים אבל בסתם עבד חזקה שהוא מן הריקים ומן הפוחזים. וכן מ"ש רבינו בסימן ס"ה דעבדים ואמהות ישראל נאמנים בדבר זה לשלוח על ידם בשר מנוקר ולא חיישינן לחילופא בשהייה מועטת אלמא דלד"א אינן נאמנין כישראל גמור היינו דוקא בסתם עבדים אבל בידוע דכשר הוא נאמן כמו אשה דגמרינן לה לה מאשה. אבל לא כפי' מהרו"ך דעבד גרע משום דנמול ונטבל בע"כ דלפ"ז אפי' יודעין בו שהוא מומחה ומוחזק שחיטתו פסולה ושרי ליה מאריה דהאי פשיטא דשחיטתו כשרה ועוד דלא כתב הר"ן בפ' רבי ישמעאל לחלק בין עבד שנמול ונטבל בע"כ לנמול ונטבל מדעתו ורצונו אלא לענין שעושה י"נ דבע"כ עושה י"נ עד שתשתקע ע"ז מפיהם דהיינו כל י"ב חדש אבל לשאר דברים אין חילוק בין בע"כ למדעתו ורצונו ועוד דלפי פירושו הו"ל לרבינו לחלק הכא מיניה וביה בעבד גופיה בין בע"כ למדעתו ורצונו למה כתב ועבדים משוחררים דאלמא כל עבדים שחיטתן פסולה אפי' נימול ונטבל מדעתו ורצונו אלא כדפרי' עיקר דאין חילוק אלא בין מכירין שהוא מומחה ומוחזק ובין אין מכירין. גם בסמ"ק שכתב נשים שוחטות לעצמן כתב מהרו"ך דר"ל דלאחרים אין שוחטים דכיון דדעתן קלות אינן נזהרין באיסור דלפני עור לא תתן מכשול וכדין כותי. דלפ"ז אפי' יודעין בהן שהן מומחין ומוחזקין אם שחטו לאחרים שחיטתן פסולה וליתא אלא כדפרי' הוא האמת ע"ש: @11וכיון @33שרוב מצויין אצל שחיטה מומחין הן המוצא בהמה שחוטה וכו' הדבר פשוט דלא קא עסיק הכא רבינו אלא לענין שחיטה שמא שחטה מי שאינו ראוי לשחוט או שמא נתנבלה בידו אבל לענין איסור בשר שנתעלם מן העין נסמך רבינו על מ"ש לקמן בסימן ס"ג ולענין דין יאוש שהוא של מוצאו כתב רבינו בחשן משפט סימן רנ"ט והכא ודאי לא אמר דכשרה אלא בדליכא למיחש לבשר שנתעלם מן העין ומהרו"ך האריך בזה ודחה לפשוטו ואין דבריו נלפע"ד גם מ"ש דלרשב"ם אינו אסור בשר שנאבד ומצאו אלא במקום דליכא רוב ישראל וכ"כ בסימן ס"ג ליתיה אלא אסור אפי' ברוב ישראל כמו שכתבתי בסימן ס"ג ס"ד ע"ש: @11אם @33אחר מברך מהרו"ך הבין דאותו אחר עע"ג ומברך ברכת השחיטה ואינו שוחט והאריך בדברים שלא הו"ל לרב כמוהו לכתבן כי הדבר פשוט דה"ק אם אחר ג"כ שוחט ומברך כמ"ש בחיבורי ע"ש ומה שפי' רבינו כאן בשומע ואינו מדבר אם הוא מומחה וכו' נראה דר"ל דאין נותנין לו לשחוט לכתחלה אא"כ יודעין בו שהוא מומחה דכיון דאינו מדבר איננו בכלל רוב המצויין אצל שחיטה מומחין הן שנותנין להם אפי' אין מכירין אלא צריך שיכירוהו שהוא מומחה מקמי שיתנו לו לשחוט מיהו בדיעבד ודאי שחיטתו כשרה אם בדקוהו אח"כ ונמצא מומחה: 




Yoreh Deah,Bach,1,403,@22סי' א @11ועבדים @33משוחררים פי' מהרו"ך דעבד הואיל דבע"כ נימול ונטבל אין להאמינו על השחיטה ולכן כתב רבי' דוקא משוחררים והאריך בזה ושגגה יוצאה מתחת קולמסו דפשיטא דעבדים נאמנים על השחיטה כדמוכח במשנה פרק כל הפסולים לפי דברי התוספות וכל הפוסקים וכדפרי' לשם בחיבורי אלא דס"ל לרבינו דהיינו דוקא במכירין שהוא מומחה ומוחזק אבל לא בסתם עבדים שאין מכירין בו והכי מוכח להדיא מלשון הרמב"ם והסמ"ג דכתבו דנשים ועבדים אם היו מומחים שוחטים דלא היו צריכין לפרש אם היו מומחים דאפי' ישראל גמור אינו שוחט אא"כ הוא מומחה אלא ודאי אתו לאורויי דאין ליתן להם לשחוט אא"כ יודעים בהם שהם מומחים אבל בסתם עבד חזקה שהוא מן הריקים ומן הפוחזים. וכן מ"ש רבינו בסימן ס"ה דעבדים ואמהות ישראל נאמנים בדבר זה לשלוח על ידם בשר מנוקר ולא חיישינן לחילופא בשהייה מועטת אלמא דלד"א אינן נאמנין כישראל גמור היינו דוקא בסתם עבדים אבל בידוע דכשר הוא נאמן כמו אשה דגמרינן לה לה מאשה. אבל לא כפי' מהרו"ך דעבד גרע משום דנמול ונטבל בע"כ דלפ"ז אפי' יודעין בו שהוא מומחה ומוחזק שחיטתו פסולה ושרי ליה מאריה דהאי פשיטא דשחיטתו כשרה ועוד דלא כתב הר"ן בפ' רבי ישמעאל לחלק בין עבד שנמול ונטבל בע"כ לנמול ונטבל מדעתו ורצונו אלא לענין שעושה י"נ דבע"כ עושה י"נ עד שתשתקע ע"ז מפיהם דהיינו כל י"ב חדש אבל לשאר דברים אין חילוק בין בע"כ למדעתו ורצונו ועוד דלפי פירושו הו"ל לרבינו לחלק הכא מיניה וביה בעבד גופיה בין בע"כ למדעתו ורצונו למה כתב ועבדים משוחררים דאלמא כל עבדים שחיטתן פסולה אפי' נימול ונטבל מדעתו ורצונו אלא כדפרי' עיקר דאין חילוק אלא בין מכירין שהוא מומחה ומוחזק ובין אין מכירין. גם בסמ"ק שכתב נשים שוחטות לעצמן כתב מהרו"ך דר"ל דלאחרים אין שוחטים דכיון דדעתן קלות אינן נזהרין באיסור דלפני עור לא תתן מכשול וכדין כותי. דלפ"ז אפי' יודעין בהן שהן מומחין ומוחזקין אם שחטו לאחרים שחיטתן פסולה וליתא אלא כדפרי' הוא האמת ע"ש: @11וכיון @33שרוב מצויין אצל שחיטה מומחין הן המוצא בהמה שחוטה וכו' הדבר פשוט דלא קא עסיק הכא רבינו אלא לענין שחיטה שמא שחטה מי שאינו ראוי לשחוט או שמא נתנבלה בידו אבל לענין איסור בשר שנתעלם מן העין נסמך רבינו על מ"ש לקמן בסימן ס"ג ולענין דין יאוש שהוא של מוצאו כתב רבינו בחשן משפט סימן רנ"ט והכא ודאי לא אמר דכשרה אלא בדליכא למיחש לבשר שנתעלם מן העין ומהרו"ך האריך בזה ודחה לפשוטו ואין דבריו נלפע"ד גם מ"ש דלרשב"ם אינו אסור בשר שנאבד ומצאו אלא במקום דליכא רוב ישראל וכ"כ בסימן ס"ג ליתיה אלא אסור אפי' ברוב ישראל כמו שכתבתי בסימן ס"ג ס"ד ע"ש: @11אם @33אחר מברך מהרו"ך הבין דאותו אחר עע"ג ומברך ברכת השחיטה ואינו שוחט והאריך בדברים שלא הו"ל לרב כמוהו לכתבן כי הדבר פשוט דה"ק אם אחר ג"כ שוחט ומברך כמ"ש בחיבורי ע"ש ומה שפי' רבינו כאן בשומע ואינו מדבר אם הוא מומחה וכו' נראה דר"ל דאין נותנין לו לשחוט לכתחלה אא"כ יודעין בו שהוא מומחה דכיון דאינו מדבר איננו בכלל רוב המצויין אצל שחיטה מומחין הן שנותנין להם אפי' אין מכירין אלא צריך שיכירוהו שהוא מומחה מקמי שיתנו לו לשחוט מיהו בדיעבד ודאי שחיטתו כשרה אם בדקוהו אח"כ ונמצא מומחה: 

Orach Chaim,Bach,617,617,@77@22תריז @33עוברה שהריחה מאכל ואם לא יתנו לה ממנו תסתכן היא או הולד לוחשים באזנה שהיום יה"כ אם תתיישב דעתה מוטב ואם לאו תוחבים כוש ברוטב ומכניסין לתוך פיה אם תתיישב דעתה מוטב ואם לאו נותנין לה מן הרוטב ואם לא נתיישבה דעתה בזה נותנין לה מן האיסור עצמו כך היא הנוסחא האמיתית בספרי רבי' והיא משנה ובריית' בפרק בתרא דיומא: 

Orach Chaim,Bach,617,617,@77@22תריז @33עוברה שהריחה מאכל ואם לא יתנו לה ממנו תסתכן היא או הולד לוחשים באזנה שהיום יה"כ אם תתיישב דעתה מוטב ואם לאו תוחבים כוש ברוטב ומכניסין לתוך פיה אם תתיישב דעתה מוטב ואם לאו נותנין לה מן הרוטב ואם לא נתיישבה דעתה בזה נותנין לה מן האיסור עצמו כך היא הנוסחא האמיתית בספרי רבי' והיא משנה ובריית' בפרק בתרא דיומא: 
