 I: the Primeval History,Genesis 1:1-2:25,God as Creator,Genesis 1:1-2:4,1,"Three principal themes emerge from the great creation account with which Genesis opens. The first is the total and uncompromised power of God as creator; the second, the intrinsic order and balance of the created world; and the third, humankind’s key position in the scheme of creation. These themes are brought home as much by the form in which they are presented as by their actual mention."
 I: the Primeval History,Genesis 1:1-2:25,God as Creator,Genesis 1:1-2:4,2,"God (Heb. <i>elohim</i>, a generic term) is introduced into the narrative without any description of origins, sex, or limitations of power. As the only functioning character of the chapter, he occupies center stage. There is no opposition, no resistance to his acts of creation, which occur in perfect harmony with his express word."
 I: the Primeval History,Genesis 1:1-2:25,God as Creator,Genesis 1:1-2:4,3,"As a sign of both God’s total control and his intent, the world unfolds in symmetrical order. The division of God’s labor into six days, plus a seventh for rest, itself indicates a powerful meaningfulness at work, as well as providing the external structure for the narrative. Interpreters have tended to divide these into either three groups of two days or two groups of three, with always the same results: a balanced and harmonious whole. In addition, the number seven is significant (as it will be elsewhere in the Bible) as a symbol of perfection, not only in Israel but in the ancient world in general."
 I: the Primeval History,Genesis 1:1-2:25,God as Creator,Genesis 1:1-2:4,4,"The narrative uses several repeating words and phrases to both unify the story and underscore the theme of order. These include “God said,” “Let there be…,” “God saw that it was good,” “It was so,” and “There was setting, there was dawning. …”"
 I: the Primeval History,Genesis 1:1-2:25,God as Creator,Genesis 1:1-2:4,5,"<img src=""images/Art_P1.jpg"" alt=""art""/>"
 I: the Primeval History,Genesis 1:1-2:25,God as Creator,Genesis 1:1-2:4,6,"The text is so formed as to highlight the creation of humankind. Although in each previous day “God said” is the keynote, suggesting forethought as well as action, here (v.26) God fully spells out his intentions, as it were, thinking out loud. Humanity, created in the divine “image,” is to hold sway over the rest of creation. Only with the addition of humankind is God able to survey his newly formed world and to pronounce it “exceedingly good” (v.31)."
 I: the Primeval History,Genesis 1:1-2:25,God as Creator,Genesis 1:1-2:4,7,"At least two motifs appear in this chapter which will become important later in Genesis. The three occurrences of “blessing” (1:22, 1:28, 2:3) point to a central idea in the Patriarchal stories. In addition the concept of order and its logical conclusion—that history makes sense—figures prominently in the familial histories of the book. This is accomplished largely by the meaningful use of numbers, as above."
 I: the Primeval History,Genesis 1:1-2:25,God as Creator,Genesis 1:1-2:4,8,"The entire account concludes (2:1–3) with a tightly structured poem. “God,” “the seventh day,” “work,” and “made” are mentioned three times, “finished,” “ceased,” and “all” twice; and “created” returns, echoing 1:1, to round out the whole creation narrative."
 I: the Primeval History,Genesis 1:1-2:25,God as Creator,Genesis 1:1-2:4,9,"The postscript (2:4a; some scholars align it with what follows in Chap. 2 instead) introduces the key structural phrase of Genesis, “These are the begettings.…” It may also indicate the polemical intent of the creation story. Rosenzweig understood the verse to contrast “begetting,” i.e., sexual creation as it occurs in non-Israelite myths, with the “true” creation."
 I: the Primeval History,Genesis 1:1-2:25,God as Creator,Genesis 1:1-2:4,10,"In that vein, a final word needs to be said about extrabiblical evidence. As has often been pointed out, Gen. I is unmistakably reacting against prevailing Near Eastern cosmogonies of the time. Most of the cultures surrounding ancient Israel had elaborate creation stories, highlighting the birth, sexuality, and violent uprisings of the gods. As we indicated at the outset, the concept of God presented here militates against such ideas, arguing chiefly out of omission and silence. (It should also be noted that in poetic books such as Isaiah, Job, and Psalms, a tradition about violent conflict at creation has been preserved.) The Genesis narrative has taken such old mythological motifs as battles with the primeval (female) waters or with sea monsters and eliminated or neutralized them. What remains is both utterly simple and radical in its time."
 II: Avraham,Genesis 12:1-18:33,The Call and the Journey,Genesis 12:1-9,1,"The Avraham cycle begins decisively, with a command from God to leave the past behind and go to an unnamed land. Prominent in this speech, clearly, is the concept of blessing, which will be realized by the gifts of land (Canaan) and seed (Yitzhak, the son)."
 II: Avraham,Genesis 12:1-18:33,The Call and the Journey,Genesis 12:1-9,2,"The classic mythological motif of the journey, where the hero meets such dangers as monsters and giants, has here been avoided. All that the text wishes us to know about is God’s speech and Avram’s immediate obedience; as in Chap. 22, all other details of the actual trip have been omitted."
 II: Avraham,Genesis 12:1-18:33,The Wife—I,Genesis 12:10-20,1,Almost immediately upon his arrival in the promised land Avram is forced to leave it. It will be his son Yitzhak’s task to remain there on a more permanent basis.
