128,בגליון עיין בח"מ. נ"ב ועמ"ש הסמ"ע ר"ס קס"ג:
129,@11שם סעיף ג' בהג"ה הגהות מיימוני. נ"ב צ"ע דמבואר שם דהיה גג משופע ומעיקר הדין לא היה צריך תיקון כלל דלחומרא בעלמא אמר ר"ת להגביה קרן א' מבהכנ"ס אבל היכא שהעלייה גבוה מבהכנ"ס אינו מועיל הגבהות קרן א' ע"ש. ודע דלפענ"ד יש כאן שלש שיטות. לר"ח כופין להשפיל ביתו הואיל ונבנה באיסור ולא יועיל מה שמגביה הבהכנ"ס אח"כ. ולהרא"ש בעי דוקא שיגביה הבהכנ"ס כדכתי' לרומם בית אלקינו ולא מועיל מה שמשפיל הבית שאינו עושה מעשה בגוף הבהכנ"ס. ולרש"י זה וזה לא יתכן והוי מעוות שאינו יכול לתקן דאיסור' דעבד בשעת בנין עבד וקם ליה בעונש שסופו להחרב אלא צריך שלא יבנה בתחלה גבוה מבהכנ"ס ואי עבר אינו מועיל בתיקונו להנצל מעונש הנ"ל דו"ק ותשכח:
131,@11שם במחבר ססעי' ד' נ"ב ומיהו בח' אמות סגי ועמ"ש בדגול מרבבה:
134,שם במג"א ס"ק ה' יקוב הדין. נ"ב ועיין תשובתי וכמ"ש המג"א לקמן ס"ס קנ"ד וכמ"ש רמ"א בחו"מ סי' קע"א סעיף א' וע"ש סי' קס"ב סעיף ז' בהג"ה ועיין משאת בנימין סי' ד' ומדכת' המג"א וחרבה בהכנ"ס וכו' משמע דבלא"ה היה אסור לנתוץ דבר מבהכנ"ס אפילו כדי לתקן הפתח במק"א. וכל דברי המג"א מבוארים היטב בתשובות ח"ס או"ח סי' כ"ט [ע"ד בהכנ"ס ישינה ובונים חדשה והרחיבו מקומה ומאז היו ששה מקומות על צד מזרח סמוך לארון הקודש מימין וששה משמאל ועכשיו יהיה תשעה מקומות בכל צד אה"ק ובעלי המקומות אומרים שיעמדו במקומם כמאז והנוספים יהיו הסמוכים לקרן זוית בכל פנה והמערערים טוענים דאזלינן בתר שמא דלעולם היו למקומותם שם מקומות הזויות גם יהיה מקומם סמוך לפינה אחרונה והנוספים יהיו האמצעים בין ג' הסמוכים לאה"ק ובין ג' הסמוכים לזויות שהם ב' יותר מהסמוכים לפינה אחרונה. ומסיק בסוף התשובה לדינא שאם הבהכנ"ס החדשה נבנית באותו מקום שעמדה הישינה אלא שהרחיקו מקום אהלם א"כ הקרקע מעמד הספסלים קנוי להבעלים מימים קדמונים מאן ספין מאן רקיע להוציא' ממקומם וכו', ואם היה מקום כנסיות הראשון בטל לגמרי וקנו מקום אחר ובנו עליה בהכנ"ס ומחלקי' לכל אחד מקום בהחדשה כפי אשר היה בהישינה אז היה מקום להטענה לתת להם מקום בתר שמא וכו' וגם אז היה מקום לדון אם אין שינוי בריחוק מקום הש"ץ וכדומה אבל השתא שמקומם מוזכר להם נראה לי פשוט שאין להוציאם ממקומם אך באשר שע"י שהקהל מוסיפין מקומות בכל זויות עי"ז מתעלה מקום שלהם מחוייבים הם לתת לקופה כפי השומא שמתעלה מקומם:
138,נ"ב אבל להסיר הספסלים תלושים מבהכנ"ס שפיר דמי אבל פשיט' שאסור לשבור את הספסלים אעפ"י שהם תלושים כדמוכח במכות דף כ"ב ע"א:
143,נ"ב אבל להסיר הספסלים תלושים מבהכנ"ס שפיר דמי אבל פשיט' שאסור לשבור את הספסלים אעפ"י שהם תלושים כדמוכח במכות דף כ"ב ע"א:
150,שם במג"א ס"ק מ"א ובמדינתינו. נ"ב עיין תשובותי סי' תר"ע בסופו מזה וסי' ק"ע באריכות וסי' ת"ש ותש"ג בעניני ח"ק ג"ח וקוברי מתים הרבה דברים [והוא בח"ס חלק יו"ד סי' שכ"ו שכ"ז וסי' שכ"ח ע"ש]:
175,שם בא"ד פסק היפוך מזה. נ"ב ע"ש שהנימוקי יוסף בשם הרמב"ן והתוס' לדבר אחד נתכוונו וכן הוא להדיא בש"מ בשם הריטב"א דכתב כך בשם הרמב"ן ובמח"כ הסמ"ע שם ס"ק י"ח לא כוון יפה ברמב"ן ע"ש:
184,@11שם ס"ק י' מהרי"ט ח"ב. נ"ב ח"א סי' ע"ו:
188,@11שם ס"ק י"ח דעכ"פ יש בו. נ"ב וכ"כ להדיא הרדב"ז ח"א סי' ט"ו:
191,שם ס"ק ד' היה לו דדים. נ"ב עיין לקמן ס"ק י"ט:
200,שם ס"ק ב' רל"ה סעיף ב'. נ"ב ס"ק ו':
205,שם במחבר סעיף י"א ישיבה דידן. נ"ב ולרבינו חננאל שברא"ש כן הוא מעיקר הדין ומה שהקשה הרא"ש דא"כ מאי מספקא להו לתלמידי דרב. נראה לי אדרב' היינו דמספקא להו אי היסיבה היינו על המיטו' כבכולה תלמוד' או הכנה לאכול בעלמא והוכיח הש"ס מרומיא דברייתא דקביעו' מקום בדוך פלן הוי קביעות וממילא דהיסיבה דמתני' היינו הכנה לאכול על שולחן אחד ולק"מ אר"ח אבל אי קשיא קושית התוס' ד"ה הסיבו וכו' דע"כ המקשן לא אסיק אדעתיה תירוץ התוס' דהרי לר"ח כן הוא קושטא דמלתא וצ"ע: 
206,שם במג"א ס"ק ל"ב בסוה"ד. נ"ב ברכות דף מ"ו ע"א ע"ש ור' אבוהו ידע הך דר' יוחנן דבעה"ב בוצע ואורח מברך כדמסיק בסוף וא"כ מה עלה על דעתו בתחילה שנתן לר' זירא לבצוע אלא ע"כ משום שרצה לחלק כבוד לר' זירא ומכל מקו' כשלא רצה ר' זירא לקבל חזר הוא ובצע וק"ל:
213,@11שם ס"ק ט"ו סי' ר"ה סעיף ב' ג' כצ"ל:
219,במג"א ס"ק א' שיאסרו בהנאה. נ"ב ועיין ע"ז דף י"א ברש"י ד"ה אסור לגרום טריפות:
