10,No clear @11...@33 format,(#) שם ואם יפנה ממזרח למערב נפנה נגד ירושלים הציור כזה?
72,No clear @11...@33 format,"@11שם (#)@44 סי' י""ג בשם הרא""ש דא""צ לבדוק אפילו החוטין. דמוקמינן אחזקתיה משום דאין רגילין ליפסל אזיל לשיטתיה בסי' י""ב ס""א דאפילו כל החוטין נפסקו אם נשתייר כדי עניבה כשר מש""ה לא שכיח כ""כ שיפסל משא""כ למאי שנוהגין כר""ת כמבואר:"
98,No clear @11...@33 format,"בסמ""ק בשל משי. ר""ל דקמ""ל סמ""ק להוסיף על דברי ר""ת שלא לעשות ציצית של פשתן אפי' בשאר מינין משום גזירה שמא יעשה כך בטלית של פשתן:"
100,No clear @11...@33 format,"(#) שם בשם הרי""ף לטעם האוסרין. דס""ל דמוכח מל' ש""ס ריש יבמות דלי' הלכתא כרבא דאמר צ""ו פוטריה בין במינם בין שלא במינם כו':"
109,No clear @11...@33 format,"שם. (#) לתקנת ריב""ז: הוא ר""פ ביצה דף ד' דאמר מתקנת ריב""ז ואילך ביצה שנולדה בר""ה מותרת בשני של ר""ה ומסיק דאפ""ה אסור משום שנאסר במנין ע""ש ותבין:"
380,Invalid Ref: Magen Avraham 37:11,"@11מ""א סקי""א (#)@33 עססי' ל""ח. דמבואר שם דתפילין קודמין למזוז' משום דהא חובת הגוף והרי דבלא""ה קודמין דלא להוי פושעי ישראל בגופו אע""כ דהנמנע מאיזה טעם אינו פושעי ישראל בגופו והתם נמי נמנע מחמת שאין לו על שניהם וה""א מזוזה קודמת אי לאו טעמא דחובת הגוף:"
387,No clear @11...@33 format,"@11סק""ה (#)@44 משמע דחייב מיד כו' ומשמע דהא מילתא באפי נפשיה:"
411,No clear @11...@33 format,"(שם) (#)@33 וגר תושב. בד""מ לא הוזכר גר תושב ובודאי דפסול בתפילין דהא גר תושב היינו שקיבל עליו רק שלא לעבוד ע""ז וא""כ אינו בקשיר' וכמדומ' שתיבת גר תושב במג""א ט""ס הוא:"
418,"Invalid Ref: Turei Zahav on Shulchan Arukh, Orach Chayim 40:40","@11ט""ז סק""מ (#)@33 תחת מראשותיו ומשני הרי דאף נגד ראשו שרי ומשני דמיירי שהכיס ארוך ואינו מונח נגד ראשו רק קצה הריקן של הכיס אבל מקצת שהתפילין בו הם חוץ מנגד ראשו:"
423,Invalid Ref: Magen Avraham 40:40,"@11מ""א סק""מ (#)@33 הש""ע שכתב מותר היינו. והא דכתב המחבר ואם אשתו עמו צריך כת""כ עיין בדברינו באות ה':"
490,Invalid Ref: Magen Avraham 50:5,"@11מ""א סק""ה (#)@33 ואין נכון. דאין זה נחשב לימוד ומטעם זה אומרים אותו בט""ב כמבואר בסי' תקנ""ד סעי' ד':"
656,No clear @11...@33 format,"@11(סק""ב) (#) זה דפסקינן דאין חייבים צריך להיות דאנן חייבים ור""ל דכתב שם דבזה""ז חייב חתן בק""ש משום דשם הפטור מחמת הכוונה והאידנ' בלאו הכי אין מכוונים:"
912,"Invalid Ref: Shulchan Arukh, Orach Chayim 113:27","@11ס""ק כ""ז (#)@33 לא קאי. בלא""ה לק""מ דהא כתב המחבר דדוקא בתפלה קפדינן אלא דהאמת מתרץ לא קאי אלא על הדבר הזה:"
980,Invalid Ref: Magen Avraham 125:5,"@11מ""א סק""ה (#)@33 חתימתה. דאע""ג דלשון ש""ע הוא ואם התחיל בה לאו דוקא התחלת הברכה אלא ה""ה חתימתה:"
1211,"Invalid Ref: Shulchan Arukh, Orach Chayim 146:14","@11סקי""ד (#)@33 או לפרש דבר איסור. כצ""ל אבל לפרושי מאיסורא שרי:"
1600,Invalid Ref: Magen Avraham 172:8,"@11מ""א סק""ח (#)@33 וכמש""ל היינו בסק""ג דיש מחלוקת אם יברך אחר הבליעה:"
1676,No clear @11...@33 format,"(ש""ע ס""ב אכל במזרח). קשה הא זה הוי מפינה לפינה י""ל דהתם כתלים של בית מקיפים ב' הזויות הלכך חשיבי במקום אחד. משא""כ התאנה עומדת במקום שאין מחיצות ולפ""ז תאנה לאו דוקא אלא דבמקום שאין מחיצות אפי' שינוי מקום כל דהו הוי שינוי. ומיהו אפשר דבמקום שאין מחיצות כל שרואה מקומו הראשון לא הוי שינוי מקום ומזרח תאנה ומערבה שאני דתאנה מפסקת הו""ל ב' מקומות וזה נראה יותר עכ""ד הב""י ובזה תבין דברי המ""א סק""ה וס""ל דמ""ש בב""י דתאנה מפסקת פירושו ואינו רואה מקומו וס""ל עוד תרתי מצריך הב""י שאין מחיצות וגם אין רואה מקומו וק""ל וכן משמע מלשון הב""י שכ' דבמקום שאין מחיצות כל שרואה וכו' מכל מקום דביש מחיצות אפילו אין רואה כגון שמפסיק א""צ ברכה:"
1688,No clear @11...@33 format,"@11שם (#)@44 ססק""ט דינו כמגן לגן. ונראה דהמ""א חולק על זה דכ' בסק""ט. אפי' אין רואה כיון שמוקף והרא' לס""ב היינו למ""א סק""ה דשם כ' דתרתי לריעותא צריך שאין מחיצות ואין רואה (כמו שביארתי באות וא""ו) א""כ כוונתו דאם רואה א""צ מחיצות וס""ל דאפי' שהוא אילן אחר מ""מ לא דמי כמגן לגן דהתם שיש מחיצות הוי כמבית לבית ודו""ק:"
1745,No clear @11...@33 format,"מ""א סק""ד ותבנה ירושלים שלא יהיה לשון בקשה אלא כלומר עתיד אתה לבנות משא""כ ובנה:"
1770,"Invalid Ref: Turei Zahav on Shulchan Arukh, Orach Chayim 189:7","@11בט""ז שם (#)@33 וגם רוענו היה ראוי לפרש וכו' כצ""ל:"
1802,No clear @11...@33 format,"@11שם (#)@44 דהמברך צריך שישתה כלומר מי ששתה כדי שבעו הוא יברך והוציא לאותן שלא שתו ולא אמר דמי שרוצה לברך בהמ""ז ישתה תחלה משום דאיך נאמר לו שתה והוא אינו תאב לשתות:"
1816,No clear @11...@33 format,"@11(#) ט""ז סק""א@44 אלו במזיד הוי וכו' קצת קשה דבסי' קצ""ט מוכח דמזמנין כל שלא וכו'. ואולי כוונתו כיון שאוכל בפני אלו הב' הוה פרהסיא ואין מזמנין עיין במ""א סי' קצ""ט סק""ב דיש לפרש גם דבריו כך דהכל תלוי בפרהסיא ע""ש. וע' ביו""ד בריש הלכות שחיטה בפני כמה הוי פרהסיא ע""ש:"
1824,"Invalid Ref: Turei Zahav on Shulchan Arukh, Orach Chayim 196:5","@11ט""ז סק""ה (#)@33 אלא דק""ל ממה דאיתיה. פירוש דמשם מוכח דאפילו אינו מזומן דהא גוזליא לא היה שם ואפ""ה מהני:"
1899,"Invalid Ref: Shulchan Arukh, Orach Chayim 204:82","@11ש""ע סעי""ב (#)@33 כדי ליתן טעם בתערובות עיין מנ""י כלל ע""ד סק""ה:"
1904,"Invalid Ref: Shulchan Arukh, Orach Chayim 210:81","@11הגה סעי' א (#)@33 אם לקח הגרעין עיין מנחת יעקב כלל מ""ה ס""ק י""א:"
1922,No clear @11...@33 format,"@11מ""א סק""א מסוגיא דפסחים דף ס""ח דקאמר ר""א ביו""ט או כולו לכם (ר""ל רובו דהא ע""כ צריך להתפלל) או כולו לה' (ר""ל שהרשות לו שלא יאכל כלל ויעסוק בתורה כל היום) ר' יהושע אומר חלקוהו חציו לה' וחציו לכם. וס""ל דאסור להתענות ביו""ט והכי קיי""ל לקמן סי' תקכ""ט. וקאמר רבא הכל מודים בשבת דבעינן נמי לכם ע""כ. והקשה העולת שבת כיון דקיי""ל כר""י למה אמר רבא הך מילתא דאינו נ""מ רק לר""א לכן פי' דרבא קאי אפי' לר""י שמודה בשבת דבעינן לכם דוקא ור""ל שלא חלקוהו אלא צריך רובו לכם ולא חציו וממיל' דיכול לעשות כל היום לכם רק שיתפלל כמו בי""ט לר""א כך הם דברי העו""ש. והמ""א חולק דרב' אזיל אליב' דר""א אף דלא קי""ל כוותיה:"
