2,"@22סימן ב 
",
3,"@22ט""ז סי' ג' 
",
4,"@22סימן ד 
",
9,"@22(סי' ט) 
",
10,"@22סימן י' 
",
11,"@22סימן י""א 
",
12,"@22סי' י""ב 
",
13,"@22(סימן י""ג 
",
14,"@11(סי' י""ד במג""א ס""ק ד).@33 וצ""ל דמיירי בסמוך לשבת ועיין סי' שי""ד ס""ק ך' דכתב דאפשר דשרי לכרוך בשבת ע""י עניבה רק הקשר העליון אסור ע""ש: 
",
15,"@22סי' ט""ו 
",
15,"@22(סימן ט""ו 
",X
27,"@22בש""ע סימן כז 
",
28,"@22(סימן כ""ח 
",
29,"@22סי' כט 
",
32,"@22סימן לב 
",
34,"@22סימן לד 
",
36,"@22סימן לו 
",
42,"@22סימן מב 
",
46,"@22סימן מו 
",
