א,ז,"(מג""א ס""ק יא) דאשם לא בעי ידיעה בתחלה. כן הוא מפורש במסכת כריתות דף כ""ב ע""ב, אמר רבא (ו)מדברי שניהם נלמד אשם וודאי לא בעי ידיעה בתחלה. ודברי הרמב""ם בפרק ט' משגגות הלכה יו""ד תמוהים, ומה שכתב הכסף משנה [שם] שהוא מחלוקת רבי טרפון ורבי עקיבא, נמשך אחר דברי רש""י [שבת עא, ב ד""ה למ""ד] והוא נגד דברי רבא הנזכר לעיל, ועיין בתוספות במסכת שבת דף ע""א ע""ב בד""ה מאן דאמר, והמג""א לתרץ דברי הטור בא, ואין על הטור קשיא מדברי הרמב""ם דלא כאליה רבה [ס""ק יג] שכתב שנעלם מהמג""א דברי הרמב""ם:",". כן הוא מפורש במסכת כריתות דף כ""ב ע""ב, אמר רבא (ו)מדברי שניהם נלמד אשם וודאי לא בעי ידיעה בתחלה. ודברי הרמב""ם בפרק ט' משגגות הלכה יו""ד תמוהים, ומה שכתב הכסף משנה [שם] שהוא מחלוקת רבי טרפון ורבי עקיבא, נמשך אחר דברי רש""י [שבת עא, ב ד""ה למ""ד] והוא נגד דברי רבא הנזכר לעיל, ועיין בתוספות במסכת שבת דף ע""א ע""ב בד""ה מאן דאמר, והמג""א לתרץ דברי הטור בא, ואין על הטור קשיא מדברי הרמב""ם דלא כאליה רבה [ס""ק יג] שכתב שנעלם מהמג""א דברי הרמב""ם:","כן הוא מפורש במסכת כריתות דף כ""ב ע""ב אמר רבא ומדברי שניהם נלמד אשם ודאי לא בעי ידיעה בתחלה ודברי הרמב""ם פ""ט משגגות הל' יו""ד תמוהים ומ""ש הכ""מ שהוא מחלוקת ר""ט ור' עקיבא. נמשך אחרי דברי רש""י והוא נגד דברי רבא הנ""ל וע' בתוס' במס' שבת דף ע""ב בד""ה מאן דאמר והמג""א לתרץ דברי הטור בא ואין על הטור קשיא מדברי הרמב""ם דלא כא""ר שכתב שנעלם מהמג""א דברי הרמב""ם:"
ב,ו,"(מג""א ס""ק ו) והעולת שבת לא עיין סימן קנ""א סעיף ו' יז]:",") והעולת שבת לא עיין סימן קנ""א סעיף ו' יז]:",
ח,א,"(מג""א ס""ק א) מעומד, פירוש הברכה והעטיפה. העטיפה יליף בסמ""ק [סימן צב הגה ה] לכם לכם מעומר, כמבואר גם בט""ז ס""ק א'. והברכה הוא על פי הירושלמי דכל ברכת המצות המה מעומד. ועיין בב""י [ד""ה ומיד] ריש סימן זה. ולכן הקשה המ""א מברכת חלה:",". העטיפה יליף בסמ""ק [סימן צב הגה ה] לכם לכם מעומר, כמבואר גם בט""ז ס""ק א'. והברכה הוא על פי הירושלמי דכל ברכת המצות המה מעומד. ועיין בב""י [ד""ה ומיד] ריש סימן זה. ולכן הקשה המ""א מברכת חלה:","והעטיפה יליף בסמ""ק לכם מעומר כמבואר גם בט""ז ס""ק א' והברכה הוא ע""פ הירושלמי דכל ברכת המצות המה מעומד ועיין בב""י ריש סי' זה ולכן הקשה המג""א מברכת חלה:"
,ט,"(מג""א ס""ק יא) וכדאמרינן ריש פרק האשה בתרא כו'. הב""ח [ד""ה ויעיין] הביא ראיה מריש פרק האשה בתרא, דרובה עדיף מחזקה, אבל הא דרובה דתלי במעשה לא חשיב רוב, ליתא שם כלל, רק בבכורות ריש פרק ג' [כ, א], והתוספות הביאו בפרק האשה בתרא [יבמות קיט, א ד""ה רבי]:",". הב""ח [ד""ה ויעיין] הביא ראיה מריש פרק האשה בתרא, דרובה עדיף מחזקה, אבל הא דרובה דתלי במעשה לא חשיב רוב, ליתא שם כלל, רק בבכורות ריש פרק ג' [כ, א], והתוספות הביאו בפרק האשה בתרא [יבמות קיט, א ד""ה רבי]:","הב""ח הביא ראיה מריש פרק האשה בתרא דרובא עדיף מחזקה אבל הא דרובא דתלי במעשה לא חשוב רוב ליתא שם כלל רק בבכורות ריש פ""ג והתו' הביאו בפ' האשה בתרא:"
,,"(מג""א ס""ק יא) כמו שכתוב ביורה דעה סימן א' כו'. עיין במ""א סימן תל""ז ס""ק ד' וצריך עיון:",". עיין במ""א סימן תל""ז ס""ק ד' וצריך עיון:","וע' במ""א סי' תל""ז סק""ד וצ""ע:"
,יב,"(מג""א ס""ק טז) וכן פסק באגודה פרק התכלת שעל טלית של משי נהגו וכו'. כצ""ל:",". כצ""ל:",
ט,ב,"(מג""א ס""ק ב) להטיל ציצית פשתים בטלית של צמר כו'. ויעברו על איסור שעטנז, מה שאין כן לעשות ציצית של משי בשל משי, אין כאן חשש רק שב ואל תעשה, שיעשה ציצית משי בשל צמר, וליבטל ממצות עשה ובזה לא גזרו:",". ויעברו על איסור שעטנז, מה שאין כן לעשות ציצית של משי בשל משי, אין כאן חשש רק שב ואל תעשה, שיעשה ציצית משי בשל צמר, וליבטל ממצות עשה ובזה לא גזרו:","ויעברו על איסור שעטנז משא""כ לעשות ציצית של משי בשל משי אין כאן חשש רק שב ואל תעשה שיעשה ציצית משי בשל צמר וליבטל ממ""ע ובזה לא גזרו:"
,ד,"(מג""א ס""ק ד) שלדעת הר""מ מרוטנבורק אין לטלית זו תקנה. דסבירא ליה שאין צמר פוטר בשל משי, ובעינן דוקא מין כנף.",". דסבירא ליה שאין צמר פוטר בשל משי, ובעינן דוקא מין כנף.","דס""ל שאין צמר פוטר בשל משי ובעינן דוקא מין כנף:"
,,"(מג""א ס""ק ה) ועיין בהרא""ש בשם בעל העיטור. כצ""ל:",". כצ""ל:",
,,"(מג""א ס""ק ה) בעי צמר כו'. פירוש אפילו בטלית של פשתן:",. פירוש אפילו בטלית של פשתן:,פירוש אפילו בטלית של פשתן:
