txt file line,Perek running counter,page running counter,Daf,Line,Rambam,Semag,Tur Shulchan Arukh,original,problem
25,כה,ו,6a,6,"[u'Mishneh Torah, Heave Offerings 4:2']",,,"כה ו מיי' פ""ד מהלכות תרומות הלכה ב",FALSE
26,כו,ז,6a,15,"[u'Mishneh Torah, Sacrificial Procedure 3:12']",,,"כו ז מיי' פ""ג מהלכות מעשה הקרבנות הלכה יב",FALSE
27,כז,א,6b,2,"[u'Mishneh Torah, Offerings for Those with Incomplete Atonement 4:3']",,,"כז א מיי' פ""ד מהלכות מחוסרי כפרה הלכה ג",FALSE
28,כח,ב,6b,12,"[u'Mishneh Torah, Sacrifices Rendered Unfit 12:6']",,,"כח ב מיי' פי""ב מהלכות פסולי המוקדשין הלכה ו",FALSE
29,כט,א,7a,1,"[u'Mishneh Torah, Sheqel Dues 4:11']",,,"כט א מיי' פ""ד מהל' שקלים הלכה יא",FALSE
30,ל,ב,7a,7,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:13']",,,"ל ב מיי' פט""ו מהלכות פסה""מ הלכה יג",FALSE
31,לא,ג,7a,11,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:7']",,,לא ג מיי' שם הלכה ז,FALSE
32,לב,ד,7a,11,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:8']",,,לב ד מיי' שם הלכה ח,FALSE
33,לג,ה,7a,16,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:9', u'Mishneh Torah, Sacrifices Rendered Unfit 15:14']",,,לג ה מיי' שם הלכה ט והלכה יד,FALSE
34,לד,א,7b,4,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:15']",,,"לד א מיי' פט""ו מהל' פסה""מ הלכה טו",FALSE
35,לה,ב,7b,7,"[u'Mishneh Torah, Repentance 1:4']",,,"לה ב מיי' פ""א מהל' תשובה הלכה ד",FALSE
36,לו,ג,7b,9,,"[u'Sefer Mitzvot Gadol, Positive Commandments 216']",,לו ג סמג עשין רטז,FALSE
37,לז,ד,7b,10,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:1', u'Mishneh Torah, Sacrifices Rendered Unfit 15:11']",,,"לז ד מיי' פט""ו מהלכות פסה""מ הלכה א והלכה יא",FALSE
38,לח,ה,7b,10,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:1', u'Mishneh Torah, Sacrifices Rendered Unfit 15:4']",,,לח ה מיי' שם הלכה א והלכה ד,FALSE
39,לט,ו,7b,16,"[u'Mishneh Torah, Paschal Offering 4:10']",,,"לט ו מיי' פ""ד מהלכות קרבן פסח הלכה י",FALSE
40,מ,א,8b,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:12']",,,"מ א מיי' פט""ו מהל' פה""מ הלכה יב",FALSE
41,מא,ב,8b,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:11']",,,"מא ב מיי' שם הלי""א",FALSE
42,מב,א,9a,21,"[u'Mishneh Torah, Paschal Offering 4:7']",,,"מב א מיי' פ""ד מהל' קרבן פסח הל""ז",FALSE
43,מג,ב,9a,21,"[u'Mishneh Torah, Sacrificial Procedure 1:18']",,,"מג ב מיי' פ""א מהל' מעשה הקרבנות הלי""ח",FALSE
44,מד,א,9b,9,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:9']",,,"מד א מיי' פט""ו מהל' פסה""מ הל""ט",FALSE
45,מה,ב,9b,20,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:7']",,,"מה ב מיי' שם הל""ז",FALSE
46,מו,ג,9b,22,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:6']",,,"מו ג ד מיי' שם הל""ו",
46,מו,ד,9b,23,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:6']",,,"מו ג ד מיי' שם הל""ו",FALSE
47,מז,ה,9b,25,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:10']",,,"מז ה מיי' שם הל""י",FALSE
48,מח,א,10a,1,"[u'Mishneh Torah, Ritual Slaughter 2:15']","[u'Sefer Mitzvot Gadol, Positive Commandments 63']","[u'Tur, Yoreh Deah 4', u""Shulchan Arukh, Yoreh De'ah 4:1""]","מח א מיי' פ""ב מהל' שחיטה הלכה טו סמג עשין סג טוש""ע יו""ד סימן ד סעיף א",FALSE
49,מט,ב,10a,1,"[u'Mishneh Torah, Ritual Slaughter 2:15']",,,מט ב מיי' שם הלכה טו,FALSE
50,נ,א,10b,19,"[u'Mishneh Torah, Sacrificial Procedure 5:6']",,,"נ א ב מיי' פ""ה מהלכות מעשה הקרבנות הל' ו",
50,נ,ב,10b,19,"[u'Mishneh Torah, Sacrificial Procedure 5:6']",,,"נ א ב מיי' פ""ה מהלכות מעשה הקרבנות הל' ו",FALSE
51,נא,א,11a,13,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:2']",,,"נא א מיי' פט""ו מהלכות פסה""מ הלכה ב",FALSE
52,נב,ב,11a,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:6']",,,"נב ב מיי' פי""א שם הלכה ו",FALSE
53,נג,ג,11a,22,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:12']",,,"נג ג מיי' פט""ו שם הלכה יב",FALSE
54,נד,א,11b,6,"[u'Mishneh Torah, Forbidden Foods 10:19']",,,"נד א מיי' פ""י מהלכות מאכלות אסורות הלכה יט",FALSE
55,נה,ב,11b,16,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:11']",,,"נה ב מיי' פט""ו מהל' פסה""מ הלכה יא",FALSE
56,נו,ג,11b,30,"[u'Mishneh Torah, Daily Offerings and Additional Offerings 3:11']",,,"נו ג מיי' פ""ג מהלכות תמידין הלכה יא",FALSE
57,נז,א,12a,5,"[u'Mishneh Torah, Prayer and the Priestly Blessing 3:11']","[u'Sefer Mitzvot Gadol, Positive Commandments 19']","[u'Tur, Orach Chaim 286', u'Shulchan Arukh, Orach Chayim 286:4']","נז א מיי' פ""ג מהלכות תפלה הלכה יא סמג עשין יט טוש""ע א""ח סי' רפו סעיף ד",FALSE
58,נח,ב,12a,9,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:12']",,,"נח ב מיי' פט""ו מהל' פסה""מ הלכה יב",FALSE
60,ס,ד,12a,18,"[u'Mishneh Torah, Sacrificial Procedure 15:4']",,,"ס ד ה מיי' פט""ו מהל' מעשה הקרבנות הל' ד",
60,ס,ה,12a,18,"[u'Mishneh Torah, Sacrificial Procedure 15:4']",,,"ס ד ה מיי' פט""ו מהל' מעשה הקרבנות הל' ד",FALSE
61,סא,א,12b,2,"[u'Mishneh Torah, Offerings for Unintentional Transgressions 3:8']",,,"סא א ב מיי' פ""ג מהל' שגגות הלכה ח",
61,סא,ב,12b,3,"[u'Mishneh Torah, Offerings for Unintentional Transgressions 3:8']",,,"סא א ב מיי' פ""ג מהל' שגגות הלכה ח",FALSE
62,סב,א,13a,5,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:1', u'Mishneh Torah, Sacrifices Rendered Unfit 15:4', u'Mishneh Torah, Sacrifices Rendered Unfit 15:11']",,,"סב א מיי' פט""ו מהל' פסה""מ הל' א ד יא",FALSE
63,סג,ב,13a,5,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:1']",,,"סג ב מיי' פי""ג שם הלכה א",FALSE
64,סד,ג,13a,7,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:4', u'Mishneh Torah, Sacrifices Rendered Unfit 15:1', u'Mishneh Torah, Sacrificial Procedure 4:10']",,,"סד ג מיי' שם הלכה ד ופט""ו שם הלכה א ופ""ד מהל' מעשה הקרבנות הל' י",FALSE
65,סה,ד,13a,7,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:9']",,,"סה ד מיי' פי""ג מהל' פסה""מ הלכה ט",FALSE
66,סו,ה,13a,11,"[u'Mishneh Torah, Sacrificial Procedure 5:1', u'Mishneh Torah, Sacrifices Rendered Unfit 1:22']",,,"סו ה מיי' פ""ה מהלכות מעשה הקרבנות הל' א ופ""א מהל' פסולי המוקדשין הלכה כב",FALSE
67,סז,ו,13a,14,"[u'Mishneh Torah, Sacrificial Procedure 19:6']",,,"סז ו מיי' פי""ט מהל' מעשה הקרבנות הלכה ו",FALSE
68,סח,ז,13a,14,"[u'Mishneh Torah, Sacrificial Procedure 19:3']",,,סח ז מיי' שם הלכה ג,FALSE
69,סט,ח,13a,14,"[u'Mishneh Torah, Admission into the Sanctuary 9:5']",,,"סט ח מיי' פ""ט מהלכות ביאת מקדש הל' ה",FALSE
70,ע,ט,13a,14,"[u'Mishneh Torah, Admission into the Sanctuary 9:3']",,,ע ט מיי' שם הל' ג,FALSE
71,עא,י,13a,17,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:3']",,,"עא י מיי' פי""ג מהל' פסה""מ הלכה ג",FALSE
72,עב,א,13b,4,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:2', u'Mishneh Torah, Sacrifices Rendered Unfit 17:6']",,,"עב א מיי' פי""ג מהל' פסה""מ הל' ב ופי""ז שם הלכה ו",FALSE
73,עג,ב,13b,4,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:7']",,,"עג ב מיי' פי""ג שם הלכה ז",FALSE
74,עד,ג,13b,5,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:3']",,,"עד ג מיי' פי""ז שם הלכה ג",FALSE
75,עה,ד,13b,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:6']",,,"עה ד מיי' פי""ג שם הלכה ו",FALSE
76,עו,א,14a,21,"[u'Mishneh Torah, Admission into the Sanctuary 9:1', u'Mishneh Torah, Admission into the Sanctuary 9:2', u'Mishneh Torah, Admission into the Sanctuary 9:15', u'Mishneh Torah, Sacrifices Rendered Unfit 1:27']","[u'Sefer Mitzvot Gadol, Negative Commandments 309']",,"עו א מיי' פ""ט מהל' ביאת מקדש הל' א ב והלכה טו ופ""א מהלכות פסה""מ הלכה כז סמג לאוין שט",FALSE
77,עז,ב,14a,21,"[u'Mishneh Torah, Admission into the Sanctuary 9:15', u'Mishneh Torah, Admission into the Sanctuary 2:7']","[u'Sefer Mitzvot Gadol, Negative Commandments 303']",,"עז ב מיי' פ""ט מהל' ביאת מקדש הל' טו ופ""ב הלכה ז סמג לאוין שג",FALSE
78,עח,א,14b,1,"[u'Mishneh Torah, Admission into the Sanctuary 1:1', u'Mishneh Torah, Admission into the Sanctuary 9:15']","[u'Sefer Mitzvot Gadol, Negative Commandments 300']",,"עח א מיי' פ""א מהל' ביאת מקדש הל' א ופ""ט שם הלכה טו סמג לאוין ש",FALSE
79,עט,ב,14b,1,"[u'Mishneh Torah, Admission into the Sanctuary 6:1', u'Mishneh Torah, Admission into the Sanctuary 9:15']",,,"עט ב מיי' שם פ""ו הל' א ופ""ט הלכה טו",FALSE
80,פ,ג,14b,1,"[u'Mishneh Torah, Admission into the Sanctuary 5:17', u'Mishneh Torah, Admission into the Sanctuary 9:15']",,,"פ ג מיי' פ""ה שם הלכה יז ופ""ט הל' טו",FALSE
81,פא,ד,14b,1,"[u'Mishneh Torah, Admission into the Sanctuary 5:18', u'Mishneh Torah, Admission into the Sanctuary 9:15', u'Mishneh Torah, Service on the Day of Atonement 4:1']",,,"פא ד מיי' פ""ה שם הל' יח ופ""ט הלכה טו ופ""ד מהל' עבודת יוה""כ הלכה א",FALSE
82,פב,ה,14b,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:27']",,,"פב ה ו מיי' פ""א מהל' פסה""מ הלכה כז",
82,פב,ו,14b,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:27']",,,"פב ה ו מיי' פ""א מהל' פסה""מ הלכה כז",FALSE
83,פג,ז,14b,6,"[u'Mishneh Torah, Red Heifer 1:11', u'Mishneh Torah, Red Heifer 4:17']",,,"פג ז מיי' פ""א מהלכות פרה הלכה יא ופ""ד הלכה יז",FALSE
84,פד,ח,14b,10,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:22']",,,"פד ח מיי' פ""א מהל' פסה""מ הלכה כב",FALSE
85,פה,ט,14b,10,"[u'Mishneh Torah, Paschal Offering 1:14']",,,"פה ט י מיי' פ""א מהל' קרבן פסח הל' יד",
85,פה,י,14b,18,"[u'Mishneh Torah, Paschal Offering 1:14']",,,"פה ט י מיי' פ""א מהל' קרבן פסח הל' יד",FALSE
86,פו,כ,14b,21,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:23']",,,"פו כ מיי' פ""א מהלכות פסה""מ הלכה כג",FALSE
87,פז,א,15a,5,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:27']",,,"פז א מיי' פ""א מהל' פסה""מ הלכה כז",FALSE
88,פח,ב,15a,13,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:7']",,,"פח ב מיי' פ""ב שם הלכה ז",FALSE
89,פט,ג,15a,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:27']",,,"פט ג ד מיי' שם פ""א הלכה כז",
89,פט,ד,15a,18,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:27']",,,"פט ג ד מיי' שם פ""א הלכה כז",FALSE
90,א,א,15b,9,"[u'Mishneh Torah, Admission into the Sanctuary 9:1']",,,"א א מיי' פ""ט מהל' ביאת מקדש הלכה א",FALSE
91,ב,ב,15b,9,"[u'Mishneh Torah, Admission into the Sanctuary 2:6', u'Mishneh Torah, Admission into the Sanctuary 2:7']",,,"ב ב מיי' פ""ב שם הלכה ו ז",FALSE
92,ג,ג,15b,9,"[u'Mishneh Torah, Admission into the Sanctuary 4:4']",,,"ג ג מיי' פ""ד שם הל' ד",FALSE
93,ד,ד,15b,9,"[u'Mishneh Torah, Admission into the Sanctuary 4:4', u'Mishneh Torah, Admission into the Sanctuary 4:5']",,,ד ד מיי' שם הלכה ד ה,FALSE
94,ה,ה,15b,9,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:4']",,,"ה ה מיי' פ""י מהלכות כלי מקדש הלכה ד",FALSE
95,ו,ו,15b,9,"[u'Mishneh Torah, Admission into the Sanctuary 5:1']",,,"ו ו מיי' פ""ה מהלכות ביאת מקדש הל' א",FALSE
96,ז,ז,15b,9,"[u'Mishneh Torah, Admission into the Sanctuary 6:8']",,,"ז ז מיי' פ""ו שם הל' ח",FALSE
97,ח,ח,15b,9,"[u'Mishneh Torah, Admission into the Sanctuary 4:1']",,,"ח ח מיי' פ""ד שם הל' א",FALSE
98,ט,ט,15b,9,"[u'Mishneh Torah, Admission into the Sanctuary 5:17']",,,"ט ט י מיי' פ""ה שם הלכה יז",
98,ט,י,15b,9,"[u'Mishneh Torah, Admission into the Sanctuary 5:17']",,,"ט ט י מיי' פ""ה שם הלכה יז",FALSE
99,י,כ,15b,9,"[u'Mishneh Torah, Admission into the Sanctuary 5:18']",,,י כ מיי' שם הלכה יח,FALSE
100,יא,א,17a,1,"[u'Mishneh Torah, Admission into the Sanctuary 2:6']",,,"יא א מיי' פ""ב מהלכות ביאת מקדש הלכה ו",FALSE
101,יב,א,17b,2,"[u'Mishneh Torah, Red Heifer 4:14']",,,"יב א מיי' פ""ד מהל' פרה אדומה הלכה יד",FALSE
102,יג,ב,17b,2,"[u'Mishneh Torah, Admission into the Sanctuary 3:9', u'Mishneh Torah, Sacrifices Rendered Unfit 18:14']",,,"יג ב מיי' פ""ג מהלכות ביאת מקדש הלכה ט וע""ש בכ""מ ופי""ח מהל' פסה""מ הלכה יד",FALSE
103,יד,ג,17b,3,"[u'Mishneh Torah, Red Heifer 1:13']",,,"יד ג מיי' פ""א מהלכות פרה אדומה הלכה יג",FALSE
104,טו,ד,17b,6,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:4']",,,"טו ד מיי' פ""י מהלכות כלי המקדש הלכה ד",FALSE
105,טז,ה,17b,7,"[u'Mishneh Torah, Admission into the Sanctuary 1:1']",,,"טז ה מיי' פ""א מהל' ביאת מקדש הל' א",FALSE
106,יז,א,18a,7,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:4']",,,"יז א מיי' פ""י מהלכות כלי המקדש הל' ד",FALSE
107,יח,ב,18a,9,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:5']",,,יח ב ג מיי' שם הל' ה,
107,יח,ג,18a,11,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:5']",,,יח ב ג מיי' שם הל' ה,FALSE
108,יט,א,18b,1,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 8:4']",,,"יט א ב ג ד מיי' פ""ח מהלכות כלי המקדש הלכה ד",
108,יט,ב,18b,3,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 8:4']",,,"יט א ב ג ד מיי' פ""ח מהלכות כלי המקדש הלכה ד",
108,יט,ג,18b,5,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 8:4']",,,"יט א ב ג ד מיי' פ""ח מהלכות כלי המקדש הלכה ד",
108,יט,ד,18b,6,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 8:4']",,,"יט א ב ג ד מיי' פ""ח מהלכות כלי המקדש הלכה ד",FALSE
109,כ,ה,18b,7,"[u'Mishneh Torah, Fringes 3:3']","[u'Sefer Mitzvot Gadol, Positive Commandments 26']","[u'Tur, Orach Chaim 10', u'Shulchan Arukh, Orach Chayim 10:1']","כ ה ו מיי' פ""ג מהלכות ציצית הלכה ג סמג עשין כו טוש""ע א""ח סי' י סעיף א",
109,כ,ו,18b,7,"[u'Mishneh Torah, Fringes 3:3']","[u'Sefer Mitzvot Gadol, Positive Commandments 26']","[u'Tur, Orach Chaim 10', u'Shulchan Arukh, Orach Chayim 10:1']","כ ה ו מיי' פ""ג מהלכות ציצית הלכה ג סמג עשין כו טוש""ע א""ח סי' י סעיף א",FALSE
110,כא,ז,18b,10,"[u'Mishneh Torah, Fringes 3:7']","[u'Sefer Mitzvot Gadol, Positive Commandments 26']","[u'Tur, Orach Chaim 17', u'Shulchan Arukh, Orach Chayim 17:1', u'Shulchan Arukh, Orach Chayim 17:1', u'Tur, Orach Chaim 18', u'Shulchan Arukh, Orach Chayim 18:1']","כא ז ח מיי' שם הל' ז סמג שם טוש""ע א""ח סימן יז סעיף א וסימן יח סעיף א",
110,כא,ח,18b,10,"[u'Mishneh Torah, Fringes 3:7']","[u'Sefer Mitzvot Gadol, Positive Commandments 26']","[u'Tur, Orach Chaim 17', u'Shulchan Arukh, Orach Chayim 17:1', u'Shulchan Arukh, Orach Chayim 17:1', u'Tur, Orach Chaim 18', u'Shulchan Arukh, Orach Chayim 18:1']","כא ז ח מיי' שם הל' ז סמג שם טוש""ע א""ח סימן יז סעיף א וסימן יח סעיף א",FALSE
111,כב,ט,18b,13,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 8:13']",,,"כב ט מיי' פ""ח מהלכות כלי המקדש הל' יג",FALSE
112,כג,י,18b,13,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 8:4']",,,כג י מיי' שם הל' ד,FALSE
113,כד,כ,18b,13,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 8:14']",,,כד כ ל מיי' שם הל' יד,
113,כד,ל,18b,13,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 8:14']",,,כד כ ל מיי' שם הל' יד,FALSE
114,כה,מ,18b,20,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:2']",,,"כה מ מיי' פ""י שם הלכה ב",FALSE
115,כו,א,19a,3,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:9']",,,"כו א מיי' פ""י מהלכות כלי המקדש הלכה ט",FALSE
116,כז,ב,19a,3,"[u'Mishneh Torah, Sabbath 21:25']","[u'Sefer Mitzvot Gadol, Negative Commandments 65']","[u'Tur, Orach Chaim 328', u'Shulchan Arukh, Orach Chayim 328:24']","כז ב מיי' פכ""א מהלכות שבת הלכה כה סמג לאוין סה טוש""ע א""ח סימן שכח סעיף כד בהגה",FALSE
117,כח,ג,19a,6,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:6']",,,"כח ג מיי' פ""י מהלכות כלי המקדש הלכה ו",FALSE
118,כט,ד,19a,6,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:8']",,,כט ד ה מיי' שם הלכה ח,
118,כט,ה,19a,8,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:8']",,,כט ד ה מיי' שם הלכה ח,FALSE
119,ל,ו,19a,12,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:7']",,,ל ו ז מיי' שם הלכה ז,
119,ל,ז,19a,13,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:7']",,,ל ו ז מיי' שם הלכה ז,FALSE
120,לא,ח,19a,14,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:6']",,,לא ח ט מיי' שם הלכה ו,
120,לא,ט,19a,15,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:6']",,,לא ח ט מיי' שם הלכה ו,FALSE
121,לב,י,19a,15,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:7']",,,לב י כ ל מ נ מיי' שם הלכה ז,
121,לב,כ,19a,16,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:7']",,,לב י כ ל מ נ מיי' שם הלכה ז,
121,לב,ל,19a,17,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:7']",,,לב י כ ל מ נ מיי' שם הלכה ז,
121,לב,מ,19a,18,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:7']",,,לב י כ ל מ נ מיי' שם הלכה ז,
121,לב,נ,19a,19,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:7']",,,לב י כ ל מ נ מיי' שם הלכה ז,FALSE
122,לג,ס,19a,22,"[u'Mishneh Torah, Tefillin, Mezuzah and the Torah Scroll 4:13']",,,"לג ס מיי' פ""ד מהלכות תפילין הלכה יג",FALSE
