Index_Title,Jerusalem_Talmud_Mechon_Mamre,Schwab_fr,id_paragraphe,missing_footnotes
Jerusalem Talmud Pesachim 1:1:1,אור לארבעה עשר בודקין את החמץ לאור הנר כל מקום שאין מכניסין בו חמץ אינו צריך בדיקה ובמה אמרו שתי שורות במרתף מקום שמכניסין בו חמץ בית שמאי אומרים שתי שורות על פני כל המרתף ובית הלל אומרים שתי שורות החיצונות שהן העליונות:,"La veille au soir du 14 Nissan, on examine à la clarté d’une lumière tout endroit susceptible de contenir du pain levé (pour le faire disparaître avant Pâques); mais dans tout endroit où l’on n’apporte jamais de pain, cet examen est inutile. En quel cas dit-on (ci-après) que, dans la cave <sup>1</sup><i class=""footnote"">Au terme araméen employé ici, J. Lévy compare l'arabe pour :specula.</i>, on doit examiner 2 rangées de tonneaux? Lorsqu’il s’agit de celle où le servant cherche du vin, en ayant du pain à la main (pendant le repas). Selon Shammaï, il s’agit de deux rangées s’étendant sur toute la surface de la cave <sup>2</sup><i class=""footnote"">En largeur et en hauteur.</i>; selon Hillel, il s’agit seulement des deux rangs extérieurs les plus élevés.",658,
Jerusalem Talmud Pesachim 1:1:2,כתיב (שמות יב) ושמרתם את המצות כי בעצם היום הזה הוצאתי את צבאותיכם מארץ מצרים. (שם) בראשון בארבעה עשר יום לחדש בערב תאכלו מצות וגומר. מה אנן קיימין אם לאכילת מצה כבר כתיב (שם) שבעת ימים מצות תאכלו. ואם לומר שמתחיל בארבעה עשר והכתיב (שם) עד יום האחד ועשרים לחודש. אלא אם אינו ענין לאכילת מצה תניהו ענין לביעור חמץ.,"Il est écrit (Ex 12, 17-18): Vous observerez les pains azymes, car en ce même jour j’aurai retiré vos troupes du pays d’Egypte… Au premier mois, le 14e jour du mois, le soir, vous mangerez des pains azymes, etc.”. Quel est le but de ce verset? Il ne saurait avoir en vue la fixation du moment initial où il faut manger de l’azyme, puisqu’il est déjà dit (ib. 15): Vous mangerez pendant 7 jours des pains sans levain; et cette période de 7 jours ne saurait commencer dès le soir du 14 Nissan, puisqu’il est dit (ib. 18): Jusqu’au 21e jour du mois, ce qui forcément fixe le point de départ au 15 du mois. Donc, il ne s’agit pas de déterminer le commencement de l’obligation de manger des azymes, mais le devoir d’enlever tout levain de la maison. -",658,
Jerusalem Talmud Pesachim 1:1:3,"למה לאור הנר. א""ר שמואל בר רב יצחק מפני שהנר בודק כל שהוא. למה בלילה. א""ר יוסה שאין בדיקת הנר יפה אלא בלילה. ר' מנא לא אמר כן (שם) ושמרתם את היום הזה לדרתיכם חקת עולם עשה שיהו היום והלילה משומרין. ויתחיל בי""ג ויהא היום והלילה משומרין אף אית ליה כיי דמר ר' יוסי. ויתחיל אור לי""ג. אין כיני יבדוק אפי' מר""ח.","Pourquoi opère-t-on à la clarté de la lumière? -C’est que, dit R. Samuel b. R. Isaac, avec une lumière on peut mieux examiner les moindres recoins; et il faut opérer la nuit, car, dit R. Yossé, la lumière ne répand de bonne clarté que la nuit. Selon R. Mena, cette obligation d’examen est fixée à la nuit, en raison de ce qu’il est dit (ib. 17): Vous observerez ce jour là en vos générations à titre d’ordonnance perpétuelle; ces mots sont suivis de l’ordre relatif au 14, ce qui implique le précepte d’observer la journée complète, la nuit et le jour. -Mais alors pourquoi ne pas commencer dès le 13, de façon à bien observer cette journée du 14 avant qu’elle commence? -C’est que R. Mena admet aussi l’avis de R. Yossé, savoir que la lumière produit tout son bon effet la nuit. -Est-ce à dire que l’on peut commencer cet examen du levain dès la nuit du 13, sans recommencer le soir du 14? -Oui certes, et l’on peut procéder à cet examen dès les premiers jours de ce mois.",,
Jerusalem Talmud Pesachim 1:1:4,ר' ירמיה אמר רב שמואל בר רב יצחק בעי מהו לבדוק לאור האבוקות. מה צריכא ליה מפני שאורן מבליח. ר' שמואל בר רב יצחק כדעתיה דר' שמואל בר רב יצחק אמר מפני שהנר בודק כל שהוא אף על פי שאין ראיה לדבר זכר לדבר. (צפניה א) והיה ביום ההוא אחפש את ירושלם בנרות. ואית דבעי אימר נישמעינה מן הדא (משלי כ) נר ה' נשמת אדם חופש כל חדרי בטן.,"R. Jérémie dit que R. Samuel b. R. Isaac demanda si l’on peut examiner à la lueur des torches? Cela ne va-t-il pas sans dire, fut-il répliqué, -Non, parce que leur lumière vacille. Cette question de R. Samuel est conforme à son opinion, qu’il importe d’examiner avec une lumière qui éclaire bien <sup>3</sup><i class=""footnote"">Tossefta à ce Ch. 1</i>; et l’on peut la résoudre, sinon par un texte formel, du moins par une allusion biblique, puisqu’il est dit (So 1, 12): et il arrivera en ce temps là que je fouillerai Jérusalem avec des lampes. On peut aussi conclure qu’une lumière ordinaire est préférable à la torche, puisqu’il est dit (Pr 20, 27): l’âme humaine est comme une lampe divine qui fouille jusque dans les entrailles.",,
Jerusalem Talmud Pesachim 1:1:5,"אמר רבי יוסה מתני' אמרה שבדיקת היום בדיקה. דתנינן רבי יודה אומר בודקין אור לארבעה עשר ובארבעה עשר בשחרית ובשעת הביעור. לא סוף דבר רבי יודה אלא אפילו דרבנין. דתנינן וחכ""א אם לא בדק אור לי""ד יבדוק בי""ד.","R. Yossé dit: on peut conclure de la Mishna qu’en cas d’examen accompli par erreur le jour, il est aussi valable, puisqu’il est dit plus loin (§ 3): selon R. Juda, on recherche les traces du levain le soir du 14 Nissan, puis le même jour au matin, enfin à l’instant final du débarras. En réalité, ce n’est pas seulement l’avis de R. Juda, mais aussi celui des autres sages, puisqu’il y est dit ensuite: selon les autres sages, si l’on n’a pas opéré l’examen le soir du 14, on examinera en ce même jour.",,
Jerusalem Talmud Pesachim 1:1:6,וצריך לבדוק לאור הנר. נישמעינה מן הדא אין בודקין לא לאור החמה ולא לאור הלבנה ולא לאור הככבים אלא לאור הנר. ניחא לא לאור הלבנה ולא לאור הככבים אלא לאור חמה וכי יש חמה בלילה. הדא אמרה אפי' ביום צריך לבדוק לאור הנר. לא סוף דבר בית שאין בו אורה אלא אפילו בית שיש בו אורה אפילו ביום צריך לבדוק לאור הנר.,"Faut-il examiner à la clarté d’une lumière? On peut résoudre la question de ce qu’il est dit: on n’opérera cet examen ni à la clarté du soleil, ni à la lumière de la lune, ni à la lueur des étoiles, mais à l’aide d’une lampe; or, on comprend l’interdit d’user de la lumière de la lune et de celle des étoiles;mais à quoi bon interdire celle du soleil? Brille-t-il la nuit? Cela prouve que, même le jour, il faut examiner avec une lampe. De plus, non seulement dans une maison où les rayons du soleil ne pénètrent pas, mais aussi lorsqu’ils y pénètrent et même le jour, il faut examiner avec une lampe.",,
Jerusalem Talmud Pesachim 1:1:7,מבואות האפלין מהו שיהא צריך לבודקן בתחילה לאור הנר. מיליהון דרבנין אמרין לא כמה דהוא מנהר בליליא הוא מנהר ביממא דאמר רב הונא כד הוינן ערקין באילין בוטיתא דסדרא רבה היו מדליקין עלינו נרות בשעה שהיו כיהים היינו יודעין שהוא יום ובשעה שהיו מבהיקין היינו יודעין שהוא לילה. ותייא כיי דמר רבי אחייא בר זעירא נח בכניסתו לתיבה הכניס עמו אבנים טובות ומרגליות בשעה שהיה כיהות היה יודע שהוא יום. ובשעה שהיו מבהיקות היה יודע שהוא לילה. למה יש חיה אוכלת ביום ויש חיה אוכלת בלילה. והא כתיב (בראשית ו) צוהר תעשה לתיבה כמאן דאמר לא שימשו המזלות בשנת המבול.,"Dans les ruelles sombres, est-il permis à priori d’examiner avec une lampe, même au jour (puisqu’en raison de l’ombre, la lumière doit produire son effet)? Des paroles des rabbins il résulte une réponse négative, et même là une lumière allumée le jour ne brille pas autant que la nuit. Ainsi R. Houna raconte: lorsque pour éviter nos ennemis nous nous cachions dans les voûtes sombres, sises derrière la grande salle d’études <sup>4</sup><i class=""footnote"">J. Lévy propose de lire : dans les cavernes de Tibériade. V. Midrash Rabba sur (Gn sect. 31.</i>, nous allumions des lampes; lorsqu’elles pâlissaient, nous reconnaissions l’arrivée du jour; et lorsqu’elles brillaient, il faisait nuit. C’est conforme à ce qu’a dit R. Ahia b. Zeira: lorsque Noé entra dans l’arche, il emporta avec lui des perles et des pierres précieuses; lorsqu’elles pâlissaient, il savait que c’est le jour, et lorsqu’elles brillaient, il reconnaissait la nuit. Or, c’était important pour lui, afin de pourvoir à la subsistance des animaux qui mangent le jour <sup>5</sup><i class=""footnote"">B. Sanhedrin 108b.</i> et de ceux qui se nourrissent la nuit. -Mais n’est-il pas dit (Gn 6, 16): tu feras du jour (une fenêtre) à l’arche? -C’est que (dit-on), pendant le déluge, les planètes ne fonctionnaient pas (étant sans clarté), et l’on ne savait ni quand il faisait jour, ni quand il faisait nuit <sup>6</sup><i class=""footnote"">Midrash, ib., n° 25.</i>.",,
Jerusalem Talmud Pesachim 1:1:8,ר' ירמיה בעי בתי כניסיות ובתי מדרשות מהו שיהו צריכין בדיקה. מה צריכא ליה שכן מכניסין לשם בשבתות ובראשי חדשים. ותהא פשיטא ליה הכן הוא צריכה ליה הואיל ואורן מרובה. מהו שיהא צריך לבודקן בתחילה ביום לאור הנר.,"R. Jérémie demanda s’il faut procéder à cet examen dans les synagogues et les salles d’études. A quel cas cette question s’applique-t-elle? (Comment y supposer la présence du pain)? On en apporte pour nourrir le samedi les étrangers de passage, ou pour certains repas exceptionnels des néoménies. -Mais alors ne va-t-il pas sans dire que l’examen est exigible? -La question était nécessaire, parce qu’en raison de la grande clarté qui règne dans ces salles, on se demandait s’il ne suffisait pas de les examiner au jour, sans recourir à la lumière.",,
Jerusalem Talmud Pesachim 1:1:9,"ר' יוסה בעי חצירות שבירושלים שאוכלין שם חלות תודה ורקיקי נזיר מהו שיהו צריכין בדיקה. בלא כך אינן בדיקות מן הנותר. ייבא כהדא תנא ר' זכריה חתניה דרבי לוי נידה חופפת וסורקת כהנת אינה חופפת וסורק נידה כהנת חופפת וסורקת שלא תחלוק בין נידה לנידה אוף הכא שלא לחלוק בין ביעור לביעור. תני רבן גמליאל ברבי איניונא קומי רבי מנא נידה שהיא מפסקת כל שבעה חופפת וסורקת. כהנת שהיא טובלת בכל יום אינה חופפת ואינה סורקת. א""ל לשמרת יום כנגד יום נצרכה.","De même, R. Yossé demanda si dans les cours de Jérusalem, où l’on mange les gâteaux d’actions de grâces et les flancs offerts par le naziréen <sup>7</sup><i class=""footnote"">Casuistique Neta' Schaschouim, section 1, 7.</i>, l’examen est nécessaire: ne sont-elles pas déjà à l’abri de tout soupçon, puisqu’il faut avoir souci de ne laisser aucun reliquat, sous peine de le brûler dès le matin (Lv 7, 15)? -C’est que le présent cas est conforme à ce qu’a dit plus loin (2, 7) R. Zakharia, gendre de R. Levi: les femmes, après les menstrues (au moment de prendre le bain légal), doivent ramasser leurs cheveux à la main et les peigner (pour qu’à l’aide de cette séparation l’eau puisse bien y pénétrer); mais si la femme d’un cohen se purifie pour manger l’oblation (ses bains sont plus fréquents), elle est dispensée de cet usage; enfin, lorsque cette dernière prend le bain légal après les menstrues, elle devra faire comme les autres femmes, afin qu’il n’y ait pas de distinction entre une femme menstruée et une autre. Il en sera donc de même ici pour la question de l’examen pascal entre les cours ordinaires et celles où l’on mange des sacrifices. R. Gamliel b. R. Iniouna expliqua devant R. Mena que cela ne prouve rien: la menstruée qui a interrompu les bains pendant une période de 7 jours doit, pour cette raison, procéder à la séparation des cheveux (même si elle est femme de cohen); tandis que la femme de cohen qui prend le bain pour consommer des objets sacrés est dispensée de la préparation des cheveux, en raison de la fréquence des bains. -Non, lui répondit R. Mena, il a fallu dire que cette dernière y est aussi soumise, parce qu’on n’établit pas de distinction d’avec celle qui (en dehors des menstrues) s’observe chaque si elle n’a pas de gonorrhée (cas semblable à la purification journalière du cohen pour les consommations sacrées).",,
Jerusalem Talmud Pesachim 1:1:10,"חורי הבית העליונים והתחתונים והיציע והחדות והעלייה וגג הכד וגג המגדל בית התבן ובית הבקר ובית העצים ובית האוצרות אוצרות היין ואוצרות השמן ואוצרות הפירות אינן צריכין בדיקה. ניחא העליונים והתחתונים. הדא אמרה לא חשו לנפילה. א""ר יוסה תיפתר שהיו שניהן סמוכין לכותל אחד למעלה מעשרה וא' למטה מי'. והא תנינן חדות הדא אמרה שלא חשו לנפילה. מתיירא הוא התינוק לילך לשם וחש לומר שמא נתגלגל חמץ שם תיפתר בחדות שיש לה ליזבוז. וגג הבד וגג המגדל. הדא דתימר בגבוהין ג' טפחים אבל אם אינן גבוהין ג' טפחים כארץ הם ובאותו שלא נשתמש בו חמץ. אבל באותו שנשתמש בו חמץ אפילו גבוה כמה צריך בדיקה. אמר רבי מנא ויאות כן אנן אמרין הדא פיפייארות אפי' גבוה כמה לא תהא צריכה בדיקה.","Les trous trop élevés des murs de la maison (hors de la portée), ou ceux qui sont trop bas à terre, l’appentis, la citerne, les combles, le faîte d’un pressoir, le sommet d’une armoire, la grange au blé, l’écurie, le magasin au bois, la pièce aux trésors, le réservoir du vin, celui de l’huile, le grenier aux fruits, n’ont pas besoin d’être examinés. Cette dispense se comprend pour les trous supérieurs; mais, dans ceux du bas, n’est-il pas à craindre que du pain y soit tombé? La dispense même indique que l’on n’éprouve pas cette crainte. Selon R. Yossé, la dispense en ce cas est justifiée, parce qu’il s’agit de trous situés dans le même mur, l’un au-dessus de dix palmes, l’autre au-dessous de dix <sup>8</sup><i class=""footnote"">Dans cette cavité latérale, quoique basse, il ne peut guère rien tomber.</i>. -Mais n’a-t-on pas dit aussi que l’on dispense de l’examen les citernes (qui forment un creux du sol où des objets peuvent tomber facilement)? Cette dispense indique que l’on ne suppose pas un tel accident, et il n’est pas à supposer qu’un enfant y laisse tomber du pain, parce que la peur le détourne de ce côté. -Mais n’y a-t-il pas à craindre qu’en marchant on y pousse des miettes de pain? On peut admettre qu’il s’agit d’une telle cavité pourvue d’un rebord. Quant à la dispense pour le faîte d’un pressoir, ou le sommet d’une armoire, elle a seulement lieu si ces emplacements sont situés à plus de 3 palmes du sol; mais, à une distance moindre, on les assimile au sol, et, par suite de la possibilité d’amener du pain, l’examen est exigible; de plus, il s’agit du cas où l’on n’y a jamais placé de pain, car si l’on s’en est servi à cet effet, il faut l’examiner, à quelle hauteur que soit situé cet emplacement. Ce dernier avis, ajoute R. Mena, est exact; sans quoi, l’on dirait qu’à l’égard des treillages <sup>9</sup><i class=""footnote"">En branches fines de l'arbuste Papyrus ( ? Papiari).</i>, s’ils sont à une grande hauteur, il ne faut pas non plus les examiner (en réalité cet examen est dû). –",,
