Index_Title,Jerusalem_Talmud_Mechon_Mamre,Schwab_fr,id_paragraphe,missing_footnotes
Jerusalem Talmud Sanhedrin 1:1:1,"דיני ממונות בשלשה גזילות וחובות בשלשה נזק וחצי נזק תשלומי כפל תשלומי ארבעה וחמשה האונס והמפתה ומוציא שם רע בשלשה דברי ר""מ וחכמים אומרים המוציא שם רע בעשרים ושלשה שיש בו דיני נפשות:","Un tribunal de trois juges statue sur les procès civils (financiers), ou sur les réclamations relatives à l’enlèvement d’un objet par violence, ou sur les blessures <sup>1</sup><i class=""footnote"">Ou : sur les dettes (selon une autre version).</i>. De même un tribunal de trois juges connaît des demandes en dommages-intérêts, soit dans le cas où la loi accorde une entière indemnité, soit dans ceux où elle n’accorde que le remboursement de la moitié du dommage, comme aussi dans ceux où elle oblige de payer le double, ou le quadruple, ou le quintuple (Ex 21, 37). Les réclamations pour viol, ou pour séduction, et l’accusation d’adultère, sont portées devant un tribunal de trois juges <sup>2</sup><i class=""footnote"">(Ketubot 4, 5).</i>; tel est l’avis de R. Meir. Les autres docteurs disent: pour l’accusation d’adultère, il faut un tribunal de 23 juges, car ces procès peuvent aboutir à une peine capitale.",2009,
Jerusalem Talmud Sanhedrin 1:1:2,מנן תיתי ליה והיו אלה לכם לחקת משפט הייתי אומר אחד דיני ממונות ואחד דיני נפשות בדרישה ובחקירה.,,2009,
Jerusalem Talmud Sanhedrin 1:1:3,ומניין לדיני ממונות שהן בשלשה ונקרב בעל הבית אל האלהים ריבה בה דיין אחד עד האלהים הרי שנים אשר ירשיעון אלהים הרי כאן שלשה דברי ר' יאשיה רבי יונתן אמר הראשון תחילה נאמר. ואין דורשין תחילות. אלא עד האלהים הרי אחד אשר ירשיעון אלהים הרי שנים אין בית דין שקול מוסיפין עליהן עוד אחד הרי שלשה.,"D’où sait-on (qu’à l’instar de ce qui est prescrit pour les dépôts, les vols et les blessures) il faut 3 juges pour connaître des questions d’argent, tels que prêts, ou aveux? C’est qu’il est dit (Nb 35, 29): ces préceptes vous serviront de loi en justice; de ce dernier terme, on conclut à l’uniformité de toutes les questions d’argent, et pour celles-ci comme pour les questions capitales, la loi exige l’examen et l’enquête judiciaires. Quant au fait même de l’exigence de 3 juges pour connaître des questions d’argent, on le sait de ce qu’il est dit (Ex 22, 8): le maître de maison s’approchera des juges; ce qui implique la présence d’un juge; l’expression suivante, devant le juge, se réfère au second, et les termes que les juges condamnent <sup>3</sup><i class=""footnote"">Tossefta, ch. 1.</i> se réfèrent au 3e. Tel est l’avis de R. Yoshia. R. Jonathan dit: la première expression invoquée se rapporte au fait même que la présence de juges compétents est exigible, et d’un principe on ne déduit rien autre; mais de chacune des 2 expressions suivantes, on déduit autant de fois qu’il faut un juge (soit 2), et pour départager les voix, on ajoute un 3e juge.",,
Jerusalem Talmud Sanhedrin 1:1:4,ר' אומר בשנים הכתוב מדבר אתה אומר בשנים או אינו אלא באחד כשהוא אומר אשר ירשיען אלהים אין כתיב כאן אלא אשר ירשיעון אלהים אין בית דין שקול מוסיפין עליהן עוד אחד הרי שלשה.,"Rabbi dit: la 3e expression, “que les juges condamnent”, implique déjà un minimum de 2 juges, et il ne saurait y avoir doute sur l’allusion aux 2 juges, en raison de l’emploi du verbe condamner au pluriel; puis pour départager les voix, on ajoute un 3e juge.",,
Jerusalem Talmud Sanhedrin 1:1:5,"ר' אבהו בעי וכרבי דיני ממונות בחמשה ושיגמר בכ""ג. אשכח תני רבי חזקיה הואיל ואמרה תורה הרוג על פי מטים הרוג על פי עדים מה עדים שנים אף מטים שנים אין בית דין שקול מוסיפין עליהן אחד הרי חמשה.","R. Abahou objecta ceci: d’après l’interprétation de Rabbi (voyant une allusion à 2 juges dans la dernière expression, soit, avec les deux précédentes, un total de 4 juges), un tribunal de 5 juges devrait être exigible, avec faculté de se prononcer à la majorité de 3 voix? -En effet, on trouve enseigné par R. Hiskia <sup>4</sup><i class=""footnote"">Tossefta, ch. 1.</i> qu’il en faut 5; car la condamnation devra être prononcée à une majorité d’au moins 2 voix, comme les attestations doivent être au moins au nombre de deux; puis, pour départager les voix, on ajoute encore un juge, soit en total 5. -",,
Jerusalem Talmud Sanhedrin 1:1:6,"לא הן גזילות הן חבלות. אשכח תני ר""ש בן יוחי ואלה המשפטים אשר תשים לפניהם. אתא מימר לך בפשוטה דקרייא ותייא כרבי יוסי בר חלפתא.","Est-ce que les vols ne sont pas, comme les blessures, des questions d’intérêt pécuniaire? (Pourquoi ces 2 sujets sont-ils distincts)? -En effet, on trouve que R. Simon b. Yohaï a enseigné: du verset (ibid. 21, 1) Voici les préceptes que tu leur exposeras, on déduit qu’il y a lieu de suivre l’ordre biblique (et, à l’instar de ce texte, d’énoncer chaque sujet à part). De même on tire de ce verset la déduction faite par R. Yossé b. Halafta (qu’il faut voir ce que l’on juge); ",,
Jerusalem Talmud Sanhedrin 1:1:7,"ר' יוסי בר חלפתא אתון תרין בר נש מידון קומוי א""ל על מנת שתדיננו דין תורה. אמר לון אני איני יודע דין תורה אלא היודע מחשבות יפרע מאותן האנשים. מקבלין עליכון מה דנא אמר לכון.","or, devant ce R. Yossé, 2 hommes se présentèrent en justice, lui disant de les juger selon le droit de la Loi. -Je ne connais pas ces règles, leur répondit-il (et je vous jugerai d’après vos arguments); Celui qui sait la pensée intime de chacun punira les gens qui arguent à faux; vous accepterez donc ce que je vous dirai.",,
Jerusalem Talmud Sanhedrin 1:1:8,"רבי עקיבה כד הוה בר נש אזל בעי מידון קומיה הוה א""ל הוו יודעין לפני מי אתם עומדין לפני מי שאמר והיה העולם שנאמר ועמדו שני האנשים אשר להם הריב לפני ה' ולא לפני עקיבה בן יוסף.","Lorsque devant R. aqiba des gens se présentaient pour un procès, ce rabbin leur disait: Sachez devant qui vous vous tenez; non devant moi, mais devant celui qui a créé le monde comme il est dit (Dt 19, 17): Les 2 hommes qui ont une contestations se tiendront devant l’Eternel, et non devant moi aqiba b. Joseph. ",,
Jerusalem Talmud Sanhedrin 1:1:9,"תני קודם לארבעים שנה עד שלא חרב הבית ניטלו דיני נפשות ובימי שמעון בן שטח ניטלו דיני ממונות. אמר ר""ש בן יוחי בריך רחמנא דלינא חכים מידון.","On a enseigné <sup>5</sup><i class=""footnote"">Ci-après, (7, 2). V. Derenbourg, Essai, etc., p. 69 et 90.</i>: 40 ans avant la destruction du Temple de Jérusalem, le droit de prononcer les sentences capitales a été enlevé aux Israélites, et au temps de Simon b. Shetah on leur enleva le droit de connaître des questions pécuniaires. R. Simon b. Yohaï s’écria un jour: Béni soit Dieu de ce que je suis incapable de juger ! (de cette façon, je ne suis pas responsable de la sentence).",,
Jerusalem Talmud Sanhedrin 1:1:10,"שמואל אמר שנים שדנו דיניהם דין אלא שנקראו ב""ד חצוף ר' יוחנן וריש לקיש תריהון מרין אפילו שנים שדנו אין דיניהן דין. תמן תנינן היה דן את הדין זיכה את החייב חייב לזכאי טימא לטהור טיהר לטמא מה שעשה עשוי וישלם מביתו. ר' בא בשם ר' אבהו בשאמרו לו הרי את מקובל עלינו כשנים. מה אנן קיימין אם בשטעה ודנן משיקול הדעת בדא מה שעשה עשוי. אם בשטעה ודנן דין תורה בדא ישלם מביתו. רבי בא בשם רבי אבהו בשאמרו לו הרי את מקובל עלינו כשלשה על מנת שתדיננו דין תורה וטעה ודנן בשיקול הדעת ישלם מביתו שהגיס דעתו לדון יחידי דין תורה דתנינן אל תהי דן יחידי שאין דן יחיד אלא אחד.","Samuel dit <sup>6</sup><i class=""footnote"">J., (Berakhot 7, 1) .</i> que le jugement de 2 personnes est valable; mais c’est un acte imprudent de juger à deux (au lieux d’être 3). R. Yohanan et Resh Lakish disent tous deux, de plus, qu’un tel jugement par 2 est non avenu. On a enseigné ailleurs <sup>7</sup><i class=""footnote"">(Bekhorot 4, 4).</i>: Si un homme incompétent prononce un jugement donnant raison au coupable et condamnant l’innocent, ou s’il déclare impur ce qui est pur, appelant pur ce qui est impur, le fait accompli sera maintenu; mais le préjudice ainsi causé devra être remboursé par cet homme. - C’est admis, dit R. Aba au nom de R. Abahou, au cas où les intéressés ont déclaré vouloir accepter sa décision à l’égal de celle d’un tribunal de 3 membres. Sans quoi, comment expliquer la règle de la Mishna? -Si cet homme s’est trompé pour avoir jugé avec trop de légèreté <sup>8</sup><i class=""footnote"">Cf. (Ketubot 9, 2) fin.</i>, comment est-il dit que “le fait accompli sera maintenu”? Si son erreur consiste en ce qu’il a jugé à l’opposé de la Loi formelle, pourquoi doit-il payer de sa poche le préjudice qu’il a causé à l’ayant-droit (et ne pas le réclamer à celui qui a été déclaré innocent indûment)? -Il s’agit donc ici, comme l’a dit R. Aba au nom de R. Abahou, du cas où les plaideurs ont déclaré accepter sa décision comme celle d’un tribunal de 3 juges, à condition de juger selon la Loi: alors, l’erreur survenue dans son jugement par légèreté laissera en l’état les choses faites; mais l’homme devra payer de sa poche l’erreur causée, en punition de son orgueil d’avoir jugé seul une question légale. Or, il est dit <sup>9</sup><i class=""footnote"">(Avot 4, 10).</i>: Ne sois pas seul juge, car il n’est qu’un (Dieu) qui juge seul.",,
