Index_Title,Jerusalem_Talmud_Mechon_Mamre,Schwab_fr,id_paragraphe,missing_footnotes
Jerusalem Talmud Sukkah 1:1:1,סוכה שהיא גבוהה למעלה מעשרים אמה פסולה ור' יהודה מכשיר ושאינה גבוהה עשר טפחים ושאין לה שלש דפנות ושחמתה מרובה מצילתה פסולה:,"Lorsque la Suka a plus de 20 coudées de hauteur (à l’intérieur), elle n’a pas de valeur légale; mais selon R. Juda, elle en a une.<br>Lorsque sa hauteur est moindre que dix palmes, ou si elle a moins de 3 côtés, ou si la partie ombrée est inférieure à celle où domine le soleil <sup>1</sup><i class=""footnote"">Dans son commentaire sur la Mishna, Mamonide note  ce propos ce fait curieux dÕoptique quÕun rayon de soleil passant par un trou, sÕpanouit et forme un cercle plus tendu que celui quÕil quitte.</i> , elle est aussi sans valeur.",863,
Jerusalem Talmud Sukkah 1:1:2,"רבי יוסי אמר לה סתם.  ר' אחא בשם רב רבנן ילפין לה מפתחו של היכל.  ור' יודה יליף לה מפתחו של אולם.  אם מפתחו של אולם דיו ארבעים אמה דתנן תמן פתחו של אולם גובהו ארבעים אמה ורחבו עשרים אמה.  תני ר' חייה אפי' ארבעים נ' אמה תני בר קפרא אפי' מאה אמה.  א""ר אבין ר' יודה כדעתיה ורבנן כדעתהון.  דתנינן תמן וכן נשרי' המפולשין מטלטלין תחתיהן בשבת דברי ר' יהודה וחכמים אוסרין.  היך מה דאת אמר תמן את רואה את התקרה כאילו היא יורדת וסותמת.  כך את אמר הכא את רואה את המלתירה כאילו היא יורדת וסותמת.  היא דעתיה דר' יהודה בסוכה.  היא דעתיה במבוי.  היא דעתהון דרבנן בסוכה.  היא דעתהון במבוי.  ולא דמיי יש דברים כשרים בסוכה ופסולים במבוי כשרים במבוי ופסולים בסוכה.  דוקרנין כשרים בסוכה ופסולין במבוי ותני כן הביא ארבעה דוקרנין וסיכך על גביהן בסוכה כשר ובמבוי פסול.  הדא דאת אמר בגבוהין ג' למעלה מכותל המבוי.  אבל אם אינן גבוהין שלשה למעלה מכותלי המבוי כשר.  בשאין בהן רוחב ארבעה.  אבל אם יש בהן רוחב ד' אפי' גבוהין כמה כשר.  דפנות כשרות בסוכה ופסולות במבוי.  תני כן שתים כהלכתן והשלישית אפי' טפח.  ר' חייה בשם ר' יוחנן שתים של ארבעה ד' טפחים.  והשלישית אפילו טפח כשר.  ובמבוי עד שיהא מגופף מד' רוחותיו.  רחב מעשר אמות בסוכה כשר ובמבוי פסול.  הדלה עליה את הגפן את הדלעת ואת הקיסום וסיכך על גביו פסולה.  הדא דאת אמר על בית סאתים אבל יותר מבית סאתים נעשית כמחיצה שהוקפה זרעים שאין מותר לטלטל בה אלא בארבע אמות.  חמתה מרובה מצילתה בסוכה פסולה במבוי כשר.  סוכה מקורה פסולה מבוי מקורה כשר.  רבי אחא בשם רבי הושעיה לא סוף דבר מקורה.  אלא אפילו נתן מלתירה ויש בה רוחב ארבעה טפחים מתרת את המבוי. ",,863,
Jerusalem Talmud Sukkah 1:1:3,"אילו בית שהוא גבוה מכמה שמא אינו חייב במעקה.  אינו חייב במזוזה.  אלא בית מקורה ואין סוכה מקורה.  מצינו סיכוך שהוא כקירוי דתנינן תמן הרחיק את הסיכוך מן הדפנות ג' טפחים פסולה.  אלא בית מגופף ואין סוכה מגופפת והרי אכסדרה שנפרצה במלואה לר""ה.  רבי אילא בשם רב ורבי יוחנן תריהון אמרין מטלטלין בכולה.  מאי כדון רבי אבהו בשם רבי יוחנן התורה אמרה (ויקרא כג) בסכת תשבו עד עשרים אמה את יושב בצילה של סוכה.  מעשרים אמה ולמעלן את יושב בצילן של דפנות.  א""ר יונה הדא דאת אמר בנתונה למעלה מכ' אמה לדפנות אבל אם היתה נתונה למטה מכ' אמה לדפנות כשירה.  א""ל ר' יוסה על דעתך דאת אמר בדפנות הדבר תלוי ניתני סוכה שהיא נתונה למעלה מכ' אמה לדפנות פסולה.  ר' בא בשם רב בשאינה מחזקת אלא כדי ראש ורובו ושולחנו.  אבל אם היתה מחזקת יותר כשרה.  ר' יעקב בר אחא בשם רבי יאשיה בשאין דפנותיה עולות עמה אבל אם היו דפנותיה עולות עמה כשרה.  והא מתני' פליגא א""ר יהודה מעשה בסוכתה של הילני המלכה בלוד שהיתה גבוהה יותר מכ' אמה והיו חכמים נכנסין ויוצאין בה ולא אמר אדם דבר אמרו לו מפני שהיא אשה ואין אשה מצוה על המצות.  אמר להן אם משם ראייה והלא שבעה בנים תלמידי חכמים היו לה אית לך מימר בסוכתה של הילני בשאינה מחזקת אלא ראשו ורובו ושולחנו אלא בשאין דפנותיה עולות עמה.  מסתברא מה דאמר רבי יאשיה לית היא פליגא דכן ארחיהון דעתירייא מיעבד דפנתא קלילן די ייא קרירה עליל.  ","– <sup>2</sup><i class=""footnote"">En tte se trouve un long passage reproduit du trait (Eruvin 1, 1),</i> Pourquoi une Suka trop haute est-elle impropre?<br>Quelle que soit la hauteur d’une maison, n’est-elle pas aussi soumise à l’obligation d’être entourée d’une balustrade et à la loi de la Mezuza? Il y a une différence, en ce qu’une maison sera surmontée d’une toiture (à n’importe quelle hauteur), tandis que la Suka doit être seulement couverte de feuillage sur lattes.<br>Mais ne trouve-t-on pas que cette couverture ressemble au toit, puisqu’il est dit plus loin (§ 10): “si le feuillage qui la couvre est distant de 3 palmes des murs, la Suka devient impropre au service”? (et, dès lors, les règles qui régissent la couverture et le toit doivent être semblables?) En effet, il y a une divergence en ce que la maison est close de toutes parts, tandis que la Suka ne l’est pas.<br>Mais, au sujet d’une galerie, exedra <sup>3</sup><i class=""footnote"">Mme trait , 1, 1 .</i>, ouverte dans toute son étendue vers la voie publique, R. Ila ne dit-il pas au nom de Rav et de R. Yohanan que tous deux permettent d’y opérer des transports le samedi, la considérant comme une maison particulière, quoique non close partout? Pourquoi donc considère-t-on différemment la Suka?<br>-C’est que, répond R. Abahou au nom de R. Yohanan, la Bible dit (Lv 23, 42): vous habiterez sous des tentes; jusqu’à la hauteur de 20 coudées, on profite de son ombre, mais au-delà on ne jouit que de l’ombre des murs.<br>Aussi, dit R. Yona, la Suka est dite impropre lorsqu’elle est couverte au-dessus des murs qui dépassent 20 coudées; mais si cette couverture a été placée plus bas (quelle que soit la hauteur des murs), elle peut servir. Puisque selon toi, observa R. Yossa, la question dépend non des murs, mais de la place donnée au feuillage, la Mishna aurait dû dire qu’au cas où celui-ci se trouve placé au-dessus de 20 coudées, de la hauteur des murs, la Suka est impropre (donc, tout dépend de la hauteur des murs).<br>Selon R. Aba au nom de Rav, cette restriction au sujet de la hauteur n’est vraie que lorsque la Suka étroite peut contenir à peine la tête et la majeure partie du corps, avec la table du repas <sup>4</sup><i class=""footnote"">Elle ressemblerait  un pigeonnier.</i>; mais lorsque la Suka a plus d’espace, la hauteur importe peu, et celle-ci est valable.<br>R. Jacob b. Aha ajoute au nom de R. Oshia: les rabbins ont interdit une trop grande élévation de la couverture lorsque celle-ci n’atteint pas les murs (qu’elle en est séparée); mais si elle les touche et se confond avec eux, la Suka sera valable (le contact permet à la vue d’atteindre le sommet).<br>@N’y a-t-il pas un enseignement <sup>5</sup><i class=""footnote"">Tossefta  ce trait , ch. 1.</i> qui conteste l’avis de R. Aba, puisqu’il y est dit que, selon l’exposé de R. Juda, il arriva à la Suka de la reine Hélène, à Lydda, de se trouver avoir une hauteur de plus de 20 coudées, et pourtant les docteurs y allaient et venaient, sans provoquer nulle observation sur le plus ou moins de valeur légale de la Suka ?<br>On n’y faisait pas attention, fut-il répliqué, parce que c’était à une femme, et que les femmes ne sont pas aussi strictement tenues de suivre ces préceptes.<br>-Mais, fut-il objecté, n’y a-t-il pas lieu au contraire de tirer une preuve de ce fait particulier, puisqu’Hélène <sup>6</sup><i class=""footnote"">Derenbourg, Essai, etc.,</i> avait 7 fils, qui étaient disciples de sages (gens sévèrement religieux)?<br>Or, on ne peut pas arguer que la Suka de cette reine était trop petite pour laisser place à plus de la majeure partie du corps devant la table du repas (la reine ayant dû avoir une belle Suka); il faut donc adopter l’argumentation de R. Oshia et supposer qu’en raison de la jonction du mur au sommet, cette grande élévation était permise. Donc, l’exemple de cette Suka royale n’est pas un sujet de contestation, car tel est l’usage des gens riches d’établir des cloisons minces (sur lesquelles la toiture ne porte pas), afin que la fraîcheur puisse pénétrer (d’en haut)",,
Jerusalem Talmud Sukkah 1:1:4,"רב הושיע בעי הביא נסר ונתנו על גבי חולייה של עמוד פשיטא אם ימוד מן הנסר יש כאן עשרים אמה.  אם ימוד מן הקרקע אין כאן עשרים אמה.  מה את עביד ליה כאויר פסול כסכך פסול.  אין תעבדיני' כאויר פסול פוסל בג' טפחים.  אין תעבדיניה כסכך פסול אינו פוסל אלא בד' אמות.  ר' יוסה בי ר' בון בשם חזקיה מפני מה אמרו סכך פסול אינו פוסל אלא בד""א שלא בא אלא להיתירה של סוכה.  א""ר מיישא ותמיה אנא היך רב הושעיה צריכא ליה ולמה לא יליף לה מן הדא דרבי בא בר ממל דתנינן תמן המשלשל דפנות מלמעלן למטן אם גבוה מן הארץ ג' טפחים פסולה.  וא""ר בא בר ממל כשאינו יושב ואוכל בצילן של דפנות אבל אם היה יושב ואוכל בצילן של דפנות כשירה.  א""ר יוסה לית הדא דר' בא בר ממל אולפן מן מתניתן יליף לה ר' בא בר ממל דתנינן תמן כצוצטרא שהיא למעלה מן הים אין ממלין הימינה בשבת אלא אם כן עשו לה מחיצה גבוה י' טפחים בין מלמעלן בין מלמטן.  וא""ר זעירא רב יהודה בשם רב והוא שתהא מחיצה משוקעת במים כמלואו של דלי.  ולא דמייא ים כרמלית היא אינה לא רשות היחיד ולא רשות הרבים.  ברם הכא התורה אמרה בסכת תשבו מקרקע סוכה את מודד עשרים אמה. ",".<br>R. Oshia demanda: si (dans une Suka dépassant 20 coudées de hauteur) on apporte une planche de traverse, que l’on place (en partie) au-dessus du tronçon d’une colonne de milieu, il sera évident qu’en mesurant à partir du point où la planche porte sur le vide, la mesure dépassera 20 coudées; mais en mesurant jusqu’au dit tronçon, on n’atteint pas cette mesure.<br>Or, comment cette partie qui dépasse est-elle considérée?<br>Rend-elle l’ensemble impropre à titre d’air inapte, ou de couverture impropre au service légal? Car, pour l’air seul, l’inaptitude a déjà lieu à une distance de 3 palmes; mais, pour la toiture, elle a lieu à 4 coudées.<br>A ce propos, ajoute R. Yossé b. R. Aboun au nom de Hiskia, il n’a été dit qu’une toiture de Suka devient impropre dans de telles conditions, qu’en raison de la mesure de 4 coudées justes rendant la Suka valable (l’excédant seul sera une cause de défaut).<br>Je m’étonne donc, dit R. Meisha, de ce que R. Oshia a émis des doutes sur le genre d’inaptitude résultant de la susdite planche. Pourquoi ne pas résoudre ce point douteux d’après ce qu’a dit R. Aba b. Mamal?<br>Or, il a été enseigné ailleurs (§ 10): “Lorsqu’on échelonne les parois (le côté) d’une Suka du haut en bas, s’il y a plus de 3 palmes d’écart du sol, elle est impropre.” Sur quoi, R. Aba b. Mamal ajoute que l’inaptitude est maintenue lorsqu’on ne s’asseoit pas pour manger à l’ombre des murs clos, mais presqu’à terre, vis-à-vis de la partie ouverte; mais si l’on s’asseoit en face de la partie close, le tout est valable (et l’ouverture est annulée).<br>Pourquoi donc R. Oshia a-t-il des doutes et ne compare-t-il pas à ce cas celui de la planche posée à part sur un tronçon de colonne?<br>-C’est que, répond R. Yossa, l’opinion de R. Aba b. Mamal n’est pas une règle énoncée directement (et pouvant à son tour être appliquée à un autre fait), puisque R. Aba b. Mamal la tire déjà d’une autre Mishnâ, de ce qu’il est dit ailleurs <sup>7</sup><i class=""footnote"">J. trait (Eruvin 8, 9) .</i>: “D’un balcon exwsthr qui se trouve situé au-dessus d’un cours d’eau, il n’est pas permis le samedi de descendre le seau pour le remonter de là rempli d’eau (un tel transport d’une propriété à l’autre est interdit en ce jour), à moins d’avoir érigé une clôture haute de dix palmes, soit d’en haut (près du balcon), soit d’en bas (près de l’eau),” de façon à englober l’intervalle vide.<br>Toutefois, ajoute à ce sujet R. Zeira ou R. Juda au nom de Rav, il faut que cette clôture s’enfonce dans l’eau au moins de la profondeur du seau (4 p.) pour y constituer un domaine privé, analogue au dit balcon. Cependant, on ne peut pas lui comparer le cas de la Suka : le domaine occupé par l’eau est tenu pour un intérmediaire, qui n’est ni une propriété privée, ni une voie publique; tandis qu’ici la Loi a dit: Vous habiterez sous des tentes (ib.); et comme il s’agit de s’asseoir, il faudra mesurer à partir du sol les 20 coudées, dont le total rend la Suka impropre (sans tenir compte de la façon de s’asseoir pour annuler l’espace resté vide).",,
Jerusalem Talmud Sukkah 1:1:5,היתה למטה מעשרה ותולה בה עיטורין שהן ראויין לסכך בהן ממעטין בה לפסול.  ואם לאו ממעטין בה לכושר. היתה למעלה מעשרים אמה ותולה בה עיטורין שהן ראויין לסכך בה ממעטין בה לכושר ואם לאו ממעטין בה לפסול.  אמר רבי שמי כשם שאמרו למעלן כך אמרו למטן.  קש ותבן אין ממעטין בה עפר וצרורות ממעטין.  אמר רבי יוסה בי רבי בון עלו בו עשבים אין ממעטין בה.,"Si la toiture est inférieure à dix coudées par suite des ornements que l’on a suspendus au sommet, s’ils sont de la nature des objets qu’il est d’usage d’employer pour couvrir (non comestibles), la diminution de la hauteur sera réelle, et la Suka devient impropre; si ce ne sont pas de tels objets, la Suka reste apte au service malgré la diminution. Lorsqu’au contraire la Suka avait une hauteur de plus de 20 coudées et que l’on y suspend des ornements aptes à servir de couverture, ils réduisent la hauteur d’une façon avantageuse pour la Suka ; si ce ne sont pas de tels objets, la hauteur ne se trouvera diminuée en rien, et par suite l’inaptitude de la Suka subsistera. R. Saméï ajoute: comme la hauteur pourra être diminuée d’en haut (par des objets suspendus), elle pourra l’être du bas; ainsi, le chaume ou la paille mis à terre ne la diminue en rien, mais des mottes ou des cailloux la diminuent. De même, dit R. Yossé b. R. Aboun, si de l’herbe a crû sur le sol, elle ne diminue rien. – <sup>8</sup><i class=""footnote"">Suit un passage traduit au trait (Shabat 1, 1) (t. IV, -8).</i>.<br>On a enseigné <sup>9</sup><i class=""footnote"">(Maasserot 3, 6) .</i>:",,
Jerusalem Talmud Sukkah 1:1:6,"מנין למעלה מעשרה שהיא רשות אחרת.  רבי אבהו בשם רשב""ל (שמות כה) ונועדתי לך שם ודברתי אתך מעל הכפורת.  וכתיב (שמות כא) אתם ראיתם כי מן השמים דברתי עמכם.  מה דיבור שנאמר להלן רשות אחרת אף דיבור שנאמר כאן רשות אחרת.  וארון לא תשעה טפחים הוא.  דבית ר' ינאי וכפורת טפח.  ר' זעירה בעי מנין לכפורת שהיא טפח.  תנא רבי חנינה בן שמואל כל הכלים שהיו במקדש נתנה התורה מידת אורכן ורחבן ושיעור קומתן חוץ מן הכפורת שנתנה התורה מידת ארכה ורחבה ולא נתנה שיעור קומתה.  ונלמדינה מכלי קטן שבמקדש.  (שמות כה) ועשית לו מסגרת טפח סביב.  מה כאן טפח אף כאן טפח.  או אינו אלא (שם) ועשית זר זהב למסגרתו סביב.  מה כאן כל שהוא אף כאן כל שהוא.  מאי כדון רב אחא בר יעקב אמר (ויקרא י) פני.  אין פני פחותים מטפח.  ",,,
Jerusalem Talmud Sukkah 1:1:7,"רבי יוסה בעי אילו מגדל שהוא עומד בתוך הבית גבוה כמה שמא אינו מותר להשתמש מתוכו לבית ומן בית לתוכו.  אלא בשעת שהיה מרבע להן את הרוחות אנן קיימין.  ניחא כמאן דאמר באמת ששה.  ברם כמ""ד באמת חמשה.  וארון לא שבעה טפחים ומחצה הוא.  רב יעקב בר אחא אמר דבית רבי ינאי ור""ש בן יוצדק.  חד יליף לה מן הארון.  וחורנה יליף לה מן העגלות.  ולא ידעינן מאן דיליף לה מן הארון מאן דיליף לה מן העגלות.  מסתברא דבית רבי ינאי ילפי לה מן הארון דבית ר' ינאי אמרי ארון תשעה וכפורת טפח.  ור""ש בן יוצדק יליף לה מן העגלות.  ר' זעירה בעי מנין לעגלות שהן גבוהות י'.  א""ר יוסה ואפי' תימר גבוהות י'.  לא כן תני בשם ר' נחמיה צב כמין קמרסטה היו.  אילו חור ברשות הרבים גבוה עשרה ורחב ארבע שמא אינו אסור להשתמש מתוכו לרשות הרבים ומרשות הרבים לתוכו.  אלא בשעה שהיו מושיטין את הקרשים מזו לזו תרוטות היו. ",,,
Jerusalem Talmud Sukkah 1:1:8,תני ר' אומר ארבע אמות אף על פי שאין שם ארבע דפנות.  ר' שמעון אומר ארבע דפנות אף על פי שאין שם ארבע אמות.  רבי יהודה אומר ארבע אמות וארבע דפנות.  וכן היה רבי יהודה מחייב במזוזה.  אף על פי שאין שם ארבע אמות וארבע דפנות.  מסתברא דרבי יהודה יודה לאילין רבנן.  ואילין רבנן לא יודון לרבי יהודה שאף על פי שיש שם ארבע אמות וארבע דפנות שהיא פטורה מן המזוזה ואינה טובלת במעשרות.,"Rabbi exige que la Suka ait un espace de 4 coudées, non de 4 murs; selon R. Simon, au contraire, il faut absolument 4 murs, n’y eut-il pas 4 coudées; selon R. Juda, il faut l’un et l’autre. Ce sont aussi les mesures qu’exigeait R. Juda pour imposer le devoir de la Mezouza. Même au cas où il n’y a pas 4 coudées et 4 murs, il semble que R. Juda admet bien l’avis des rabbins (qu’il faut les deux, et le défaut d’une des conditions entraîne l’invalidité); mais les rabbins n’adoptent pas l’avis de R. Juda, de sorte que s’il y a 4 coudées, ou seulement 4 murs, cette maison soit dispensée de la mezuza et ne soumette pas les fruits à l’obligation de la dîme (malgré ce défaut, la dîme est due).",,
Jerusalem Talmud Sukkah 1:1:9,"רבי שמעון אמר ארבע ורבנן אמרי שלש.  מה טעמון דרבנן סכות סכות סכות הרי שלש אחד למעלן ושתים למטן והשלישית מדבריהן.  מה טעמא דרבי שמעון (ויקרא כג) סכת סכת סכות מלא.  הרי ארבע.  אחת למעלן ושלש למטן והרביעית מדבריהן.  רבי חייה בר אדא אמר תרין אמורין חד אמר טעמון דרבנן וחורנה אמר טעמא דרבי שמעון.  מה טעמון דרבנן (ישעיהו ד) וסכה תהיה לצל יומם מחרב הרי אחת למעלן סוכות סוכות סוכות הרי שלש.  מ""ט דר""ש וסכה תהיה לצל יומם מחרב הרי אחת למעלן.  סכת סכת סכות מלא הרי ד'.  רבנן דקיסרין שמעון טעמא דר""ש וטעמון דרבנן מן הדין קרייא וסכה תהיה לצל יומם מחרב הרי אחת.  (שם) ולמחסה ולמסתור.  הרי שתים.  (שם) מזרם וממטר.  רבנן עבדין מזרם וממטר אחת.  ר""ש עבד מזרם וממטר שתים.  ","Or, R. Simon exige 4 murs, et les autres rabbins se contentent de 3, car ces derniers interprètent la triple répétition du mot Suka dans la Bible <sup>10</sup><i class=""footnote"">(Lv 23, 42)-43.</i> , en ce sens qu’il faut une partie au-dessus (la couverture), et deux de côté (les murs), outre un 3e mur qu’ils ajoutent de leur autorité.<br>R. Simon au contraire déduit de ce que le 3e des termes Suka est écrit au pluriel, qu’il y a allusion à un mur de plus, soit 4, un supérieur (la toiture), et les trois murs du bas, plus le 4e, ajouté par prescription rabbinique. Selon R. Hiya b. Ada, deux docteurs ont expliqué chacune de ces opinions, l’un justifiant celle des rabbins, l’autre celle de R. Simon. Les sages se fondent sur ce qu’il est dit (Is 4, 6): il y aura une tente pour s’abriter à l’ombre le jour contre la chaleur, ce verset fait allusion à la toiture, et les 3 termes Suka précités visent les 3 murs.<br>Selon R. Simon, qui adopte ces déductions, il y a un côté de plus à envisager, parce qu’une fois le mot Suka est écrit au pluriel. Selon les rabbins de Césarée, on peut déduire de ce même verset d’Isaïe, soit l’opinion de R. Simon, soit celle des autres sages; la première partie de ce verset vise un côté; les mots suivants, pour la protection et le refuge, visent 2 côtés; enfin les 2 derniers mots, contre l’orage et la pluie, ne représentent qu’une expression, selon les rabbins, tandis que R. Simon en fait deux.",,
Jerusalem Talmud Sukkah 1:1:10,"ותני כן שתים כהילכתן והשלישית אפילו טפח.  ר' חייה בשם ר' יוחנן שתים של ארבעה ארבעה טפחים והשלישית אפילו טפח כשר.  רב הושעיה בעי אותן של טפח שנתנן באמצע מהו.  חזר ואמר אותן של ד' טפחים שנתנן באמצע מה הן.  ר' יעקב בר אחא כהדין עובדא אתא קומי רבי יסא ואכשר.  ותני כן חצר שהעמודין מקיפין אותה הרי העמודין כדפנות.  והא מתניתא פליגא עשויות כהילכתן כשירות שלא כהילכתן פסולות.  סברין מימר באמצע.  אמר רבי שמואל בר רב יצחק אלו שלא כנגד אלו.  רב אמר אותה של טפח צריכה שתהא משוכה מן הכותל טפח.  שמואל אמר אפילו כנוסה כמה רואין אותה כאילו היא יוצא.  ר' בא חיננא בר שלמיה רב ירמיה בשם רב אפילו כנוסה כמה רואין אותה כאילו היא יוצא.  רבי יעקב בר אחא א""ר יוחנן ורשב""ל חד כהדין וחד כהדין.  כהנא ואסא עלון והוון קומי רב בהדא דשמואל.  רבי יודה בר פזי בשם רבי יהושע בן לוי והוא שתהא נתונה בתוך ג' טפחים כלחיים. ","Il a été enseigné <sup>11</sup><i class=""footnote"">Tossefta  ce trait , ch l.</i>: deux murs (de la Suka) devront être réguliers, et il suffira que le 3e soit d’un palme. R. Hiya dit au nom de R. Yohanan; s’il y a 2 murs ayant chacun 4 palmes, et le 3e n’eût-il qu’un palme, la Suka est valable. R. Oshia demanda: est-elle valable aussi si l’on a placé le mur d’un palme entre les 2 autres, sans les toucher? Puis il modifia sa question et demanda ce qu’il en serait lorsqu’on a placé de même un des murs de 4 palmes? Selon R. Jacob b. Aha, un fait de cette dernière nature a été exposé devant R. Yossa, qui déclara en ce cas la Suka valable. En effet, il a été dit (ibid.): lorsqu’une cour est entourée de colonnes (ne se touchant pas), celles-ci sont considérées comme des murs. Mais l’enseignement précité ne contredit-il pas cet avis de R. Yossa, qui valide une telle Suka ?<br>Les 2 murs devront être réguliers, est-il dit; donc, en cas d’irrégularité, ils n’ont pas de valeur, et n’est-ce pas dire que c’est une irrégularité d’avoir laissé un intervalle au milieu?<br>-Non, dit R. Samuel b. R. Isaac, l’irrégularité consiste dans le défaut du placement de l’un vis-à-vis de l’autre (non dans l’écart).<br>Rav dit: le 3e mur qui est d’un seul palme devra être distant de l’un des autres murs d’un palme (pour être distinct). Samuel dit: si même ce 3e mur est tout-à-fait rapproché de l’un des autres, on le suppose écarté, à la distance voulue.<br>C’est aussi l’avis de R. Aba Hinena b. Salmieh, ou R. Jérémie au nom de Rav. R. Jacob b. Aha dit que R. Yohanan et R. Simon b. Lakish adoptent chacun l’un des deux avis qui viennent d’être exprimés. Cahana et Assa montèrent, et devant Rav se mirent à discuter chaque avis, jusqu’à ce qu’enfin ils adoptèrent celui de Samuel. R. Juda b. Pazi dit au nom de R. Josué b. Lévi: il faut toutefois que ce 3e mur d’un seul palme ne se trouve pas à plus de 3 palmes de distance des autres (pour qu’il puisse y avoir jonction fictive), comme cela a été spécifié pour la latte figurant la porte à l’entrée d’une ruelle (ainsi close fictivement le samedi) – <sup>12</sup><i class=""footnote"">Suit un long passage traduit au trait (Kilayim 4, 4) (t. II, p-66) et reproduit trait (Eruvin 1, 9).</i>.",,
