Index_Title,Jerusalem_Talmud_Mechon_Mamre,Schwab_fr,id_paragraphe,missing_footnotes
Jerusalem Talmud Maaser Sheni 1:1:1,מעשר שני אין מוכרין אותו ואין ממשכנין אותו ואין מחליפין אותו ולא שוקלין כנגדו ולא יאמר אדם לחבירו בירושלים הילך יין ותן לי שמן וכן שאר כל הפירות אבל נותנין זה לזה מתנת חנם. מעשר בהמה אין מוכרין אותו תמים חי ולא בעל מום חי ושחוט ואין מקדשין בו את האשה. הבכור מוכרין אותו תמים חי. ובעל מום חי ושחוט ומקדשין בו את האשה. ואין מחללין מעשר שני על אסימון ולא על המטבע שאינו יוצא ולא על המעות שאינן ברשותו:,"Il n’est pas permis (hors Jérusalem) de vendre la seconde dîme <sup>1</sup><i class=""footnote"">B. Shabat 22a</i>, ni de la mettre en gage, ni de l’échanger contre d’autres produits, ni de l’employer comme poids <sup>2</sup><i class=""footnote"">Cf. Bekhorot 32b</i>, ni même offrir à son prochain dans Jérusalem du vin de 2e dîme contre de l’huile ordinaire, et de même pour toutes sortes de fruits; mais l’on peut se faire des cadeaux réciproquement. Suite de la Michna: Il n’est pas permis de vendre la dîme du bétail vivant <sup>10</sup><i class=""footnote"">""Cet animal, après l'égorgement et l'offrande du sang et de la graisse, devait être consommé à Jérusalem ; mais, s'il avait un défaut, on pouvait tout manger au dehors""</i> lorsqu’il est sans défaut, ni, lorsqu’il a un défaut, soit vivant, soit égorgé, ni se servir du montant pour épouser une femme <sup>11</sup><i class=""footnote"">""Pour payer son douaire ; cela équivaudrait à une vente. Cf. (Qidushin 1, 1) ; Babli, Baba Qama 13a""</i>. On peut vendre vivant le premier-né des animaux lorsqu’il est sans défaut, ou soit vivant, soit égorgé lorsqu’il a un défaut, et le cohen peut se servir du montant pour épouser une femme. On ne peut pas échanger la 2e dîme contre une pièce de monnaie fruste <sup>12</sup><i class=""footnote"">""C'est le grec Asemon (Zuckermann, Münze, p. 34). Cf. Baba Metsia ch.4, 1. Voir Babli, Berakhot 47b ; Eruvin 31b""</i>, ou contre de la monnaie n’ayant pas cour, ni contre de l’argent que l’on ne possède pas encore. ",342,
Jerusalem Talmud Maaser Sheni 1:1:2,מעשר שני אין מוכרין אותו כו'. אין מוכרין אותו מפני שכתוב בו קדושה. אין ממשכנין אותו מפני שכתוב בו ברכה. כיצד אין מוכרין אותו לא יאמר אדם לחבירו הא לך את המנה הזה של מעשר שני ותן לי בו חמשים זוז של חולין.,"Il n’est pas permis de la vendre, parce que la Loi considère comme un objet de sainteté (et ce serait la profaner par la vente); de la mettre en gage, parce qu’il est dit d’elle (Dt 26, 15) que c’est une bénédiction (ce qui n’est pas le cas pour un gage). En quoi consiste la vente interdite? On ne doit pas dire à son prochain: “Voici un mané <sup>3</sup><i class=""footnote"">Cf. t. 2, p. 51, n. 3</i> provenant de seconde dîme, et donne-moi par contre 50 zouz (la petite monnaie de cette pièce) profanes”. ",342,
Jerusalem Talmud Maaser Sheni 1:1:3,"מאן תנא אין מוכרין אותו ר""מ ברם כרבי יודה בדין הוא שיהא מותר למוכרו מקל וחומר מה אם תרומה שהיא אסורה לזרים מותר למוכרה מעשר שני שהוא מותר לזרים אינו דין שיהא מותר למוכר. לא אם אמרת בתרומה שאינה טעונה מחיצה תאמר במעשר שני שהוא טעון מחיצה. ביכורים יוכיחו שהן טעונין מחיצה ומותר למוכרן. לא אם אמרת בביכורים שאינן תופסין את דמיהן תאמר במעשר שני שהוא תופס את דמיו. שביעית תוכיח שהיא תופסת את דמיה ומותר למוכרה. אמר רבי יודן מזו מכירתה של שביעית היא חילולה.","Qui a enseigné cette défense? Ce doit être R. Meir (selon lequel l’argent de 2e dîme est consacré), contraire à R. Juda, qui réglementairement permettrait cette vente par raisonnement a fortiori: Puisqu’il est permis de vendre l’oblation sacerdotale, interdite aux étrangers, à plus forte raison est-ce permis pour la 2e dîme, dont l’usage est accessible à tout simple israélite (non sacerdote). Il n’en est pas de même, répliqua R. Meir: il est permis de vendre l’oblation, parce qu’elle offre cet avantage de n’être pas d’un usage restreint aux limites d’une muraille (à l’intérieur de Jérusalem), tandis que la 2e dîme qui a cet inconvénient ne peut pas être vendue. Citons alors, répliqua R. Juda, l’exemple des prémices, qu’il est permis de vendre, bien que leur consommation ait pour limite l’enceinte de Jérusalem. Contre cette objection R. Meir répond en disant: C’est bien vrai pour les prémices, parce que le montant en argent contre lequel on les aurait échangées ne conserve pas son état de sainteté et devient profane, tandis que c’est interdit pour la 2e dîme, parce que le montant du rachat reste sacré et doit être consommé à Jérusalem. Répliquons alors, dit R. Juda, par l’exemple des lois régissant les produits de la 7e année agraire: l’argent contre lequel on les aurait échangés reste sacré, et pourtant il est permis de les vendre (l’objection de l’argent sacré est donc nulle). R. Judan dit: la seule vente permise à l’égard des produits de la 7e année consiste dans leur échange contre de l’argent (lequel devient profane et peut servir partout, tandis que les fruits restent sacrés; or, la Mishna interdit le cas où l’argent serait sacré et l’acquéreur aurait la peine du transport à Jérusalem, mais l’échange par rachat y est permis; aussi l’analogie de la 7e année n’est pas concluante). ",,
Jerusalem Talmud Maaser Sheni 1:1:4,"אמר רבי ירמיה מאן תנא אין מוכרין אותו רבי מאיר ברם כרבי יודן בדין הוא שיהא מותר למוכרו מקל וחומר מה אם שביעית שאין פורעין חוב מדמיה מותר למוכרה מעשר שני שפורעין חוב מדמיו אינו דין שיהא מותר למוכרו. הא אשכחנן שפורעין חוב מדמיו כיי דתנינן תמן משך הימנו מעשר בסלע ולא הספיק לפדותו עד שעמד בשתים. אמר רבי יוסי שנייא היא שמשעה ראשונה מעשר שני חייב אילו חייב היה לו ונתן לו מעשר יאות. אמר רבי יודן מתני' אמרה כן שהוא אסור למוכרו דתנינן תמן מזיד קידש שוגג לא קידש. אם את אומר יהא מותר למוכרו יהא מותר לקדש בו. וכל שהוא אסור למוכרו אסור לקדש בו והתנינן אין לוקחין עבדים וקרקעות ובהמה טמאה מדמי שביעית ואם לקח יאכל כנגדן. א""ר יוסי זאת אומרת שאסור ליקח אשה מדמי שביעית דלכן מה בין קונה אשה מה בין קונה שפחה. רבי יוסי בשם רבי זעירא רבי יודן בשם רבי יילא דברי הכל היא מפני פילפולו. רבי יוסי בשם רבי אחא דברי הכל היא כדי שיהו הכל זקוקים למחיצתן.","R. Jérémie dit: celui qui a enseigné cette défense est R. Meir; c’est contraire à R. Juda, qui permet réglementairement cette vente par raisonnement a fortiori: puisqu’il est permis de vendre les produits de la 7e année, dont le montant ne peut pas servir à payer une dette, à plus forte raison est-ce permis pour la 2e dîme, avec laquelle on peut s’acquitter une dette. Où est-il dit qu’il est permis d’employer une telle valeur pour payer ces dettes? C’est en ces termes plus loin (4, 6): “Si l’on a vendu de la 2e dîme pour une pièce d’argent et que, dans l’intervalle de temps entre la livraison des fruits et celui de la réception de l’argent, ils ont doublé de valeur et coûtent 2 pièces, on commence par payer la pièce due, etc.” (On voit donc que la 1ere pièce sert à s’acquitter). R. Yossé dit: de cet exemple il n’y a rien à conclure; il a cela de spécial que dès le premier moment tout était dû comme 2e dîme (c’est elle qu’il restitue). Or, s’il devait de l’argent sans cela (du profane) à son créancier et qu’il ne paye pas un dû de 2e dîme, l’analogie serait justifiée; mais puisqu’il ne s’agit pas de dette, on ne peut rien en conclure. R. Judan dit qu’une Mishna enseigne formellement la défense de vendre la 2e dîme, puisqu’il est dit ailleurs <sup>4</sup><i class=""footnote"">Mishna, Qidushin 2, 8</i>: “Si l’on a consacré de la 2e dîme sciemment et de plein gré, elle reste sacrée;si c’est involontairement, elle ne devient pas sacrée”. Or, s’il était permis de la vendre, on pourrait aussi s’en servir en principe pour la consacrer; et ce qu’il est interdit d’employer à la consécration il est aussi défendu de le vendre. Ce qui indique que la vente et la consécration sont égales, c’est qu’il est dit <sup>5</sup><i class=""footnote"">Sheviit 8, 8</i>: On ne doit pas acheter des esclaves ni des propriétés, ni des animaux impurs, avec de l’argent provenant des produits de la 7e année agraire; si pourtant c’est fait, on devra employer l’équivalent en argent à la consommation. Ceci, avait ajouté R. Yossé, prouve précisément qu’il est interdit d’acquérir une femme en payant son douaire avec de l’argent provenant des produits de la 7e année; car s’il n’en était pas ainsi, on ne s’expliquerait pas la distinction qu’il peut y avoir entre l’acquisition d’une femme que l’on veut épouser (ou consécration) et celle d’une esclave (achat); donc, elles sont semblables. R. Yossé dit au nom de R. Aha, tous ont un autre motif: c’est d’obliger chacun à la manger lui-même dans l’enceinte de Jérusalem (ne pouvant la céder), qui sera consolidée par là.",,
Jerusalem Talmud Maaser Sheni 1:1:5,כיצד אין ממשכנין אותו הנכנס לתוך ביתו של חבירו למשכנו אל ימשכן מעשר שני שלו. תני ולא מרהינין אותו ולא יתננו לחנווני שיאכל עליו. עבר ומשכן עבר והרהין ייבא כהדא האוכל מעשר שני שלו בין שוגג בין מזיד יצעק לשמים דברי רבן שמעון בן גמליאל. רבי אומר שוגג יצעק לשמים מזיד יחזרו דמיו למקומן. ואם היו מעות שוגג יצעק לשמים מזיד יחזרו דמיו למקומן דברי רבן שמעון בן גמליאל. רבי אומר בין שוגג בין מזיד יחזרו דמיו למקומן. רבי זריקה בשם חזקיה הלכה כרבי במעות וכרבן שמעון בן גמליאל בפירות. אמר רבי יילא מעשה היה והורו כרבי במעות.,"En quoi consiste la défense de l’engager? Lorsqu’on se rend dans la maison de son prochain pour emprunter sur gage, on ne devra pas y laisser à ce titre la 2e dîme. On a enseigné de même: Il n’est pas permis de la mettre en gage , ni de la donner à un boutiquier pour manger d’autres objets selon le montant de sa valeur. Si, par mégarde, c’est fait, quelle sera la règle? On agira conformément à ce qui suit <sup>6</sup><i class=""footnote"">Tossefta sur le présent traité 3</i>: Celui qui aura mangé de la 2e dîme hors Jérusalem devra prier Dieu de lui pardonner, que ce soit volontaire ou involontaire, dit R. Simon b. Gamliel; selon Rabbi, le repentir suffira pour la consommation involontaire; mais pour l’acte volontaire, il faudra porter l’équivalent à Jérusalem et l’y manger. S’il s’agissait d’une 2e dîme composée en argent et que, pour le montant, on ait mangé des fruits hors Jérusalem, il faudra en restituer l’équivalent dans l’enceinte de la capitale, si c’est un acte volontaire; on adressera une prière de repentir à Dieu si c’est involontairement: tel est l’avis de R. Simon b. Gamliel. Selon Rabbi, il faudra en tous cas porter l’équivalent à Jérusalem, que ce soit volontaire ou nom. R. Zerika dit au nom de Hiskia: on suit l’avis de Rabbi comme règle s’il s’agit d’espèces en monnaies et celui de R. Simon b. Gamliel, pour les fruits mêmes. En effet, dit R. Ila, un fait de ce genre étant survenu, on décida que l’avis de Rabbi l’emporte lorsqu’il s’agit de 2e dîme composée d’argent (non en nature).",,
Jerusalem Talmud Maaser Sheni 1:1:6,או ייבא כהדא אין נוטעין ואין מבריכין ואין מרכיבין ערב שביעית פחות משלשים יום לפני ראש השנה. ואם נטע או הרכיב או הבריך יעקור. לא עקר פירותיו מה הן. רבי בא רבי אמי הוון יתיבין בצור אתא עובדא קומיהון והורי רבי אילא ישפכו פירותיו. אמר רבי בא אני לא נמניתי עמהן בעלייה נפקין ושמעון רבי יונה ורבי יצחק בר טבליי בשם רבי לעזר אין מחדשין על הגזירה. אמר ר' יוסי ר' יצחק בר טבליי בשם ר' לעזר אין מוסיפין על ההלכה.,"– On peut encore dire lorsque par mégarde la mise en gage a eu lieu, on agira comme il est dit dans l’enseignement suivant <sup>7</sup><i class=""footnote"">Sheviit 2, 6</i>: On ne doit ni planter ni renforcer le cep en terre, ni greffer, près du commencement de la 7e année pendant les 30 derniers jours qui la précèdent; mais, si l’une de ces actions a été accomplie, il faut détruire le plant; si enfin, on a omis de l’arracher, quelle est la règle à l’égard de ses produits? Comme R. Aba et R. Amé étaient assis à Sour (Tyr) à étudier, on leur soumit la question, et R. Ila prononça pour eux qu’il faut en ce cas détruire les fruits. Quant à moi, dit R. Aba, je n’ai pas eu à émettre mon avis dans la chambre d’études. Ils sortirent donc et entendirent R. Yona et R. Isaac b. Tablio dire au nom de R. Eliézer: on ne renouvelle pas une pénalité et les fruits pourront servir (de même ici, pour la 2e dîme, on n’imposera pas de seconde amende). Les mêmes docteurs disent aussi qu’il ne faut pas ajouter à une doctrine établie. ",,
Jerusalem Talmud Maaser Sheni 1:1:7,ר' יעקב בר אחא בשם ר' זעירא מן מה דתני אין ממשכנין אותו ולא מרהינין אותו הדא אמרה עבר ומשכן עבר והרהין קונסין בו.,"R. Jacob b. Aha dit au nom de R. Zeira: puisqu’il est dit qu’on ne doit pas mettre la 2e dîme en gage pour emprunt, cela prouve que lorsque ce fait a été accompli (indûment), on impose une amende au transgresseur de cette défense. ",,
Jerusalem Talmud Maaser Sheni 1:1:8,ולא שוקלין כנגדו מעות אפילו סלע של חולין לעשות סלע של מעשר שני. היה לו סלע של מעשר [שני] והיא מסויימת לו מהו שישקול כנגדו הסלע של מעשר שני אחרת ותהא מסויימת לו. האחין שחלקו מהו שישקלו זה כנגד זה.,"– On ne devra pas l’employer comme poids <sup>8</sup><i class=""footnote"">Shabat 22b</i>, dit la Mishna, à peser de l’argent, s’agit-il même d’un sela profane à peser contre un autre sacré, qui sera de 2e dîme à son tour. Si l’on a un sela de 2 dîme sur le poids duquel on est fixé (on sait qu’il est bon), peut-on l’employer à vérifier le poids d’un autre sela de 2e dîme? Et de même si des frères ayant partagé en deux parts la 2e dîme qu’ils doivent, peuvent-ils peser l’une à l’aide de l’autre pour vérifier l’exactitude? (il n’est pas répondu à ces questions). ",,
Jerusalem Talmud Maaser Sheni 1:1:9,תנן לא יאמר אדם לחבירו בירושלים הא לך יין ותן לי שמן הא לך שמן ותן לי יין אבל אומר לו הא לך יין שאין לך יין הא לך שמן שאין לך שמן. הא לך יין שאין לי שמן הוון בעי מימר אסור. אשכח תני מותר. ואין אסור משום חליפין. מכיון שאינו יכול להוציאו ממנו בדין אין אלו חליפין. וליידא מילה אמר הא לך יין שאין לי שמן דאילו הות לי משה הוינא מיתן לך.,"On a enseigné: on ne devra pas offrir à son prochain se trouvant dans Jérusalem du vin de 2e dîme pour recevoir de l’huile, ou de l’huile pour recevoir du vin; mais on pourra dire: voici du vin, puisque tu n’en as pas, ou voici de l’huile, puisque tu n’en as pas. Pourra-t-on dire: “Voici du vin, parce que je n’ai pas d’huile”? (Est-ce que cette sorte de demande indirecte, faite par allusion, est interdite ou non)? Il semblait au premier abord que ce soit interdit; mais on trouva qu’un enseignement l’autorisait. Et ce n’est pas interdit à titre d’échange; car, ne pouvant rien réclamer de son prochain légalement (puisqu’il n’y a pas eu de demande formelle), cela ne constitue pas un échange; c’est une réciprocité de cadeaux. Mais pourquoi alors employer cette forme de demande indirecte, par allusion s’il l’on ne sous-entend pas un échange? L’on veut dire par là que si l’on avait de l’huile, on en offrirait (sans échange). ",,
Jerusalem Talmud Maaser Sheni 1:1:10,אבל נותנין זה לזה מתנת חנם. מתני' דרבי מאיר דו רבי מאיר אמר אין מתנה כמכר. אמר רבי יוסי דברי הכל היא הכא כהדא דתני היה אומר אדם לחבירו מה אכלת היום והוא אומר לו קיץ והיה יודע שהוא בכור מה הקיץ נמכר בזול אף הבכור נמכר בזול. היה אומר לו מן והיה יודע שהוא מעשר שני מה המן ניתן במתנה אף מעשר שני ניתן במתנה. התיבון הרי מעשר בהמה דברי הכל אינו נמכר ואת אמרת ניתן במתנה אף זה הניתן במתנה. רבי מנא לא אמר כן אלא כרבי יודה דרבי יודה עשה אותו כנכסיו. התיבון הרי מעשר בהמה דברי הכל אינו כנכסיו ואת אמר ניתן במתנה אף זה ניתן במתנה: הא,"L’on peut se faire des cadeaux réciproquement”, est-il dit. Cet avis de la Mishna est exprimé selon R. Meir, lequel dit qu’un présent offert n’équivaut pas à une vente. Selon R. Yossé, cette opinion est conforme à l’avis de tous, comme il a été enseigné <sup>9</sup><i class=""footnote"">Tossefta sur le Bekhorot 3</i>: lorsqu’on demande à son prochain ce qu’il veut manger aujourd’hui et qu’il vous réponde que ce sont des fruits d’été (peu chers), on devinera qu’il s’agit au contraire de prémices à prix plus élevé, et de même que les fruits d’été sont vendus à bon marché, les fruits de primeur le seront également grâce à cette indication par allusion; de même, si l’on répondait que ce manger est de la manne (donnée en présent comme la manne au désert), on pourrait deviner qu’il s’agit de 2e dîme que l’on n’a pas voulu désigner nominalement, et puisqu’il est permis de recevoir en présent la manne, il sera aussi permis de manger de la 2e dîme reçue de cette façon indirecte en cadeau (c’est donc conforme à celui qui compare un cadeau à une vente, puisque selon R. Meir il va sans dire que tout cadeau peut être offert). Mais, fut-il objecté, tous interdisent également de vendre la dîme du bétail; comment donc se fait-il que l’on permette ici de le donner en présent? A titre de cadeau, c’est toujours permis. Selon R. Mena, au contraire, il faut adopter l’avis de R. Juda, l’argent de 2e dîme appartient au propriétaire comme tout autre bien profane (aussi, le don est permis). Mais, fut-il objecté, tous déclarent également que la dîme du bétail n’est pas considérée comme tout autre bien profane appartenant au propriétaire; comment donc se fait-il que l’on permette ici de le donner en présent? A ce titre, ceci est aussi permis.",,
