Index_Title,Jerusalem_Talmud_Mechon_Mamre,Schwab_fr,id_paragraphe,missing_footnotes
Jerusalem Talmud Bava Batra 1:1:1,השותפין שרצו לעשות מחיצה בחצר בונין את הכותל לאמצע מקום שנהגו לבנות גויל גזית כפיסין ולבינים בונים הכל כמנהג המדינה בגויל זה נותן שלשה טפחים וזה נותן שלשה טפחים בגזית זה נותן טפחיים ומחצה וזה נותן טפחיים ומחצה בכפיסין זה נותן טפחיים וזה נותן טפחיים בלבנים זה נותן טפח ומחצה וזה נותן טפח ומחצה לפיכך אם נפל הכותל המקום ואבנים של שניהן:,"Deux maisons, appartenant chacune à deux individus différents, sont ouvertes dans une cour commune; si les deux individus, qui sont associés entre eux pour la cour, veulent la partager en deux cours, et faire entre celles-ci un mur de séparation, ils bâtissent ce mur au milieu (de sorte que si l’on en partage l’épaisseur en deux moitiés égales, une moitié se trouvera dans la part de l’un des associés, et l’autre dans la part du second propriétaire).  S’ils ne sont pas d’accord entre eux pour l’emploi des matériaux nécessaires au mur, celui qui veut suivre l’usage du pays <sup>1</sup><i class=""footnote"">Cf. (Baba Metsia 7,1).</i> peut forcer son associé de s’y conformer, soit qu’on bâtisse d’ordinaire ces genres de mur en pierres brutes, soit qu’on les fasse en pierres taillées, soit en lattes ou traverses <sup>2</sup><i class=""footnote"">Ou, selon l'explication de certains commentateurs, il s'agit de demi-briques, n'ayant qu'un palme et demi d'épaisseur.</i>, soit en briques ordinaires (à 3 palmes). Si l’on bâtit le mur en pierres brutes, on le fait d’une épaisseur de 6 palmes, trois pour chacun des associés; si on le bâtit en pierres taillées, on le fait d’une épaisseur de 5 palmes, 2 pour chacun; si on le bâtit en demi-briques, l’épaisseur du mur sera de 4 palmes, 2 pour chacun; enfin si on le bâtit en briques ordinaires, l’épaisseur du mur sera de 3 palmes, ou un et demi pour chacun. Comme chacun des associés donne la moitié des matériaux du mur et la moitié de la place qu’il occupe, si le mur s’écroule, sa place et ses pierres sont partagées en parties égales par les associés.",1848,
Jerusalem Talmud Bava Batra 1:1:2,היך תנינן תמן אין חולקין את החצר עד שיהא ארבע אמות לזה וארבע אמות לזה. אמרי תמן בשאין שניהן רוצין ברם הכא בששניהן רוצין ואפילו תימר הכא בשאין שניהן רוצין רצה זה כופין לזה רצה זה כופין לזה. אמר רבי יוחנן כופין בחצירות ואין כופין בגנות רבי נסה סבר מימר בחצר שהוא למעלה מן הגג אבל גג שהוא למעלה מן החצר כופין. ר' יוחנן סבר מימר בחצר שהוא למעלה מן הגג כופין אבל גג שהוא למעלה מן החצר אין כופין:,"Comment se fait-il que la Mishna dise plus loin (1, 5): “On ne peut partager une cour (l’un des deux possesseurs en commun ne peut pas forcer l’autre d’en faire le partage) que si après le partage, les 2 associés se trouvent avoir chacun une cour d’au moins 4 coudées”, tandis qu’ici il n’est pas question de refus possible? Plus loin, fut-il répondu, il s’agit du cas où il n’y a pas consentement mutuel, tandis qu’ici on suppose les 2 associés d’accord. On peut même admettre qu’il s’agit également ici du cas où l’un des associés n’est pas consentant; seulement, dès que l’un le désire, il peut contraindre l’autre (car, il ne veut pas être gêné dans la rue).  R. Yohanan ajoute: on peut contraindre un associé au partage d’une cour, non d’un toit commun.  Toutefois, dit R. Nassa, il semble qu’il s’agit d’une cour située plus haut que le toit; mais si le toit (comme d’ordinaire) est au-dessus de la cour, d’où la vue domine, un associé peut contraindre l’autre à établir la balustrade de clôture. Au contraire, R. Yohanan semble dire que si la cour est située plus haut que le toit, on peut contraindre le possesseur de la cour à limiter sa vue; mais si le toit est situé plus haut que la cour, on ne peut pas contraindre son possesseur à établir une clôture (car, du haut du toit, la vue n’est pas aussi fréquente).",1848,
Jerusalem Talmud Bava Batra 1:2:1,וכן בגינה מקום שנהגו לגדור יגדור אבל בבקעה מקום שנהגו שלא לגדור אין מחייבין אותו אלא אם רצה כונס לתוך שלו ועושה חזית מבחוץ לפיכך אם נפל הכותל המקום והאבנים שלו ואם עשו מדעת שניהם בונים את הכותל באמצע ועושים חזית מיכן ומיכן לפיכך אם נפל הכותל המקום והאבנים של שניהם:,"Il en est de même d’un jardin commun à 2 individus, qui veulent faire le partage; dans les pays où il est d’usage de séparer les jardins l’un de l’autre par une haie, chacun des associés peut forcer l’autre de donner la moitié de la place et des matériaux nécessaires pour la haie. Il n’en est pas ainsi, si c’est un champ que les associés partagent <sup>3</sup><i class=""footnote"">Voir ci-après, 7, 5.</i>; d’ordinaire, ce n’est pas l’usage de séparer les champs par une haie. Si donc l’un des associés veut faire la haie, il ne peut pas forcer l’autre d’y contribuer, mais il peut la faire sur le terrain qui lui appartient, et faire un signe pour qu’on sache que lui seul l’a faite; aussi, quand cette haie s’écroulera, on saura que la place et les pierres lui appartiennent. Si les deux associés veulent faire ensemble la haie, ils la font moitié sur le terrain de l’un et moitié sur le terrain de l’autre, et chacun donne la moitié des matériaux; ils font alors des marques des deux côtés <sup>4</sup><i class=""footnote"">On saura ainsi qu'ils ont tous deux contribué à la construction.</i>; si donc la haie s’écroule, la place et les pierres sont partagées entre les deux associés.",1849,
Jerusalem Talmud Bava Batra 1:2:2,תני בגינה בין מקום שנהגו לגדור בין מקום שנהגו שלא לגדור כופין אבל בבקעה מקום שנהגו לגדור כופין שלא לגדור אין כופין:,"On a enseigné: Pour un jardin commun à 2 individus qui veulent en faire le partage, que ce soit ou non l’habitude locale de les séparer l’un de l’autre par une haie, on peut y contraindre l’associé qui s’y refuse; mais pour un champ, la clôture est seulement exigible dans les pays où c’est l’usage, non ailleurs.",1849,
Jerusalem Talmud Bava Batra 1:3:1,"המקיף את חבירו משלש רוחותיו גדר את הראשונה ואת השנייה ואת השלישית אין מחייבין אותו ר' יוסי אומר אם עמד וגדר את הרביעית מגלגלין עליו את הכל כותל חצר שנפל מחייבין אותו לבנות עד ארבע אמות בחזקת שנתן עד שיביא ראייה שלא נתן מד' אמות ולמעלן אין מחייבין אותו לבנות וסמך לו כותל אחר אע""פ שלא נתן עליו את התקרה מגלגלין עליו את הכל בחזקת שלא נתן עד שיביא ראייה שנתן:","Si A a acheté les champs situés des 3 côtés du champ de B et s’il a construit une haie de ces 3 côtés pour séparer ces champs de celui de B, celui-ci n’est pas obligé de donner sa part des dépenses <sup>5</sup><i class=""footnote"">B. n'en profite pas beaucoup, puisque son champ reste ouvert du 4e côté.</i>.  R. Yossé dit: si B est allé ensuite faire une haie du 4e côté de son champ, il doit contribuer aux dépenses totales (des 3 autres côtés).  Si le mur d’une cour (qui sépare la partie appartenant à un individu de celle qui appartient à un autre) s’est écroulée, l’un peut forcer l’autre de le rebâtir jusqu’à une hauteur de 4 coudées <sup>6</sup><i class=""footnote"">Un mur de cette hauteur, dit Rashi, met le voisin suffisamment à l'abri de l'ennui d'être vu par autrui dans sa propre cour.</i>. Si ce mur était reconstruit, l’un des voisins dit qu’il l’a reconstruit de sa bourse, que l’autre n’a pas voulu y contribuer, et qu’il réclame par conséquent la moitié des dépenses, tandis que l’autre dit avoir donné sa part; dans ce cas, l’autre est acquitté, à moins que le premier n’appuie sa réclamation de preuves. Si l’un des voisins qui reconstruit un mur écroulé (pouvant se contenter de lui donner une hauteur de 4 coudées) l’élève plus haut, l’autre n’est pas obligé de donner la moitié des dépenses qu’il a faites pour augmenter la hauteur.  Si l’autre a construit à côté un autre mur (de la même hauteur, pour faire un plafond d’un mur à l’autre), quoique le plafond ne soit pas encore construit, il doit payer la moitié des dépenses, même de celles que le premier a faites pour augmenter la hauteur du mur au delà de 4 coudées; car en construisant le deuxième mur à la même hauteur, il a prouvé être content de ce que l’autre a augmenté la hauteur du premier mur. Si après avoir construit le second mur, l’autre réclame la moitié des dépenses faites pour augmenter la hauteur du premier, il est condamné à le payer; car on ne le croit pas s’il prétend avoir payé, puisque d’ordinaire on ne paie pas dans un cas pareil <sup>7</sup><i class=""footnote"">Au cas où le défendeur n'est nullement obligé de dédommager le demandeur quand le dommage est fait, comme au présent cas, il n'était pas obligé de rembourser la moitié des dépenses.</i>, à moins de prouver par témoins avoir payé.",1850,
Jerusalem Talmud Bava Batra 1:3:2,רב חונה אמר ובלבד בשעה שבנה עכשיו. דאין הוה בני דכיפין בני לה דכיפין ברם הכא הוה בני דכיפין ובנתיה בליבנין. גבי ליה כיפין וכל שעה דנפיל בני לה.,"R. Houna dit: il est vrai que la part des dépenses incombe à celui qui érige une 4e haie, à condition que celle-ci ait la même façon que les 3 autres; si les 3 autres côtés ont été construits en maçonnerie voûtée (de pierres), il faudra avoir construit aussi le 4e côté de la même façon, car si les 3 côtés dont en pierres et le 4e est érigé en briques, serait-il juste de lui réclamer le montant des pierres?  Or ce dernier côté, moins solide, tombera souvent et devra être souvent réédifié (son concours aux dépenses sera donc proportionnel).",1850,
Jerusalem Talmud Bava Batra 1:3:3,ר' יוסי אומר אם עמד וגדר הרביעית מגלגלין עליו את הכל. רב חונא אמר מגלגלין עליו פשוטו של כותל,"– “R. Yossé dit: si B est allé ensuite faire une haie du 4e côté de son champ, il doit contribuer aux dépenses totales”. On entend par là, dit R. Houna, qu’il devra contribuer aux dépenses proportionnelles, selon le prix du mur des 3 côtés (quels que soient ses frais à part).",,
Jerusalem Talmud Bava Batra 1:3:4,"עד כדון לארכו לרחבו א""ר נסא כותל חצר לא נעשה אלא להציל לו. סברין מימר שאם רצה לקרות אינו מקרה א""ר יוסי בי ר' בון תיפתר על ידי מרישיו:","– Quant au “mur écroulé d’une cour”, on sait que “l’un peut forcer l’autre de le rebâtir jusqu’à une hauteur de 4 coudées”, en longueur, ou hauteur; mais quelle sera la mesure exigible en largeur?  R. Nassa répond: le mur d’une cour a seulement pour but de garantir de la vue (la largeur sera calculée en conséquence). En raison de cette latitude, il semble que si l’un veut poser le plafond, l’autre ne peut pas l’y contraindre, y eut-il un autre mur auprès; pourquoi donc est-il dit ici qu’en un tel cas la moitié des dépenses sera imposée à l’autre? On peut l’expliquer, dit R. Yossé b. R. Aboun, en supposant que les poutres du mur de soutènement sont assez solides pour soutenir le plafond.",,
Jerusalem Talmud Bava Batra 1:4:1,כופין אותו לבנות בית שער ודלת לחצר רבן שמעון בן גמליאל אומר לא כל החצירות ראויות לבית שער כופין אותו לבנות לעיר חומה ודלתים ובריח רבן שמעון בן גמליאל אומר לא כל העיירות ראויות לחומה כמה יהא בעיר ויהא כאנשי העיר שנים עשר חדש קנה בה בית דירה הרי הוא כאנשי העיר מיד:,"Si une cour appartient à plusieurs individus qui y ont leurs maisons, ces individus peuvent forcer chacun d’entre eux de donner sa part pour contribuer à la construction de la loge du gardien et de la porte de la cour.  R. Simon b. Gamliel dit: toutes les cours n’ont pas besoin de loge (par conséquent, celui qui habite dans une cour où cette loge est inutile, ne peut pas être forcé d’y contribuer). On peut forcer les habitants d’une ville de contribuer à la construction des fortifications de la ville, avec poterne et clôture.  R. Simon b. Gamliel dit: toutes les villes n’en ont pas besoin (par conséquent, les habitants des villes qui n’en ont pas besoin, ne peuvent pas être tenus d’y contribuer). Combien de temps doit on avoir séjourné dans une ville, pour être considéré comme un habitant de la ville, devant participer aux charges et aux droits des habitants? Douze mois. Si un individu achète une maison dans la ville, il est de suite considéré comme un habitant de cette ville.",1851,
Jerusalem Talmud Bava Batra 1:4:2,"א""ר לא כיני אורחא דמאן דמתפרנס מבני ליה שור שנאמר הון עשיר קרית עוזו וגו'. תני שעה שם שלשים יום הרי הוא כאנשי העיר לקופה. לכסות ששה חדשים. לפסים ולזימיות שנים עשר חדש ובתר כל הלין מילין איתמר לפסים ולזימיות שנים עשר חדש. א""ר יוסי בי ר' בון לחיטי הפסח בין לישא בין ליתן:","R. Ila explique l’avis de R. Simon b. Gamliel: c’est l’usage des gens aisés d’entourer la maison d’un mur, comme il est dit (Pr 10, 15): le bien du riche est sa ville forte.  On a enseigné <sup>8</sup><i class=""footnote"">""V. Tossefta, Demaï 4 ; Cf. J., (Pea 8, 7).""</i>: celui qui a résidé dans un endroit un mois est considéré comme habitant pour contribuer à la caisse hebdomadaire des pauvres; au bout de 6 mois, il contribuera à l’habillement, et après un an, au tribut et à l’amende, zhmia.  Pourquoi, après avoir énoncé les 2 premiers délais, ajouter le dernier détail , au bout d’un an? (que peut-il y avoir de plus)? C’est, dit R. Yossé b. R. Aboun, pour la provision de Pâques, soit qu’il s’agisse de contribuer comme habitant, soit de recevoir, comme pauvre (le délai sera d’un an).",1851,
