Index_Title,Jerusalem_Talmud_Mechon_Mamre,Schwab_fr,id_paragraphe,missing_footnotes
Jerusalem Talmud Bava Metzia 1:1:1,שנים אוחזין בטלית זה אומר אני מצאתיה וזה אומר אני מצאתיה זה אומר כולה שלי וזה אומר כולה שלי. זה ישבע שאין לו בה פחות מחצייה וזה ישבע שאין לו בה פחות מחצייה ויחלוקו זה אומר כולה שלי וזה אומר חצייה שלי האומר כולה שלי ישבע שאין לו בה פחות משלש' חלקים והאומר חצייה שלי ישבע שאין לו בה פחות מרביע זה נוטל שלשה חלקים וזה נוטל רביע:,"Deux individus tiennent un vêtement; l’un dit l’avoir trouvé, l’autre de même; ou bien l’un dit que le vêtement lui appartient entier et l’autre aussi, ils se partageront entre eux le vêtement, en jurant chacun que sa part dans le vêtement n’est pas moindre de la moitié. Si l’un dit avoir le vêtement en entier, et l’autre en réclame la moitié, le premier en prendra 3/4, en prêtant le serment que sa part dans le vêtement n’est pas moindre de 3/4, et l’autre en prendra 1/4, en prêtant serment que sa part n’est pas moindre d’un 1/4.",1764,
Jerusalem Talmud Bava Metzia 1:1:2,תני אדם שאמר לחבירו תן לי מנה שאתה חייב לי אמר לו לא היו דברים מעולם הלך והביא עדים שחייב לו חמשים זוז. רבי חייה רבה אמר הודיית עדים כהודיית פיו וישבע על השאר רבי יוחנן אמר אין הודיית עדים כהודיית פיו שישבע על השאר. אמר רבי לא משנים אוחזין בטלית דרבי חייה רובה. מכיון שתפוש בחצייה אלא כמי שהביא עדים שחצייה שלו ותימר נשבע ונוטל. אוף הדא דמייא לה.,"On a enseigné <sup>1</sup><i class=""footnote"">Tossefta à Shevuot 5. Cf. J., (Ketubot 2, 1) .</i>: Si A accuse B de lui devoir un maneh et nier cette dette, puis A prouve par l’attestation de témoins que B lui doit la moitié de cette somme, selon R. Hiya le grand, on défère le serment à B pour l’autre moitié en litige; selon R. Yohanan, il n’y pas lieu d’imposer ce serment. R. Ila dit: par notre Mishna R. Hiya le grand a appris à s’exprimer ainsi; or, il est dit que chacun détient la moitié, ce qui équivaut à la présentation de témoins attestant que la moitié appartient à chacun (tout en réclamant l’entier), et tu ajoutes que chacun devra jurer n’avoir pas moins de la moitié, afin de la prendre (donc, l’attestation pour la moitié entraîne l’obligation du serment comme pour l’aveu verbal); par conséquent, la règle est la même pour le précédent enseignement que pour la Mishna.",1764,
Jerusalem Talmud Bava Metzia 1:1:3,רבה בר ממל ורב עמרם סליקו הן דרב ביניי אמר ליה אין מוסרין שבועה לחשוד. אמר ליה אפילו לשון שבועה אין מוסרין לו. כיצד נשבע רב הונא אמר שבועה שיש לי בה ואין לי בה פחות משוה פרוטה אמר רבי יוחנן אם מזו שבועת תקנה היא.,"Rabba b. Mamal et R. Amram, en répétant l’objection précédente, ont intercalé entre les avis de R. Hiya et de R. Yohanan, la remarque de Rav, qui a demandé à R. Hiya: Se peut-il que l’on défère le serment à un homme soupçonné de faux (puisqu’il revendique le tout, peut-être à tort)? Il n’est pas soupçonné de faux serment, répond R. Hiya, mais de revendication inexacte; aussi, on le fait jurer. Quelle sera la formule? Selon R. Houna, on dira: “je jure qu’il y a là une part de mon bien, non inférieure à la valeur d’une prouta”. R. Yohanan au contraire dit (en réplique à R. Hiya): de là, on ne peut rien déduire comme comparaison, car dans la Mishna le serment est déféré par précaution.",,
Jerusalem Talmud Bava Metzia 1:1:4,ותני שנים שהיו תופסין בשטר זה אומר שלי ואבד ממני וזה אומר שלי הוא שפרעתיך לך יתקיים השטר בחותמיו דברי רבי. רבן גמליאל אומר יחלוקו. אמר רבי לעזר הכל הולך אחר התפוס בעדים. אמר רב חסדא אין שמעותוניה אתיית כרבי שמעון.,"On a enseigné <sup>2</sup><i class=""footnote"">Tossefta à notre , 1. Cf. J., (Gitin 1, 1), fin .</i>: si le créancier et les débiteurs tiennent simultanément le contrat de dette, le premier déclare que cet acte est à lui, l’ayant perdu, tandis que le second déclare aussi que l’acte est à lui, l’ayant reçu après le paiement, l’acte sera maintenu dans les termes de la signature (il reste en l’état); tel est l’avis de Rabbi; selon l’avis de R. Simon b. Gamliel, on partagera en deux l’objet du différend. R. Eléazar dit: en cas de prise de l’acte de telle sorte que l’un le tient à l’emplacement où les témoins ont signé et l’autre tient le reste de l’acte, il est admis d’un commun accord que le détenteur de la part de l’acte portant la signature des témoins sera le vrai propriétaire. R. Hisda dit: la distinction de ce genre que tu as entendu émettre est exacte selon R. Simon (selon Rabbi, au contraire, tout dépend des termes du contrat).",,
Jerusalem Talmud Bava Metzia 1:1:5,זה אומר חצייה שלי וזה אומר שלישה שלי האומר חצייה שלי ישבע שאין לו בה פחות מרביע והאומר שלישה שלי ישבע שאין לו בה פחות משתות. כללו של דבר אינו נשבע אלא על חצי שהודה:,"– Si l’un des 2 tenants prétend avoir la moitié, et l’autre le tiers, le premier devra jurer n’avoir pas moins de 1/4, et le second n’avoir pas moins de 1/6; car, en règle générale, on ne défère alors le serment que pour la moitié de l’aveu.",,
Jerusalem Talmud Bava Metzia 1:2:1,היו שנים רוכבין על גבי בהמה או שהיה אחד רכוב ואחד מהלך זה אומר כולה שלי וזה אומר כולה שלי זה ישבע שאין לו בה פחות מחצייה וזה ישבע שאין לו בה פחות מחצייה ויחלוקו בזמן שהן מודין או שיש להן עדים חולקין שלא בשבועה:,"Deux individus montent un animal, ou l’un monte, et l’autre le guide; chacun prétend posséder l’animal; en ce cas, ils se partagent l’animal, en prêtant chacun le serment que sa part dans cet animal n’est pas moindre de la moitié. Si les deux individus avouent avoir trouvé tous deux l’objet en litige, ou si des témoins l’affirment, les individus se partageront l’objet entre eux sans serment.",1765,
Jerusalem Talmud Bava Metzia 1:2:2,אמר רב הונא תניי תמן אשה שהיתה רכובה על גבי בהמה ושנים מנהיגין אותה ואומרה אילו עבדי והחמור והמשאוי שלי. וזה אומר זו אשתי וזה עבדי והחמור והמשאוי שלי. וזה אומר זו אשתי וזה עבדי והחמור והמשאוי שלי צריכה גט משניהם וצריכה לשחרר את שניהן. ושניהן משחררין זה את זה. בחמור ובמשאוי שלשתן שוין:,"R. Houna dit qu’il a été enseigné ailleurs <sup>4</sup><i class=""footnote"">B., Qidushin 65b.</i>: si une femme monte un animal conduit par deux individus, la femme déclare que ces hommes sont ses esclaves, et que l’âne avec sa selle sont à elle, l’un de ces hommes dit qu’elle est sa femme, que l’autre individu est son esclave, et que l’âne avec sa selle sert à lui; puis le second individu affirme tout à fait les mêmes prétentions; il faudra que la femme soit divorcée par tous deux (dans l’hypothèse possible qu’elle ait été épousée successivement par chacun d’eux); la femme de son côté devra les affranchir tous deux; ils devront en outre s’affranchir mutuellement. Quant aux droits sur l’âne avec sa selle, ils seront égaux pour tous trois (et ils devront se partager le montant).",1765,
Jerusalem Talmud Bava Metzia 1:3:1,היה רכוב על הבהמה וראה את המציאה ואמר לחבירו תנייה לי ונטלה ואמר אני זכיתי בה זכה בה אם משנתנה לו אמר אני זכיתי בה בתחילה לא אמר כלום:,"Un individu monte un animal, en voyant une trouvaille <sup>3</sup><i class=""footnote"">Un objet qui n'a pas de maître.</i> dit à un autre de la lui donner; l’autre la prend et dit l’acquérir lui-même; le piéton acquiert alors l’objet. Mais s’il a d’abord donné l’objet à celui qui était à cheval, et plus tard il dit avoir ramassé l’objet pour lui même, sa parole n’a aucune valeur.",1766,
Jerusalem Talmud Bava Metzia 1:3:2,אמר רבי יצחק הדא הילכתא לית שמע מינה כלום לא מראשה ולא מסיפה. היה רכוב על גבי בהמה וראה את המציאה ואמר לחבירו תניה לי נטלה ואמר אני זכיתי בה זכה בה אילו אמר זכה לי זכה. הוי לית שמע מינה כלום לא מרישא ולא מסיפא:,"R. Isaac dit: On ne saurait déduire la règle sur l’acquisition par autrui en fait de trouvaille, ni du commencement de cette Mishna, ni de la fin, car il est dit: “Un individu monte un animal et voyant une trouvaille il dit à un autre de la lui donner; l’autre la prend et dit l’acquérir pour lui-même, le piéton acquiert alors l’objet”; or, si le cavalier avait dit au piéton d’acquérir pour lui (au lieu du simple terme donner), l’acquisition eût été faite au profit du premier. Donc, on ne peut rien conclure ici, ni du commencement, ni de la fin <sup>5</sup><i class=""footnote"">""Du commencement de la Mishna, disant que le piéton l'acquiert, on ne peut rien conclure car cela tient à l'emploi du terme donner ; et de la fin, on ne peut rien prouver non plus, à l'inverse, car le cas exposé suppose la remise déjà effectuée.""</i>.",1766,
Jerusalem Talmud Bava Metzia 1:4:1,ראה את המציאה ונפל לו עליה ובא אחר והחזיק בה זה שהחזיק בה זכה בה ראה אותן רצין אחר המציאה אחר צבי שבור אחר גוזלות שלא פיריחו ואמר זכת לי שדי זכת לו היה צבי רץ כדרכו או שהיו הגוזלות מפריחין ואמר זכת לי שדי לא אמר כלום:,"Un individu voit un objet qui n’appartient à personne, et il tombe dessus, pour faire ainsi acte de prise de possession; mais un autre vient et saisit l’objet, dans ce cas, l’objet appartient à celui qui l’a saisi. Un objet inanimé que n’a pas de maître, ou un cerf blessé, ou de petits oiseaux qui ne peuvent pas encore voler, se trouvent dans le champ d’un individu; cet individu voyant d’autres personnes qui courent pour s’approprier ces objets, les prévient en disant: “Mon champ me les a acquis”. Dans ce cas les objets lui sont acquis par son champ. Mais si c’était un cerf qui peut courir, ou des oiseaux qui peuvent voler, le champ ne peut pas les lui acquérir, et ils appartiennent à celui qui les a attrapés.",1767,
