Index_Title,Jerusalem_Talmud_Mechon_Mamre,Schwab_fr,id_paragraphe,missing_footnotes
Jerusalem Talmud Terumot 1:1:1,"חמשה לא יתרומו ואם תרמו אין תרומתן תרומה החרש והשוטה והקטן והתורם את שאינו שלו. נכרי שתרם את של ישראל אפילו ברשות אין תרומתו תרומה. חרש המדבר ואינו שומע לא יתרום ואם תרם תרומתו תרומה חרש שדיברו חכמים בכל מקום שאינו לא שומע ולא מדבר. קטן שלא הביא שתי שערות ר""י אומר תרומתו תרומה רבי יוסי אומר אם עד שלא בא לעונת נדרים אין תרומתו תרומה ומשבא לעונת נדרים תרומתו תרומה:","Les cinq personnes suivantes ne peuvent pas accomplir la cérémonie de l’oblation sacerdotale <sup>1</sup><i class=""footnote"">Cf. Babli Shabat 153b.</i>, sous peine de nullité. Ce sont le sourd, l’idiot, l’enfant <sup>2</sup><i class=""footnote"">Cf. ci-aprs, 3</i>, celui qui opère sur ce qui ne lui appartient pas, l’idolâtre qui prélève du blé d’un Israélite <sup>3</sup><i class=""footnote"">Yebamot 113aÊ; Gitin 82b.</i>, même avec l’autorisation de ce dernier; dans tous ces cas, l’oblation prélevée est nulle.",274,
Jerusalem Talmud Terumot 1:1:2,חמשה לא יתרומו כו'. ר' שמואל בר נחמן שמע לכולהון מן הכא דבר אל בני ישראל ויקחו לי תרומה פרט לגוי מאת כל איש פרט לקטן אשר ידבנו לבו פרט לחרש ולשוטה וזאת התרומה אשר תקחו מאתם פרט לתורם את שאינו שלו.,"R. Samuel bar Nahman déduit l’exclusion des cinq cas précités de ce qu’il est dit (Ex 25, 2): Parle aux enfants d’Israël pour les inviter à me choisir une oblation. Or, l’expression Israélites exclue le païen; “de tout homme”, excepté l’enfant; que son cœur y porte, pensée inapplicable au sourd et à l’idiot (incapables de sentiment); puis, voici l’oblation que vous prendrez d’eux, hormis celui qui opère sur ce qui ne lui appartient pas.",274,
Jerusalem Talmud Terumot 1:1:3,"ויוכיח מעשה שלהן על מחשבתן דתנינן תמן העלו חרש שוטה וקטן אע""פ שחישב שירד הטל עליהן אינן בכי יותן מפני שיש בהן מעשה ואין בהן מחשבה ואיזהו מעשה שלהן רבי חונא אמר בתפוש בהן בטל ותנינן תמן הורידה חרש שוטה וקטן אע""פ שחשב שיודחו רגליה אינן בכי יותן שיש להן מעשה ואין להן מחשבה ואיזו מעשה שלהן א""ר חונא במשפשף בהן במים ואמר אף הכא ויוכיח מעשה שלהן על מחשבתן רבי שמואל ר' אבהו בשם ר' יוחנן רבי זעירא בשם רבנן ונחשב לכם תרומתכם את שכתוב בו מחשבה אין מעשה שלו מוכיח על מחשבתו ואת שאין כתוב בו מחשבה מעשה שלו מוכיח על מחשבתו וכאן הואיל וכתוב בו מחשבה אין מעשה שלו מוכיח על מחשבתו.","Mais ne peut-on pas dire en faveur des sourds-muets <sup>4</sup><i class=""footnote"">Cf. Hulin 12a.</i> que leur action démontre leur pensée (que c’est un acte intelligent et valable)? Or il est dit ailleurs <sup>5</sup><i class=""footnote"">Mishna Makshirin 6, 1</i>: Lorsqu’un sourd, un idiot, ou un enfant ont monté des fruits au toit pour les soustraire aux vers, bien qu’en les montant il ait pu songer à la faculté pour les fruits de recevoir la rosée (et de devenir susceptibles d’impureté), les fruits ne tombent pas sous le coup légal de cette possibilité, parce que l’acte accompli par l’un de ces individus ne démontre pas quelle avait été la pensée directrice. Mais comment devra être accompli un tel acte pour qu’il démontre clairement la pensée qui l’a mû? Ce sera, dit R. Houna, de prendre les fruits au moment même de la chute de la rosée. De même, on a encore enseigné <sup>6</sup><i class=""footnote"">Ib. 3, 8</i> (à ce propos): si un sourd, un idiot, ou un enfant ont conduit une bête de somme au bord de l’eau, si même l’un d’eux l’a fait dans l’intention formelle de lui laver les pieds (pour battre ensuite le blé sans le salir), les fruits qu’elle touchera ne tomberont pas pour cela sous le coup légal de l’aptitude à l’impureté, parce que l’acte accompli par eux ne démontre pas qu’ils en ont conscience. Mais, comment devra avoir été accompli un tel acte pour avoir sa valeur légale par la démonstration de la pensée qui l’a mû? Ce sera, dit R. Houna, de jeter l’eau sur les pieds de la bête. Donc, pourquoi ne pas dire de même ici, pour l’oblation, que l’action de la prélever de ses mains, constitue pour l’un des dits individus une action accomplie évidemment en toute conscience? C’est que, disent Samuel et R. Abahou au nom de R. Yohanan, ou R. Zeira au nom d’autres rabbins, comme il est dit (Nb 18, 27): Votre oblation vous sera considérée <sup>7</sup><i class=""footnote"">Jeu de mots entre hashav, compter, considrer, et le mme terme dans le sens de pense.</i> etc., on en conclut ceci: lorsqu’il est expressément question de pensée (comme pour l’oblation), l’acte accompli n’est pas une preuve de pensée (celle-ci doit exister isolément), et lorsqu’il n’est pas question de pensée, l’acte démontrant la conscience suffit; mais comme ici, il est formellement écrit dans le texte biblique qu’il y aura pensée, l’acte ne prouvera rien.",,
Jerusalem Talmud Terumot 1:1:4,אמר רבי יוסי קשייתה קומי שמואל הרי גיטין הרי אין כתיב בהן מחשבה ואין מעשה שלו מוכיח על מחשבתו דתנינן הכל כשירין לכתוב את הגט חוץ מחרש שוטה וקטן אמר רב הונא והוא שיהא פיקח עומד על גביו רבי יוחנן בעי והיינו וכתב לה לשמה חזר רבי יוסי ואמר תמן זה כותב וזה מגרש ברם הכא הוא חושב והוא תורם רבי יעקב בר אחא אמר הא אילו כתב הוא וגירש הוא גט הוא ברם הכא הוא חושב והוא תורם,"R. Yossé dit avoir posé l’objection suivante à Samuel: pour l’acte de divorce, nul texte biblique ne mentionne la pensée; et pourtant l’action isolée de la remise ne suffit pas pour en démontrer la pensée, puisqu’il est dit <sup>8</sup><i class=""footnote"">Mishna (Gitin 2, 5)</i>: Tous sont aptes à écrire le divorce, même le sourd, l’idiot et l’enfant; et R. Houna joute la condition <sup>9</sup><i class=""footnote"">Cf. Jerusalmi, mme trait, ib. ( 44b, fin), et Babli, ibid., 23a. Voir aussi la casuistique dite Gour Ari Yehouda, section du droit civil 16</i> qu’un homme ordinaire intelligent les surveille; sur quoi, R. Yohanan remarque que cette présence ne devrait pas suffire pour constituer une rédaction faite intentionnellement? Puis, R. Yossé répliqua lui-même à son objection et exposa la divergence entre les deux cas comparés: là (pour le divorce), l’un écrit et l’autre répudie, tandis qu’ici une seule et même personne doit avoir la pensée de prélever et d’accomplir.",,
Jerusalem Talmud Terumot 1:1:5,רבי יעקב בר אחא רבי חייא בשם רבי יוחנן חלוקין על השונה הזה מהו כדון אתאי דרבי יוחנן דתרומות כרבי ישמעאל בנו של רבי יוחנן בן ברוקה דקידושין ודר' יוחנן בגיטין כרבנן דקידושין דתניא חרש שוטה וקטן שקידשו אין קדושיהן קדושין רבי ישמעאל בנו של רבי יוחנן בן ברוקה אומר בינן לבין עצמן אין קידושיהן קידושין בינן לבין אחרים קידושיהן קידושין.,"De même, R. Jacob bar Aha dit: si l’enfant avait écrit l’acte de divorce et avait répudié la femme (à laquelle il peut légalement être fiancé), l’acte serait valable (le sourd et l’idiot ont donc les mêmes droits), tandis qu’ici il faut que la même personne pense avant de prélever l’oblation (hypothèse inapplicable ici). R. Jacob bar Aha ou R. Hiya dit au nom de R. Yohanan: plusieurs avis contestent celui de la Mishna (au sujet des cinq individus inaptes). En somme, quel avis l’emporte? C’est celui de R. Yohanan pour l’oblation, comme celui de R. Ismaël fis de R. Yohanan b. Broka prédomine pour le mariage; et, de même, l’avis de R. Yohanan l’emporte dans la question de divorce comme celui des autres rabbins en fait de mariage <sup>10</sup><i class=""footnote"">Ainsi, R. Yohanan adopte lÕavis de R. Ismal pour lÕoblation et celui des autres rabbins pour le divorce.</i>;",,
Jerusalem Talmud Terumot 1:1:6,תני חרש שתרם אין תרומתו תרומה אמר רבן שמעון בן גמליאל במה דברים אמורים כשהיה חרש מתחילתו אבל אם היה פיקח ונתחרש כותב ואחרים מקיימין כתב ידו שומע ואינו מדבר הרי הוא כפיקח,"car on a enseigné <sup>11</sup><i class=""footnote"">Mishna Para, 5, 4</i>: “Lorsqu’un sourd, un idiot, ou un enfant, a consacré un engagement de mariage, il est nul. Selon R. Ismaël fils de R. Yohanan b. Broka <sup>12</sup><i class=""footnote"">Tossefta en Prcit, ib.</i>, au cas où ce mariage est conclu entre eux, il est nul; mais s’il est contracté entre l’un d’eux et une personne, ordinaire, il est valable” (cette dernière, par sa présence, surveille l’autre). On a enseigné <sup>13</sup><i class=""footnote"">Tossefta sur Terumot 1. Dans la mme srie jrusal., (Gitin 7, 1) ( 48c), cette argumentation est reproduite.</i>: lorsqu’un sourd a prélevé l’oblation, celle-ci n’est pas valable. Toutefois, dit R. Simon b. Gamliel, ce n’est vrai que du sourd de naissance, mais si, en principe, il entendait et qu’ensuite par accident il est devenu sourd, ou s’il écrit sous la surveillance d’autres personnes, ou s’il entend et ne peut parler, il est considéré comme tout autre homme intelligent.",,
Jerusalem Talmud Terumot 1:1:7,"רבי יעקב בר אחא רבי חייא בשם ר' יוחנן חלוקים על השונה הזה אמרין והא מתניתין פליגא נתחרש הוא או נשטה אינו מוציא עולמית ויכתוב ויקיימו אחרים כתב ידו קיימונה בשאינו יודע לכתוב מותיב רבי בא בר ממל והא מתנית' פליגא והרי שכתב כתב ידו או שאמר לסופר כתוב ולעדים חתומו אע""פ שכתבו וחתמו ונתנו לו וחזר ונתן לה אינו גט אמר ר' יוסה אמר סופה ולית היא פליגא אינו גט עד שישמעו את קולו שאמר לסופר כתוב ולעדים חתומו לא סוף דבר עד שישמעו את קולו אלא אפילו הרכין בראשו את אמר לית כאן אף הכא לית כאן אמר רבי מנא אית כאן היא השמעת קול היא הרכנת ראש.","– R. Jacob bar Aha ou R. Hiya dit au nom de R. Yohanan: plusieurs avis contestent celui qui vient d’être exprimé dans cette Mishna. Mais, demandèrent les docteurs, pourquoi R. Yohanan n’indique-t-il pas les noms des contradicteurs en présence d’une Mishna d’un avis différent? Si un homme primitivement sain, est-il dit <sup>14</sup><i class=""footnote"">Mishna (Yebamot 14, 1)</i>, devient sourd ou idiot, il ne pourra jamais répudier sa femme (l’acte du mariage accompli valablement, ne pourra pas être annulé par un inconscient). Or, pourquoi ne pourrait-il pas écrire l’acte de divorce en étant assisté par d’autres (conformément à l’avis de R. Simon b. Gamliel)? On peut admettre (pour qu’il n’y ait pas d’objection à tirer de cette Mishna) qu’il s’agit là du cas où cet homme marié ne sait pas écrire. R. Aba bar Mamal objecta encore: mais la dite Mishna n’est-elle pas en contradiction avec ce qui vient d’être exprimé, puisqu’il y est dit: s’il a écrit l’acte de sa main, ou s’il a ordonné de l’écrire par un écrivain et fait attester par des témoins, bien qu’on l’ait écrit, visé, remis au mari, puis à la femme, l’acte est sans valeur? (Or, de ce qu’il est question de son écriture, ne résulte-t-il pas qu’il sait écrire)? Il faut, répond R. Yossa, lire la fin de ce même enseignement pour être convaincu qu’il n’y a pas de contradiction: l’acte est sans valeur, à moins qu’on ait entendu la voie dire à l’écrivain de rédiger l’acte, aux témoins de le signer. Finalement, l’audition de la voix n’est pas indispensable; il suffit de hocher la tête pour donner cet ordre; et du moment que cette condition n’est pas stricte, de même ici pour la question de l’écriture, elle n’est pas formelle. Selon R. Mena, au contraire, ces expressions ont leur importance, bien que cela revienne au même d’émettre la voix, ou de hocher la tête (et, contrairement à l’avis de R. Simon b. Gamliel, elle exclut l’écriture).",,
Jerusalem Talmud Terumot 1:1:8,"ר' זעירא בעי קומי רבי מנא כמה דתימא עד שירכין בראשו ג' פעמים ודכוותה עד שישמעו את קולו ג' פעמים א""ל לשמיעת הקול פעם אחת להרכנת הראש שלשה פעמים","R. Zeira demanda en présence de R. Mena: De même que l’on dit qu’il faut avoir hoché de la tête trois fois (en signe d’ordre), faut-il de même avoir parlé trois fois? -Non, fut-il répondu, une seule émission de voix suffit, tandis qu’il faut hocher la tête trois fois.",,
Jerusalem Talmud Terumot 1:1:9,"אמר ר' יודן תמן באומר כך וכך עשיתי הכא באומר כך וכך עשו רבי בנימין בר לוי בעי אם יש בו דעת לשעבר יש בו דעת להבא אם אין בו דעת לשעבר אין בו דעת להבא אמר רבי אבדימי בחרש אנן קיימין ואין שליחות לחרש א""ר יוסי ב""ר בון בבריא אנן קיימין ולמה אינו גט אני אומר מתעסק היה בשטרותיו ותני כן במה דברים אמורים בזמן שפירש מתוך בוריו אבל אם נשתתק מחמת חוליו דיו פעם אחת","R. Judan explique ainsi pourquoi il n’y pas d’objection à tirer de là selon R. Simon b. Gamliel: dans le dernier enseignement, on déclare l’acte nul et sans valeur, c’est au cas où il est dit: “j’ai agi ainsi” (au passé); R. Simon au contraire parle du cas où il prescrit par écrit d’agir ainsi (à l’avenir). Mais, objecta R. Benjamin b. Levi, s’il a de l’intelligence pour le passé, il en a aussi pour l’avenir; et s’il n’en a pas pour le passé, il n’en a pas non plus pour l’avenir? Il s’agit là, répond R. Abdimé, d’un sourd, lequel n’a pas la faculté de transmettre des ordres (conforme à R. Aba b. Mamal). Selon R. Yossé bar R. Aboun, il s’agit d’un homme sain (et, comme tel, il devrait parler, non écrire, pour que l’acte soit valable); mais alors en cet état de santé, pourquoi son acte n’est-il pas valable? parce qu’il est à croire qu’il l’a rédigé sous la préoccupation d’autres écrits (sans y penser). En effet, il y a une barayeta à l’appui de cet avis: il n’est vrai, est-il dit (d’exiger trois fois), que lorsqu’on a cessé de parler, tout en étant sain; mais si l’on s’est tu à la suite d’une maladie, un seul hochement de tête suffit.",,
Jerusalem Talmud Terumot 1:1:10,מאן תנא חרש דלא כרבי יודא דתני אמר רבי יודא מעשה בבניו של רבי יוחנן בן גודגדא שהיו כולן חרשין והיו כל הטהרות שבירושלים נעשין על גביהן אמרו לו מפני שהטהרות אינן צריכות מחשבה ונעשות על גבי חרש שוטה וקטן אבל תרומה ומעשרות צריכות מחשבה ואינן נפסלות בהיסח הדעת רבי יוסי בשם רבי לא אין כתיב בהן מחשבה שמירה כתיב בהן,"Celui qui enseigne (dans notre Mishna) que le sourd ne peut pas prélever l’oblation est opposé à l’avis de R. Juda qui le permet, ainsi qu’il est dit <sup>15</sup><i class=""footnote"">Cf. Babli, Hagiga 3a.</i>: R. Juda raconte le fait survenu aux fils de R. Yohanan b. Godgoda qui étaient tous sourds et accomplissaient les sacrifices offerts à Jérusalem. Ceci ne prouve rien, fut-il répondu, car ces saintetés n’exigeant pas un acte intelligent peuvent être accomplies par un sourd, un idiot, ou un enfant; tandis que l’oblation et la dîme exigent la réflexion. Mais, est-ce que les saintetés ne deviennent pas impropres à la consommation dès que l’on en détourne la pensée? (N’en résulte-t-il pas la nécessité de les traiter avec réflexion)? -Non, répondit R. Yossé au nom de R. Ila, le sourd, l’idiot et l’enfant n’ont pas de réflexion; mais ils savent conserver (et c’est tout ce qu’il faut pour les saintetés).",,
