Index_Title,Jerusalem_Talmud_Mechon_Mamre,Schwab_fr,id_paragraphe,missing_footnotes
Jerusalem Talmud Taanit 1:1:1,"מאימתי מזכירין גבורות גשמים ר' אליעזר אומר מי""ט הראשון של חג. ורבי יהושע אומר מי""ט האחרון א""ר יהושע הואיל ואין הגשמים סימן ברכה בחג למה הוא מזכיר אמר לו רבי אליעזר אף הוא אינו אומר אלא משיב הרוח ומוריד הגשם בעונתו אמר לו אם כן לעולם יהא מזכיר:","A partir de quel jour intercale-t-on, dans la prière de l’Amida, la mention du don céleste des pluies? Selon R. Eliézer depuis le 1er jour de la fête des Tentes; selon R. Josué, depuis le dernier jour de cette fête: car, dit-il, puisque la pluie n’est pas agréable à ce moment (où l’on reste sous les tentes de feuillage), il n’y a pas lieu d’en parler.<br> Il s’agit seulement, répliqua R. Eliézer, de constater un des attributs divins, en disant: “il fait souffler le vent et tomber la pluie,” en temps opportun.<br> S’il en était ainsi, dit R. Josué, on pourrait toujours rappeler cette qualité divine (tandis que la limite du temps implique l’opportunité).",958,
Jerusalem Talmud Taanit 1:1:2,"טעמיה דר' אליעזר ע""י שארבעת מינין הללו גדילים על המים לפיכן הן באין פרקליטין למים. ד""א בשעה שהעבד משמש את רבו כל צורכו הוא תובע פרסו ממנו אמר לו ר' יהושע והלא משעה שהעבד משמש את רבו כל צורכו ורוח רבו נוחה הימינו הוא תובע פרנסתו ממנו ד""א אין העבד תובע פרסו אלא סמוך לפרסו. תני ר' ליעזר אומר משעת נטילת לולב ר' יהושע אומר משעת הניחו. על דעתיה דהדין בתרייא היא דעתיה דר' ליעזר קדמייתא היא דעתיה אחרייתא מחלפא שיטתי' דר' יהושע תמן הוא אמר מי""ט האחרון והכא הוא אמר משעת הניחו. א""ר מנא שכל היום כשר ללולב. ויזכיר מבערב לית כל עמא תמן ויזכיר בשחרית אף הוא סבור שמא הזכירו מבערב והוא הוי מדכר מכיון דהוא חמי לון דלא מדכרין בקדמיתא ומדכרין באחריתא אף הוא יודע שלא הזכירו מבערב. א""ר ר' חייה בר מרייא הכין הוה ר' יונה אביך הוי בה.","R. Eliézer fonde son avis sur ce qu’à cette fête on présente le faisceau du lulav, composé de 4 objets croissant aux bords de l’eau, afin qu’ils intercèdent près Dieu (paracletum) pour l’obtention de l’eau; ou bien la raison est qu’au moment de servir pleinement son maître, le serviteur a l’habitude de demander son salaire.<br>Au contraire, lui dit R. Josué, lorsqu’un serviteur a servi pleinement son maître et qu’il s’aperçoit de la satisfaction de ce dernier, il lui demande sa nourriture (demande inopportune au 1er jour); de même, quant au deuxième motif, le serviteur ne demande à être payé qu’en ayant achevé son travail (non au commencement).<br>On a enseigné: R. Eliézer prescrit la mention de la pluie dès le jour de la prise du lulav; R. Josué l’ordonne au jour où l’on dépose le lulav.<br>Or, d’après ce dernier enseignement, on s’explique le motif invoqué par R. Eliézer (de la prise des 4 sortes composant ce faisceau) conforme au présent.<br>Mais R. Josué ne se contredit-il pas, puisque la Mishna parle, selon lui, du dernier jour de la fête; tandis qu’il assigne pour limite le moment du dépôt du lulav (qui est le 7e, non le 8e)?<br>Comme toute la journée, dit R. Mena, on peut remplir le devoir du lulav, c’est près de la nuit du dernier jour que ce dépôt s’effectue.<br> -Mais alors il faudrait mentionner la pluie dès la veille au soir?<br>-Non, parce que tous les fidèles ne sont pas au Temple le soir; et la mention n’a pas non plus lieu dès la prière du matin du dernier jour, parce qu’un nouvel arrivant supposant que la mention a été faite la veille au soir resterait devoir la faire cette fois (et l’an suivant le ferait le soir); tandis qu’en ne voyant personne faire cette mention dans la prière du matin et tous la dire dans la dernière prière additionnelle, on se rend bien compte que ce n’est pas sa place le soir.<br>R. Hiya b. Marieh lui dit: R. Yona ton père a adressé la même question,",958,
Jerusalem Talmud Taanit 1:1:3,"ר' חגיי בשם ר' פדת אסור ליחיד להזכיר עד שיזכיר שליח ציבור. ר' סימון בשם רבי יהושע בן לוי בשליח ציבור הדבר תלוי. א""ר מנא קומי ר' חגי מה ופליג א""ל לא. דא דאת אמר בשליח ציבור הדבר תלוי יחיד אם רצה להזכיר מזכיר בטל ודא דאת אמר אסור ליחיד להזכיר עד שיזכיר שליח ציבור בגשם. קמון לצלותא כמי שהזכיר שליח ציבור.","et R. Hagaï au nom de R. Pedath a répondu: nul individu particulier ne doit mentionner un attribut divin avant que l’officiant l’ait proclamé (condition applicable seulement au moussaf).<br> R. Simon dit au nom de R. Josué b. Levi qu’une telle mention ne saurait dépendre de l’officiant (au point qu’un homme isolé ne pourrait pas l’intercaler).<br> Est-ce à dire, demanda R. Mena à R. Hagaï, que R. Simon est d’un avis contraire à son interlocuteur?<br>-Non, lui dit R. Hagaï, car ce qu’il vient de dire sous forme interrogative, concluant que l’homme isolé peut intercaler une mention, est applicable à celle de la rosée; la défense applicable au cas analogue de l’homme seul se rapporte à la mention de la pluie (laquelle doit, au préalable, être annoncée par l’officiant).<br> Une fois que le public s’est mis à dire ensemble la prière contenant cette mention, cela équivaut à l’acte de l’officiant (et désormais tout individu pourra l’intercaler) –<sup>1</sup><i class=""footnote"">Suit un long passage que lÕon retrouve en entier au (Berakhot 5, 2) .</i>.",,
Jerusalem Talmud Taanit 1:1:4,כשם שתחיית המתים חיים לעולם כך ירידת גשמים חיים לעולם. ר' חייה בר בא שמע לן מן הדא (הושע ז) יחיינו מיומים ביום השלישי יקימנו ונחיה לפניו ונדעה נרדפה לדעת את ה' כשחר נכון מצאו.,,,
Jerusalem Talmud Taanit 1:1:5,"כתיב (מלכים א יז) ויאמר אליהו התשבי מתושבי גלעד אל אחאב חי ה' אלהי ישראל אשר עמדתי לפניו אם יהיה השנים האלה טל ומטר כי אם לפי דברי. ר' ברכיה אמר רבי יוסה ורבנין חד אמר בין על הטל בין על המטר נשמע לו וחורנה אמר על המטר נשמע לו ועל הטל לא נשמע לו מאן דאמר על המטר נשמע לו ועל הטל לא נשמע לו מן הדין קרייא (מלכים א יח) לך הראה אל אחאב ואתנה מטר על פני האדמה מאן דאמר בין על הטל בין על המטר נשמע לו איכן הותר נדרו של טל א""ר תנחום אדרעיא סברין מימר נדר שהותר מכללו הותר כולו. אית דבעי מימר בבנה של צרפית (מלכים א יז) ויקרא אל ה' ויאמר ה' אלהי הגם אל האלמנה אשר אני מתגורר עמה הרעות להמית את בנה. א""ר יהודה בר פזי לאחד שגנב נרתיקו של רופא עם כשהוא יוצא נפצע בנו חזר אצלו ואמר לו אדוני הרופא רפא את בני אמר לו לך והחז' את הנרתיק שכל מיני רפואות נתונין בו ואני מרפא את בנך כך אמר לו הקדוש ברוך הוא לאליהו לך והתר נדרו של טל שאין המתים חיים אלא בטללים ואני מחיה בנה של צרפית. ומניין שאין המתים חיים אלא בטללים שנאמר (ישעיהו כו) יחיו מתיך נבלתי יקומון הקיצו ורננו שוכני עפר כי טל אורת טלך וארץ רפאים תפיל מהו וארץ רפאים תפיל א""ר תנחום אדרעייא וארעא תפקידה תפלט.",,,
Jerusalem Talmud Taanit 1:1:6,"ר' יעקב דכפר חנן בשם רשב""ל בשעה שעשה אברהם זקינם את רצוני נשבעתי לו שאיני מזיז טל מבניו לעולם מה טעמא (תהילים קי) נשבע ה' ולא ינחם אתה כהן לעולם וכתיב תמן (שם) לך טל ילדתך. א""ר יודה בר פזי בדייתיקי נתתיו לאביהם (בראשית כ) ויתן לך האלהים מטל השמים וגו'. א""ר שמואל בר נחמן בשעה שישראל באין לידי עבירות מעשים רעים הגשמים נעצרין והן מביאין להן זקן אחד כגון ר' יוסי הגלילי והוא מפגיע בעדם ומיד הגשמים יורדין אבל הטל אינו יורד בשביל בריה מה טעמא (מיכה ה) אשר לא יקוה לאיש ולא ייחל לבני אדם.",,,
Jerusalem Talmud Taanit 1:1:7,רבי זעירה בשם ר' חנינה היה עומד בגשם והזכיר של טל אין מחזירין אותו בטל והזכיר של גשם מחזירין אותו והא תני בטל וברוחות לא חייבו חכמים הלזכיר אם רצה להזכיר מזכיר. לא דמי ההוא דמיקל להיא דלא מצלי ולא מיקל. בגשם והזכיר של טל אין מחזירין אותו והא תני אם לא שאל בברכת השנים או שלא הזכיר גבורות גשמים בתחיית המתים מחזירין אותו. בהוא דלא אדכר לא טל ולא מטר.,,,
Jerusalem Talmud Taanit 1:1:8,ר' זעירה בשם רב חונה לא שאל בברכת השנים אומרה בשומע תפילה ודכוותה אם לא הזכיר גבורות גשמים בתחיית המתים אומרה בשומע תפילה מה אם שאלה שהיא מדוחק אומרה בשומע תפילה אזכרה שהוא מריוח לא כל שכן והא תני לא שאל בברכת השנים או שלא הזכיר גבורות גשמים בתחיית המתים מחזירין אותו. אמר רבי אבמרי אחוי דר' יוסי בשלא אמרה בשומע תפלה.,,,
Jerusalem Talmud Taanit 1:1:9,איכן הוא חוזר ייבא כיי דאמר רבי שמעון בר בא בשם רבי יוחנן בראש חדש אם עקב את רגליו חוזר לכתחילה ואם לאו חוזר לעבודה וכא אם עקר את רגליו חוזר לכתחילה ואם לאו חוזר לשומע תפלה.,,,
Jerusalem Talmud Taanit 1:1:10,"בנינוה צרכון למיעבד תענית בתר פסחא אתון ושאלון לרבי אמר לון ר' לכו ועשו ובלבד שלא תשנו מטביעה של תפילה. היכן הוא אומרה ר' ירמיה סבר מימר אומרה בשומע תפילה א""ל רבי יוסי לא אמר רבי זעירה בשם רב חונה לא שאל בברכת השנים או שלא הזכיר גבורות גשמים בתחיית המתים אומרה בשומע תפלה. ואמר לון רבי לכו ועשו ובלבד שלא תשנו מטביעה של תפלה. על דעתיה דר' יוסי היכן הוא אומרה בשש שהוא מוסיף עד כדון ציבור שיש לו שש יחיד שאין לו שש אמר רבי חיננא לא כן אמר רבי זעירא בשם רב חונה יחיד תובע צרכיו בשומע תפלה ואלי צרכיו הם.",,,
Jerusalem Talmud Taanit 1:1:11,"תני נתפלל ואינו יודע מה הזכיר. א""ר יוחנן כל ל' יום חזקה מה שהוא למוד הזכיר מיכן והילך מה שצורך יזכיר. ר' בא בשם ר' חונה ב' ימים טובים של גליות מזכיר בשחרית ואינו מזכיר במוסף מנחה בשחרית וערבית במוסף. חנניה בן אחי ר' יהושע אומר בגולה לא נהגו כן אלא עד ששים יום בתקופה. שמואל אמר הלכה כחנניה בן אחי ר' יהושע ותני כן בד""א בחוצה לארץ אבל בארץ ישראל הכל לפי הזמן הכל לפי המאורע הדא דתאמר בגשם אבל בטל אם רצה להזכיר כל ימות השנה מזכיר.","Après avoir terminé la prière, si l’on ne se souvient plus d’avoir intercalé cette mention, ou non, il est à présumer, dit R. Yohanan, qu’aux 30 premiers jours d’une période, on aura suivi la formule habituelle antérieure à ce temps; au bout d’un mois, la présomption est que le fidèle aura demandé ce qui convient à la saison.<br><br>R. Aba, dit au nom de R. Houna: aux doubles jours de fête observés pendant la captivité, en raison des doutes du comput (et où l’on ignore si c’est déjà le vrai jour, ou non), on mentionnera, par exemple, encore la rosée dans la prière du matin du 1er jour de Pâques, mais on l’omettra dans le Moussaf; dans celle de Minha (vêpres), on reprendra la formule du matin, et enfin on agira comme pour le moussaf.<br>R. Hanania, neveu de R. Josué, dit: au milieu de la captivité, pour solliciter la pluie dans l’Amidâ (9e section), on n’agissait pas de même; on attendait le 60e jour après l’équinoxe de Tishri.<br> Samuel dit que cet avis de Hanania sert de règle.<br> On a en effet enseigné: c’est vrai seulement en Palestine; mais au dehors on se dirige, pour intercaler cette mention, d’après le temps et les circonstances.<br> En outre, la limite est assignée seulement pour la pluie, non pour la rosée, que l’on peut solliciter n’importe quel jour de l’année.",,
Jerusalem Talmud Taanit 1:1:12,"א""ר יהושע הואיל ואין הגשמים סימן ברכה בחג למה הוא מזכיר אמר לו רבי אליעזר אף הוא אינו אומר אלא משיב הרוח ומוריד הגשם בעונתו. בעונתן הן חביבין כתחיית המתים. א""ר יוסה ותמיה אנא היך רבנן מדמיי ירידת גשמים לתחיית המתים ולא דמייא בעי בר נשא ייחון מיתייא כל אימת לא בעי בר נשא ייחות מטרא כל אימת","Selon R. Josué est-il dit, puisque la pluie n’est pas agréable à ce moment, il n’y a pas lieu d’en parler.<br> Il s’agit seulement, dit R. Eliézer, de constater l’attribut divin de faire tomber la pluie en son temps.<br>” Au moment opportun, elle procure autant de joie que la résurrection des morts (que l’on mentionne chaque jour).<br>Je m’étonne, dit R. Yossé, de ce qu’un tel rabbin (R. Eliézer) établisse ce parallèle mal fondé; car en tout temps l’homme aimerait à voir revivre ses morts, tandis qu’il ne lui est pas agréable en tout temps de voir tomber la pluie.",,
Jerusalem Talmud Taanit 1:1:13,"אמרו לו א""כ לעולם יהא מזכיר. מחלפה שיטתיה דר' ליעזר מחלפה שיטתיה דר' יהושע דאיתפלגון רבי ליעזר אומר אם אין ישראל עושין תשובה אין נגאלין לעולם שנאמר (ישעיהו ל) בשובה ונחת תושעון אמר לו רבי יהושע וכי אם יעמדו ישראל ולא יעשו תשובה אינן נגאלין לעולם אמר לו ר""א הקב""ה מעמיד עליהן מלך קשה כהמן ומיד הן עושין תשובה והן נגאלין מ""ט (ירמיהו ל) ועת צרה היא ליעקב וממנה יושע אמר לו רבי יהושע והא כתיב (ישעיהו נה) חנם נמכרתם ולא בכסף תגאלו. מה עבד לה ר' ליעזר. תשובה כמה דאת אמר (משלי ז) צרור הכסף לקח בידו וגו' אמר לו ר' יהושע והא כתיב (ישעיהו ס) אני ה' בעתה אחישנה. מה עבד לה ר' ליעזר. תשובה כמה דאת אמר (דברים י) ועתה ישראל מה ה' אלהיך שואל מעמך כי אם ליראה וגו'. רבי אחא בשם ר""י בן לוי אם זכיתם אחישנה ואם לאו בעתה כיון שאמר לו ר' יהושע (דנייאל יב) וירם ימינו ושמאלו אל השמים וישבע בחי העולם כי למועד מועדים וחצי וככלות נפץ יד עם קדש תכלינה כל אלה איסתלק ר' ליעזר.","– “S’il s’agissait d’opportunité, dit R. Josué, on pourrait toujours faire cette mention.<br>” Est-ce que R. Eliezer aussi bien que R. Josué ne se contredisent pas? Si, d’après R. Eliézer, c’est une constatation qui peut avoir lieu de tout temps, comment se fait-il qu’à chaque jour on dise la formule “il délivre Israël ?” Or, il y a une discussion à ce sujet <sup>2</sup><i class=""footnote"">B., Sanhedrin 90b.</i>:<br>@ Selon lui (R. Eliézer), si Israël ne se repent pas, il ne sera jamais racheté, comme il est dit (Is 30, 15): par le repentir et la soumission vous serez secourus (cela dépend donc des Israélites seuls).<br> Quoi, dit R. Josué, si Israël ne faisait jamais pénitence, Dieu ne les délivrerait-il pas? Certes, il aura pitié d’eux, cet acte de délivrance étant un de ses attributs, comme l’est la chute de la pluie (Il n’y avait donc pas lieu de répliquer qu’ainsi la mention pourrait toujours avoir lieu <sup>3</sup><i class=""footnote"">Quant  la contradiction signale, elle nÕest pas rsolue.</i>, puisqu’il s’agit d’un attribut divin).<br>Si Israël ne se repent pas, dit R. Eliézer, Dieu lui suscitera un souverain aussi cruel que Haman; dès lors, il se repentira et sera délivré, selon ces mots (Jr 30, 7): c’est le moment de l’oppression pour Jacob, et d’elle il sera sauvé.<br><br>A quoi R. Jossué répliqua ces mots (Is 52, 3): c’est gratuitement que vous avez été vendus, et ce n’est pas à prix d’argent que vous serez rachetés (ce qui semble exclure tout rachat, même par les bonnes œuvres).<br>Selon R. Eliézer, ce verset admet toutefois l’effet de la pénitence, comme il est dit (Pr 7, 23): il prit en main le sac d’argent (allusion notoire aux justes).<br>Mais, lui dit R. Josué, n’est-il pas écrit (Is 60, 22): Moi l’Éternel je hâterai ces choses en leur temps? (N’en résulte-t-il pas que la Providence agit sans tenir compte des actes humains ?)<br>Cela n’exclut pas le repentir, observa R. Eliézer, comme il est dit (Dt 10, 12): Maintenant Israël, que te demande l’Éternel ton Dieu? De le craindre, etc.<br>R. Aha au nom de R. Josué b. Levi explique le verset précité (d’Isaïe): si vous en êtes dignes, je les hâterai; sinon, elles arriveront en leur temps. Dès que R. Josué eut invoqué ce verset (Dn 12, 7): il leva la droite et la gauche vers le ciel, et il jura par celui qui vit éternellement que ce sera dans un temps, des temps et la moitié des temps, et que toutes ces choses finiront quand la force du peuple saint sera entièrement brisée, R. Eliézer se retira (convaincu que c’est là la fin, et il n’eut plus rien à dire).",,
Jerusalem Talmud Taanit 1:1:14,"מתוך חמשה דברים נגאלו ישראל ממצרים מתוך הקץ מתוך צרה מתוך צווחה מתוך זכות אבות מתוך תשובה. מתוך הקץ הדא ה""ד (שמות ב) ויהי בימים הרבים ההם וימת מלך מצרים ויאנחו בני ישראל מן העבודה ויזעקו. מתוך צרה וישמע אלהים את נאקתם. מתוך צווחה ויזכור אלהים את בריתו. מתוך זכות אבות וירא אלהים את בני ישראל. מתוך תשובה וידע אלהים. מתוך הקץ וכן הוא אומר (דברים ד) בצר לך מתוך צרה. ומצאוך כל הדברים האלה באחרית הימים ושב' מתוך תשובה. כי אל רחום ה' אלהיך מתוך רחמים. לא ירפך ולא ישחיתך ולא ישכח את ברית אבותיך מתוך זכות אבות. וכ""ה אומר (תהילים קו) וירא בצר להם מתוך צרה. בשמעו את רנתם מתוך צווחה. ויזכור להם בריתו מתוך זכות אבות. וינחם כרוב חסדיו מתוך תשובה. ויתן אותם לרחמים מתוך רחמים.","Par suite de 5 causes, Israël a été délivré de l’esclavage d’Égypte <sup>4</sup><i class=""footnote"">Rabba  (Dt ch. 2Ê; Midr.  (Ps 103.</i>: par la fin, par l’oppression, par ses plaintes, par le mérite des patriarches, par la pénitence.<br>-A cause de la fin, selon ces mots (Ex 2, 23): Longtemps après, le roi d’Éqypte mourut; preuve que sa fin était venue, et les enfants d’Israël gémissaient sous la servitude, et poussaient des cris,<br>-à cause de l’oppression; puis il est dit (ib. 24): Dieu entendit leurs gémissements, à cause de ses plaintes. Il se souvint de son alliance (ib.),<br>-à cause du mérite des patriarches;<br>-puis (ib. 25): Dieu regarda les enfants d’Israël, par suite de leur pénitence, et il en eut compassion.<br>En raison de la fin, la délivrance future aura lieu aussi, selon ces mots (Dt 4, 30): Au sein de ta détresse, à cause de l’oppression; et toutes ces choses t’arriveront, dans la suite des temps, et tu retourneras à l’Éternel, en faisant pénitence. Car l’Éternel ton Dieu est un Dieu de miséricorde, si l’on invoque cette qualité; il ne t’abandonnera pas, ne te détruira pas; il n’oubliera pas l’alliance de tes pères, par égard pour leur mérite.<br>De même, il est dit (Ps 106, 44): Il vit leur détresse, à cause de leur oppression; lorsqu’il entendit leurs supplications, à cause de leurs cris; il se souvint en leur faveur de son alliance (ib. 45), à cause du mérite des patriarches; il eut pitié selon sa grande bonté, en raison de leur repentir; il excita pour eux la compassion, eu égard à sa pitié.",,
