masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem
Challah,ככר לאדן,1,0,1b,"@11רשב""ן @33שמע כולהון וכו'. הר""ן פ""ב דפסחים:","רשב""ן שמע כולהון וכו'",Jerusalem Talmud Challah 1:1:9,"רבי שמואל בר נחמן שמע כולהון מן אהן קרייא (ישעיהו כח) ושם חיטה שורה ושעורה נסמן וכוסמת גבולתו. ושם חיטה אלו החיטים שורה זו שבולת שועל ולמה נקרה שמה שורה שהיא עשויה כשורה. שעורה אלו השעורים. נסמן זה השיפון. וכוסמת זה הכוסמין. גבולתו לחם. עד כאן גבולו של לחם ולמידין מן הקבלה. א""ר סימון מן מה דכתיב (שם) ויסרו למשפט אלהיו יורנו כמי שהוא דבר תורה.",
Challah,ככר לאדן,1,0,2a,@11לא @33עבדין טבאות אלא ויסרו למשפט וכו'. פי' כשהאב יסרו לבן אלהיו יורנו:,לא עבדין טבאות אלא ויסרו למשפט וכו',Jerusalem Talmud Challah 1:1:10,"א""ר סימון אילין נשייא דאמרין לא ניעול בגינן לכנישתא אין חמי לי' מילף מילף הוא. לא עבדין טבאות אלא ויסרו למשפט אלהיו יורנו:",
Challah,ככר לאדן,1,0,2b,"@11וכאן @33בבלול. הר""ש פ""ק דכלאים ופ""ד דחלה:",וכאן בבלול,Jerusalem Talmud Challah 1:1:14,"תמן תנינן איזו מין במינו החיטים אין מצטרפין עם הכל אלא עם הכוסמין. השעורין מצטרפין עם הכל חוץ מן החיטים. ר' יוסי אמר ליה סתם. ר' יונה בשם ר' יוחנן תמן בנשוך וכאן בבלול. תני ר' חייא כן וכולן שבללן תבואה קמחים ובציקות מצטרפות. עירס ראשי עיסיות. א""ר יוסי וההן נשוך לאו כמעורס הוא. את אמר אינו מצטרף והכא אינו מצטרף.",
Challah,ככר לאדן,1,0,3a,"@11חטים @33שבו מהו שיבטלו חטים שבו ושעורים שבו מהו שיבטלו שעורים שבו כצ""ל:",חטים שבו מהו שיבטלו חטים שבו ושעורים,Jerusalem Talmud Challah 1:1:17,"רבי יהושע דרומיא בעי עשה עיסה מחמשת המינין וחזר ועשה חמש עיסיות ממין א' ועירבו. חיטים שבו מהו שיבטלו חיטים שבו ושעורין שבו מהו שיבטלו שעורין שבו. א""ר חייא בר אדא לא כן אמר רבי יוסי שני דברים רבים על אחד ומבטלין אותו. לא צורכה דלא עשה חמש עיסיות מחמשה מינים ועירבן וחזר ועשה חמש עיסיות מחמשה ולא עירבן. חיטין שכן מהו שיבטלו חיטים שכן ושעורי' שכן מהו שיבטלו שעורים שכן:",
Challah,ככר לאדן,1,0,11b,"@11יותר @33ממה שכיבש יהושע. יבמות דף צ""ח:",יותר ממה שכיבש יהושע,Jerusalem Talmud Challah 2:1:8,הוי בעיי מימר מה דאמר תמן חייב אוף הכא חייב. מה דאמר תמן פטור אוף הכא פטור. אפילו כמאן דאמר תמן פטור הכא חייב. כיון שנכנסו ישראל נתחייבו. כתיב (מלכים ב יד) הוא השיב את גבול ישראל מלבוא חמת עד ים הערבה כדבר ה' אלהי ישראל אשר דבר ביד עבדו יונה בן אמתי הנביא אשר מגת החפר. רבי חנניה ורבי מנא חד אמר כל מה שכיבש יהושע כיבש זה. וחרנה אמר יותר ממה שכיבש יהושע כיבש זה. תנא רבי סידור מסייע לרבי מנא ימים קלים עשו ישראל באותה הארץ.,
Challah,ככר לאדן,1,0,19a,"@11בגין @33דתנו דבתרה כצ""ל:","בגין דתנו דבתרה כצ""ל",,,
Challah,ככר לאדן,1,0,26b,"@11אית @33תנויי תני הירדן וכו'. בכורות ס' מעשר בהמה. [א""ה חיד""א עיין ברכי יוסף ח""ח סי' תקפ""ט]:",אית תנויי תני הירדן וכו',Jerusalem Talmud Challah 4:4:8,"אית תניי תני הירדן מארץ ישראל אית [תניי] תני הירדן מחוצה לארץ. אית [תניי] תני הירדן גבול בפני עצמו. מאן דאמר הירדן מארץ ישראל (דברים ג) והערבה והירדן וגבול. מאן דאמר הירדן מחוץ לארץ. (יהושוע יח) והירדן &lt;וגבול&gt; [יגבול] אותו לפאת קדמה. ומ""ד הירדן גבול בפני עצמו והוא שיהא במקום אחד עשה ירדן שנטל מזה ונתן לזה מה שנטל נטל ומה שנתן נתן. ומה נן קיימי' אם במקו' שהיה ארץ ישראל ונעשה בסוריא חזקתו למעשרות ולשביעית. רבי ירמיה רבי אימי בשם רבי יוחנן. ר' סימון בשם רבי יהושע בן לוי לחזקות ולביעורין ולמעשר בהמה. רבי הילא בשם רבי שמעון בן לקיש והוא שמשך עפר: ",
Challah,ככר לאדן,1,0,26b,"@11של @33יש לה שיעור. תוס' חולין דף ק""ד:",של יש לה שיעור,Jerusalem Talmud Challah 4:4:9,של אור יש לה שיעור שהוא דבר תורה. של כהן אין לה שיעור שהיא מדבריהן. ויפריש לאור ולא יפריש לכהן. שלא יהו אומרי' ראינו תרומה טהורה נשרפת. ויפריש לכהן ולא יפריש לאור. שלא יהו אומרים ראינו תרומה טמאה נאכלת. מתוך שהוא מפריש שתיהן לכשהוא בא לכאן הוא נשאל.,
Challah,ככר לאדן,1,0,27b,@11אילו @33הן שבמקדש. חולין פרק הזרוע:,אילו הן שבמקדש,Jerusalem Talmud Challah 4:4:17,עשרים וארבעה מתנות ניתנו לאהרן ולבניו. עשר במקדש. ארבע בירושלם. עשר בגבולין. אילו הן שבמקדש חטאת ואשם וזבחי שלמי ציבור וחטא' העוף ואשם תלוי ולוג שמן של מצורע. שתי הלחם ולחם הפנים ושירי מנחות והעומר. ואילו הן שבירושלם הבכורות והביכורים והמורם מן התודה ומאיל נזיר ועורת המוקדשין. אלו הן שבגבולין התרומה ותרומת מעשר וחלה והזרוע והלחיים והקיבה וראשית הגז וגזל הגר ופדיון הבן ופדיון פטר חמור וחרמים ושדה אחוזה:,
Challah,ככר לאדן,1,0,27b,@11אימר @33גזרו על הכרשינין. נראה שהוא מש' בסוף מעשרות:,אימר גזרו על הכרשינין,Jerusalem Talmud Challah 4:4:20,מפני מה לא גזרו על הבקייה במנעליהן יצאת עמהן מאלכסנדריאה. אימתי גזרו על הכרשינין רבי יוסי אומר בימי רעבון. רבי חנניה בשם רבי בימי דוד. אמרין היא הדא היא הדא:,
Challah,ככר לאדן,1,0,28a,"@11שותה @33יין של תרומה. דוגמתו בע""ז:",שותה יין של תרומה,Jerusalem Talmud Challah 4:5:3,אמר רבן שמעון בן גמליאל אני ראיתי את שמעון בן כהנא שותה יין של תרומה בעכו שאמר זה הובא מקיליקיה וגזרו עליו ושתייו בספינה. ואין בני אדם טועין לומר שמביאין תרומה מחוצה לארץ לארץ. נאמר לא ירד לעכו איכן שתייו מן החוט ולחוץ מן החוט ולפנים. נאמר מן החוט ולחוץ. אמר רבי יונה אפילו תימר מן החוט ולפנים לא חשו למראית העין בספינה.,
Niddah,ככר לאדן,1,0,1a,"@11בדקה @33עצמה בשני בשבת ולא ראתה וראתה בחמישי וכו' בשחרית ולא ראתה וראתה במנחה כצ""ל:",בדקה עצמה בשני בשבת ולא ראתה וראתה,Jerusalem Talmud Niddah 1:1:2,מהו דיין שעתן שאינן מטמאות טהרות למפרע: וחכמים אומרי' לא כדברי זה ולא כדברי זה. לא כשמאי שלא נתן סייג לדבריו ולא כהלל שהפליג על מדותיו אלא מעת לעת ממעטת על יד מפקידה לפקידה ומפקידה לפקידה ממעטת על יד מעת לעת. כיצד מעת לעת ממעטת על יד מפקידה לפקידה בדקה עצמה בשני בשבת וראת בחמישי בשבת אין טמא אלא עד מעת לעת דארבעתא. כיצד מפקידה לפקידה ממעטת על יד מעת לעת בדקה בשחרית וראת במנחה אין טמא אלא עד שחרית.,
Niddah,ככר לאדן,1,0,1a,@11עד @33כדון כשבדקה ומצאתה נגוב. אפשר שהוא על המשנה שניה:,עד כדון כשבדקה ומצאתה נגוב,Jerusalem Talmud Niddah 1:1:4,כד כדון בשבדקה ומצתה נגוב בדקה ומצתה טהור רבי אמי בשם רב רבי בא בשם רב יהודה בדקה ומצתה טהור אסורה לביתה עד שיתנגב מעיינה חד רבי טובי אמר בשם רבי אבהו אסורה לביתה עד מעת לעת אמר רבי יעקב בר אחא כד סליקית להכא שמיתה מן כל רבנן מותרת לביתה מיד. הוון בעיי מימר מאן דמר מותרת לביתה מפקידה הוא למעט מעת לעת ומאן דמר אסורה לביתה אינה כפקידה למעט מעת לעת ואפילו כמאן דמר אסורה לביתה כפקידה היא למעט מעת לעת ולמה היא אסורה לביתה שמתוך שהיא מתרגלת בדמים טהורין היא מתרגלת בדמים טמאין.,
Niddah,ככר לאדן,1,0,2b,"@11כל @33שלא נחרש בה מימיה וכו' כל שאין בה חרש. ה""ג באגדת שמואל פ' כ""ו:",כל שלא נחרש בה מימיה וכו' כל,Jerusalem Talmud Niddah 1:3:3,תני שלש בתולות הן בתולת אדם בתולת שקמה ובתולת הארץ בתולת אדם כל שלא נבעלה מימיה בתולת שקמה כל שלא נקצצה מימיה בתולת הארץ כל שלא נחרץ בה מימיה רבן שמעון בן גמליאל אומר כל שאין בה חרץ,
Niddah,ככר לאדן,1,0,3a,"@11ר' @33יודן בעי לא סוף דבר עד שתלד אלא אפי' הפילה כצ""ל:",ר' יודן בעי לא סוף דבר עד,Jerusalem Talmud Niddah 1:3:6,רבי יודן בעי סוף דבר עד שתלד לא אפילו הפילה,
Niddah,ככר לאדן,1,0,3b,"@11כל @33שהוא בהרבה ארבה ר' חייה וכו' כצ""ל ומפורש בב""ר [פ' כ'] כל שהוא במאתים ושנים עשר יום חי:",כל שהוא בהרבה ארבה ר' חייה וכו',Jerusalem Talmud Niddah 1:3:7,"אמר רבי מנא שמעית בשם שמואל היא הכרת העובר היא לידתו ולית אנא ידע מן מה שמעית אמר רבי בא בר כהן קומי רבי יוסי רבי ירמיה אמרה אמר ליה רבי חזקיה לא אמרה רבי ירמיה ואיקפד רבי יוסי לקיבליה אמר אילו יהושע שהיה קשור למשה לא הוה אמר כן והוא אמר כן חזר ואמר אין אמרה אלא כאינש דשמע מילה ומקשי עלה ואבא בר בא פליג על שמואל ברי. ר' ברכיה בשם שמואל לעולם אין האשה יולדת אלא לרע""א או לרע""ב או לרע""ג או לרע""ד א""ל רבי מנא מנן שמע רבי הדא מילתא א""ל מן רבי בא. מחלפה שיטתיה דרבי בא תמן הוא אמר שנייא הוא הכרת העובר שנייא היא לידתו והכא הוא אמר הכין רבי בא בר זוטרא משם שמואל כל שהוא בהרבה הרי הוא בארבה.",
Niddah,ככר לאדן,1,0,3b,"@11חמתיה @33מיבעת. תוס' בכורות פ""ג דף כ""ה:",חמתיה מיבעת,Jerusalem Talmud Niddah 1:3:8,"רבי חייה בר אשי הוה יתיב קומי רב חמתיה מיבעת א""ל מהו כן א""ל חמרתי מעברה והיא בעייא מילד ואנא בעי מרבעתה דלא תצטנן א""ל אימתי עלה עליה הזכר א""ל ביום פלן וחשב א""ל בעייא היא עד כדון. ותני כן הפוחתת אינה פוחתת מימות הלבנה והמוספת אינה מוספת על ימות החמה. מילתיה דרבי יהושע פליגא דמר ריב""ל בקורת של אנטונינוס היתה עוברה והריבעו של בית רבי ממנה שוורין ויש מהן שילדו עכשיו ויש מהן שילדו לאחר זמן כאן בבהמה טמאה וכאן בבהמה טהורה והכתיב הידעת עת לדת יעלי סלע חולל איילות תשמור תספר ירחים תמלאנה וידעת עת לדתנה א""ל חיה טהורה כבהמה טמאה:",
Niddah,ככר לאדן,1,0,6a,@11אין @33כן סומא וקמת. פי' לא תתני סומא וכך אוקמוה בני הישיבה ולא רבו עליה:,אין כן סומא וקמת,Jerusalem Talmud Niddah 2:1:4,אמרון בשם רבי ינאי אין כן סומא וקמת אמרון בשם ר' חנינה אין כן סומא וקמת ר' אילא ר' יוסי בר חנינה בשם דבית רבי ינאי אין כן סומא,
