212.html,עקידת יצחק ב׳:ט׳,"הצמיח לו שם כל עץ נחמד למראה וטוב למאכל, הקדים מה שהוא על צד היותר טוב מפני מעלתו, כי מהידוע שהדבר אשר כזה הוא מעולה מהנמצא לו על צד ההכרח, כמו שכתב החוקר בפרק א' במידות על האהבה, אמר ""ואינו דבר הכרחי לבד אבל הוא גם דבר טוב""... וכך הדברים הנחמדים למראה מתוספת המזונות וחלופיהן ושינוי הטעמים ומיני ערבותם, וכן בשאר העניינים מהמלבוש והדירה וזולתם היותר נאותים לעונשים לבלות ימיהם בטוב ושנותם בנעימים. ועל הצורך ההכרחי אמר ""וטוב למאכל"", כי זה מה שיכלול המזון ושאר הצרכים ההכרחיים אשר אי אפשר להתקיים זולתם, כי כולם הכרחיים כמוהו. ולפי ששני מיני אלו הצרכים הם מצד החלק החומרי, כללם בזיכרון עץ אחד ואמר: ""כל עץ נחמד למראה וטוב למאכל"" כי היו לאחדים. והזכיר אצלם ""מן האדמה"" לומר שהם לצורך הכוח הארצי, מה שלא אמר בשני האחרים, ואולם לצורך הכוח השכלי המוחלט הצמיח לו עץ החיים אשר בתוך הגן והוא אשר יחזיק הכוח השכלי הנותן בו כוח לעמוד על אמיתת המושכלות להבדיל בין האמת והשקר ולהידבק תמיד בחיים הנצחיים כי הוא חלקו ועץ חיים הוא למחזיקים בו. וכן באמת הורהו ה' עץ החיים אשר הוא מזון הכוח השכלי וכמו שאמרה התורה על עצמה (משלי ה') ""כי מוצאי מצא חיים"". ואמר שהוא ""בתוך הגן"", כי כן יסבוב עליו הגן כולו, כי הוא תוכיות הכל ועיקר הכל ותכלית הכל. אמנם לצורך ההתבוננות מהשכל המעשי – בכל מה שיצטרך אליו אדם קצת עם קצת חיים נאותים אנישיים אשר בו יסדר המלאכות והדתות ויישוב המדינות והנהגתם, כי הוא המחויב שישתלם בו השכל האנושי להגיע אל החיים השכליים בהחלט, והוא העניין שהשתדלה בו התורה האלוהית בשיעור נפלא – ראה אלוקים והצמיח אצל עץ החיים את עץ הדעת טוב ורע; הודה כי מסגולת זה העץ הוא, כי בשימוש בו ובמראהו ובריחו ובמגעו ואולי בטעימא ממנו לבד נקנה לאדם רוח דעת טוב ורע בכל אלו העניינים, כי הידיעה הזאת לא תשלם כי אם בידיעת שניהם הטוב להידבק בו והרע למאוס אותו.. והנה היה עץ הדעת אצל עץ החיים להישירו אל מה שראוי ממנו להגיע אל החיים האמיתיים שהוא הטוב, לא שישתקע בו ויחשוב לו לתכלית, כי הוא הרע והנאסר עליו. והיה זה על הדרך שנאמר בתורה האלוקית, ""ראה נתתי לפניך היום את החיים ואת הטוב"" (דברים פרק ל'), תורה כי הם שני עניינים קרובים ומצרניים, לא יתפרדו רק ליודע להשתמש בו כהוגן. ורוב התורה או כולה אינו אלא לסדר זה הטוב המגיע האדם אל החיים.. והנה עם זה כבר צייר וחקק במעשה הגן הזה צורת העולם בכללו ואגבו צורת העולם הקטן שהוא האדם וכל מיני חייו.."
212.html,"אברבנאל על תורה, בראשית ב׳:ט׳","ואפשר לומר כי ""בתוך הגן"" חוזר לעץ החיים בלבד לפי שהוא היה באמצע הגן, כמו שתירגם אונקלוס, לפי שאין החיים אלא בשווי ובמיצוע מהאיכויות; ואמנם עץ הדעת לא אמר שהיה ""בתוך הגן"" אם לפי שלא היה באמצעיתו אבל היה בסופו או קרוב לקצהו, כי הוא היה מטבע קצה ההפלגה – לא מהמיצוע."
212.html,"מלבי""ם על בראשית ב׳:י״ז","ד""ה ומעץ הדעת לא תאכל ממנו... והוא זרות בלשון, כמו שכתבתי בספרי ""באילת השחר"" כלל ר""י * זה היה ניסיון לאדם, כי אדם טעה מלשון זה, שבא להורות שרק ממנו לא תאכל, רצה לומר מן המחובר לאילן, אבל אם תתלוש האישה מפירותיו ותיתן לו, מותר לו לאכול; ועל כן אמר (ג', י""ב) ""האישה נתנה לי מן העץ"", שהיה דעתו שעל זה לא נזהר; וזה היה הניסיון שלא היה לו לפרש לעצמו פירוש בנבואתו משיקול דעתו (מלכים א' פרק ג')... כי אין לנו להקל במצוות ה' על פי פירוש שנפרש מסברתנו, שעל כל פנים היה לו להסתפק אם היה כן כוונת המצווה והיה לו להחמיר בספקו. וזה היה ניסיון: אם יעמוד בעצמו עת יסיתהו יצרו שממציא לו דרך היתר להקל במצווה על פי סברתו."
212.html,עקידת יצחק ב׳:ט׳,"הצמיח לו שם כל עץ נחמד למראה וטוב למאכל, הקדים מה שהוא על צד היותר טוב מפני מעלתו, כי מהידוע שהדבר אשר כזה הוא מעולה מהנמצא לו על צד ההכרח, כמו שכתב החוקר בפרק א' במידות על האהבה, אמר ""ואינו דבר הכרחי לבד אבל הוא גם דבר טוב""... וכך הדברים הנחמדים למראה מתוספת המזונות וחלופיהן ושינוי הטעמים ומיני ערבותם, וכן בשאר העניינים מהמלבוש והדירה וזולתם היותר נאותים לעונשים לבלות ימיהם בטוב ושנותם בנעימים. ועל הצורך ההכרחי אמר ""וטוב למאכל"", כי זה מה שיכלול המזון ושאר הצרכים ההכרחיים אשר אי אפשר להתקיים זולתם, כי כולם הכרחיים כמוהו. ולפי ששני מיני אלו הצרכים הם מצד החלק החומרי, כללם בזיכרון עץ אחד ואמר: ""כל עץ נחמד למראה וטוב למאכל"" כי היו לאחדים. והזכיר אצלם ""מן האדמה"" לומר שהם לצורך הכוח הארצי, מה שלא אמר בשני האחרים, ואולם לצורך הכוח השכלי המוחלט הצמיח לו עץ החיים אשר בתוך הגן והוא אשר יחזיק הכוח השכלי הנותן בו כוח לעמוד על אמיתת המושכלות להבדיל בין האמת והשקר ולהידבק תמיד בחיים הנצחיים כי הוא חלקו ועץ חיים הוא למחזיקים בו. וכן באמת הורהו ה' עץ החיים אשר הוא מזון הכוח השכלי וכמו שאמרה התורה על עצמה (משלי ה') ""כי מוצאי מצא חיים"". ואמר שהוא ""בתוך הגן"", כי כן יסבוב עליו הגן כולו, כי הוא תוכיות הכל ועיקר הכל ותכלית הכל. אמנם לצורך ההתבוננות מהשכל המעשי – בכל מה שיצטרך אליו אדם קצת עם קצת חיים נאותים אנישיים אשר בו יסדר המלאכות והדתות ויישוב המדינות והנהגתם, כי הוא המחויב שישתלם בו השכל האנושי להגיע אל החיים השכליים בהחלט, והוא העניין שהשתדלה בו התורה האלוהית בשיעור נפלא – ראה אלוקים והצמיח אצל עץ החיים את עץ הדעת טוב ורע; הודה כי מסגולת זה העץ הוא, כי בשימוש בו ובמראהו ובריחו ובמגעו ואולי בטעימא ממנו לבד נקנה לאדם רוח דעת טוב ורע בכל אלו העניינים, כי הידיעה הזאת לא תשלם כי אם בידיעת שניהם הטוב להידבק בו והרע למאוס אותו.. והנה היה עץ הדעת אצל עץ החיים להישירו אל מה שראוי ממנו להגיע אל החיים האמיתיים שהוא הטוב, לא שישתקע בו ויחשוב לו לתכלית, כי הוא הרע והנאסר עליו. והיה זה על הדרך שנאמר בתורה האלוקית, ""ראה נתתי לפניך היום את החיים ואת הטוב"" (דברים פרק ל'), תורה כי הם שני עניינים קרובים ומצרניים, לא יתפרדו רק ליודע להשתמש בו כהוגן. ורוב התורה או כולה אינו אלא לסדר זה הטוב המגיע האדם אל החיים.. והנה עם זה כבר צייר וחקק במעשה הגן הזה צורת העולם בכללו ואגבו צורת העולם הקטן שהוא האדם וכל מיני חייו.."
212.html,"אברבנאל על תורה, בראשית ב׳:ט׳","ואפשר לומר כי ""בתוך הגן"" חוזר לעץ החיים בלבד לפי שהוא היה באמצע הגן, כמו שתירגם אונקלוס, לפי שאין החיים אלא בשווי ובמיצוע מהאיכויות; ואמנם עץ הדעת לא אמר שהיה ""בתוך הגן"" אם לפי שלא היה באמצעיתו אבל היה בסופו או קרוב לקצהו, כי הוא היה מטבע קצה ההפלגה – לא מהמיצוע."
212.html,"מלבי""ם על בראשית ב׳:י״ז","ד""ה ומעץ הדעת לא תאכל ממנו... והוא זרות בלשון, כמו שכתבתי בספרי ""באילת השחר"" כלל ר""י * זה היה ניסיון לאדם, כי אדם טעה מלשון זה, שבא להורות שרק ממנו לא תאכל, רצה לומר מן המחובר לאילן, אבל אם תתלוש האישה מפירותיו ותיתן לו, מותר לו לאכול; ועל כן אמר (ג', י""ב) ""האישה נתנה לי מן העץ"", שהיה דעתו שעל זה לא נזהר; וזה היה הניסיון שלא היה לו לפרש לעצמו פירוש בנבואתו משיקול דעתו (מלכים א' פרק ג')... כי אין לנו להקל במצוות ה' על פי פירוש שנפרש מסברתנו, שעל כל פנים היה לו להסתפק אם היה כן כוונת המצווה והיה לו להחמיר בספקו. וזה היה ניסיון: אם יעמוד בעצמו עת יסיתהו יצרו שממציא לו דרך היתר להקל במצווה על פי סברתו."
2.html,גור אריה על בראשית ג׳:י״ג,"לא לשון הסתה, דאין זה תשובה לחוטא שאומרים לו: ""למה חטאת?"" והוא ישיב: ""פלוני הסית אותי""."
2.html,גור אריה על בראשית ג׳:י״ג,"לא לשון הסתה, דאין זה תשובה לחוטא שאומרים לו: ""למה חטאת?"" והוא ישיב: ""פלוני הסית אותי""."
2.html,גור אריה על בראשית ג׳:י״ג,"לא לשון הסתה, דאין זה תשובה לחוטא שאומרים לו: ""למה חטאת?"" והוא ישיב: ""פלוני הסית אותי""."
1.html,"רלב""ג ביאור המלות על התורה, בראשית ד׳:י״ז","וסיפר אחר זה, שכבר הוליד קין בן, והוא חנוך, והוא המציא מלאכת הבניין, ובנה עיר, רוצה לומר: קין או חנוך, הוא המציא זאת המלאכה, וחלק כבוד לאביו שיקרא שם לעיר שבנה אותה."
