"Likkutei Torah, Beshalach 1:21",,
"Likkutei Torah, Beshalach 1:34",,
"Likkutei Torah, Pekudei 1:2","Zohar, Terumah 5:30-6:38",כד אתכפיא סט״א אסתלק יקרא דקוב״ה לעילא על כולא
"Likkutei Torah, Pekudei 1:48","Zohar, Vayikra 47:325-334",מענין סלה
"Likkutei Torah, Pekudei 1:48","Zohar, Bereshit 83:225-235",דהא לעילא לית תמן שאלה כו׳
"Likkutei Torah, Pekudei 2:3","Zohar, Pinchas 77:476-78:481",בענין ע׳ רבתי דשמע וד׳ רבתי דאחד וסימנא דא עד הוי׳ בכם
"Likkutei Torah, Pekudei 2:3","Zohar, Kedoshim 18:118-19:127",
"Likkutei Torah, Pekudei 2:8","Zohar, Emor 39:212-218",דמציאות אבא נמשך מפנימי׳ שבתוך השע רות די״ג ת״ד. משא״כ מציאות אימא נמשך מהשערות עצמן
"Likkutei Torah, Pekudei 2:14",,
"Likkutei Torah, Pekudei 2:32","Zohar, Pekudei 4:12-20",ועבד הלוי הוא
"Likkutei Torah, Pekudei 2:33","Zohar, Pinchas 77:476-78:481",דענין אתוון דאשתארו ש׳ מ׳ משמע א׳ ח׳ מאחד וסימן אשמ״ח הה״ד אנכי אשמח בה׳
"Likkutei Torah, Pekudei 2:32","Zohar, Pekudei 1:1-63:959",ויביאו את המשכן
"Likkutei Torah, Pekudei 2:32","Zohar, Pekudei 30:287-291",ויביאו את המשכן
"Likkutei Torah, Pekudei 2:33","Zohar, Bamidbar 1:1-8:77",
"Likkutei Torah, Vayikra 1:1","Zohar, Balak 45:470-480",ויקרא אל משה קלא דמלכא ולא ע״י שליחא אחרא
"Likkutei Torah, Vayikra 1:1","Zohar, Vayera 6:132-137",ויקרא אל משה ולא קאמר מאן הוה כו׳ אלא בכל הני מלאכא דברית הוה וכולא בקב״ה אתמר
"Likkutei Torah, Vayikra 1:3","Zohar, Noach 20:153-21:162",מאי מָלֵא ולא מִלָא אלא מלא ודאי דאתמליא מכולא
"Likkutei Torah, Vayikra 1:4",,
"Likkutei Torah, Vayikra 1:9",,
"Likkutei Torah, Vayikra 1:10","Zohar, Bereshit 89:298-310",אך יש א׳ מאתוון רברבן
"Likkutei Torah, Vayikra 1:12","Zohar, Emor 39:207-212",למלכא דזמין אושפיזין כו׳ תלתא אינון זמינין מקדש כו׳
"Likkutei Torah, Vayikra 1:14","Zohar, Pekudei 13:80-14:88",
"Likkutei Torah, Vayikra 1:17","Zohar, Vaera 1:8-16",
"Likkutei Torah, Vayikra 1:18","Zohar, Lech Lecha 24:260-25:266",לאחזאה דלא הוה פרודא בין עילא ותתא
"Likkutei Torah, Vayikra 1:19","Zohar, Vayera 33:494-35:506",ע״פ ומלאך פניו הושיעם
"Likkutei Torah, Vayikra 1:19","Zohar, Vayechi 72:752-73:761",ע״פ נפתלי אילה שלוחה
"Likkutei Torah, Vayikra 1:19","Zohar, Vayera 6:132-137",דויקרא אל משה הוא מלאך הברית
"Likkutei Torah, Vayikra 1:19","Zohar, Balak 6:33-41",כד איהי שליחא מלעילא וקבילת זהרא
"Likkutei Torah, Vayikra 1:25","Zohar, Noach 34:272-35:283",
"Likkutei Torah, Vayikra 1:25","Zohar, Lech Lecha 22:212-225",פי׳ פסוק זה על עסק התורה בצלו דא קב״ה כו׳ ופריו מתוקלחכי אלין מלין דאורייתא דכתיב בהו ומתוקים מדבש כו׳
"Likkutei Torah, Vayikra 1:5","Zohar, Vayikra 1:1-67:449",דתרי ענני הוו
"Likkutei Torah, Vayikra 1:5","Zohar, Vayikra 3:32-64:428",דתרי ענני הוו
"Likkutei Torah, Vayikra 3:1","Zohar, Pinchas 10:58-12:70",ועשב לעבודת האדם אלין אינון נשמותיהן דצדיקייא דההוא אדם שהוא ז״א דרכיב ושליט על בהמה דא שהיא בחינת מל׳ אכיל ואעיל לון בגויה
"Likkutei Torah, Vayikra 3:2","Zohar, Beha'alotcha 9:49-12:56",נשמתא דאמרן דא תפארת ישראל כו׳ ונשמתא לנשמתא דא איהו עתיקא קדישא וכולא חד
"Likkutei Torah, Vayikra 3:8","Zohar, Vayechi 60:597-607",כד נחית ואזיל
"Likkutei Torah, Vayikra 3:9","Zohar, Vayechi 60:607-62:618",
"Likkutei Torah, Vayikra 3:10",,
"Likkutei Torah, Vayikra 5:4","Zohar, Nasso 1:1-4",ויפח באפיו נשמת חיים
"Likkutei Torah, Vayikra 5:10",,
"Likkutei Torah, Vayikra 3:3","Zohar, Beha'alotcha 1:1-27:150",התורה היא בחינת אדם
"Likkutei Torah, Vayikra 3:3","Zohar, Beha'alotcha 13:72-16:94",התורה היא בחינת אדם
"Likkutei Torah, Vayikra 3:5","Zohar, Pinchas 1:1-129:895",מצמיח חציר לבהמה
"Likkutei Torah, Vayikra 3:5","Zohar, Pinchas 9:36-126:878",מצמיח חציר לבהמה
"Likkutei Torah, Vayikra 5:21",,
