"Sources and References on Torah Ohr, Bereshit 1:18","<b>ש""ה רבתי — לבד:</b> בבוך 1824: בלבד."
"Sources and References on Torah Ohr, Bereshit 1:19","<b>עולמים — פי' תוך דבר:</b> מובא בלקו""ת ואתחנן ו, ג."
"Sources and References on Torah Ohr, Bereshit 1:51","<b>הדום . . להגביה:</b> באוה""ת פ' בראשית א, א מציין ע""ז וז""ל: ר""ל שלא יהיו רגליה יורדות מות ע' זח""א ויחי דף רכא, ב והיינו שמשפילים א""ע בתאוות גשמיות שמזה נמשך שגם למעלה נשפל ההמשכה בהיכלות הקליפות כי יעקב חבל נחלתו כמ""ש ע""פ ואני נתתי לכם שכם אחד וז""ס גלות השכינה"" עכ""ל ע""ש. וכ""ה באוה""ת נ""ך ח""א ע' שיב."
"Sources and References on Torah Ohr, Bereshit 1:57","<b>שו""ה בבחינת — תרום ותגביה:</b> בכת""י: תגביה ותרום כנ""ל."
"Sources and References on Torah Ohr, Bereshit 1:67","<b>שו""ה וסובב — זה אביט . . אל זה אביט:</b> בכמה כת""י ליתא, ואולי זה הוספה מכ""ק אדמו""ר הצ""צ."
"Sources and References on Torah Ohr, Bereshit 1:68","<b>אך אי זה בית . . בכל מאדך שהוא בבחי מקיף:</b> באוה""ת במדבר כרך ג פ' בלק (בהוצאה חדשה) בהוספות ע' 74 מציין לכאן."
"Sources and References on Torah Ohr, Bereshit 2:5","<b>שו""ה אותם — ממש בעצמותך:</b> באוה""ת כרך ו תתרמה, א. יש הגה""ה לכאן."
"Sources and References on Torah Ohr, Bereshit 2:45","<b>וירדה ונתלבשה . . ומלבישים אותה בלבושים צואים:</b> וירידה זו היינו גם עצם הנפש ולא כחותי' לבד, וזהו שא' ומלבישים אותה בלבושים צואים, היינו שמלבישי' ר""ל גם עצם הנפש, והגם שבבחי' יחידה שבנפש אין שום פגם כלל . . י""ל שמסתלקת טרם יחטא — אוה""ת כרך ו תתרמה, ב."
"Sources and References on Torah Ohr, Bereshit 3:15","<b>ארי' שאג:</b> ע""פ עמוס ג, ח. ראה לקמן עו, ב."
"Sources and References on Torah Ohr, Bereshit 3:31","<b>כל הנשמות . . שנכללו באדה""ר:</b> בהג""ה כת""י בתו""א על הגליון מציין לעיין בלקו""ת פ' צו בד""ה ואכלתם אכול."
"Sources and References on Torah Ohr, Bereshit 3:49","<b>שו""ה הוי""ה — שאין לו גידול:</b> בתרנ""ד ע' רנז נוסף ”והוא נגד ה' אחרונה דשם הוי', וכמו אותיות שהן דוממין כו'""."
"Sources and References on Torah Ohr, Bereshit 3:50","<b>שו""ה הם — ועשבים:</b> בתרנ""ד שם ”נגד וא""ו דשם הוי' שהמדות צומחין מקטנות לגדלות כו'""."
"Sources and References on Torah Ohr, Bereshit 3:51","<b>שו""ה הם — החי' הרוחני':</b> בתרנ""ד שם: ”נגד אות ה' ראשונה דשם הוי' דבינה הוא בחי' חי כמ""ש בחוה אם כל חי"" ע""ש עוד."
"Sources and References on Torah Ohr, Bereshit 4:11","<b>שו""ה ומתדבקים — עצמותן:</b> בגוכתי""ק הצ""צ: עצמיותן."
"Sources and References on Torah Ohr, Bereshit 4:29","<b>שו""ה ולכבש:</b> בהגהת הרה""ח ר' אשר: ולכבוש."
"Sources and References on Torah Ohr, Bereshit 5:7","<b>שו""ה בחי' — יש ודבר:</b> בפרשיות ע' מה: ”יש ודבר נבדל [בכמה כת""י — נפרד] מאלקותו ית'""."
"Sources and References on Torah Ohr, Bereshit 5:59","<b>שו""ה כנר — יוכלל:</b> בגוכתי""ק: יכלה."
"Sources and References on Torah Ohr, Bereshit 6:1","<b>שו""ה תהיה — תהיה:</b> בגוכתי""ק: יהי'."
"Sources and References on Torah Ohr, Bereshit 6:6","<b>שו""ה וממנו — נעשו:</b> בגוכתי""ק: עשו."
"Sources and References on Torah Ohr, Bereshit 6:7","<b>שו""ה אבל — הדבר היה:</b> בגוכתי""ק ליתא."
"Sources and References on Torah Ohr, Bereshit 6:8","<b>שו""ה עצמו — שמה שצוה:</b> בגוכתי""ק: שאשר ציוו."
"Sources and References on Torah Ohr, Bereshit 6:9","<b>שו""ה יאכל — היה:</b> בגוכתי""ק בהכת""י ליתא."
"Sources and References on Torah Ohr, Bereshit 6:10","<b>שו""ה יאכל — ידיעה:</b> בגוכתי""ק: נגיעה."
"Sources and References on Torah Ohr, Bereshit 6:11","<b>שו""ה ואמר — ידע . . וגו':</b> בגוכתי""ק: יודע . . ליתא."
"Sources and References on Torah Ohr, Bereshit 6:12","<b>שו""ה כי — למעליותא . . שיהיה יודע:</b> בגוכתי""ק הנ""ל: למעלה . . שיהיו יודעי."
"Sources and References on Torah Ohr, Bereshit 6:13","<b>שו""ה פנימי — לו:</b> בגוכתי""ק: ולו."
"Sources and References on Torah Ohr, Bereshit 7:57","<b>לבבתני אחותי כלה:</b> שה""ש ד, ט."
"Sources and References on Torah Ohr, Bereshit 7:60","<b>שו""ה מתקבצים — ויוצאים דרך חלל הב':</b> צ""ל שהכוונה על ב' גידי' שדרך גיד אחד בא הדם ללב מהכבד וכל האברים ודרך גיד השני הולך מהלב לכל האברים — אוה""ת בראשית כרך ו תתרנח, א."
"Sources and References on Torah Ohr, Bereshit 8:29","<b>ועפ""ז . . שמחת לבו כנ""ל:</b> כל הקטע ליתא בבוך 35 [ובאוה""ת שה""ש כרך ג ע' תתקכב בכמה שינויים ע""ש], ובמקומו נמצא קטע דלהלן:<br>עוד י""ל בדרך אפשר [באוה""ת שם — בדרך אחר] שהתורה נק' רפואה דהנה כתיב כל המחלה כו' לא אשים כו' כי אני ה' רופאך והקשו אם לא אשים החולי רפואה למה, והתירוץ הוא כמו מלך ישר [באוה""ת שם — או שר] מחזיק אצלו רופא המורה לו הנהגה טובה שלא יבא לידי חולי ר""ל, וזהו נקרא ג""כ בלשון רפואה וזהו הרפואה ע""י התורה, אך אם כבר הגיע הקלקול אזי הרפואה ע""י התשובה, וב' הדרכים אמת שיש תורה ויש תורה ע""ד מעיקרא כי קעביד אינש אדעתי' דנפשי' קעביד היא רק רפואה ע""ד הב', אבל יש בחי' עוסק בתורה לשמה ואז ממשיך אור חדש ממש, [באוה""ת שם נוסף — כמ""ש ממושבותיכם תביאו כו' לכן היא רפואה] לכן רפואה כמו תשובה דכמו שתלמוד מביא לידי מעשה כך ג""כ לידי תשובה, והאור שבתורה מחזירו למוטב, וב' הבחי' אלו שבתורה נק' גשם וטל כמ""ש יערוף כמטר כו' ותיזל כטל."
"Sources and References on Torah Ohr, Noach 8:22","<b>שאין לך עשב מלמטה:</b> ב""ר פ""י, ו. זח""א רנא, א. זח""ב קעב, ב. לקמן עא, א. ועוד. וראה במאמרי אדה""א בראשית ח""א ע' סו שאף בדומם והביא ראיה מגמרא חולין מ, א לגדא דהר . . כי נפל מזל אותו ההר ע""ש.<br>וראה גם במאמרי אדה""ז על מארז""ל ע' קלה. אדה""א דברים כרך ג ע' תתמח שהמזל מקבל מהעליון הימנו כי גבוה מעל גבוה ע""ש. וע' תתעו ד""ה ויהי ביום השמיני תש""כ."
"Sources and References on Torah Ohr, Noach 9:10","<b>שו""ה למעלה — למעלה שע""י:</b> בבוך 1824 נוסף: בחי' שעבוד מלכיות שהוא: בחי'"
"Sources and References on Torah Ohr, Noach 9:12","<b>שו""ה להיות — (וזהו . . יותר כו'):</b> כנראה הוספת כ""ק הצ""צ. בבוך 1824 ליתא."
"Sources and References on Torah Ohr, Noach 9:13","<b>שו""ה המחשבות — דניידי ואזלי:</b> ראה תו""ח נח סב, ב."
"Sources and References on Torah Ohr, Noach 9:38","<b>שו""ה מאד — שר של . . אש:</b> בבוך 1824 ליתא."
