masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem
Sotah,קרבן העדה,1,1,1a,@22מתני' @11המקנא לאשתו. @33לישנא דקרא נקט וקינא את אשתו ולקמן במתני' מפרש כיצד מקנא לה:,המקנא לאשתו,JTmock Sotah 1:1:1,המקנא לאשתו רבי אליעזר אומר מקנא על פי שנים ומשקה על פי עד אחד או על פי עצמו רבי יהושע אומר מקנא על פי שנים ומשקה על פי שנים:,
Sotah,קרבן העדה,1,1,1a,"מקנא לה ע""פ שנים. אם בא להשקותה מי המרים צריך להביא שני עדים ולומר לה בפניהם אל תסתרי עם איש פלוני ואם לא קינא לה בפני שנים אינה נאסרת עליו בסתירתה ואינו משקה אותה:","מקנא לה ע""פ שנים",JTmock Sotah 1:1:1,המקנא לאשתו רבי אליעזר אומר מקנא על פי שנים ומשקה על פי עד אחד או על פי עצמו רבי יהושע אומר מקנא על פי שנים ומשקה על פי שנים:,
Sotah,קרבן העדה,1,1,1a,"ומשקה ע""פ עד א' או ע""פ עצמו. ואפי' אין עדים שנסתר' אלא עד אחד או הוא עצמו אומר ראיתיה שנסתרה אחר שקנאתי לה נאסר' בסתירה עד שתשתה שסתירת' אוסרתה עליו מספק רי""א צריך שני עדים אף לסתירתה:","ומשקה ע""פ עד א' או ע""פ עצמו",JTmock Sotah 1:1:1,המקנא לאשתו רבי אליעזר אומר מקנא על פי שנים ומשקה על פי עד אחד או על פי עצמו רבי יהושע אומר מקנא על פי שנים ומשקה על פי שנים:,
Sotah,קרבן העדה,1,1,1a,"@22גמ' @11ה""ג. @33ולא מתוך קלות ראש ולא מתוך דבר של אימה אלא מתוך מתון. וה""פ שיקנא לה בנחת ובדרך טהרה ואזהרה כדי להדריכה בדרך ישרה ולהסיר המכשול ויליף ליה מדכתי' ועבר עליו רוח קנאה היינו רוח טהרה:","ה""ג",,,
Sotah,קרבן העדה,1,1,1a,מה איתאמרת למצוה. מיבעי' ליה אם למצוה לכתחלה נאמרו הדברים שלא יקנא מתוך שחוק או אפי' לעכב שאם קינא באח' מכל הדברים אין קינויו קינוי:,מה איתאמרת למצוה,JTmock Sotah 1:1:2,כתיב (במדבר ה) ועבר עליו רוח קנאה וקנא את אשתו וגו'. שלא יקנא לה לא מתוך שחוק ולא מתוך שיחה ולא מתוך קלות ראש ולא מתוך מתון. אלא מתוך דבר של אימה. עבר וקינא לה באחד מכלה דברים הללו. מה איתאמרת למצוה. לעיכוב. אין תימר למצוה קינויו קינוי. אין תימר לעיכוב אין קינויו קינוי. אתייא כהדא כל מקום שנאמר חוקה תורה מעכב,
Sotah,קרבן העדה,1,1,1a,"ופשיט אתיא כהדא כל מקום שנא' תורה או חוקה בפרשה כל האמור בה מעכב. ובפ' סוטה נאמר זאת תורת הקנאות ש""מ דמעכב:",ופשיט אתיא כהדא כל מקום שנא' תורה,JTmock Sotah 1:1:2,כתיב (במדבר ה) ועבר עליו רוח קנאה וקנא את אשתו וגו'. שלא יקנא לה לא מתוך שחוק ולא מתוך שיחה ולא מתוך קלות ראש ולא מתוך מתון. אלא מתוך דבר של אימה. עבר וקינא לה באחד מכלה דברים הללו. מה איתאמרת למצוה. לעיכוב. אין תימר למצוה קינויו קינוי. אין תימר לעיכוב אין קינויו קינוי. אתייא כהדא כל מקום שנאמר חוקה תורה מעכב,
Sotah,קרבן העדה,1,1,1a,חובה. לקנאות את אשתו אם רואה שנסתרת עם שכיניה:,חובה,JTmock Sotah 1:1:3,"הקינוי. רבי יהושע אמר בשם רבי ליעזר חובה. רבי יושוע אמר רשות. אמר רבי לעזר בן רבי יוסי קומי רבי יסא אתייא דרבי ליעזר כבית שמאי ודרבי יהושע כבית הלל. דרבי ליעזר כבית שמאי דבית שמאי אומרים לא יגרש אדם את אשתו אלא אם כן מצא בה ערוה. מצא בה דברים כאורין לגרשה אינו יכול שלא מצא בה ערוה. לקיימה אינו יכול שמצא בה דברים כאורין. לפום כן הוא אומר חובה. והא תני משום בית שמאי אין לי אלא היוצאה משום ערוה. מניין היוצאה וראשה פרוע וצדדיה מפורמין וזרעותיה חלוצות. ת""ל (דברים כד) כי מצא בה ערות דבר. אמר רבי מנא קיימתיה בעדים. וכאן שלא בעדים.",
Sotah,קרבן העדה,1,1,1a,"ר""י. דידיה אמר רשות אם ירצה רשאי לקנאו' ואינו עובר על לא תשנא את אחיך בלבבך:","ר""י",JTmock Sotah 1:1:6,"תני ר""י בי ר' יודה אומר משום ר' ליעזר מקנא על פי עד אחד או על פי עצמו. ומשקה על פי שנים. נאמר כאן כי מצא בה ערות דבר. ואין מציאה בכל מקום אלא בעדים. מה מקיים ר' ליעזר דבר. דבר שהוא מרגיל לבא לידי ערוה. עד א' מהו שישקה. מה אם פיו שאינו זוקקו לשבועת ממון הרי הוא משקה. עד א' שהוא זוקקו לשבועת ממון לא כל שכן. קרוב מהו שישקה. מי קרוב מבעלה. עד מפי עד מהו שישקה. מה בינו לבין הקרוב. קרוב אף על פי שאינו כשר עכשיו כשר הוא לאחר זמן. עד מפי עד אינו כשר לא עכשיו ולא לאחר זמן.",
Sotah,קרבן העדה,1,1,1a,כאורין. דברי' מכוערים בפריצות כגון ראשה פרוע ושאר דברים השנויי' בסמוך:,כאורין,JTmock Sotah 1:1:6,"תני ר""י בי ר' יודה אומר משום ר' ליעזר מקנא על פי עד אחד או על פי עצמו. ומשקה על פי שנים. נאמר כאן כי מצא בה ערות דבר. ואין מציאה בכל מקום אלא בעדים. מה מקיים ר' ליעזר דבר. דבר שהוא מרגיל לבא לידי ערוה. עד א' מהו שישקה. מה אם פיו שאינו זוקקו לשבועת ממון הרי הוא משקה. עד א' שהוא זוקקו לשבועת ממון לא כל שכן. קרוב מהו שישקה. מי קרוב מבעלה. עד מפי עד מהו שישקה. מה בינו לבין הקרוב. קרוב אף על פי שאינו כשר עכשיו כשר הוא לאחר זמן. עד מפי עד אינו כשר לא עכשיו ולא לאחר זמן.",
Sotah,קרבן העדה,1,1,1a,לפום כן. לפיכך הוא אומר חובה לקנאות כדי שלא תבא לידי איסור או שיתברר על ידי מים:,לפום כן,JTmock Sotah 1:1:6,"תני ר""י בי ר' יודה אומר משום ר' ליעזר מקנא על פי עד אחד או על פי עצמו. ומשקה על פי שנים. נאמר כאן כי מצא בה ערות דבר. ואין מציאה בכל מקום אלא בעדים. מה מקיים ר' ליעזר דבר. דבר שהוא מרגיל לבא לידי ערוה. עד א' מהו שישקה. מה אם פיו שאינו זוקקו לשבועת ממון הרי הוא משקה. עד א' שהוא זוקקו לשבועת ממון לא כל שכן. קרוב מהו שישקה. מי קרוב מבעלה. עד מפי עד מהו שישקה. מה בינו לבין הקרוב. קרוב אף על פי שאינו כשר עכשיו כשר הוא לאחר זמן. עד מפי עד אינו כשר לא עכשיו ולא לאחר זמן.",
Sotah,קרבן העדה,1,1,1a,וצדדיה מפורמין. צדי בגדיה קרועין עד שנראה בשרה או חלוק':,וצדדיה מפורמין,JTmock Sotah 1:1:6,"תני ר""י בי ר' יודה אומר משום ר' ליעזר מקנא על פי עד אחד או על פי עצמו. ומשקה על פי שנים. נאמר כאן כי מצא בה ערות דבר. ואין מציאה בכל מקום אלא בעדים. מה מקיים ר' ליעזר דבר. דבר שהוא מרגיל לבא לידי ערוה. עד א' מהו שישקה. מה אם פיו שאינו זוקקו לשבועת ממון הרי הוא משקה. עד א' שהוא זוקקו לשבועת ממון לא כל שכן. קרוב מהו שישקה. מי קרוב מבעלה. עד מפי עד מהו שישקה. מה בינו לבין הקרוב. קרוב אף על פי שאינו כשר עכשיו כשר הוא לאחר זמן. עד מפי עד אינו כשר לא עכשיו ולא לאחר זמן.",
