masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem
Nedarim,קרבן העדה,1,0,1a,"@11כל כינויי נדרים וכו' @33מתני' חסורא מחסרא והכי קתני כל כינויי נדרי' כנדרים כל ידות נדרים כנדרים ואלו הן ידות האומר לחבירו מודר אני ממך וכו' אלו הן כינויי נדרים קונם קונח וכו' ידות נדרים כמו בית יד של כלי שאוחזין בו ומטלטל כולו עמו כך ידות נדרים שבהם הנדרים נאחזי' אע""פ שאינו גומר דבריו כיון שמתוכו ניכר שדעתו לידור מחשבינן ליה כאלו גמר דבריו כינויי נדרים הוא כמו המכנה שם לחבירו שאינו עיקרו של שם:",כל כינויי נדרים וכו' מתני' חסורא מחסרא,,,
Nedarim,קרבן העדה,1,0,1a,"וחרמים כחרמי'. שהאומר נכסי' אלו עלי חרק חרך חרף ה""ז כאלו אמר נכסי' אלו עלי חרם והם אסורי' עליו:",וחרמים כחרמי',JTmock Nedarim 1:1:1,כל כינויי נדרים כנדרים חרמים כחרמים שבועת כשבועות נזירות כנזירות האומר לחבירו מודר אני ממך מופרש אני ממך מרוחק אני ממך שאיני אוכל לך שאיני טועם לך אסור מנודה אני לך ר' עקיבה היה חוכך בזה להחמיר כנדרי רשעים נדר בנזיר בקרבן ובשבועה כנדרי כשרים לא אמר כלום כנדבותם נדר בנזיר ובקרבן:,
Nedarim,קרבן העדה,1,0,1a,שבועות כשבועות. כלומר כינויי שבועות כשבועה וחיילא:,שבועות כשבועות,JTmock Nedarim 1:1:1,כל כינויי נדרים כנדרים חרמים כחרמים שבועת כשבועות נזירות כנזירות האומר לחבירו מודר אני ממך מופרש אני ממך מרוחק אני ממך שאיני אוכל לך שאיני טועם לך אסור מנודה אני לך ר' עקיבה היה חוכך בזה להחמיר כנדרי רשעים נדר בנזיר בקרבן ובשבועה כנדרי כשרים לא אמר כלום כנדבותם נדר בנזיר ובקרבן:,
Nedarim,קרבן העדה,1,0,1a,"נזירות כנזירות. האומר הריני פזיח ה""ז נזיר דכינוי נזירות הוא כדתנן בסיפ' דמתני' מודר אני ממך. אם אמר אחד מלשונות הללו מודר אני ממך שאיני אוכל לך ושאיני טועם לך או מופר' אני ממך שאיני אוכל וכו' או מרוחק אני ממך שאיני אוכל הוא ידות נדרים ואסור לאכול ולטעום עמו משלו אבל אם אמר מודר אני ממך לבד משמע שלא ידבר עמו ומופרש אני ממך לבד משמע שלא ישא ויתן עמו ומרוחק אני ממך לבד משמע שלא ישב בארבע אמותיו ואינו אסור לאכול עמו אא""כ פירש ואמר עם כל אחד מלשונות הללו שאיני אוכל לך ושאיני טועם לך ומיקרי ידות נדרים אע""ג דלא גמר דיבורי' ואמר כקרבן א""נ דלא אמר אסור בהדיא:",נזירות כנזירות,JTmock Nedarim 1:1:1,כל כינויי נדרים כנדרים חרמים כחרמים שבועת כשבועות נזירות כנזירות האומר לחבירו מודר אני ממך מופרש אני ממך מרוחק אני ממך שאיני אוכל לך שאיני טועם לך אסור מנודה אני לך ר' עקיבה היה חוכך בזה להחמיר כנדרי רשעים נדר בנזיר בקרבן ובשבועה כנדרי כשרים לא אמר כלום כנדבותם נדר בנזיר ובקרבן:,
Nedarim,קרבן העדה,1,0,1a,שאיני אוכל לך. כמו איני אוכל משלך:,שאיני אוכל לך,JTmock Nedarim 1:1:1,כל כינויי נדרים כנדרים חרמים כחרמים שבועת כשבועות נזירות כנזירות האומר לחבירו מודר אני ממך מופרש אני ממך מרוחק אני ממך שאיני אוכל לך שאיני טועם לך אסור מנודה אני לך ר' עקיבה היה חוכך בזה להחמיר כנדרי רשעים נדר בנזיר בקרבן ובשבועה כנדרי כשרים לא אמר כלום כנדבותם נדר בנזיר ובקרבן:,
Nedarim,קרבן העדה,1,0,1a,הי' חוכך וכו'. כלומר מחכך שפתיו זו בזו ולא רצה לאסור בפירוש אבל הי' נראה מדעתו שהוא אוסר:,הי' חוכך וכו',JTmock Nedarim 1:1:1,כל כינויי נדרים כנדרים חרמים כחרמים שבועת כשבועות נזירות כנזירות האומר לחבירו מודר אני ממך מופרש אני ממך מרוחק אני ממך שאיני אוכל לך שאיני טועם לך אסור מנודה אני לך ר' עקיבה היה חוכך בזה להחמיר כנדרי רשעים נדר בנזיר בקרבן ובשבועה כנדרי כשרים לא אמר כלום כנדבותם נדר בנזיר ובקרבן:,
Nedarim,קרבן העדה,1,0,1a,כנדרי רשעים. הך בבא נמי פירושא דידות הוא ובגמרא מפרש לה:,כנדרי רשעים,JTmock Nedarim 1:1:1,כל כינויי נדרים כנדרים חרמים כחרמים שבועת כשבועות נזירות כנזירות האומר לחבירו מודר אני ממך מופרש אני ממך מרוחק אני ממך שאיני אוכל לך שאיני טועם לך אסור מנודה אני לך ר' עקיבה היה חוכך בזה להחמיר כנדרי רשעים נדר בנזיר בקרבן ובשבועה כנדרי כשרים לא אמר כלום כנדבותם נדר בנזיר ובקרבן:,
Nedarim,קרבן העדה,1,0,1a,כנדרי כשרים לא אמר כלום. שהכשרים יראי' מלנדור ולומר הרי עלי קרבן שלא לעבור על בל תאחר וגם אינן נודרי' בנזי' פן יכשלו בנדרם גם נזהרים שלא להוציא שבוע' מפיה' הלכך לא אמר כלום:,כנדרי כשרים לא אמר כלום,JTmock Nedarim 1:1:1,כל כינויי נדרים כנדרים חרמים כחרמים שבועת כשבועות נזירות כנזירות האומר לחבירו מודר אני ממך מופרש אני ממך מרוחק אני ממך שאיני אוכל לך שאיני טועם לך אסור מנודה אני לך ר' עקיבה היה חוכך בזה להחמיר כנדרי רשעים נדר בנזיר בקרבן ובשבועה כנדרי כשרים לא אמר כלום כנדבותם נדר בנזיר ובקרבן:,
Nedarim,קרבן העדה,1,0,1a,"וכנדבות'. אם אמר כנדבת כשרים הריני נזיר וה""ז קרבן אם אוכל ככר זה ואכלה ה""ז נזיר וחייב בקרבן שהכשרים פעמים נודרי' בנזי' לאפרושי מאיסור' ומתנדבי' קרבן שמביאין קרבנן לפתח העזרה ומקדישין אותן שם שלא יבואו בהם לידי מכשול ונדבה היא כשאומר הרי זו ונדר האומר הרי עלי לפיכך הכשרים מתנדבים אבל אינן נודרים כי היכי דלא ליתו לידי תקלה:",וכנדבות',,,
Nedarim,קרבן העדה,1,0,1a,גמ' איש כי ידור. נדר לה' או השבע שבועה:,גמ' איש כי ידור,JTmock Nedarim 1:1:2,"כתיב (במדבר ל) איש כי ידר. מה ת""ל נדר. אלא מיכן שכינוי נדרים כנדרים. (שם) או השבע מה ת""ל שבועה. אלא מיכן שכינויי שבועות כשבועות. (ויקרא כז) אך כל חרם מה ת""ל יחרים. אלא מיכן שכינויי חרמים כחרמים. (במדבר ו) נדר נזיר. מה ת""ל להזיר. אלא מיכן שכינויי נזירות כנזירות. עד כדון כר' עקיבה דאמר לשונות ריבויין הן. כר' ישמעאל דאמר לשונות כפולין הן והתורה דיברה כדרכה. (בראשית לא) הלוך הלכת (שם) נכסף נכספת (בראשית מ) גונב גונבתי מנלן איש כי ידר נדר לה' או השבע שבועה לאסור אסר על נפשו לא יחל דברו. מה ת""ל ככל היוצא מפיו יעשה. אלא מיכן שכינויי נדרים כנדרים. וכינויי שבועה כשבועה. ומניין שכינויי נזירות כנזירות נדר נדר. מה נדר שנאמר להלן כינויי שבועה כשבועה אף נדר שנאמר כאן כינוי נזירות כנזירות.",
Nedarim,קרבן העדה,1,0,1a,"מה ת""ל נדר. דבכי ידור סגי:","מה ת""ל נדר",JTmock Nedarim 1:1:2,"כתיב (במדבר ל) איש כי ידר. מה ת""ל נדר. אלא מיכן שכינוי נדרים כנדרים. (שם) או השבע מה ת""ל שבועה. אלא מיכן שכינויי שבועות כשבועות. (ויקרא כז) אך כל חרם מה ת""ל יחרים. אלא מיכן שכינויי חרמים כחרמים. (במדבר ו) נדר נזיר. מה ת""ל להזיר. אלא מיכן שכינויי נזירות כנזירות. עד כדון כר' עקיבה דאמר לשונות ריבויין הן. כר' ישמעאל דאמר לשונות כפולין הן והתורה דיברה כדרכה. (בראשית לא) הלוך הלכת (שם) נכסף נכספת (בראשית מ) גונב גונבתי מנלן איש כי ידר נדר לה' או השבע שבועה לאסור אסר על נפשו לא יחל דברו. מה ת""ל ככל היוצא מפיו יעשה. אלא מיכן שכינויי נדרים כנדרים. וכינויי שבועה כשבועה. ומניין שכינויי נזירות כנזירות נדר נדר. מה נדר שנאמר להלן כינויי שבועה כשבועה אף נדר שנאמר כאן כינוי נזירות כנזירות.",
Nedarim,קרבן העדה,1,0,1a,"אלא מכאן שכינויי נדרים וכו'. דנדר משמע בכל לשון שנדר ה""ז נדר גמור א""נ מיתורא דקרא קדריש וכ""נ:",אלא מכאן שכינויי נדרים וכו',JTmock Nedarim 1:1:2,"כתיב (במדבר ל) איש כי ידר. מה ת""ל נדר. אלא מיכן שכינוי נדרים כנדרים. (שם) או השבע מה ת""ל שבועה. אלא מיכן שכינויי שבועות כשבועות. (ויקרא כז) אך כל חרם מה ת""ל יחרים. אלא מיכן שכינויי חרמים כחרמים. (במדבר ו) נדר נזיר. מה ת""ל להזיר. אלא מיכן שכינויי נזירות כנזירות. עד כדון כר' עקיבה דאמר לשונות ריבויין הן. כר' ישמעאל דאמר לשונות כפולין הן והתורה דיברה כדרכה. (בראשית לא) הלוך הלכת (שם) נכסף נכספת (בראשית מ) גונב גונבתי מנלן איש כי ידר נדר לה' או השבע שבועה לאסור אסר על נפשו לא יחל דברו. מה ת""ל ככל היוצא מפיו יעשה. אלא מיכן שכינויי נדרים כנדרים. וכינויי שבועה כשבועה. ומניין שכינויי נזירות כנזירות נדר נדר. מה נדר שנאמר להלן כינויי שבועה כשבועה אף נדר שנאמר כאן כינוי נזירות כנזירות.",
Nedarim,קרבן העדה,1,0,1a,אך כל חרם. אשר יחרים איש לה':,אך כל חרם,JTmock Nedarim 1:1:2,"כתיב (במדבר ל) איש כי ידר. מה ת""ל נדר. אלא מיכן שכינוי נדרים כנדרים. (שם) או השבע מה ת""ל שבועה. אלא מיכן שכינויי שבועות כשבועות. (ויקרא כז) אך כל חרם מה ת""ל יחרים. אלא מיכן שכינויי חרמים כחרמים. (במדבר ו) נדר נזיר. מה ת""ל להזיר. אלא מיכן שכינויי נזירות כנזירות. עד כדון כר' עקיבה דאמר לשונות ריבויין הן. כר' ישמעאל דאמר לשונות כפולין הן והתורה דיברה כדרכה. (בראשית לא) הלוך הלכת (שם) נכסף נכספת (בראשית מ) גונב גונבתי מנלן איש כי ידר נדר לה' או השבע שבועה לאסור אסר על נפשו לא יחל דברו. מה ת""ל ככל היוצא מפיו יעשה. אלא מיכן שכינויי נדרים כנדרים. וכינויי שבועה כשבועה. ומניין שכינויי נזירות כנזירות נדר נדר. מה נדר שנאמר להלן כינויי שבועה כשבועה אף נדר שנאמר כאן כינוי נזירות כנזירות.",
Nedarim,קרבן העדה,1,0,1a,"מה ת""ל יחרים. דה""מ למכתב אך כל חרם לה':","מה ת""ל יחרים",JTmock Nedarim 1:1:2,"כתיב (במדבר ל) איש כי ידר. מה ת""ל נדר. אלא מיכן שכינוי נדרים כנדרים. (שם) או השבע מה ת""ל שבועה. אלא מיכן שכינויי שבועות כשבועות. (ויקרא כז) אך כל חרם מה ת""ל יחרים. אלא מיכן שכינויי חרמים כחרמים. (במדבר ו) נדר נזיר. מה ת""ל להזיר. אלא מיכן שכינויי נזירות כנזירות. עד כדון כר' עקיבה דאמר לשונות ריבויין הן. כר' ישמעאל דאמר לשונות כפולין הן והתורה דיברה כדרכה. (בראשית לא) הלוך הלכת (שם) נכסף נכספת (בראשית מ) גונב גונבתי מנלן איש כי ידר נדר לה' או השבע שבועה לאסור אסר על נפשו לא יחל דברו. מה ת""ל ככל היוצא מפיו יעשה. אלא מיכן שכינויי נדרים כנדרים. וכינויי שבועה כשבועה. ומניין שכינויי נזירות כנזירות נדר נדר. מה נדר שנאמר להלן כינויי שבועה כשבועה אף נדר שנאמר כאן כינוי נזירות כנזירות.",
