masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem
Gittin,קרבן העדה,1,1,1a,"@22מתני' @11המביא גט ממדינת הים. לאו דוקא מדינת הים דרחוק מא""י אלא סימנא בעלמא נקט כל הנך מקומות דדמיין למדינת הים שאין שיירות מצויות ואינן בדקדוקי גיטין בכלל הזה:",המביא גט ממדינת הים,JTmock Gittin 1:1:1,"המביא גט ממדינת הים צריך שיאמר בפני נכתב ובפני נתחתם רבן גמליאל אומר אף המביא מן הרקם ומן התגר ר' אליעזר אומר אפי' מכפר לודים ללוד וחכ""א אינו צריך שיאמר בפני נכתב ובפני נתחתם אלא המביא ממדינת הים והמוליך והמביא ממדינה למדינה וממדינת הים צריך שיאמר בפני נכתב ובפני נתחתם רשב""ג אומר אפי' מהגמוניא להגמוניא:",
Gittin,קרבן העדה,1,1,1a,"צריך שיאמר בפ""נ ובפ""נ. בגמרא מפרש טעמא:","צריך שיאמר בפ""נ ובפ""נ",JTmock Gittin 1:1:1,"המביא גט ממדינת הים צריך שיאמר בפני נכתב ובפני נתחתם רבן גמליאל אומר אף המביא מן הרקם ומן התגר ר' אליעזר אומר אפי' מכפר לודים ללוד וחכ""א אינו צריך שיאמר בפני נכתב ובפני נתחתם אלא המביא ממדינת הים והמוליך והמביא ממדינה למדינה וממדינת הים צריך שיאמר בפני נכתב ובפני נתחתם רשב""ג אומר אפי' מהגמוניא להגמוניא:",
Gittin,קרבן העדה,1,1,1a,"אף המביא מן הרקם ומן החגר. כיון שאינן בכלל א""י ולא שכיחי שיירות ולא גמיריה מן הרקם ומן החגר. בין קדש ובין ברד. מתרגמינן בין רקם ובין חגרא:",אף המביא מן הרקם ומן החגר,JTmock Gittin 1:1:1,"המביא גט ממדינת הים צריך שיאמר בפני נכתב ובפני נתחתם רבן גמליאל אומר אף המביא מן הרקם ומן התגר ר' אליעזר אומר אפי' מכפר לודים ללוד וחכ""א אינו צריך שיאמר בפני נכתב ובפני נתחתם אלא המביא ממדינת הים והמוליך והמביא ממדינה למדינה וממדינת הים צריך שיאמר בפני נכתב ובפני נתחתם רשב""ג אומר אפי' מהגמוניא להגמוניא:",
Gittin,קרבן העדה,1,1,1a,אפי' מכפר לודים. שהוא מחוצה לארץ:,אפי' מכפר לודים,JTmock Gittin 1:1:1,"המביא גט ממדינת הים צריך שיאמר בפני נכתב ובפני נתחתם רבן גמליאל אומר אף המביא מן הרקם ומן התגר ר' אליעזר אומר אפי' מכפר לודים ללוד וחכ""א אינו צריך שיאמר בפני נכתב ובפני נתחתם אלא המביא ממדינת הים והמוליך והמביא ממדינה למדינה וממדינת הים צריך שיאמר בפני נכתב ובפני נתחתם רשב""ג אומר אפי' מהגמוניא להגמוניא:",
Gittin,קרבן העדה,1,1,1a,"ללוד. שהיא סמוכה לה והיא מארץ ישראל נמי צריך שיאמר בפ""נ ובפ""נ אע""ג שבני לודים מצויין שם תמיד שלא חילקו בח""ל ובגמרא מפרש:",ללוד,JTmock Gittin 1:1:1,"המביא גט ממדינת הים צריך שיאמר בפני נכתב ובפני נתחתם רבן גמליאל אומר אף המביא מן הרקם ומן התגר ר' אליעזר אומר אפי' מכפר לודים ללוד וחכ""א אינו צריך שיאמר בפני נכתב ובפני נתחתם אלא המביא ממדינת הים והמוליך והמביא ממדינה למדינה וממדינת הים צריך שיאמר בפני נכתב ובפני נתחתם רשב""ג אומר אפי' מהגמוניא להגמוניא:",
Gittin,קרבן העדה,1,1,1a,מהגמוניא להגמוניא. שני הגמוניא בעיר אחת ומקפידין זה על זה:,מהגמוניא להגמוניא,JTmock Gittin 1:1:1,"המביא גט ממדינת הים צריך שיאמר בפני נכתב ובפני נתחתם רבן גמליאל אומר אף המביא מן הרקם ומן התגר ר' אליעזר אומר אפי' מכפר לודים ללוד וחכ""א אינו צריך שיאמר בפני נכתב ובפני נתחתם אלא המביא ממדינת הים והמוליך והמביא ממדינה למדינה וממדינת הים צריך שיאמר בפני נכתב ובפני נתחתם רשב""ג אומר אפי' מהגמוניא להגמוניא:",
Gittin,קרבן העדה,1,1,1a,הגמוניא. פקידות:,הגמוניא,JTmock Gittin 1:1:1,"המביא גט ממדינת הים צריך שיאמר בפני נכתב ובפני נתחתם רבן גמליאל אומר אף המביא מן הרקם ומן התגר ר' אליעזר אומר אפי' מכפר לודים ללוד וחכ""א אינו צריך שיאמר בפני נכתב ובפני נתחתם אלא המביא ממדינת הים והמוליך והמביא ממדינה למדינה וממדינת הים צריך שיאמר בפני נכתב ובפני נתחתם רשב""ג אומר אפי' מהגמוניא להגמוניא:",
Gittin,קרבן העדה,1,1,1a,"@22גמ' @11שמא חש לומר. וכי צריך לומר בפ""נ ובפ""נ בתמיה ומ""ש גט אשה שצ""ל:",שמא חש לומר,JTmock Gittin 1:1:2,"וקשיא אילו המביא שטר מתנה ממדינת הים שמא חש לומר בפני נכתב ובפני נחתם. ר' יהושע בן לוי אמר שנייא היא שאינן בקיאין בדיקדוקי גיטין. א""ר יוחנן קל היקלו עליה שלא תהא יושבת עגונה והיינו קל אינו אלא חומר שאילו לא אמר לה בפני נכתב ובפני נחתם אף את אין מתירה להינשא. א""ר יוסי חומר שהחמרתה עליה מתחילה שיהא צ""ל בפני נכתב ובפני נחתם היקלתה עליה בסוף שאם בא ועירער עררו בטל. רבי מנא סבר מימר בערר שחוץ לגופו אבל בערר שבגופו בערר שאין בו ממש. אפילו בערר שיש בו ממש. אמר ר' יוסי בי ר' בון מכיון דתימר דטעמא חומר שהחמרתה עליה מתחילה שיהא צריך לומר בפני נחתם היקלתה עליה בסוף שאם בא וערר עררו בטל. הווי לא שנייא הוא ערר שחוץ לגופו. הוא ערר שבגופו. הוא ערר שאין בו ממש הוא ערר שיש בו ממש. וחש לומר שמא חתמו בעדים פסולין. א""ר אבון אינו חשוד לקלקלה בידי שמים. בבית דין הוא חשוד לקללה שמתוך שהוא יודע שאם בא וערר עררו בטל אף הוא מחתמו בעדים כשרין.",
Gittin,קרבן העדה,1,1,1a,"שנייא היא. שאני גט אשה שאין בני ח""ל בקיאין בדקדוקי גיטין ומתוך שהצריכו שיהיה השליח אצל הכתיבה והחתימה ממילא יחקרו הב""ד שניתן הגט בפניהם את השליח אם נכתב ונחתם כראוי בכל משפטיו ודקדוקיו:",שנייא היא,JTmock Gittin 1:1:2,"וקשיא אילו המביא שטר מתנה ממדינת הים שמא חש לומר בפני נכתב ובפני נחתם. ר' יהושע בן לוי אמר שנייא היא שאינן בקיאין בדיקדוקי גיטין. א""ר יוחנן קל היקלו עליה שלא תהא יושבת עגונה והיינו קל אינו אלא חומר שאילו לא אמר לה בפני נכתב ובפני נחתם אף את אין מתירה להינשא. א""ר יוסי חומר שהחמרתה עליה מתחילה שיהא צ""ל בפני נכתב ובפני נחתם היקלתה עליה בסוף שאם בא ועירער עררו בטל. רבי מנא סבר מימר בערר שחוץ לגופו אבל בערר שבגופו בערר שאין בו ממש. אפילו בערר שיש בו ממש. אמר ר' יוסי בי ר' בון מכיון דתימר דטעמא חומר שהחמרתה עליה מתחילה שיהא צריך לומר בפני נחתם היקלתה עליה בסוף שאם בא וערר עררו בטל. הווי לא שנייא הוא ערר שחוץ לגופו. הוא ערר שבגופו. הוא ערר שאין בו ממש הוא ערר שיש בו ממש. וחש לומר שמא חתמו בעדים פסולין. א""ר אבון אינו חשוד לקלקלה בידי שמים. בבית דין הוא חשוד לקללה שמתוך שהוא יודע שאם בא וערר עררו בטל אף הוא מחתמו בעדים כשרין.",
Gittin,קרבן העדה,1,1,1a,"קל היקלו עליה וכו'. פליג אריב""ל וסובר שאין הטעם משום שאינן בקיאין בגיטין אלא לטובתה שלא תהא יושבת עגונה תקנו שיהא צ""ל בפ""נ ובפ""נ:",קל היקלו עליה וכו',JTmock Gittin 1:1:2,"וקשיא אילו המביא שטר מתנה ממדינת הים שמא חש לומר בפני נכתב ובפני נחתם. ר' יהושע בן לוי אמר שנייא היא שאינן בקיאין בדיקדוקי גיטין. א""ר יוחנן קל היקלו עליה שלא תהא יושבת עגונה והיינו קל אינו אלא חומר שאילו לא אמר לה בפני נכתב ובפני נחתם אף את אין מתירה להינשא. א""ר יוסי חומר שהחמרתה עליה מתחילה שיהא צ""ל בפני נכתב ובפני נחתם היקלתה עליה בסוף שאם בא ועירער עררו בטל. רבי מנא סבר מימר בערר שחוץ לגופו אבל בערר שבגופו בערר שאין בו ממש. אפילו בערר שיש בו ממש. אמר ר' יוסי בי ר' בון מכיון דתימר דטעמא חומר שהחמרתה עליה מתחילה שיהא צריך לומר בפני נחתם היקלתה עליה בסוף שאם בא וערר עררו בטל. הווי לא שנייא הוא ערר שחוץ לגופו. הוא ערר שבגופו. הוא ערר שאין בו ממש הוא ערר שיש בו ממש. וחש לומר שמא חתמו בעדים פסולין. א""ר אבון אינו חשוד לקלקלה בידי שמים. בבית דין הוא חשוד לקללה שמתוך שהוא יודע שאם בא וערר עררו בטל אף הוא מחתמו בעדים כשרין.",
