masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem
Makkot,קרבן העדה,1,1,1a,@11כיצד העדים נעשים זוממין. תנא קאי אהא דסיים במתני' סוף סנהדרין שכל הזוממין מקדימין לאותה מיתה חוץ מזוממי בת כהן אין עושין בהן דין הזמה ממש שאין נהרגין במיתת הנדון אבל דמיא במקצת שבאו להרוג ונהרגין. ויש עוד זוממין אחרים שאין עונשין אותן כלל במה שזממו לעשות אלא עונש אחר דהיינו מלקות ארבעים וקאמר עדים שאין מקיימין בהן ועשיתם לו כאשר זמם לעשות לאחיו כיצד הן נעשין זוממין:,כיצד העדים נעשים זוממין,JTmock Makkot 1:1:1,כיצד העדים נעשים זוממין מעידים אנו באיש פלוני שהוא בן גרושה או בן חלוצה אין אומרין ייעשה זה בן גרושה או בן חלוצה תחתיו אלא לוקה ארבעים מעידים אנו באיש פלוני שהוא חייב גלות אין אומרים יגלה זה תחתיו אלא לוקה ארבעים מעידין אנו באיש פלוני שגירש את אשתו ולא נתן לה כתובתה והלא בין היום בין למחר סופו ליתן לה כתובתה אלא אומדים כמה אדם רוצה ליתן בכתובתה של זו שאם נתאלמנה או נתגרשה ואם מתה יירשנה בעלה:,
Makkot,קרבן העדה,1,1,1a,מעידים אנו באיש פלוני. כהן:,מעידים אנו באיש פלוני,JTmock Makkot 1:1:1,כיצד העדים נעשים זוממין מעידים אנו באיש פלוני שהוא בן גרושה או בן חלוצה אין אומרין ייעשה זה בן גרושה או בן חלוצה תחתיו אלא לוקה ארבעים מעידים אנו באיש פלוני שהוא חייב גלות אין אומרים יגלה זה תחתיו אלא לוקה ארבעים מעידין אנו באיש פלוני שגירש את אשתו ולא נתן לה כתובתה והלא בין היום בין למחר סופו ליתן לה כתובתה אלא אומדים כמה אדם רוצה ליתן בכתובתה של זו שאם נתאלמנה או נתגרשה ואם מתה יירשנה בעלה:,
Makkot,קרבן העדה,1,1,1a,שהוא בן גרושה. בפנינו נתגרשה אמו קודם שנוצר והרי הוא חלל:,שהוא בן גרושה,JTmock Makkot 1:1:1,כיצד העדים נעשים זוממין מעידים אנו באיש פלוני שהוא בן גרושה או בן חלוצה אין אומרין ייעשה זה בן גרושה או בן חלוצה תחתיו אלא לוקה ארבעים מעידים אנו באיש פלוני שהוא חייב גלות אין אומרים יגלה זה תחתיו אלא לוקה ארבעים מעידין אנו באיש פלוני שגירש את אשתו ולא נתן לה כתובתה והלא בין היום בין למחר סופו ליתן לה כתובתה אלא אומדים כמה אדם רוצה ליתן בכתובתה של זו שאם נתאלמנה או נתגרשה ואם מתה יירשנה בעלה:,
Makkot,קרבן העדה,1,1,1a,"אין אומרים. אם הוזמו והם כהנים יעשה זה בן גרושה לקיים בו כאשר זמם דכתיב ועשיתם לו כאשר זמם לו ולא לזרעו ואם תעשהו חלל והוא כהן פסלת זרעו לעולם וכ""ת נפסול אותו לבדו ולא לזרעו בעינן כאשר זמם לעשות וליכא שהרי הוא זמם לפסול הנדון ואת זרעו:",אין אומרים,JTmock Makkot 1:1:1,כיצד העדים נעשים זוממין מעידים אנו באיש פלוני שהוא בן גרושה או בן חלוצה אין אומרין ייעשה זה בן גרושה או בן חלוצה תחתיו אלא לוקה ארבעים מעידים אנו באיש פלוני שהוא חייב גלות אין אומרים יגלה זה תחתיו אלא לוקה ארבעים מעידין אנו באיש פלוני שגירש את אשתו ולא נתן לה כתובתה והלא בין היום בין למחר סופו ליתן לה כתובתה אלא אומדים כמה אדם רוצה ליתן בכתובתה של זו שאם נתאלמנה או נתגרשה ואם מתה יירשנה בעלה:,
Makkot,קרבן העדה,1,1,1a,בן חלוצה. והוא חלל מדרבנן:,בן חלוצה,JTmock Makkot 1:1:1,כיצד העדים נעשים זוממין מעידים אנו באיש פלוני שהוא בן גרושה או בן חלוצה אין אומרין ייעשה זה בן גרושה או בן חלוצה תחתיו אלא לוקה ארבעים מעידים אנו באיש פלוני שהוא חייב גלות אין אומרים יגלה זה תחתיו אלא לוקה ארבעים מעידין אנו באיש פלוני שגירש את אשתו ולא נתן לה כתובתה והלא בין היום בין למחר סופו ליתן לה כתובתה אלא אומדים כמה אדם רוצה ליתן בכתובתה של זו שאם נתאלמנה או נתגרשה ואם מתה יירשנה בעלה:,
Makkot,קרבן העדה,1,1,1a,"אלא לוקה ארבעים. דאמר קרא והצדיקו את הצדיק והרשיעו את הרשע והיה אם בן הכות הרשע משום דהרשיעו את הרשע והיה אם בן הכות הרשע בתמיה וכי כל היכא דהצדיקו הב""ד את הצדיק והרשיעו את הרשע איכא מלקות דקאמר קרא והצדיקו וגו' והיה אם בן כו' אלא על כרחך והצדיקו אעדים קאי וה""ק עדים שהרשיעו את הצדיק ואתו עדי אחריני והצדיקו את הצדיק דמעיקרא ושינהו להנך רשעים והיה אם בן הכות הרשע אם אינך יכול לקיים ביה דין הזמה גמורה כגון עדי גרושה וגלות והפילו השופט והכהו:",אלא לוקה ארבעים,JTmock Makkot 1:1:1,כיצד העדים נעשים זוממין מעידים אנו באיש פלוני שהוא בן גרושה או בן חלוצה אין אומרין ייעשה זה בן גרושה או בן חלוצה תחתיו אלא לוקה ארבעים מעידים אנו באיש פלוני שהוא חייב גלות אין אומרים יגלה זה תחתיו אלא לוקה ארבעים מעידין אנו באיש פלוני שגירש את אשתו ולא נתן לה כתובתה והלא בין היום בין למחר סופו ליתן לה כתובתה אלא אומדים כמה אדם רוצה ליתן בכתובתה של זו שאם נתאלמנה או נתגרשה ואם מתה יירשנה בעלה:,
Makkot,קרבן העדה,1,1,1a,אין אומרים יגלה זה. דכתיב ברוצח הוא ינוס הוא ולא זזממיו:,אין אומרים יגלה זה,JTmock Makkot 1:1:1,כיצד העדים נעשים זוממין מעידים אנו באיש פלוני שהוא בן גרושה או בן חלוצה אין אומרין ייעשה זה בן גרושה או בן חלוצה תחתיו אלא לוקה ארבעים מעידים אנו באיש פלוני שהוא חייב גלות אין אומרים יגלה זה תחתיו אלא לוקה ארבעים מעידין אנו באיש פלוני שגירש את אשתו ולא נתן לה כתובתה והלא בין היום בין למחר סופו ליתן לה כתובתה אלא אומדים כמה אדם רוצה ליתן בכתובתה של זו שאם נתאלמנה או נתגרשה ואם מתה יירשנה בעלה:,
Makkot,קרבן העדה,1,1,1a,שגרש את אשתו. בפנינו ביום פלוני וזה אומר לא גרשתיה ואיני חייב לה כתובה ונמצאו זוממים:,שגרש את אשתו,JTmock Makkot 1:1:1,כיצד העדים נעשים זוממין מעידים אנו באיש פלוני שהוא בן גרושה או בן חלוצה אין אומרין ייעשה זה בן גרושה או בן חלוצה תחתיו אלא לוקה ארבעים מעידים אנו באיש פלוני שהוא חייב גלות אין אומרים יגלה זה תחתיו אלא לוקה ארבעים מעידין אנו באיש פלוני שגירש את אשתו ולא נתן לה כתובתה והלא בין היום בין למחר סופו ליתן לה כתובתה אלא אומדים כמה אדם רוצה ליתן בכתובתה של זו שאם נתאלמנה או נתגרשה ואם מתה יירשנה בעלה:,
Makkot,קרבן העדה,1,1,1a,והלא בין היום ובין למחר. כלומר מה ישלמו לו אם תאמר כל הכתובה הרי אפשר שימות או יגרשנה היום או למחר וסופו ליתן לה כתובה נמצא לא הפסידו כלום:,והלא בין היום ובין למחר,JTmock Makkot 1:1:1,כיצד העדים נעשים זוממין מעידים אנו באיש פלוני שהוא בן גרושה או בן חלוצה אין אומרין ייעשה זה בן גרושה או בן חלוצה תחתיו אלא לוקה ארבעים מעידים אנו באיש פלוני שהוא חייב גלות אין אומרים יגלה זה תחתיו אלא לוקה ארבעים מעידין אנו באיש פלוני שגירש את אשתו ולא נתן לה כתובתה והלא בין היום בין למחר סופו ליתן לה כתובתה אלא אומדים כמה אדם רוצה ליתן בכתובתה של זו שאם נתאלמנה או נתגרשה ואם מתה יירשנה בעלה:,
Makkot,קרבן העדה,1,1,1a,אומדים כמה אדם רוצה ליתן בכתובתה של זו. מספק שאם נתאלמנה או נתגרשה יטלנו לוקח ואם מתה יירשנה בעלה ויפסיד מעותיו שנתן וכך יתנו העדים להבעל:,אומדים כמה אדם רוצה ליתן בכתובתה של,JTmock Makkot 1:1:1,כיצד העדים נעשים זוממין מעידים אנו באיש פלוני שהוא בן גרושה או בן חלוצה אין אומרין ייעשה זה בן גרושה או בן חלוצה תחתיו אלא לוקה ארבעים מעידים אנו באיש פלוני שהוא חייב גלות אין אומרים יגלה זה תחתיו אלא לוקה ארבעים מעידין אנו באיש פלוני שגירש את אשתו ולא נתן לה כתובתה והלא בין היום בין למחר סופו ליתן לה כתובתה אלא אומדים כמה אדם רוצה ליתן בכתובתה של זו שאם נתאלמנה או נתגרשה ואם מתה יירשנה בעלה:,
Makkot,קרבן העדה,1,1,1a,"@22גמ' @11ה""ג הכל היה בכלל כו' את שאת יכול לקיים בו ועשיתם לו כאשר זמם כו' אין את מקיים בו לא תענה ואת שאין את יכול לקיים בו ועשיתם לו כו' את מקיים בו לא תענה כו'. וה""פ הא דתנן במתני' עדים המעידים שהוא בן גרושה לוקין היינו משום לאו דלא תענה וכ""ת א""כ כל הזוממים ילקו משום לא תענה לכך קאמר ריב""ח אע""ג דהבל היה בכלל לא תענה מ""מ גלי לן קרא ועשיתם ללמד במקום שאפשר לקיים ועשיתם אין את מקיים לא תענה כלומר אינו לוקה אבל היכא שאי אפשר לקיים הזמה ממש לוקה משם לא תענה:","ה""ג הכל היה בכלל כו' את שאת",JTmock Makkot 1:1:2,"א""ר יוסי בן חנינה הכל היה בכלל לא תענה ברעך עד שקר יצא ועשיתם לו כאשר זמם לעשות לאחיו את שאת יכול לקיים בו ועשיתם לו כאשר זמם וגו' את מקיים בו לא תענה ואת שאין את יכול לקיים בו ועשיתם לו כאשר זמם לעשות לאחיו אין את מקיים בו לא תענה ברעך דבר אחר ועשיתם לו לא לזרעו",
