masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem
Shekalim,קרבן העדה,1,1,1a,"@22מתני' @11באחד באדר משמיעין על השקלים. @33ב""ד שולחין בכל ערי ישראל ומכריזין שיביאו תקליהם ולמה באחד באדר מפרש בגמ' ועל הכלאים. מכריזין שימעטו הזרע האחר עד שלא ישאר בו רובע קב לסאה:",באחד באדר משמיעין על השקלים,JTmock Shekalim 1:1:1,באחד באדר משמיעין על השקלים ועל הכלאים ובחמשה עשר בו קורין את המגילה בכרכים ומתקנין את הדרכים ואת הרחובות ואת מקוות המים ועשין כל צורכי הרבים ומציין &lt;על&gt; את הקברות ויוצאין אף על,
Shekalim,קרבן העדה,1,1,1a,"בט""ו בו קורין את המגילה בכרכים המוקפין חומה מימות יהושע בן נון איידי דבעי למתני דבט""ו באדר שלחנות יושבים במדינות תני נמי כל מה שהיו עושין בו ביום ולהכי לא תני שבי""ד קורין את המגילה בשאר עיירות דלא חש למתני מה שנעשה בכל החדש:","בט""ו בו קורין את המגילה בכרכים המוקפין",JTmock Shekalim 1:1:1,באחד באדר משמיעין על השקלים ועל הכלאים ובחמשה עשר בו קורין את המגילה בכרכים ומתקנין את הדרכים ואת הרחובות ואת מקוות המים ועשין כל צורכי הרבים ומציין &lt;על&gt; את הקברות ויוצאין אף על,
Shekalim,קרבן העדה,1,1,1a,"ומתקנין את הדרכים ואת הרחובות. והשווקים שנתקלקלו בימות הגשמים בשביל עולי רגלים א""נ בשביל הרוצחים בשגגה כדכתיב תכין לך הדרך:",ומתקנין את הדרכים ואת הרחובות,JTmock Shekalim 1:1:1,באחד באדר משמיעין על השקלים ועל הכלאים ובחמשה עשר בו קורין את המגילה בכרכים ומתקנין את הדרכים ואת הרחובות ואת מקוות המים ועשין כל צורכי הרבים ומציין &lt;על&gt; את הקברות ויוצאין אף על,
Shekalim,קרבן העדה,1,1,1a,ואת מקוות המים. אם נתרבה בהם טיט מנקין אותן ואם נחסר שיעורן ממשיכין להן מים וממלאין אותן:,ואת מקוות המים,JTmock Shekalim 1:1:1,באחד באדר משמיעין על השקלים ועל הכלאים ובחמשה עשר בו קורין את המגילה בכרכים ומתקנין את הדרכים ואת הרחובות ואת מקוות המים ועשין כל צורכי הרבים ומציין &lt;על&gt; את הקברות ויוצאין אף על,
Shekalim,קרבן העדה,1,1,1a,כל צרכי רבים. מפרש בגמרא:,כל צרכי רבים,JTmock Shekalim 1:1:1,באחד באדר משמיעין על השקלים ועל הכלאים ובחמשה עשר בו קורין את המגילה בכרכים ומתקנין את הדרכים ואת הרחובות ואת מקוות המים ועשין כל צורכי הרבים ומציין &lt;על&gt; את הקברות ויוצאין אף על,
Shekalim,קרבן העדה,1,1,1a,ומציינין את הקברות. שלא יאהילו עליהם הכהנים ועושי טהרות והציון הוא שממחים סיד ושופכין אותו סביב הקבר ובימות הגשמים היה הסיד נמוח וצריך לחזור ולציינו:,ומציינין את הקברות,JTmock Shekalim 1:1:1,באחד באדר משמיעין על השקלים ועל הכלאים ובחמשה עשר בו קורין את המגילה בכרכים ומתקנין את הדרכים ואת הרחובות ואת מקוות המים ועשין כל צורכי הרבים ומציין &lt;על&gt; את הקברות ויוצאין אף על,
Shekalim,קרבן העדה,1,1,1a,"@22גמ' @11בעונתן. @33בזמנן קודם ר""ח ניסן כדי שיכולין לתרום תרומת הלשכה שממנה לוקחין קרבנות לצרכי השנה הבא מניסן ואילך ולכך משמיעין באחד באדר שלשים יום קודם:",בעונתן,,,
Shekalim,קרבן העדה,1,1,1a,"תרומת הלשכה. היא התרומה שתורמין מן הלשכה שנתנו בתוכה כל השקלים כדתנן לקמן פ""ג:",תרומת הלשכה,JTmock Shekalim 1:1:2,"הכלאים: ולמה באחד באדר כדי שיביאו ישראל את שקליהן בעונן ותיתרם תרומת הלשכה מן החדשה בזמנה באחד בניסן רבי שמואל בר רב יצחק תרומת הלשכה כתחלתה דכתיב (שמות מ) ויהי בחדש הראשון בשנה השנית באחד לחדש הוקם המשכן ותני עלה ביום שהוקם המשכן בו ביום נתרמה התרומה רבי טבי רבי יאשיה בשם כהנא נאמר כאן (במדבר כח) חדשי ונאמר להלן (במדבר כח) חדשי מה חדשי שנאמר להלן אין מונין אלא מניסן אף חדשי שנאמר כאן אין מונין אלא מניסן א""ר יונה שבק רבי טבי ראשה דמתניתא ואמר סופה דל כן כהדא דתני (במדבר כח) זאת עולת חדש בחדשו יכול יהא תורם בכל חדש וחדש ת""ל בחדשו לחדשי &lt;השנה&gt; בחודש א' הוא תורם לכל חדשי השנה יכול באיזה חדש שירצה נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן אין מונין אלא מניסן אף חדשי שנאמר כאן אין מונין אלא",
Shekalim,קרבן העדה,1,1,1a,"ואמר ר""ש בר""י. דהיינו טעמא דתורמין הלשכה דוקא בר""ח ניסן:","ואמר ר""ש בר""י",JTmock Shekalim 1:1:2,"הכלאים: ולמה באחד באדר כדי שיביאו ישראל את שקליהן בעונן ותיתרם תרומת הלשכה מן החדשה בזמנה באחד בניסן רבי שמואל בר רב יצחק תרומת הלשכה כתחלתה דכתיב (שמות מ) ויהי בחדש הראשון בשנה השנית באחד לחדש הוקם המשכן ותני עלה ביום שהוקם המשכן בו ביום נתרמה התרומה רבי טבי רבי יאשיה בשם כהנא נאמר כאן (במדבר כח) חדשי ונאמר להלן (במדבר כח) חדשי מה חדשי שנאמר להלן אין מונין אלא מניסן אף חדשי שנאמר כאן אין מונין אלא מניסן א""ר יונה שבק רבי טבי ראשה דמתניתא ואמר סופה דל כן כהדא דתני (במדבר כח) זאת עולת חדש בחדשו יכול יהא תורם בכל חדש וחדש ת""ל בחדשו לחדשי &lt;השנה&gt; בחודש א' הוא תורם לכל חדשי השנה יכול באיזה חדש שירצה נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן אין מונין אלא מניסן אף חדשי שנאמר כאן אין מונין אלא",
Shekalim,קרבן העדה,1,1,1a,"כתחלתה. כמו שהיתה תרומה ראשונה בשעה שהוקם המשכן שהיתה בר""ח ניסן כן לדורות נמי מר""ח ניסן מתחילין לתרום מן החדש:",כתחלתה,JTmock Shekalim 1:1:2,"הכלאים: ולמה באחד באדר כדי שיביאו ישראל את שקליהן בעונן ותיתרם תרומת הלשכה מן החדשה בזמנה באחד בניסן רבי שמואל בר רב יצחק תרומת הלשכה כתחלתה דכתיב (שמות מ) ויהי בחדש הראשון בשנה השנית באחד לחדש הוקם המשכן ותני עלה ביום שהוקם המשכן בו ביום נתרמה התרומה רבי טבי רבי יאשיה בשם כהנא נאמר כאן (במדבר כח) חדשי ונאמר להלן (במדבר כח) חדשי מה חדשי שנאמר להלן אין מונין אלא מניסן אף חדשי שנאמר כאן אין מונין אלא מניסן א""ר יונה שבק רבי טבי ראשה דמתניתא ואמר סופה דל כן כהדא דתני (במדבר כח) זאת עולת חדש בחדשו יכול יהא תורם בכל חדש וחדש ת""ל בחדשו לחדשי &lt;השנה&gt; בחודש א' הוא תורם לכל חדשי השנה יכול באיזה חדש שירצה נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן אין מונין אלא מניסן אף חדשי שנאמר כאן אין מונין אלא",
