masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem
Eruvin,קרבן העדה,1,1,1a,"@22מתני' @11מבוי. @33מלשון מבוא העיר והוא חלל המוקף ג' מחיצות ואין בו כותל רביעי הוא הנקרא מבוי שאינו מפולש או שאינו רחב ט""ז חמה והוא הנקרא מבוי קצר ומדאורייתא רה""י גמורה היא אלא שחששו חכמים כיון שראשו אחד פתוח לרה""ר או לכרמלית דלמא אתי למיטעי ולמשרא רה""ר גמורה לטלטל בו א""נ דלמא אתי לטלטולי מרה""ר לתוכו כיון שנפרץ במילואו לרה""ר לפיכך הצריכו לעשות היכרא בלחי או להניח קורה רחבה טפח על כותל המבוי להודיע ששתי רשויות הם:",מבוי,JTmock Eruvin 1:1:1,"מבוי שהוא גבוה מעשרים אמה ימעט רבי יהודה אומר אינו צריך והרחב מעשר אמות ימעט אם יש לו צורת פתח אף ע""פ שהוא רחב מעשר אמות אינו צריך למעט:",
Eruvin,קרבן העדה,1,1,1a,שהוא גבוה מעשרים אמה ימעט. דקים להו לרבנן דעד כ' אמה שלטא ביה עינא לפיכך אם מקרקע המבוי עד הקורה כ' אמה כשר ואם יש לחלל כ' אמה ומשהו צריך למעט גבהו ולהעמידו עד כ' דאז שלטא ביה עינא:,שהוא גבוה מעשרים אמה ימעט,JTmock Eruvin 1:1:1,"מבוי שהוא גבוה מעשרים אמה ימעט רבי יהודה אומר אינו צריך והרחב מעשר אמות ימעט אם יש לו צורת פתח אף ע""פ שהוא רחב מעשר אמות אינו צריך למעט:",
Eruvin,קרבן העדה,1,1,1a,"אינו צריך. למעט דס""ל לאו לשום היכרא בעלמא הותקנה קורה אלא לשם מחיצה דאמרי' פי תקרה יורד וסותם וכיון דהכי הוא מה לי תוך כ' מה לי למעלה מכ':",אינו צריך,JTmock Eruvin 1:1:1,"מבוי שהוא גבוה מעשרים אמה ימעט רבי יהודה אומר אינו צריך והרחב מעשר אמות ימעט אם יש לו צורת פתח אף ע""פ שהוא רחב מעשר אמות אינו צריך למעט:",
Eruvin,קרבן העדה,1,1,1a,"הרחב מעשר אמות ימעט. דזהו שיעור רוחב סתם פתחים וטפי מהכי לא מיקרי פתח אלא פירצה ולא יועיל היכרא דאנן פתח בעינן אח""כ יש לו צורת הפתח לחי מכאן ולחי מכאן וקנה על גביהן ור""י פליג נמי בסיפא:",הרחב מעשר אמות ימעט,JTmock Eruvin 1:1:1,"מבוי שהוא גבוה מעשרים אמה ימעט רבי יהודה אומר אינו צריך והרחב מעשר אמות ימעט אם יש לו צורת פתח אף ע""פ שהוא רחב מעשר אמות אינו צריך למעט:",
Eruvin,קרבן העדה,1,1,1a,"@22גמ' @11ר' יוסה א""ל. @33להך שמעתתא דבסמוך במאי פליגי ר""י ורבנן: סתם. ולא אמרה בשם רב: רבי אחא. אמרה משמיה דרב: רבנן ילפין לה. לגובה הסוכה והמבוי: מפתחו של היכל. דתנן פתחו של היכל גבהו כ' אמה וכתיב פתח אהל מועד דהיינו היכל ש""מ דגובה עשרים אמה איקרי פתח: ור""י יליף לה מפתחו של אולם. שהי' ארבעים אמה דכתיב *) אל פתח אולם ופתח הבית:","ר' יוסה א""ל",JTmock Eruvin 1:1:2,"ר' יוסה אמר לה סתם רבי אחא בשם רב רבנן ילפין לה מפתחו של היכל ורבי יודה יליף לה מפתח האולם אם מפתח האולם דייו ארבעים אמה דתנינן תמן פתח האולם גבוה ארבעים אמה ורוחב עשרים אמר תני רבי חייה אפילו ארבעים חמשים אמה תני בר קפרא אפילו מאה אמה א""ר אבין ר' יודה כדעתיה ורבנן כדעתהון דתנינן תמן וכן גשרים המפולשין מטלטלין תחתיהן בשבת דברי רבי יודה וחכמים אוסרין היך מה דתימר תמן את רואה את המלתירה כולו יורדת וסותמת אוף הכא את רואה את התיקרה כולו יורדת וסותמת הוא דעתיה דר' יודה בסוכה הוא דעתיה במבוי הוא דעתהון דרבנן בסוכה הוא דעתהון במבוי ולא דמייא יש דברים כשירים בסוכה ופסולין במבוי כשירין במבוי ופסולין בסוכה דוקרנין כשירין בסוכה ופסולין במבוי ותני כן הביא ארבעה דוקרנין וסיכך על גביהן סוכה כשירה מבוי פסול הדא דתימר בגבוהין ג' למעלה מכותלי המבוי אבל אם אינן גבוהין ג' מכותלי המבוי כשר בשאין בהן רוחב ארבעה אבל אם יש בהן רוחב ארבעה אפילו גבוהין כמה כשר דפנות כשירות בסוכה ופסולות במבוי ותני כן שתים כהילכתן ושלישית אפי' טפח כשר רבי חייה בשם ר' יוחנן שתים של ארבעה ארבעה טפחים ושלישית אפילו טפח כשר ובמבוי עד שיהא מגופף מארבע רוחותיו רחב מעשר אמות סוכה כשרה ומבוי פסול הדלה עליה את הגפן ואת הדלעת הדא דתימר על בית סאתיים אבל יתיר מבית סאתיים נעשית כמחיצה שהוקפה זרעים שאין מטלטל בה אלא בארבע אמות חמתה מרובה מצילתה בסוכה פסולה ובמבוי כשר סוכה מקורה פסולה מבוי מקורה כשר רבי אמי בשם רב הושעיא לא סוף דבר מקורה אלא נתן מלתרא יש בו רחב ארבעה טפחים מתרת את המבוי",
Eruvin,קרבן העדה,1,1,1a,"ופריך אם מפתח האולם. יליף ר""י:",ופריך אם מפתח,JTmock Eruvin 1:1:2,"ר' יוסה אמר לה סתם רבי אחא בשם רב רבנן ילפין לה מפתחו של היכל ורבי יודה יליף לה מפתח האולם אם מפתח האולם דייו ארבעים אמה דתנינן תמן פתח האולם גבוה ארבעים אמה ורוחב עשרים אמר תני רבי חייה אפילו ארבעים חמשים אמה תני בר קפרא אפילו מאה אמה א""ר אבין ר' יודה כדעתיה ורבנן כדעתהון דתנינן תמן וכן גשרים המפולשין מטלטלין תחתיהן בשבת דברי רבי יודה וחכמים אוסרין היך מה דתימר תמן את רואה את המלתירה כולו יורדת וסותמת אוף הכא את רואה את התיקרה כולו יורדת וסותמת הוא דעתיה דר' יודה בסוכה הוא דעתיה במבוי הוא דעתהון דרבנן בסוכה הוא דעתהון במבוי ולא דמייא יש דברים כשירים בסוכה ופסולין במבוי כשירין במבוי ופסולין בסוכה דוקרנין כשירין בסוכה ופסולין במבוי ותני כן הביא ארבעה דוקרנין וסיכך על גביהן סוכה כשירה מבוי פסול הדא דתימר בגבוהין ג' למעלה מכותלי המבוי אבל אם אינן גבוהין ג' מכותלי המבוי כשר בשאין בהן רוחב ארבעה אבל אם יש בהן רוחב ארבעה אפילו גבוהין כמה כשר דפנות כשירות בסוכה ופסולות במבוי ותני כן שתים כהילכתן ושלישית אפי' טפח כשר רבי חייה בשם ר' יוחנן שתים של ארבעה ארבעה טפחים ושלישית אפילו טפח כשר ובמבוי עד שיהא מגופף מארבע רוחותיו רחב מעשר אמות סוכה כשרה ומבוי פסול הדלה עליה את הגפן ואת הדלעת הדא דתימר על בית סאתיים אבל יתיר מבית סאתיים נעשית כמחיצה שהוקפה זרעים שאין מטלטל בה אלא בארבע אמות חמתה מרובה מצילתה בסוכה פסולה ובמבוי כשר סוכה מקורה פסולה מבוי מקורה כשר רבי אמי בשם רב הושעיא לא סוף דבר מקורה אלא נתן מלתרא יש בו רחב ארבעה טפחים מתרת את המבוי",
Eruvin,קרבן העדה,1,1,1b,"דיו. דניליף מיניה גובה ארבעים אמה כגבהה של פתח האולם כדתנן תמן בפ""ד דמדות:",דיו,JTmock Eruvin 1:1:2,"ר' יוסה אמר לה סתם רבי אחא בשם רב רבנן ילפין לה מפתחו של היכל ורבי יודה יליף לה מפתח האולם אם מפתח האולם דייו ארבעים אמה דתנינן תמן פתח האולם גבוה ארבעים אמה ורוחב עשרים אמר תני רבי חייה אפילו ארבעים חמשים אמה תני בר קפרא אפילו מאה אמה א""ר אבין ר' יודה כדעתיה ורבנן כדעתהון דתנינן תמן וכן גשרים המפולשין מטלטלין תחתיהן בשבת דברי רבי יודה וחכמים אוסרין היך מה דתימר תמן את רואה את המלתירה כולו יורדת וסותמת אוף הכא את רואה את התיקרה כולו יורדת וסותמת הוא דעתיה דר' יודה בסוכה הוא דעתיה במבוי הוא דעתהון דרבנן בסוכה הוא דעתהון במבוי ולא דמייא יש דברים כשירים בסוכה ופסולין במבוי כשירין במבוי ופסולין בסוכה דוקרנין כשירין בסוכה ופסולין במבוי ותני כן הביא ארבעה דוקרנין וסיכך על גביהן סוכה כשירה מבוי פסול הדא דתימר בגבוהין ג' למעלה מכותלי המבוי אבל אם אינן גבוהין ג' מכותלי המבוי כשר בשאין בהן רוחב ארבעה אבל אם יש בהן רוחב ארבעה אפילו גבוהין כמה כשר דפנות כשירות בסוכה ופסולות במבוי ותני כן שתים כהילכתן ושלישית אפי' טפח כשר רבי חייה בשם ר' יוחנן שתים של ארבעה ארבעה טפחים ושלישית אפילו טפח כשר ובמבוי עד שיהא מגופף מארבע רוחותיו רחב מעשר אמות סוכה כשרה ומבוי פסול הדלה עליה את הגפן ואת הדלעת הדא דתימר על בית סאתיים אבל יתיר מבית סאתיים נעשית כמחיצה שהוקפה זרעים שאין מטלטל בה אלא בארבע אמות חמתה מרובה מצילתה בסוכה פסולה ובמבוי כשר סוכה מקורה פסולה מבוי מקורה כשר רבי אמי בשם רב הושעיא לא סוף דבר מקורה אלא נתן מלתרא יש בו רחב ארבעה טפחים מתרת את המבוי",
Eruvin,קרבן העדה,1,1,1b,"תני ר""ת וכו'. ור""ח תני אפי' ארבעים או חמשים אמה מכשיר ר""י וקשה הא מנ""ל וכן קשה לבר קפרא דמכשיר עד ק' אמה מנ""ל הא:","תני ר""ת וכו'",JTmock Eruvin 1:1:2,"ר' יוסה אמר לה סתם רבי אחא בשם רב רבנן ילפין לה מפתחו של היכל ורבי יודה יליף לה מפתח האולם אם מפתח האולם דייו ארבעים אמה דתנינן תמן פתח האולם גבוה ארבעים אמה ורוחב עשרים אמר תני רבי חייה אפילו ארבעים חמשים אמה תני בר קפרא אפילו מאה אמה א""ר אבין ר' יודה כדעתיה ורבנן כדעתהון דתנינן תמן וכן גשרים המפולשין מטלטלין תחתיהן בשבת דברי רבי יודה וחכמים אוסרין היך מה דתימר תמן את רואה את המלתירה כולו יורדת וסותמת אוף הכא את רואה את התיקרה כולו יורדת וסותמת הוא דעתיה דר' יודה בסוכה הוא דעתיה במבוי הוא דעתהון דרבנן בסוכה הוא דעתהון במבוי ולא דמייא יש דברים כשירים בסוכה ופסולין במבוי כשירין במבוי ופסולין בסוכה דוקרנין כשירין בסוכה ופסולין במבוי ותני כן הביא ארבעה דוקרנין וסיכך על גביהן סוכה כשירה מבוי פסול הדא דתימר בגבוהין ג' למעלה מכותלי המבוי אבל אם אינן גבוהין ג' מכותלי המבוי כשר בשאין בהן רוחב ארבעה אבל אם יש בהן רוחב ארבעה אפילו גבוהין כמה כשר דפנות כשירות בסוכה ופסולות במבוי ותני כן שתים כהילכתן ושלישית אפי' טפח כשר רבי חייה בשם ר' יוחנן שתים של ארבעה ארבעה טפחים ושלישית אפילו טפח כשר ובמבוי עד שיהא מגופף מארבע רוחותיו רחב מעשר אמות סוכה כשרה ומבוי פסול הדלה עליה את הגפן ואת הדלעת הדא דתימר על בית סאתיים אבל יתיר מבית סאתיים נעשית כמחיצה שהוקפה זרעים שאין מטלטל בה אלא בארבע אמות חמתה מרובה מצילתה בסוכה פסולה ובמבוי כשר סוכה מקורה פסולה מבוי מקורה כשר רבי אמי בשם רב הושעיא לא סוף דבר מקורה אלא נתן מלתרא יש בו רחב ארבעה טפחים מתרת את המבוי",
Eruvin,קרבן העדה,1,1,1b,"ומשני א""ר אבין. ר""י ורבנן לשיטתייהו ולא ילפו מהיכל ואולם:","ומשני א""ר אבין",JTmock Eruvin 1:1:2,"ר' יוסה אמר לה סתם רבי אחא בשם רב רבנן ילפין לה מפתחו של היכל ורבי יודה יליף לה מפתח האולם אם מפתח האולם דייו ארבעים אמה דתנינן תמן פתח האולם גבוה ארבעים אמה ורוחב עשרים אמר תני רבי חייה אפילו ארבעים חמשים אמה תני בר קפרא אפילו מאה אמה א""ר אבין ר' יודה כדעתיה ורבנן כדעתהון דתנינן תמן וכן גשרים המפולשין מטלטלין תחתיהן בשבת דברי רבי יודה וחכמים אוסרין היך מה דתימר תמן את רואה את המלתירה כולו יורדת וסותמת אוף הכא את רואה את התיקרה כולו יורדת וסותמת הוא דעתיה דר' יודה בסוכה הוא דעתיה במבוי הוא דעתהון דרבנן בסוכה הוא דעתהון במבוי ולא דמייא יש דברים כשירים בסוכה ופסולין במבוי כשירין במבוי ופסולין בסוכה דוקרנין כשירין בסוכה ופסולין במבוי ותני כן הביא ארבעה דוקרנין וסיכך על גביהן סוכה כשירה מבוי פסול הדא דתימר בגבוהין ג' למעלה מכותלי המבוי אבל אם אינן גבוהין ג' מכותלי המבוי כשר בשאין בהן רוחב ארבעה אבל אם יש בהן רוחב ארבעה אפילו גבוהין כמה כשר דפנות כשירות בסוכה ופסולות במבוי ותני כן שתים כהילכתן ושלישית אפי' טפח כשר רבי חייה בשם ר' יוחנן שתים של ארבעה ארבעה טפחים ושלישית אפילו טפח כשר ובמבוי עד שיהא מגופף מארבע רוחותיו רחב מעשר אמות סוכה כשרה ומבוי פסול הדלה עליה את הגפן ואת הדלעת הדא דתימר על בית סאתיים אבל יתיר מבית סאתיים נעשית כמחיצה שהוקפה זרעים שאין מטלטל בה אלא בארבע אמות חמתה מרובה מצילתה בסוכה פסולה ובמבוי כשר סוכה מקורה פסולה מבוי מקורה כשר רבי אמי בשם רב הושעיא לא סוף דבר מקורה אלא נתן מלתרא יש בו רחב ארבעה טפחים מתרת את המבוי",
Eruvin,קרבן העדה,1,1,1b,"דתנינן תמן. לקמן סוף פ""ט:",דתנינן תמן,JTmock Eruvin 1:1:2,"ר' יוסה אמר לה סתם רבי אחא בשם רב רבנן ילפין לה מפתחו של היכל ורבי יודה יליף לה מפתח האולם אם מפתח האולם דייו ארבעים אמה דתנינן תמן פתח האולם גבוה ארבעים אמה ורוחב עשרים אמר תני רבי חייה אפילו ארבעים חמשים אמה תני בר קפרא אפילו מאה אמה א""ר אבין ר' יודה כדעתיה ורבנן כדעתהון דתנינן תמן וכן גשרים המפולשין מטלטלין תחתיהן בשבת דברי רבי יודה וחכמים אוסרין היך מה דתימר תמן את רואה את המלתירה כולו יורדת וסותמת אוף הכא את רואה את התיקרה כולו יורדת וסותמת הוא דעתיה דר' יודה בסוכה הוא דעתיה במבוי הוא דעתהון דרבנן בסוכה הוא דעתהון במבוי ולא דמייא יש דברים כשירים בסוכה ופסולין במבוי כשירין במבוי ופסולין בסוכה דוקרנין כשירין בסוכה ופסולין במבוי ותני כן הביא ארבעה דוקרנין וסיכך על גביהן סוכה כשירה מבוי פסול הדא דתימר בגבוהין ג' למעלה מכותלי המבוי אבל אם אינן גבוהין ג' מכותלי המבוי כשר בשאין בהן רוחב ארבעה אבל אם יש בהן רוחב ארבעה אפילו גבוהין כמה כשר דפנות כשירות בסוכה ופסולות במבוי ותני כן שתים כהילכתן ושלישית אפי' טפח כשר רבי חייה בשם ר' יוחנן שתים של ארבעה ארבעה טפחים ושלישית אפילו טפח כשר ובמבוי עד שיהא מגופף מארבע רוחותיו רחב מעשר אמות סוכה כשרה ומבוי פסול הדלה עליה את הגפן ואת הדלעת הדא דתימר על בית סאתיים אבל יתיר מבית סאתיים נעשית כמחיצה שהוקפה זרעים שאין מטלטל בה אלא בארבע אמות חמתה מרובה מצילתה בסוכה פסולה ובמבוי כשר סוכה מקורה פסולה מבוי מקורה כשר רבי אמי בשם רב הושעיא לא סוף דבר מקורה אלא נתן מלתרא יש בו רחב ארבעה טפחים מתרת את המבוי",
