masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem
Rosh Hashanah,קרבן העדה,1,1,1a,@22מתני' @11למלכים. @33רגילים היו למנות זמן שטרותיהם לשנות המלך משנה שעמד בה המלך וקבעו חכמי' בא' בניסן לתחלת שנתו ואפי' עמד בשבט או באדר כלתה שנתו משהגיע ניסן ויתחילו למנות לו שנה שנייה:,למלכים,JTmock Rosh Hashanah 1:1:1,ארבעה ראשי שנים הן באחד בניסן ראש השנה למלכים ולרגלים באחד באלול ראש השנה למעשר בהמה ר' לעזר ור' שמעון אומר באחד בתשרי:,
Rosh Hashanah,קרבן העדה,1,1,1a,"ולרגלים. רגל שבו ר""ה לרגלים לענין בל תאחר כדמפרש בגמרא:",ולרגלים,JTmock Rosh Hashanah 1:1:1,ארבעה ראשי שנים הן באחד בניסן ראש השנה למלכים ולרגלים באחד באלול ראש השנה למעשר בהמה ר' לעזר ור' שמעון אומר באחד בתשרי:,
Rosh Hashanah,קרבן העדה,1,1,1a,למעשר בהמה. שאין מעשרין מן הנולדים בשנה זו על הנולדים בחברתה דכתיב עשר תעשר את כל תבואת זרעך היוצא השדה שנה שנה ואמר מר בשתי מעשרות הכתוב מדבר א' מעשר דגן וא' מעשר בהמה ואמר קרא שנה שנה ולא משנה על של חברתה:,למעשר בהמה,JTmock Rosh Hashanah 1:1:1,ארבעה ראשי שנים הן באחד בניסן ראש השנה למלכים ולרגלים באחד באלול ראש השנה למעשר בהמה ר' לעזר ור' שמעון אומר באחד בתשרי:,
Rosh Hashanah,קרבן העדה,1,1,1a,"בא' בתשרי. כיון דאיתקש מעשר בהמה למעשר דגן מה מעשר דגן ר""ה שלו תשרי אף מעשר בהמה ר""ה שלו תשרי:",בא' בתשרי,,,
Rosh Hashanah,קרבן העדה,1,1,1a,"@22גמ' @11לכם הוא ראש. @33דה""מ למכתב החדש הזה ראש חדשים לכם למה לי אלא למדרש לכם הוא ראש שהוא תחלה לגאולתכם וליציאתכם ממצרים אבל לא לשני' וכו' א""נ לכם הוא ראש שזהו החדש הראשון שאתם מקדשים החדש לכך הוא ראשון לחדשים אבל לשאר דברים אינו ראש:",לכם הוא ראש,JTmock Rosh Hashanah 1:1:2,"כתיב (שמות יב) החדש הזה לכם ראש חדשים לכם הוא ראש ואינו ראש לא לשנים ולא לשמיטים ולא ליובלות ולא לנטיעות ולא לירקות ואומר לכם הוא ראש ואינו ראש לא למלכים ולא לרגלים. רבי יעקב בר אחא ר' יסא בשם ר' יוחנן כתיב (דברי הימים ב ג) ויחל לבנות בחדש השני בשני בשנת ד' למלכותו הקיש שנת ארבעה למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. או אינו אלא שנים בחדש כל מקום שנאמר שנים בחדש פירש. או אינו אלא שנים בשבת לא מצאנו חשבון זה מן התורה והא כתיב (בראשית א) ויהי ערב ויהי בקר יום שני אין למידין מברייתו של עולם. והיי דין הוא שני שבחדשים והיי דין הוא שני שבשנים ר' חנניה ור' מנא חד אמר ויחל לבנות בחדש השני זה שני שבחדשים בשני זה שני שבשנים וחורנה אפילו מיחלף לית בה כלום. ר""ש בר כרסנא בשם רבי אחא שמע לה מן הדא (שמות יב) החדש הזה לכם מיעט ראשון הוא לכם מיעט מיעוט אחד מיעוט לרבות למלכים ורגלים. וירבה לשנים ולשמיטות וליובלות ולנטיעה ולירקות כהיא דא""ר יעקב בר אחא ר' יסא בשם ר' יוחנן ויחל לבנות בחדש השני בשני בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. ר' יונה ר' יצחק בר נחמן בשם ר' חייה בר יוסף ויחל לבנות בחדש השני זה שני שבחדשים בשני זה שני שבשנים וכשהוא אומר בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. תני שמואל ופליג (שמות יט) בחדש השלישי לצאת בני ישראל מארץ מצרים מיכן שמונין חדשים ליציאת מצרים. אין לי אלא חדשים שנים מנין (במדבר ט) וידבר ה' אל משה במדבר סיני בשנה השנית אין לי אלא לשעה לדורות מנין (מלכים א ו) ויהי בשמנים שנה וארבע אמות שנה לצאת בני ישראל מארץ מצרים וגו' משנבנה הבית התחילו מונין לבנינו. (מלכים א ט) ויהי מקץ עשרים שנה אשר בנה שלמה את שני הבתים וגו' לא זכו למנות לבנינו התחילו מונין לחרבנו. (יחזקאל מ) בכ""ה שנה לגלותינו בראש השנה בעשור לחדש וגו' לא זכו למנות לעצמו התחילו מונין למליכות שנאמר (חגיי א) בשנת שתים לדריוש (דנייאל י) בשנת שלש לכורש מלך פרס. ואומר ויחל לבנות בחדש השני בשני בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן.",
Rosh Hashanah,קרבן העדה,1,1,1a,ופריך ואומר לכם. מיעוט' הוא אף למלכים ולרגלים כי היכא דממעטי' מיניה שנים ושמיטין וכו':,ופריך ואומר לכם,JTmock Rosh Hashanah 1:1:2,"כתיב (שמות יב) החדש הזה לכם ראש חדשים לכם הוא ראש ואינו ראש לא לשנים ולא לשמיטים ולא ליובלות ולא לנטיעות ולא לירקות ואומר לכם הוא ראש ואינו ראש לא למלכים ולא לרגלים. רבי יעקב בר אחא ר' יסא בשם ר' יוחנן כתיב (דברי הימים ב ג) ויחל לבנות בחדש השני בשני בשנת ד' למלכותו הקיש שנת ארבעה למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. או אינו אלא שנים בחדש כל מקום שנאמר שנים בחדש פירש. או אינו אלא שנים בשבת לא מצאנו חשבון זה מן התורה והא כתיב (בראשית א) ויהי ערב ויהי בקר יום שני אין למידין מברייתו של עולם. והיי דין הוא שני שבחדשים והיי דין הוא שני שבשנים ר' חנניה ור' מנא חד אמר ויחל לבנות בחדש השני זה שני שבחדשים בשני זה שני שבשנים וחורנה אפילו מיחלף לית בה כלום. ר""ש בר כרסנא בשם רבי אחא שמע לה מן הדא (שמות יב) החדש הזה לכם מיעט ראשון הוא לכם מיעט מיעוט אחד מיעוט לרבות למלכים ורגלים. וירבה לשנים ולשמיטות וליובלות ולנטיעה ולירקות כהיא דא""ר יעקב בר אחא ר' יסא בשם ר' יוחנן ויחל לבנות בחדש השני בשני בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. ר' יונה ר' יצחק בר נחמן בשם ר' חייה בר יוסף ויחל לבנות בחדש השני זה שני שבחדשים בשני זה שני שבשנים וכשהוא אומר בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. תני שמואל ופליג (שמות יט) בחדש השלישי לצאת בני ישראל מארץ מצרים מיכן שמונין חדשים ליציאת מצרים. אין לי אלא חדשים שנים מנין (במדבר ט) וידבר ה' אל משה במדבר סיני בשנה השנית אין לי אלא לשעה לדורות מנין (מלכים א ו) ויהי בשמנים שנה וארבע אמות שנה לצאת בני ישראל מארץ מצרים וגו' משנבנה הבית התחילו מונין לבנינו. (מלכים א ט) ויהי מקץ עשרים שנה אשר בנה שלמה את שני הבתים וגו' לא זכו למנות לבנינו התחילו מונין לחרבנו. (יחזקאל מ) בכ""ה שנה לגלותינו בראש השנה בעשור לחדש וגו' לא זכו למנות לעצמו התחילו מונין למליכות שנאמר (חגיי א) בשנת שתים לדריוש (דנייאל י) בשנת שלש לכורש מלך פרס. ואומר ויחל לבנות בחדש השני בשני בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן.",
Rosh Hashanah,קרבן העדה,1,1,1a,ויחל לבנות בחדש השני בשני. תרי זימני שני למה לי אלא ללמדך דאף החדש השני שבמלכות הוא לעול' בחדש השני שבשנים דלעולם מניסן מנינן:,ויחל לבנות בחדש השני בשני,JTmock Rosh Hashanah 1:1:2,"כתיב (שמות יב) החדש הזה לכם ראש חדשים לכם הוא ראש ואינו ראש לא לשנים ולא לשמיטים ולא ליובלות ולא לנטיעות ולא לירקות ואומר לכם הוא ראש ואינו ראש לא למלכים ולא לרגלים. רבי יעקב בר אחא ר' יסא בשם ר' יוחנן כתיב (דברי הימים ב ג) ויחל לבנות בחדש השני בשני בשנת ד' למלכותו הקיש שנת ארבעה למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. או אינו אלא שנים בחדש כל מקום שנאמר שנים בחדש פירש. או אינו אלא שנים בשבת לא מצאנו חשבון זה מן התורה והא כתיב (בראשית א) ויהי ערב ויהי בקר יום שני אין למידין מברייתו של עולם. והיי דין הוא שני שבחדשים והיי דין הוא שני שבשנים ר' חנניה ור' מנא חד אמר ויחל לבנות בחדש השני זה שני שבחדשים בשני זה שני שבשנים וחורנה אפילו מיחלף לית בה כלום. ר""ש בר כרסנא בשם רבי אחא שמע לה מן הדא (שמות יב) החדש הזה לכם מיעט ראשון הוא לכם מיעט מיעוט אחד מיעוט לרבות למלכים ורגלים. וירבה לשנים ולשמיטות וליובלות ולנטיעה ולירקות כהיא דא""ר יעקב בר אחא ר' יסא בשם ר' יוחנן ויחל לבנות בחדש השני בשני בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. ר' יונה ר' יצחק בר נחמן בשם ר' חייה בר יוסף ויחל לבנות בחדש השני זה שני שבחדשים בשני זה שני שבשנים וכשהוא אומר בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. תני שמואל ופליג (שמות יט) בחדש השלישי לצאת בני ישראל מארץ מצרים מיכן שמונין חדשים ליציאת מצרים. אין לי אלא חדשים שנים מנין (במדבר ט) וידבר ה' אל משה במדבר סיני בשנה השנית אין לי אלא לשעה לדורות מנין (מלכים א ו) ויהי בשמנים שנה וארבע אמות שנה לצאת בני ישראל מארץ מצרים וגו' משנבנה הבית התחילו מונין לבנינו. (מלכים א ט) ויהי מקץ עשרים שנה אשר בנה שלמה את שני הבתים וגו' לא זכו למנות לבנינו התחילו מונין לחרבנו. (יחזקאל מ) בכ""ה שנה לגלותינו בראש השנה בעשור לחדש וגו' לא זכו למנות לעצמו התחילו מונין למליכות שנאמר (חגיי א) בשנת שתים לדריוש (דנייאל י) בשנת שלש לכורש מלך פרס. ואומר ויחל לבנות בחדש השני בשני בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן.",
Rosh Hashanah,קרבן העדה,1,1,1a,מה שני שבחדשים אין מונין אלא מניסן. דכתיב ראשון הוא לכם לחדשי השנה:,מה שני שבחדשים אין מונין אלא מניסן,JTmock Rosh Hashanah 1:1:2,"כתיב (שמות יב) החדש הזה לכם ראש חדשים לכם הוא ראש ואינו ראש לא לשנים ולא לשמיטים ולא ליובלות ולא לנטיעות ולא לירקות ואומר לכם הוא ראש ואינו ראש לא למלכים ולא לרגלים. רבי יעקב בר אחא ר' יסא בשם ר' יוחנן כתיב (דברי הימים ב ג) ויחל לבנות בחדש השני בשני בשנת ד' למלכותו הקיש שנת ארבעה למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. או אינו אלא שנים בחדש כל מקום שנאמר שנים בחדש פירש. או אינו אלא שנים בשבת לא מצאנו חשבון זה מן התורה והא כתיב (בראשית א) ויהי ערב ויהי בקר יום שני אין למידין מברייתו של עולם. והיי דין הוא שני שבחדשים והיי דין הוא שני שבשנים ר' חנניה ור' מנא חד אמר ויחל לבנות בחדש השני זה שני שבחדשים בשני זה שני שבשנים וחורנה אפילו מיחלף לית בה כלום. ר""ש בר כרסנא בשם רבי אחא שמע לה מן הדא (שמות יב) החדש הזה לכם מיעט ראשון הוא לכם מיעט מיעוט אחד מיעוט לרבות למלכים ורגלים. וירבה לשנים ולשמיטות וליובלות ולנטיעה ולירקות כהיא דא""ר יעקב בר אחא ר' יסא בשם ר' יוחנן ויחל לבנות בחדש השני בשני בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. ר' יונה ר' יצחק בר נחמן בשם ר' חייה בר יוסף ויחל לבנות בחדש השני זה שני שבחדשים בשני זה שני שבשנים וכשהוא אומר בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. תני שמואל ופליג (שמות יט) בחדש השלישי לצאת בני ישראל מארץ מצרים מיכן שמונין חדשים ליציאת מצרים. אין לי אלא חדשים שנים מנין (במדבר ט) וידבר ה' אל משה במדבר סיני בשנה השנית אין לי אלא לשעה לדורות מנין (מלכים א ו) ויהי בשמנים שנה וארבע אמות שנה לצאת בני ישראל מארץ מצרים וגו' משנבנה הבית התחילו מונין לבנינו. (מלכים א ט) ויהי מקץ עשרים שנה אשר בנה שלמה את שני הבתים וגו' לא זכו למנות לבנינו התחילו מונין לחרבנו. (יחזקאל מ) בכ""ה שנה לגלותינו בראש השנה בעשור לחדש וגו' לא זכו למנות לעצמו התחילו מונין למליכות שנאמר (חגיי א) בשנת שתים לדריוש (דנייאל י) בשנת שלש לכורש מלך פרס. ואומר ויחל לבנות בחדש השני בשני בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן.",
Rosh Hashanah,קרבן העדה,1,1,1a,"ופריך או אינו אלא שנים בחדש. וה""ק בחדש השני ביום השני לחדש ולא קאי שני בתרא אחדשי שנה:",ופריך או אינו אלא שנים בחדש,JTmock Rosh Hashanah 1:1:2,"כתיב (שמות יב) החדש הזה לכם ראש חדשים לכם הוא ראש ואינו ראש לא לשנים ולא לשמיטים ולא ליובלות ולא לנטיעות ולא לירקות ואומר לכם הוא ראש ואינו ראש לא למלכים ולא לרגלים. רבי יעקב בר אחא ר' יסא בשם ר' יוחנן כתיב (דברי הימים ב ג) ויחל לבנות בחדש השני בשני בשנת ד' למלכותו הקיש שנת ארבעה למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. או אינו אלא שנים בחדש כל מקום שנאמר שנים בחדש פירש. או אינו אלא שנים בשבת לא מצאנו חשבון זה מן התורה והא כתיב (בראשית א) ויהי ערב ויהי בקר יום שני אין למידין מברייתו של עולם. והיי דין הוא שני שבחדשים והיי דין הוא שני שבשנים ר' חנניה ור' מנא חד אמר ויחל לבנות בחדש השני זה שני שבחדשים בשני זה שני שבשנים וחורנה אפילו מיחלף לית בה כלום. ר""ש בר כרסנא בשם רבי אחא שמע לה מן הדא (שמות יב) החדש הזה לכם מיעט ראשון הוא לכם מיעט מיעוט אחד מיעוט לרבות למלכים ורגלים. וירבה לשנים ולשמיטות וליובלות ולנטיעה ולירקות כהיא דא""ר יעקב בר אחא ר' יסא בשם ר' יוחנן ויחל לבנות בחדש השני בשני בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. ר' יונה ר' יצחק בר נחמן בשם ר' חייה בר יוסף ויחל לבנות בחדש השני זה שני שבחדשים בשני זה שני שבשנים וכשהוא אומר בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. תני שמואל ופליג (שמות יט) בחדש השלישי לצאת בני ישראל מארץ מצרים מיכן שמונין חדשים ליציאת מצרים. אין לי אלא חדשים שנים מנין (במדבר ט) וידבר ה' אל משה במדבר סיני בשנה השנית אין לי אלא לשעה לדורות מנין (מלכים א ו) ויהי בשמנים שנה וארבע אמות שנה לצאת בני ישראל מארץ מצרים וגו' משנבנה הבית התחילו מונין לבנינו. (מלכים א ט) ויהי מקץ עשרים שנה אשר בנה שלמה את שני הבתים וגו' לא זכו למנות לבנינו התחילו מונין לחרבנו. (יחזקאל מ) בכ""ה שנה לגלותינו בראש השנה בעשור לחדש וגו' לא זכו למנות לעצמו התחילו מונין למליכות שנאמר (חגיי א) בשנת שתים לדריוש (דנייאל י) בשנת שלש לכורש מלך פרס. ואומר ויחל לבנות בחדש השני בשני בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן.",
Rosh Hashanah,קרבן העדה,1,1,1a,ומשני כל מקום שנא'. בתורה שנים בחדש פירש כגון באחד לחדש בשנה השנית בשנה השלישית בעשור לחדש:,ומשני כל מקום שנא',JTmock Rosh Hashanah 1:1:2,"כתיב (שמות יב) החדש הזה לכם ראש חדשים לכם הוא ראש ואינו ראש לא לשנים ולא לשמיטים ולא ליובלות ולא לנטיעות ולא לירקות ואומר לכם הוא ראש ואינו ראש לא למלכים ולא לרגלים. רבי יעקב בר אחא ר' יסא בשם ר' יוחנן כתיב (דברי הימים ב ג) ויחל לבנות בחדש השני בשני בשנת ד' למלכותו הקיש שנת ארבעה למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. או אינו אלא שנים בחדש כל מקום שנאמר שנים בחדש פירש. או אינו אלא שנים בשבת לא מצאנו חשבון זה מן התורה והא כתיב (בראשית א) ויהי ערב ויהי בקר יום שני אין למידין מברייתו של עולם. והיי דין הוא שני שבחדשים והיי דין הוא שני שבשנים ר' חנניה ור' מנא חד אמר ויחל לבנות בחדש השני זה שני שבחדשים בשני זה שני שבשנים וחורנה אפילו מיחלף לית בה כלום. ר""ש בר כרסנא בשם רבי אחא שמע לה מן הדא (שמות יב) החדש הזה לכם מיעט ראשון הוא לכם מיעט מיעוט אחד מיעוט לרבות למלכים ורגלים. וירבה לשנים ולשמיטות וליובלות ולנטיעה ולירקות כהיא דא""ר יעקב בר אחא ר' יסא בשם ר' יוחנן ויחל לבנות בחדש השני בשני בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. ר' יונה ר' יצחק בר נחמן בשם ר' חייה בר יוסף ויחל לבנות בחדש השני זה שני שבחדשים בשני זה שני שבשנים וכשהוא אומר בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן. תני שמואל ופליג (שמות יט) בחדש השלישי לצאת בני ישראל מארץ מצרים מיכן שמונין חדשים ליציאת מצרים. אין לי אלא חדשים שנים מנין (במדבר ט) וידבר ה' אל משה במדבר סיני בשנה השנית אין לי אלא לשעה לדורות מנין (מלכים א ו) ויהי בשמנים שנה וארבע אמות שנה לצאת בני ישראל מארץ מצרים וגו' משנבנה הבית התחילו מונין לבנינו. (מלכים א ט) ויהי מקץ עשרים שנה אשר בנה שלמה את שני הבתים וגו' לא זכו למנות לבנינו התחילו מונין לחרבנו. (יחזקאל מ) בכ""ה שנה לגלותינו בראש השנה בעשור לחדש וגו' לא זכו למנות לעצמו התחילו מונין למליכות שנאמר (חגיי א) בשנת שתים לדריוש (דנייאל י) בשנת שלש לכורש מלך פרס. ואומר ויחל לבנות בחדש השני בשני בשנת ארבע למלכותו הקיש שנת ארבע למלכותו לשני שבחדשים מה שני שבחדשים אין מונין אלא מניסן אף שני שבשנת ארבע למלכותו אין מונין אלא מניסן.",
