masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem
Moed Katan,קרבן העדה,1,1,1a,"@22מתני' @11משקין בית השלחין@33 ארץ עיפה וצמאה למים עיף ויגע מתרגמינן משלהי ולאי וה""א מתחלף בחי""ת ששניהם ממוצא הגרון:",משקין בית השלחין ארץ עיפה וצמאה למים,,,
Moed Katan,קרבן העדה,1,1,1a,במועד. דדבר האבוד מותר במועד ושדה בית השלחין משעה שמתחיל להשקותה אם אינו משקה אותה תדיר מיד נאבד כדתנן לקמן זרעים שלא שתו לפני המועד לא ישק' במועד דלא פסדי אבל שתו לפני המועד ישקם במועד ודוקא שדה לבן של תבואה שהוא שלחין משקין במועד אבל שדה שלחין של אילן לא שרי במועד דלא פסדי:,במועד,JTmock Moed Katan 1:1:1,משקין בית השלחין במועד ובשביעית בין ממעיין שיוצא בתחלה בין ממעיין שאין יוצא בתחלה אבל לא ממי גשמים ולא ממי קילון ואין עושין עוגיות לגפנים:,
Moed Katan,קרבן העדה,1,1,1a,ובשביעית. מותר להשקות בין שדה בית השלחין בין שדה בית הבעל ובית השלחין משום מועד בלבד הוא דנקיט:,ובשביעית,JTmock Moed Katan 1:1:1,משקין בית השלחין במועד ובשביעית בין ממעיין שיוצא בתחלה בין ממעיין שאין יוצא בתחלה אבל לא ממי גשמים ולא ממי קילון ואין עושין עוגיות לגפנים:,
Moed Katan,קרבן העדה,1,1,1a,שיצא בתחילה. שיוצא עכשיו מתחילה ואין חוששין הואיל וחדש הוא שמא יפלו גדותיו ואתי לתקן במועד ואיכא טירחא:,שיצא בתחילה,JTmock Moed Katan 1:1:1,משקין בית השלחין במועד ובשביעית בין ממעיין שיוצא בתחלה בין ממעיין שאין יוצא בתחלה אבל לא ממי גשמים ולא ממי קילון ואין עושין עוגיות לגפנים:,
Moed Katan,קרבן העדה,1,1,1a,שלא יצא בתחילה. שהוא ישן:,שלא יצא בתחילה,JTmock Moed Katan 1:1:2,"ניחא מעיין שלא יצא בתחילה מעיין שיוצא בתחילה ולא טריח הוא אלא כר""מ דר""מ אמר משקין ממנו אפילו שדה בית הבעל. א""ר יוסי דברי הכל כשהיה אחד ונעשה שנים או שהיו מימיו מועטין ונתברכו: ותני כן מעיין שיצא בתחילה משקין ממנו אפילו שדה בית הבעל דברי ר""מ. וחכ""א אין משקין ממנו אלא שדה בית השלחין שחרבה. על דעתיה דר""מ משקין ממנו דבר שאינו אבד ודבר שהוא טריח. על דעתיה דרבנן אין משקין ממנו אלא דבר שהוא אבד ובלבד דבר שאינו טריח. אבל וטרח מה אמרי בה רבנן. נישמעינה מן הדא כל שהוא פסידה והולכת זו היא בית השלחין. עמדה מלהכחיש זו בית הבעל מחלוקת דר""מ וחכמים. עד כמה תשהא ותיעשה בית השלחין עד כדי שתשהא שנים שלשה ימים קודם לרגל. נישמעינה מן הדא חבריה נגב קומי מועדא תלתא יומין חזר במועדא. אתא עובדא קומי רב חונה ואמר אילין דאכחשין ישתיין אילין דלא אכחשין לא ישתיין. ר' יונה ור' יוסי הורון בהדה מקרת דצילייא דהוון זריעה סערין מיחצדינון במועדא דלא יפקען וייבדן:",
Moed Katan,קרבן העדה,1,1,1a,אבל לא ממי גשמים. בגמ' מפרש:,אבל לא ממי גשמים,JTmock Moed Katan 1:1:2,"ניחא מעיין שלא יצא בתחילה מעיין שיוצא בתחילה ולא טריח הוא אלא כר""מ דר""מ אמר משקין ממנו אפילו שדה בית הבעל. א""ר יוסי דברי הכל כשהיה אחד ונעשה שנים או שהיו מימיו מועטין ונתברכו: ותני כן מעיין שיצא בתחילה משקין ממנו אפילו שדה בית הבעל דברי ר""מ. וחכ""א אין משקין ממנו אלא שדה בית השלחין שחרבה. על דעתיה דר""מ משקין ממנו דבר שאינו אבד ודבר שהוא טריח. על דעתיה דרבנן אין משקין ממנו אלא דבר שהוא אבד ובלבד דבר שאינו טריח. אבל וטרח מה אמרי בה רבנן. נישמעינה מן הדא כל שהוא פסידה והולכת זו היא בית השלחין. עמדה מלהכחיש זו בית הבעל מחלוקת דר""מ וחכמים. עד כמה תשהא ותיעשה בית השלחין עד כדי שתשהא שנים שלשה ימים קודם לרגל. נישמעינה מן הדא חבריה נגב קומי מועדא תלתא יומין חזר במועדא. אתא עובדא קומי רב חונה ואמר אילין דאכחשין ישתיין אילין דלא אכחשין לא ישתיין. ר' יונה ור' יוסי הורון בהדה מקרת דצילייא דהוון זריעה סערין מיחצדינון במועדא דלא יפקען וייבדן:",
Moed Katan,קרבן העדה,1,1,1a,עוגיות. חריצים בעיקרי הגפנים כדי שיתעכבו שם המים מלשון הלהן תעגנה שהוא לשון עכוב:,עוגיות,JTmock Moed Katan 1:1:2,"ניחא מעיין שלא יצא בתחילה מעיין שיוצא בתחילה ולא טריח הוא אלא כר""מ דר""מ אמר משקין ממנו אפילו שדה בית הבעל. א""ר יוסי דברי הכל כשהיה אחד ונעשה שנים או שהיו מימיו מועטין ונתברכו: ותני כן מעיין שיצא בתחילה משקין ממנו אפילו שדה בית הבעל דברי ר""מ. וחכ""א אין משקין ממנו אלא שדה בית השלחין שחרבה. על דעתיה דר""מ משקין ממנו דבר שאינו אבד ודבר שהוא טריח. על דעתיה דרבנן אין משקין ממנו אלא דבר שהוא אבד ובלבד דבר שאינו טריח. אבל וטרח מה אמרי בה רבנן. נישמעינה מן הדא כל שהוא פסידה והולכת זו היא בית השלחין. עמדה מלהכחיש זו בית הבעל מחלוקת דר""מ וחכמים. עד כמה תשהא ותיעשה בית השלחין עד כדי שתשהא שנים שלשה ימים קודם לרגל. נישמעינה מן הדא חבריה נגב קומי מועדא תלתא יומין חזר במועדא. אתא עובדא קומי רב חונה ואמר אילין דאכחשין ישתיין אילין דלא אכחשין לא ישתיין. ר' יונה ור' יוסי הורון בהדה מקרת דצילייא דהוון זריעה סערין מיחצדינון במועדא דלא יפקען וייבדן:",
Moed Katan,קרבן העדה,1,1,1a,"@22גמ' @11ניחא. @33כלומר הניחא ממעין שלא יצא בתחלה משקין שאין בו טורח אלא ממעיין חדש למה משקין וכי לאו טירחא היא וטירחא בי""ט אסורה:",ניחא,JTmock Moed Katan 1:1:2,"ניחא מעיין שלא יצא בתחילה מעיין שיוצא בתחילה ולא טריח הוא אלא כר""מ דר""מ אמר משקין ממנו אפילו שדה בית הבעל. א""ר יוסי דברי הכל כשהיה אחד ונעשה שנים או שהיו מימיו מועטין ונתברכו: ותני כן מעיין שיצא בתחילה משקין ממנו אפילו שדה בית הבעל דברי ר""מ. וחכ""א אין משקין ממנו אלא שדה בית השלחין שחרבה. על דעתיה דר""מ משקין ממנו דבר שאינו אבד ודבר שהוא טריח. על דעתיה דרבנן אין משקין ממנו אלא דבר שהוא אבד ובלבד דבר שאינו טריח. אבל וטרח מה אמרי בה רבנן. נישמעינה מן הדא כל שהוא פסידה והולכת זו היא בית השלחין. עמדה מלהכחיש זו בית הבעל מחלוקת דר""מ וחכמים. עד כמה תשהא ותיעשה בית השלחין עד כדי שתשהא שנים שלשה ימים קודם לרגל. נישמעינה מן הדא חבריה נגב קומי מועדא תלתא יומין חזר במועדא. אתא עובדא קומי רב חונה ואמר אילין דאכחשין ישתיין אילין דלא אכחשין לא ישתיין. ר' יונה ור' יוסי הורון בהדה מקרת דצילייא דהוון זריעה סערין מיחצדינון במועדא דלא יפקען וייבדן:",mishna not in segment 1
Moed Katan,קרבן העדה,1,1,1a,"אלא כר""מ. אתיא מתני' דסובר מעיין שיוצא בתחלה לאו טירחא היא. דר""מ אמר. מעיין שיצא בתחלה משקין ממנו שדה בית הבעל אם כן ע""כ לומר דסובר דלאו טירחא היא וכדמסיק:","אלא כר""מ",JTmock Moed Katan 1:1:2,"ניחא מעיין שלא יצא בתחילה מעיין שיוצא בתחילה ולא טריח הוא אלא כר""מ דר""מ אמר משקין ממנו אפילו שדה בית הבעל. א""ר יוסי דברי הכל כשהיה אחד ונעשה שנים או שהיו מימיו מועטין ונתברכו: ותני כן מעיין שיצא בתחילה משקין ממנו אפילו שדה בית הבעל דברי ר""מ. וחכ""א אין משקין ממנו אלא שדה בית השלחין שחרבה. על דעתיה דר""מ משקין ממנו דבר שאינו אבד ודבר שהוא טריח. על דעתיה דרבנן אין משקין ממנו אלא דבר שהוא אבד ובלבד דבר שאינו טריח. אבל וטרח מה אמרי בה רבנן. נישמעינה מן הדא כל שהוא פסידה והולכת זו היא בית השלחין. עמדה מלהכחיש זו בית הבעל מחלוקת דר""מ וחכמים. עד כמה תשהא ותיעשה בית השלחין עד כדי שתשהא שנים שלשה ימים קודם לרגל. נישמעינה מן הדא חבריה נגב קומי מועדא תלתא יומין חזר במועדא. אתא עובדא קומי רב חונה ואמר אילין דאכחשין ישתיין אילין דלא אכחשין לא ישתיין. ר' יונה ור' יוסי הורון בהדה מקרת דצילייא דהוון זריעה סערין מיחצדינון במועדא דלא יפקען וייבדן:",
Moed Katan,קרבן העדה,1,1,1a,"בית הבעל. שדה שא""צ להשקותה אלא גדילה על הגשמים:",בית הבעל,JTmock Moed Katan 1:1:2,"ניחא מעיין שלא יצא בתחילה מעיין שיוצא בתחילה ולא טריח הוא אלא כר""מ דר""מ אמר משקין ממנו אפילו שדה בית הבעל. א""ר יוסי דברי הכל כשהיה אחד ונעשה שנים או שהיו מימיו מועטין ונתברכו: ותני כן מעיין שיצא בתחילה משקין ממנו אפילו שדה בית הבעל דברי ר""מ. וחכ""א אין משקין ממנו אלא שדה בית השלחין שחרבה. על דעתיה דר""מ משקין ממנו דבר שאינו אבד ודבר שהוא טריח. על דעתיה דרבנן אין משקין ממנו אלא דבר שהוא אבד ובלבד דבר שאינו טריח. אבל וטרח מה אמרי בה רבנן. נישמעינה מן הדא כל שהוא פסידה והולכת זו היא בית השלחין. עמדה מלהכחיש זו בית הבעל מחלוקת דר""מ וחכמים. עד כמה תשהא ותיעשה בית השלחין עד כדי שתשהא שנים שלשה ימים קודם לרגל. נישמעינה מן הדא חבריה נגב קומי מועדא תלתא יומין חזר במועדא. אתא עובדא קומי רב חונה ואמר אילין דאכחשין ישתיין אילין דלא אכחשין לא ישתיין. ר' יונה ור' יוסי הורון בהדה מקרת דצילייא דהוון זריעה סערין מיחצדינון במועדא דלא יפקען וייבדן:",
