masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem
Ketubot,קרבן העדה,1,1,1a,@22מתני' @11בתולה נישאת ביום הרביעי. @33תקנת חכמי' היא שתינשא ברביעי בשבת ולא בליל חמישי דאיכא למיחש שמא יהי' טרוד בנישואין ולא מצי בעיל:,בתולה נישאת ביום הרביעי,JTmock Ketubot 1:1:1,בתולה נישאת ביום הרביעי ואלמנה ביום החמישי שפעמים בשבת בתי דינין יושבין בעיירות ביום השני וביום החמישי שאם היה לו טענת בתולים היה משכים לבית דין:,
Ketubot,קרבן העדה,1,1,1a,ואלמנה ליום החמישי. בגמרא מפרש טעמא:,ואלמנה ליום החמישי,JTmock Ketubot 1:1:1,בתולה נישאת ביום הרביעי ואלמנה ביום החמישי שפעמים בשבת בתי דינין יושבין בעיירות ביום השני וביום החמישי שאם היה לו טענת בתולים היה משכים לבית דין:,
Ketubot,קרבן העדה,1,1,1a,שפעמיים בשבת. אבתול' קאי:,שפעמיים בשבת,JTmock Ketubot 1:1:1,בתולה נישאת ביום הרביעי ואלמנה ביום החמישי שפעמים בשבת בתי דינין יושבין בעיירות ביום השני וביום החמישי שאם היה לו טענת בתולים היה משכים לבית דין:,
Ketubot,קרבן העדה,1,1,1a,"ביום השני וביום החמישי. אחד מעשר' תקנות שתקן עזרא *במגילה פ""ד (דף ט""ו) ולכך תקנו שתנשא ברביעי שאם הי' לו טענת בתולים ישכים לב""ד בעוד כעסו עליו ואם יש שהות בנתיים יש לחוש שמא יתפייס ויתקרר דעתו ויקיימנה ושמא זינתה תחתיו ונאסרה עליו כדילפינן מונסתרה והיא נטמאה ומתוך שיבא לב""ד ויצא הקול שזינתה מיהת אפשר שיתברר הדבר ע""י עדים דתחתיו זינתה:",ביום השני וביום החמישי,JTmock Ketubot 1:1:1,בתולה נישאת ביום הרביעי ואלמנה ביום החמישי שפעמים בשבת בתי דינין יושבין בעיירות ביום השני וביום החמישי שאם היה לו טענת בתולים היה משכים לבית דין:,
Ketubot,קרבן העדה,1,1,1a,"@22גמ' @11מפני שכתוב בם. @33ביום רביעי וחמישי ברכה במעש' בראשי' דקשי' לי' תינח אשת כהן [או] שנתארס' פחותה מבת ג' שני' שייך טעמ' דמתני' כדי שלא יתקרר דעתו דכיון דליכא אלא חד ספיק' מצי לאסרה אלא אשת ישראל שנתארס' יתירה על בת ג' שני' מה [זה] שתינשא דוקא בד' הא ס""ס הוא כדמסיק הש""ס בסמוך ס' אנוסה ס' מפותה ואת""ל מפותה ספק תחתיו ספק אינה תחתיו ולית לי' לבר קפרא שהקול יוצא לאנוס' לכך קאמ' דבלאו טעמא דמתני' איכא נמי טעמא דברכה:",מפני שכתוב בם,JTmock Ketubot 1:1:2,בר קפרא אמר מפני שכתוב בם ברכה והלא אין כתיב ברכה אלא בחמישי ובששי בלבד בחמישי בעופות ובדגים בששי באדם וחוה אמר רבי יוסי טעמא דבר קפרא רביעי אור חמשיי חמישי אור ששי והלא כתיב ברכה בשביעי אין כתיב ברכה בבריות אלא ביום,
Ketubot,קרבן העדה,1,1,1a,ופריך והלא אין כתי' ברכ' אלא בה' ובששי. ובמתני' תנן שנישאת בד' ובה':,ופריך והלא אין כתי' ברכ' אלא בה',JTmock Ketubot 1:1:2,בר קפרא אמר מפני שכתוב בם ברכה והלא אין כתיב ברכה אלא בחמישי ובששי בלבד בחמישי בעופות ובדגים בששי באדם וחוה אמר רבי יוסי טעמא דבר קפרא רביעי אור חמשיי חמישי אור ששי והלא כתיב ברכה בשביעי אין כתיב ברכה בבריות אלא ביום,
Ketubot,קרבן העדה,1,1,1a,בעופות ובדגים. פרו ורבו ומלאו את המי' בימים והעוף ירב בארץ:,בעופות ובדגים,JTmock Ketubot 1:1:2,בר קפרא אמר מפני שכתוב בם ברכה והלא אין כתיב ברכה אלא בחמישי ובששי בלבד בחמישי בעופות ובדגים בששי באדם וחוה אמר רבי יוסי טעמא דבר קפרא רביעי אור חמשיי חמישי אור ששי והלא כתיב ברכה בשביעי אין כתיב ברכה בבריות אלא ביום,
Ketubot,קרבן העדה,1,1,1a,בששי באדם וחוה. פרו ורבו ומלאו את הארץ:,בששי באדם וחוה,JTmock Ketubot 1:1:2,בר קפרא אמר מפני שכתוב בם ברכה והלא אין כתיב ברכה אלא בחמישי ובששי בלבד בחמישי בעופות ובדגים בששי באדם וחוה אמר רבי יוסי טעמא דבר קפרא רביעי אור חמשיי חמישי אור ששי והלא כתיב ברכה בשביעי אין כתיב ברכה בבריות אלא ביום,
Ketubot,קרבן העדה,1,1,1a,רביעי אור ה'. שניסת בד' סמוך לערב ונבעלת בליל ה' ואור אורתא הוא נמצא שתחלת כניסתה לרשותו ביום שנאמ' בו ברכה:,רביעי אור ה',JTmock Ketubot 1:1:2,בר קפרא אמר מפני שכתוב בם ברכה והלא אין כתיב ברכה אלא בחמישי ובששי בלבד בחמישי בעופות ובדגים בששי באדם וחוה אמר רבי יוסי טעמא דבר קפרא רביעי אור חמשיי חמישי אור ששי והלא כתיב ברכה בשביעי אין כתיב ברכה בבריות אלא ביום,
Ketubot,קרבן העדה,1,1,1a,ה' אור ו'. אלמנה הנישאת בה' נבעלת תחלה בליל ו':,ה' אור ו',JTmock Ketubot 1:1:2,בר קפרא אמר מפני שכתוב בם ברכה והלא אין כתיב ברכה אלא בחמישי ובששי בלבד בחמישי בעופות ובדגים בששי באדם וחוה אמר רבי יוסי טעמא דבר קפרא רביעי אור חמשיי חמישי אור ששי והלא כתיב ברכה בשביעי אין כתיב ברכה בבריות אלא ביום,
Ketubot,קרבן העדה,1,1,1a,"ופריך והלא כתיב ברכה בשביעי. דכתי' ויברך אלקי' את יום השביעי א""כ בתולת אשת ישראל שנתארסה יתירה על ג' שנים תנשא בששי ותיבעל בשבת:",ופריך והלא כתיב ברכה בשביעי,JTmock Ketubot 1:1:2,בר קפרא אמר מפני שכתוב בם ברכה והלא אין כתיב ברכה אלא בחמישי ובששי בלבד בחמישי בעופות ובדגים בששי באדם וחוה אמר רבי יוסי טעמא דבר קפרא רביעי אור חמשיי חמישי אור ששי והלא כתיב ברכה בשביעי אין כתיב ברכה בבריות אלא ביום,
Ketubot,קרבן העדה,1,1,1a,ומשני אין כתיב ברכה בבריות אלא ביום. ברכה דכתי' גבי שבת לא כתיב אבריות שיפרו וירבו אלא על היום השבת שהוא מבורך:,ומשני אין כתיב ברכה בבריות אלא ביום,JTmock Ketubot 1:1:2,בר קפרא אמר מפני שכתוב בם ברכה והלא אין כתיב ברכה אלא בחמישי ובששי בלבד בחמישי בעופות ובדגים בששי באדם וחוה אמר רבי יוסי טעמא דבר קפרא רביעי אור חמשיי חמישי אור ששי והלא כתיב ברכה בשביעי אין כתיב ברכה בבריות אלא ביום,
Ketubot,קרבן העדה,1,1,1a,"ופריך מפני שאין וכו'. סתמא דש""ס פריך אדברי המתרץ טעמא דלא כתי' ברכה בשבת אבריות הוא דאינה ניסת בתולה בשבת הא אפי' אי הוה כתיב ברכה אבריות נמי אין ראוי ליבעול תחל' בשבת מפני שהוא עושה חבורה שהדופן מתפרד מחבירו וע""י כך הדם יוצא:",ופריך מפני שאין וכו',JTmock Ketubot 1:1:3,מפני שאין כתיב ברכה בבריות הא אילו הוה כתיב ברכה בבריות היתה נישאת בשבת לא כן תני לא יבעול אדם בעילה בתחילה בשבת מפני שהוא עושה חבורה אלא כאחרים מפני שאחרים מתירין כלום אחרים מתירין אלא בשכנס שעד שלא כנס אינו זכאי לא במציאתה ולא במעשה ידיה ולא בהפר נדריה משכנס זכאי במציאתה ובמעשה ידיה ובהפר נדריה אם אומר את כן נמצאתה כקונה קניין בשבת אמר ר' מנא הדא אמרה אילין דכנסין אמרלן צריך לכונסה מבעוד יום שלא יהא כקונה קניין בשבת,
