masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem
Taanit,קרבן העדה,1,1,1a,"@22מתני' @11מאימתי מזכירין גבורות הגשמים. @33שאומר משיב הרוח ומוריד הגשם ולפי שהגשמי' אחת מגבורותיו של הקב""ה דכתיב עושה גדולות ואין חקר הנותן מטר על פני הארץ משום הכי קרי ליה גבורות הגשמים:",מאימתי מזכירין גבורות הגשמים,JTmock Taanit 1:1:1,"מאימתי מזכירין גבורות גשמים ר' אליעזר אומר מי""ט הראשון של חג. ורבי יהושע אומר מי""ט האחרון א""ר יהושע הואיל ואין הגשמים סימן ברכה בחג למה הוא מזכיר אמר לו רבי אליעזר אף הוא אינו אומר אלא משיב הרוח ומוריד הגשם בעונתו אמר לו אם כן לעולם יהא מזכיר:",
Taanit,קרבן העדה,1,1,1a,"י""ט אחרון של חג. אבל כל שבעת ימי החג לא לפי שהן סימן קללה בחג משל לעבד שבא למזוג כוס לרבו ושופך לו קיתון על פניו כלומר אי אפשי בשמושך:","י""ט אחרון של חג",,,
Taanit,קרבן העדה,1,1,1a,"א""כ. אתה אומר מזכירין אע""פ שאין שואלין הואיל ומשמע בעונתו אפילו בקיץ יזכירו מה אתה נותן סימן מי""ט הראשון:","א""כ",JTmock Taanit 1:1:13,"אמרו לו א""כ לעולם יהא מזכיר. מחלפה שיטתיה דר' ליעזר מחלפה שיטתיה דר' יהושע דאיתפלגון רבי ליעזר אומר אם אין ישראל עושין תשובה אין נגאלין לעולם שנאמר (ישעיהו ל) בשובה ונחת תושעון אמר לו רבי יהושע וכי אם יעמדו ישראל ולא יעשו תשובה אינן נגאלין לעולם אמר לו ר""א הקב""ה מעמיד עליהן מלך קשה כהמן ומיד הן עושין תשובה והן נגאלין מ""ט (ירמיהו ל) ועת צרה היא ליעקב וממנה יושע אמר לו רבי יהושע והא כתיב (ישעיהו נה) חנם נמכרתם ולא בכסף תגאלו. מה עבד לה ר' ליעזר. תשובה כמה דאת אמר (משלי ז) צרור הכסף לקח בידו וגו' אמר לו ר' יהושע והא כתיב (ישעיהו ס) אני ה' בעתה אחישנה. מה עבד לה ר' ליעזר. תשובה כמה דאת אמר (דברים י) ועתה ישראל מה ה' אלהיך שואל מעמך כי אם ליראה וגו'. רבי אחא בשם ר""י בן לוי אם זכיתם אחישנה ואם לאו בעתה כיון שאמר לו ר' יהושע (דנייאל יב) וירם ימינו ושמאלו אל השמים וישבע בחי העולם כי למועד מועדים וחצי וככלות נפץ יד עם קדש תכלינה כל אלה איסתלק ר' ליעזר.",
Taanit,קרבן העדה,1,1,1a,"@22גמ' @11ע""י שד' מינין הללו. @33שבלולב:","ע""י שד' מינין הללו",,,mishna not in segment 1
Taanit,קרבן העדה,1,1,1a,גדילין על המים. כלומר אי אפשר להם לגדל בלא מים:,גדילין על המים,,,
Taanit,קרבן העדה,1,1,1a,לפיכך הן באין. למליצין על המים הלכך ראוי להזכיר גבורת הגשמים בעת נטילתם:,לפיכך הן באין,JTmock Taanit 1:1:18,"ר' אחא בשם ר' תנחום בי ר' חייה אילו ישראל עושין תשובה יום א' מיד היה בן דוד בא מ""ט (תהילים צה) היום אם בקולו תשמעו א""ר לוי אילו היו ישראל משמרין שבת אחת כתיקנה מיד היה בן דוד בא מאי טעמא (שמות טז) ויאמר משה אכלוהו היום כי שבת היום לה' וגומר חד יום. ואומר (ישעיהו ל) בשובה ונחת תושעון בשובה ונייח תתפרקון:",
Taanit,קרבן העדה,1,1,1a,"בשעה שהעבד משמש את רבו כל צרכו הוא תובע צרכיו ממנו. כך בי""ט הראשון של חג שנוטלין הלולב שהוא להראות שיצאו זכאין בדין כדאיתא במדרש וכבר עשו כל צרכיו בי' ימי התשובה וביה""כ אז מבקשין על המים:",בשעה שהעבד משמש את רבו כל צרכו,,,
Taanit,קרבן העדה,1,1,1a,"והלא משעה וכו'. א""כ מיד לאחר יה""כ היה ראוי להזכיר א""נ כשרוח רבו נוחה הימנו הוא תובע כל צרכו וכאן אע""פ שנוטלין הלולב מ""מ אין אנו יודעין שרוחו נוחה הימנו ועוד הרי התפלה סותרת הטעם דבירידת הגשמים בחג נראה שאין רוח רבו נוח הימנו ואיך ימלא שאלתו:",והלא משעה וכו',,,
Taanit,קרבן העדה,1,1,1a,"סמוך לפרסו. שצריך לו ולא מקמי הכי ימים רבים וכיון שאינו צריך להן אלא ברביעה והיינו בג' במרחשון אין להתפלל אלא בי""ט האחרון הסמוך לו ולא קודם:",סמוך לפרסו,,,
Taanit,קרבן העדה,1,1,1a,"משעת נטילת לולב. והיינו מי""ט הראשון של חג:",משעת נטילת לולב,,,
