א,א,"(ט""ז ס""ק ב) אלא הוא זריזות בפני עצמה. כי יתגבר כארי הכוונה שמיד בניעורו משנתו יקום, ויהא הוא מעורר השחר הכוונה שירגיל במאכלים קלים וכדומה שלא יישן הרבה וינער קודם השחר, כי בשינה לא שייך התגברות, וא""כ הוה ליה למימר ויהא, לא שיהא:",@22א,"@11(#) ט""ז סק""ב) @33אלא הוא זריזות בפ""ע. כי יתגבר כארי הכוונה שמיד בניעורו משנתו יקום:<br>@11(#) ויהא הוא מעורר השחר @33הכוונה שירגיל במאכלים קלים וכדומה שלא יישן הרבה וינער קודם השחר כי בשינה לא שייך התגברות וא""כ הל""ל ויהא לא שיהא:","Turei Zahav on Shulchan Arukh, Orach Chayim 1:2",@
,ז,"(מג""א ס""ק יא) ועוד דעל כל פנים חטאת מקרי באה בנדבה, עיין כנסת יחזקאל סוף סימן כ""ג, ובכור שור שבת דף (ס""א) [עא] [ע""ב]:",,"@11(#) מ""א סקי""א. @33ועוד דעכ""פ חטאת מיקרי באה בנדב' עי' כנ""י ס""ס ך""ג (ובכור שור) (שבת דף סא):",Magen Avraham 1:11,
,ט,"(מג""א ס""ק יב) דלא כעולת שבת. טעות סופר הוא, ומקום דברים אלו בריש ס""ק זה שהביא מהב""י, דאחר התמיד היו מקריבין הקטורת, על זה כתב דלא כעולת שבת שכתב מנחה קודם לקטורת, והיינו מנחה השייך לתמיד של שחר, כן כתב בתוספת שבת [ספר פלאים]:",,"@11(#) מ""א סקי""ב דלא כע""ש (#)@33 ט""ס הוא ומקו' דברים אלו ברס""ח זה שהביא מהב""י דאחר תמיד היו מקריבין הקטורת ע""ז כ' דלא כע""ש שכ' מנחה קודם לקטורת והיינו מנחה השייך לתמיד של שחר כ""כ בתוספות שבת:",Magen Avraham 1:12,
ב,א,"(ט""ז ס""ק א) קורות ביתי אמרי חלוקי. אימרא היינו שפה של החלוק שמצד פנים הסמוך לבשר, שבו נראית התפירה יותר, כמבואר בסעיף ג':",@22ב,"@11(#) ט""ז סק""א @33קורות ביתי אמרי חלוקי אימרא היינו שפת של החלוק שמצד פנים הסמוך לבשר שבו נראי' התפירה יותר כמבואר בסעיף ג':","Turei Zahav on Shulchan Arukh, Orach Chayim 2:1",
,,"(שם) עד כאן לשונו. פירוש דבריו. הוקשה לו מה ענין ראיית האימרא לענין כסוי הסדין את בשרו, והוה ליה למימר לא ראו קורות ביתי את בשרי. ועוד מהו לשון כמו שהוא לובשו:",,"@11(#) (שם)@33 ע""כ לשונו. פי' דבריו. הקשה לו מה ענין ראיות האימרא לענין כסוי הסדין את בשרו והול""ל לא ראו קורות ביתי את בשרי. ועוד מהו ל' כמו שהוא לובשו:","Turei Zahav on Shulchan Arukh, Orach Chayim 2:1",
,,"(שם) דכשהוא פושטו ממטה למעלה. ר""ל בלי היפוך אלא כדרך שלבשו כך פושטו:",,"@11(#) (שם)@33 דכשהוא פושטו ממטה למעלה. ר""ל בלי היפוך אלא כדרך שלבשו כך פושטו:","Turei Zahav on Shulchan Arukh, Orach Chayim 2:1",
,,"(שם) אם היה פושטו דרך היפוך הפנימי לחוץ. משום הכי אמר רבי יוסי שלא היה מהפך, אלא פושטו כמו שלבשו, כדי שיוכל לכסות את עצמו, והיינו דאמר שלא ראו קורות ביתי האימרא כי לא היה מהפך:",,"@11(שם) (#)@33 אם היה פושטו דרך הפנימי לחוץ מש""ה אמר ר""י שלא היה מהפך אלא פושטו כמו שלבשו כדי שיוכל לכסות א""ע והיינו דאמר שלא ראו קורות ביתי האימרא כי לא היה מהפך:","Turei Zahav on Shulchan Arukh, Orach Chayim 2:1",
,,"(שם) דגם בשעת לבישת החלוק יעשה. ודין פשיטת החלוק הזכירו הטור והשו""ע לקמן סוף סימן רל""ט: דין איטר בנעילת מנעליו עיין בכור שור שבת דף ס""א [ע""א]. בדין גלוי הראש, שם דף קי""ח [ע""ב]:",,"@11(#) שם@33 דגם בשעת לבישת החלוק יעשה. ודין פשיטת החלוק הזכירו הטור והש""ע לקמן ס""ס רנ""ט: דין איטר בנעילת מנעליו ע' בכור שור שבת דף ס""א בדין גלוי הראש שם דף קי""ח:","Turei Zahav on Shulchan Arukh, Orach Chayim 2:1",
ג,ה,"(ט""ז ס""ק ד) ויש עוד טעם. הטעם הזה הוא טעם בפני עצמו, שלא לפי דעת המחבר השו""ע, דאיהו ס""ל טעמא קמא וכמו שהאריך הט""ז אחר כך:",@22ג,"@11(#) ט""ז סק""ד@33 ויש עוד טעם הטעם הזה הוא טעם בפ""ע שלא לפי דעת המחבר הש""ע דאיהו ס""ל טעמא קמא וכמו שהאריך הט""ז אחר כך:","Turei Zahav on Shulchan Arukh, Orach Chayim 3:4",
,,"(שם) ואם יפנה ממזרח למערב יפנה נגד ירושלים. תמונה,",,@11(#) שם@33 ואם יפנה ממזרח למערב נפנה נגד ירושלים הציור כזה?,"Turei Zahav on Shulchan Arukh, Orach Chayim 3:4",
