3,3,1
25,25,1
26,26,1
27,27,1
30,30,1
35,35,1
35,35,1
38,38,1
43,43,1
46,46,1
47,47,1
48,48,1
49,49,1
50,50,1
50,50,1
52,52,1
52,52,1
52,52,1
52,52,2
-1,53,2
60,60,2
61,61,2
63,63,2
63,63,2
65,65,2
73,73,2
76,76,2
78,79,2
81,82,2
82,82,2
83,83,3
107,107,3
111,111,3
112,112,3
116,116,3
117,117,3
134,135,4
138,138,4
140,140,4
141,141,4
143,144,4
147,148,4
151,151,4
153,153,4
155,155,5
162,162,5
163,163,5
163,163,5
165,165,5
165,165,5
166,166,6
169,169,6
171,171,6
172,172,6
173,173,6
173,174,6
175,175,6
178,178,7
186,186,7
191,191,7
192,192,7
200,200,7
206,207,8
208,208,8
214,214,8
215,215,8
217,217,8
225,225,8
225,225,8
231,232,8
232,233,8
234,234,9
243,243,9
245,245,9
247,247,9
248,249,9
252,252,9
253,254,9
258,258,9
258,259,10
263,263,10
267,267,10
268,268,10
268,269,11
276,276,12
280,280,12
281,281,12
281,281,12
-1,285,12
289,289,12
290,290,12
290,290,12
