3,3,1
-1,3,1
-1,3,1
8,8,1
9,9,1
14,14,1
21,21,1
25,25,1
33,33,2
40,40,2
40,40,2
43,43,2
44,44,2
45,45,2
46,46,2
48,48,2
48,48,2
49,49,2
50,50,2
51,51,2
54,54,2
54,54,2
54,55,3
75,75,3
81,81,3
83,84,3
111,112,3
113,113,3
116,116,3
117,118,3
118,118,3
119,119,3
119,119,3
120,121,4
127,127,4
129,130,4
133,133,4
134,134,4
134,134,4
135,135,4
136,137,4
141,141,4
145,145,5
154,154,5
155,155,5
156,156,5
159,159,5
161,161,5
166,166,5
168,168,5
173,173,5
174,174,5
175,176,5
182,183,6
186,186,6
194,195,6
196,196,6
197,197,6
198,198,6
198,198,6
200,201,6
204,204,7
206,206,7
208,209,7
211,211,7
214,214,7
215,215,8
229,229,8
232,233,8
244,244,8
252,252,8
259,259,8
266,266,8
267,267,8
270,270,8
271,271,8
276,276,8
277,277,8
278,278,9
280,280,9
286,286,9
288,288,9
288,288,9
291,291,9
292,292,9
305,305,9
311,312,9
312,312,9
313,313,9
315,316,9
316,316,9
318,319,10
330,330,10
333,334,10
335,335,10
335,336,10
340,340,10
343,343,10
345,345,10
345,346,10
349,350,10
354,354,10
356,356,10
356,357,10
360,361,10
