3,3,1
11,11,1
21,21,1
22,23,1
24,24,1
25,25,2
26,26,2
28,28,2
29,29,2
30,30,2
31,31,2
33,33,3
35,35,3
43,43,3
45,45,3
49,49,3
51,51,3
51,51,3
53,53,3
53,53,3
55,55,3
75,75,4
88,88,4
88,88,4
90,90,4
97,97,4
100,100,4
102,102,4
104,104,5
109,109,5
117,117,5
118,118,5
119,119,5
121,121,5
125,125,5
125,125,5
126,126,6
128,128,6
129,129,6
131,131,6
134,134,6
135,135,6
136,136,6
139,139,6
141,141,6
144,144,7
148,148,7
148,148,7
149,149,7
150,150,7
151,151,7
152,152,7
152,152,7
152,153,8
154,154,8
155,155,8
156,156,8
156,156,8
157,157,8
158,158,8
161,162,8
163,163,8
169,169,9
170,170,9
171,171,9
171,172,9
172,173,9
173,173,10
174,174,10
175,175,10
177,178,10
179,179,10
180,180,10
183,183,10
185,185,10
186,187,10
187,187,11
190,190,11
191,191,11
200,208,12
0,0,0
0,0,0
