Jerusalem Talmud Berakhot,1,1,2a,"ודע שלדעתי ר׳ ירמיה סתם תלמידו של ר׳ זעירא היה בנו של ״תחליפא״ כי כמה פעמים מצינו בבבלי דא״ל ר׳ יעקב לר׳ ירמיה בר תחליפא אסברא לך (כמו בב״ב סמ״ך ב׳, סנהדרין פ״א ב׳, ע״ז מ״ב ב׳, זבחים ל״ד א׳ וס״ג א׳) ובשום מקום לא מצינו לר׳ ירמיה בר תחליפא אלא אצל ר׳ יעקב ובאופן שאומר לו ״אסברא לך״ (ומקום שמצינו שהוא יוצא מתוך כלל זה הוא ט״ס ע׳ למטה) ולכן נראה שענין הדברים הוא שר׳ יעקב אמר לר׳ ירמיה (סתם) בלשון זה: בר תחליפא! אסברא לך, והיינו שכן היה דרך החכמים לכנות את חבריהם ותלמידיהם על שם אביהם כמו בר לקישא (ב״מ פ״ד א׳) בן פדת (יבמות ע״ב ב׳) בן אידי (שם צ״ו ב׳)."
Jerusalem Talmud Berakhot,1,1,2a,"ויש הכרח לפירושנו זה ממנחות ח׳ ב׳ מתיב ר׳ ירמיה כו׳ איכא דאמרי הוא מותיב לה והוא מפרק לה וא״ד א״ל ר׳ יעקב לר׳ ירמיה בר תחליפא אסברא לך, וזה מבואר שיש אומרים שר׳ ירמיה בעצמו תירץ לקושייתו ויש אומרים שלא ר׳ ירמיה בעצמו תירץ זה אלא ר׳ יעקב תירץ לר׳ ירמיה את קושייתו. ומכללנו הנ״ל נבין דהא דאיתא בזבחים (ע״ז ב׳) מיתיב ר׳ ירמיה כו׳ א״ל ר׳ ירמיה בר תחליפא אסברא לך יש להגיה שם ״א״ל ר׳ יעקב לר׳ ירמיה בר תחליפא אסברא לך״, וכ״ה בדקדוקי סופרים שם בשם כ״י; ועו״ש (פ׳ א׳) מתיב ר׳ דימי יש להגיה מתיב ר׳ ירמיה [וכ״ה בכל כי״י שבד״ס] וע״ש; ועוד במ״ק י״ח א׳ א״ל ר׳ יעקב לר׳ ירמיה אסברא לך, יש להגיה א״ל ר׳ יעקב לר׳ ירמיה בר תחליפא אסברא לך, וכ״ה בד״ס שם."
Jerusalem Talmud Berakhot,1,1,2a,"ודע שר׳ יעקב זה שהיה כפי הנראה חבירו של ר׳ ירמיה הוא הנקרא בירושלמי ר׳ יעקב בר אחא כי הא דאיתא בבבלי פסחים צ״א ב׳ בשם ר׳ יעקב איתא בירושלמי שם פ״ח ה״ז [ל״ו סע״א] בשם ר׳ יעקב בר אחא, ועוד בבבלי ע״ז י״ג ב׳ ר׳ יעקב זבן סנדלא ור׳ ירמיה זבן פיתא כו׳ ואותו ענין בירושלמי שם פ״א ה״ד [ל״ט רע״ד] ר׳ יעקב בר אחא."
Jerusalem Talmud Berakhot,1,1,2d,@אין השטן מקטרג באותה סעודה כו׳ אין השטן מקטרג באותו היום.# — בריקאנטי ר״פ ויקרא העתיק ״מרקד״ במקום ״מקטרג״.
Jerusalem Talmud Berakhot,1,7,3d,@ביבנה יצאת בת קול.# — ע׳ מ״ש ע״ז ביבמות סופ״א.
Jerusalem Talmud Berakhot,2,5,5a,ודע שענין השירבוב והגרירה מצוי הרבה בירושלמי ועל כמה מהן העירו המפרשים כמו בשביעית (פ״ד ה״ג) ״הורי ר׳ אמי לרדות עמו״ וכתב ע״ז בפ״מ: לא שייך הכא אלא בע״ז אמתני׳ דנחתום העושה בטומאה קאי שאסור לרדות עמו פת לתנור כדאמרינן התם ואיידי דהאי סוגיא דשביעית כתובה היא שם הועתק גם לזה כאן וככה תמצא בהאי תלמודא למאות מאות מקומות ע״כ; עוד בשביעית סופ״ז ״שרף פירי פגין פירי״ וכתב שם המפרש הרא״פ ולא שייכי כאן אלא אגב ריהטא אייתי לה הכא ע״כ; ובפסחים פ״ב ה״ד תני פגה שטמנה בתבן כו׳ וכתב ע״ז בק״ע שם ל״ג ליה הכא ואגב שיטפא דמסכת שבת כתבוהו לכאן ע״כ. וגדול האחרונים ממפרשי הירושלמי הוא הרה״ג מהר״ם ז״ל מקאברין בהקדמתו הראשונה לספרו ״ניר״ כתב ״ירושלים הרים סביב לה כו׳ בהשתרבות לשון יתר מסוגיא לסוגיא״.
Jerusalem Talmud Berakhot,2,5,5a,"ובטעם הגרירות והשיטפות שבירושלמי כתב בספר דורות הראשונים ח״ב פרק ס״ה שיש הבדל בין הירושלמי והבבלי שהבבלי נערך ונסדר והירושלמי לא נערך ונסדר והוא בידינו רק כפי שלמדו במתיבתא בסוף ימי ר׳ מנא ור׳ יוסי בר בון ובסוף הימים כאשר נכתב הירושלמי לפנינו ובא עם הספר כתבו אותו בהכרח רק כפי אשר נשאר בידיהם מהימים הראשונים מסגנון הלימוד של המתיבתא ולא ערבו אז לעצמם לשנות בו דבר מכפי שגרסו במתיבתא לזכרון דברים, ולכן נשארו כל הדברים לגמרי כמו שהם, והאריך שם הרבה בזה כדרכו וכמנהגו בכלל בספר זה בדברים יתירים וכפולים כמה פעמים, ועיקר תמצית דבריו כבר כתבנו. ואחרי קראי את דבריו ושניתים ושלשתים אינני בוש להודות כי לא נכנסו באזני ואינני מבין אותם כל עיקר כי למה במתיבתא עירבבו בלימודם דברים שאינם שייכים במקומם רק במקום אחר לזכרון דברים, וסוף דבר אין בדבריו כדי נותן טעם כל שהוא אל לב מבין, ומלבד זה מעיקרא דדינא פירכא דלמטה אברר שגם בבבלי – שנערך ונסדר לפי דברי הרב – מצינו כמה גרירות ושיטפות כאלה שבירושלמי ואף כי הן מעטות במספר לעומת מספרן המרובה שבירושלמי מ״מ מוכרח הוא שלא הערך והסדר הוא הגורם לזה, ולכן החובה מוטלת עלינו לבדוק ולחפש טעמים אחרים טובים ויפים מהטעם לפגם שנתן בעל דורות הראשונים. ומה שנראה לנו בזה הוא, שכבר נודע שהסופרים הראשונים בחפצם לקצר במלאכתם מלאכת הכתיבה המרובה, אם מצאו סוגיא כפולה בירושלמי או בבבלי ומדרשות היה דרכם לכותבה בשלימותה במקום אחד ובמקום השני קיצרוה, ורמזו דשאר הסוגיא נמצא באותו מקום השלם, ודרך סופרי הירושלמי לכתוב באופן כזה ״גר״ש (ר״ת גמרו שם) בהילכתא עיליתא״ או ״בהילכתא קדמייתא״ כמו ביומא פ״ג ה״ח ופ״ה ה״ג וכתובות פ״ד ה״ח, ודרך סופרי הבבלי לכתוב באופן כזה ״וכולה״ כמו בנזיר (ט״ז ב׳) ״וכולה כדהוינן בה אליבא דבר פדא ור׳ מתנא״ ובחולין (י״ב ב׳) ״ונראין כולה״, ובפסיקתא דרב כהנא השתמשו הסופרים בהמאמר ״שאר קטיעא דכוותא קמייתא״ ע׳ פיסקא אחרי מות דף קע״א ופיסקא ויהי בשלח דף פ״א, ובב״ר השתמשו בלשון ״וכוליה עניינא״ ע״ש פ״מ."
Jerusalem Talmud Berakhot,2,5,5a,"ולפי השערתי השתמשו בקיצור זה במדה מרובה הסופרים הראשונים מהירושלמי אבל הסופרים שבאו אח״כ שרצו להשביח את מלאכתם ולהוציא מתחת ידם ספרים שלימים ונאים הוסיפו להעתיק מהמקום הנרמז כל הענין בשלימותו, והסופרים האחרונים לא היו חכמים ומבינים כל כך (כמו שאמרו בבבלי סוטה מ״ט א׳ שרו ספריא למיהוי כחזניא) הוסיפו להעתיק מאותו מקום דברים שאינם שייכים כל עיקר לכאן ומהסופרים והמעתיקים כאלה באו אצלנו רוב השיטפות והגררות והריהטות שבירושלמי המצויות לרוב בידינו ומקיצורי הסופרים הקדמונים נשארו עד היום בידינו אחדים מהם ורמזנו עליהן למעלה. וגם בתוספתא נמצאו ריהטות וסירכות ע׳ מ״ש במע״ש פ״ב ה״א."
Jerusalem Talmud Berakhot,2,5,5a,"והנה מצינו ריהטות וסירכות גם במשניות כמו במכות סוף פ״ב ״כיוצא בו״ כתב התויו״ט שהוא סירכא משביעית פ״ט מ״ח, וברפ״ח דזבחים (ע״א ב׳) כתב רש״י ד״ה וימכרו דלא גרסינן וימכרו ע״ש שהיא סירכא מרישא שם; עוד בנגעים פ״י מ״ה וכן בפשיון בתחלה כתב הר״ש שם ולא גרסיגן בתחלה גבי פסיון והסופרים אגב ריהטייהו כתבינהו בסיפא כמו ברישא; ובשביעית פ״ג מ״ג יתר מכאן מחציב וכתב בתויו״ט שנשתבשה הגירסא מלישנא דמשנה ו׳ שם; ובפירוש הרא״ש חלה פ״א מ״ט אות ט׳ כתב אבל הכא כדי נסבה ואגב רהיטא דההיא מתני׳ תנייה נמי הכא, וע׳ שביעית פ״ט ה״ו ומ״ש שם ובערלה פ״א ה״ב לית כאן מרכיב וענין זה שבכמה מקומות רגילין לשנות יחד נוטע מבריך ומרכיב כמו בשביעית פ״ב מ״ו וסוטה פ״ח מ״ה וע״ע מ״ש ביבמות רפ״ד, וקידושין פ״א ה״א, סנהדרין פ״ז ה״ב והוריות פ״ב ה״ו."
Jerusalem Talmud Berakhot,2,5,5a,"וכמו כן יש ריהטות ושיטפות @בתלמוד הבבלי# כמו בב״ב ק״ב ב׳ כתב רשב״ם (ד״ה ה״ג וכגון) משום דאמרו לעיל כו׳ לכך טעו וכתבו גם בכאן כו׳; עוד בסנהדרין צ״ד א׳ אינהו עדיפי מיניה כו׳ כתב רש״י ע״ז איידי דגררא בעלמא קתני הכא; עוד בזבחים מ״ב א׳ כתב רש״י (בד״ה קמ״ל) וגירסא הכתובה בספרים אמרינן אי ס״ד כו׳ לא שייך למיגרס הכא הכי כו׳ ובמנחות (ט״ז א׳) הוא דגרסינן לה הכי כו׳; עוד בתמורה (ז׳ א׳) כתב רש״י (ד״ה רבא אמר) ותירוצא דמתרץ כגון שהיה לו חולה בתוך ביתו כו׳ ל״ג ליה ושבשתא היא דלא איירי הכא במחוסר זמן כלל אבל במסכת יומא (ס״ד א׳) תנינן לה כו׳; עוד בחולין ע״ד ב׳ כתב רש״י (ד״ה חלבו דמאי) אע״פ שהוא בכל הספרים אמת הדבר שהוא שיבוש ולא יש חכם אשר יושיבנו על כנו כו׳ אלא בפרק גיד הנשה גרסינן לה לכולה כי ה[כ]א ואגב שיטפא דגירסא אישתבשו בה למיגרסא הכא ע״כ. וטעם השיטפות האלה הוא כמו שכתבנו למעלה שהסופרים הקדמונים קיצרו במקום אחד מפני שסמכו על סוגיא כזו במקום אחר, ובאו הסופרים האחרונים והשתדלו למלאות את החסר בכל מקום וגם הוסיפו להעתיק מהמקום השלם אף דברים יתרים שאינם שייכים כאן כל עיקר וכל המוסיף גורע."
