Rashi on Berakhot 3b:29:1,Rashi on Berakhot 3b,"<b>ד""ה כנור וכו' רוח מזרחית וכו' דרומית וכו' מערבית וכו' צפונית.</b>—בהגהות הגר""א על זה כתב; אינו כן; וטעמו מפני שמצא בזהר חדש פ' בראשית סדר אחר: מזרח, מערב, דרום וצפון. אבל פרש""י עיקר, שכן בספר המנוחה והתנועה להחוקר ר' צבי ראבינאוויטש סימן תקפ""ח כתב, שבארצות הקדם נטיות הרוחות הן כסדר שכתב רש""י ז""ל.","['ג ב רש""י']"
Berakhot 4a:7,Berakhot 4a,"<b>וה""ק משה לישראל וכו'.</b>—לפי פשטות הכתוב אמר משה זה לפרעה, וכן מפורש לעיל ""שמא יטעו איצטגניני פרעה"".",['ד א']
Berakhot 4b:16,Berakhot 4b,"<b>תהלה לדוד בכל יום ג' פעמים.</b>—עי' פרש""י טעם למספר זה. אבל בסדר ר""ע גאון דף ג' ע""א מבואר, שהיה לפניו ""בכל יום"" סתם. ועוד שם דף כד ע""ב כתב ""כשאמרו חז""ל כל האומר תהלה לדוד לא אמרו ב' או ג' פעמים ומשמע אפי' פעם אחת אלא חכמים האחרונים תקנו וכו'"". וכן באו""ז ח""א סימן ק' איתא ""בכל יום"" סתם<sup class=""footnote-marker"">*</sup><i class=""footnote"">[""שלש פעמים"" ליתא גם בכתב יד פריז. ובגליון הש""ס: בהרא""ש ליתא ג""פ וכן בטור וברוקח סימן ש""ך איתא כל האומר תהלה לדוד בכל יום מובטח לו.]</i>.",['ד ב']
Berakhot 5b:12,Berakhot 5b,"<b>אמאי לוקים ר' יוחנן לנפשיה וכו'.</b>—מהרש""א בחדושי אגדות נתן טעם למה לא הקשו כן למעלה על ר' חייא בר אבא, וטעמו אמת, שכן מפורש במדרש שה""ש סופ""ב (ע""ש).",['ה ב']
NO MATCH,Berakhot 7a,"<b>אחד מה' רבוא וכו'.</b>—עי' ירושלמי פרק זה ה""א [ב רע""ד] דאיתא א' מה' רבוא וששת אלפים ושמנה מאות ומ""ח בשעה.",['ז א']
NO MATCH,Berakhot 8a,"<b>כדאמר [להו]<sup class=""footnote-marker"">*</sup><i class=""footnote"">[כך בכתב יד מינכן וכתב יד פריז.]</i> ריב""ל לבניה.</b>—כעין זה למטה עמוד ב' ובפסחים לו א<sup class=""footnote-marker"">*</sup><i class=""footnote"">[כנוסח כתבי יד ועוד והגהות הב""ח, דפוסים: ר' יהושע.]</i>.","['ח א', 'שם', 'שם']"
Berakhot 8a:8,Berakhot 8a,"<b>שני פתחים ס""ד אלא אימא וכו'.</b>—לשון ירושלמי רפ""ה [ט רע""א]: רב חסדא אמר זה שנכנס לבית הכנסת צריך להכנס לפנים משתי דלתות וכו'. נראה מזה שדרכן היה לבנות פרוזדור לפני ביהכ""נ ויש לאדם להכנס לפנים מהפרוזדור ואח""כ לביהכ""נ עצמו והיינו שתי דלתות. ועי' טור ארח חיים סי' צ' שכתב: ומשמע נמי (""מן הירושלמי"") כפשטיה שיכנס לפנים משתי דלתות. וזה דלא כהבית יוסף שם, שהוציא דברי הטור מפשוטם.","['ח א', 'שם', 'שם']"
Berakhot 8a:30,Berakhot 8a,"<b>ישלים אדם פרשיותיו עם הצבור.</b>—זה לשון סדר ר""ע גאון: ""ולאחר קדיש של שחרית יתבין צבורא ומסדרין פרשה דעניינא דיומא שנים מקרא ואחד תרגום ואח""כ מוציאין ס""ת"". ולפי זה משמע דסדר שמו""ת הוא בצבור ולבד מהקריאה שבס""ת, ובזה מובן מ""ש כאן ""עם הצבור"". ועי' ראב""ן סי' פ""ח שנדחק לומר דמיירי ביחיד הדר במקום שאין בו עשרה לקרות בתורה וצריך היחיד לכוין השעה שקורין הצבור בפרשה בביהכ""נ. והב""י הביא פירוש זה באו""ח סימן רפ""ה בשם ראב""ן.","['ח א', 'שם', 'שם']"
Berakhot 8b:9,Berakhot 8b,"<b>א""ל רבא וכו' ואל תעברו אחורי ביהכ""נ וכו' מסייעא ליה לריב""ל וכו'.</b>—מאחר שאין זה סגנון התלמוד לסייע מן האחרון על הקדמון, לפיכך העיקר כנוסח שבד""ס<sup class=""footnote-marker"">*</sup><i class=""footnote"">[""וכבר עמד על זה בס' מראה אש. אלא רבא הוא שהביא ראיה מריב""ל"". (ד""ס).]</i>, שהמלות ""מסייעא ליה לריב""ל"" אינן שם כל עיקר.","['ח ב', ""שם תוס'""]"
NO MATCH,Berakhot 8b,"<b>ד""ה ישלים וכו' במדרש ג' דברים צוה רבינו הקדוש וכו'.</b>—עי' בס' חופת אליהו רבה (שבסוף ס' ראשית חכמה) שער הששה ששה דברים צוה רבינו הקדוש ומהם שלשה ליראת חטא ושלשה לדרך ארץ והא דהכא נמנה בין הג' דיראת חטא, וכן מפורש בתוספות המיוחסות לר' יהודה חסיד כאן. ועי' ב""י א""ח סי' רפ""ה שכתב בשם מכילתא בא: ז' דברים צוה רבינו וכו', וליתא במכילתא שלנו.","['ח ב', ""שם תוס'""]"
Berakhot 11b:18,Berakhot 11b,<b>זו היא מעולה שבברכות.</b>—כעין זה ביבמות קב ב.,['יא ב']
Berakhot 13b:22,Berakhot 13b,"<b>הא מיגנא שפיר דמי וכו'.</b>—לפרש""י ""מיגנא לישן"" דמשמע דשכיבה בלא שינה מותר קשה דהיה יכול לתרץ דלא תימא ""הא מיגנא שפיר דמי"" אלא ""הא מישכב שפיר דמי"" דומה לקורא ק""ש דשוכב ואינו ישן, ומזה מוכח דאפי' שכיבה בלא שינה אסור. וטעמו של דבר שפעמים כשהוא שוכב בא לידי שינה אף שלא התכוין תחלה לישן. וכן מצאנו בערוך ערך גן ב' ""גני שוכב"".","['יג סע""ב']"
Berakhot 15a:4,Berakhot 15a,"<b>לייט אמאן דמהדר אמיא וכו'.</b>—כתב במחברת הערוך לר""ש פרחון ערך רגל ""להסך את רגליו"" (ש""א כד ד) פי' לרחוץ תחתונו אחר שעשה צרכיו, שמנהג ישראל כך בכ""מ מארץ אדום שלמדו מהם, ומותר לישראל לקנח בצרור או בבגד או בקיסם במקום שאין מים, דאמרי רבנן ""פלוני לייט אמאן דמהדר אמיא בעדן צלותא"" ושמא יעבור זמן ק""ש והקב""ה אמר ""בשכבך ובקומך"" הא לאו הכי מהדר אמיא. ומ""ש בענין ""אבנים מקורזלות"" (עי' שבת פא א) במקום שאין מים הוא. ואין דבריו נכונים, כי ברחיצת ידים אמור כאן.","['טו א', 'שם']"
Berakhot 15a:5,Berakhot 15a,"<b>ועד כמה עד פרסה.</b>—כעין זה לקמן כג א ול' רע""א.","['טו א', 'שם']"
Tosafot on Berakhot 16b:8:1,Tosafot on Berakhot 16b,"<b>ד""ה אנינות וכו' דאי איתא דהוא דאורייתא וכו' הוה לן למגזר וכו'.</b>—צ""ע דאם כן איך התירו חכמים סיכה ביוה""כ משום צער (עי' לעיל תוס' ד""ה אסטניס). ואף שסיכה עצמה ביוה""כ אינה אלא מדרבנן (עי' רא""ש רפ""ח דיומא בשם ר""י) מ""מ כיון שעיקר יוה""כ מן התורה הנה לא גרע מרחיצה דאנינות.","[""טז ב תוס'""]"
Berakhot 22a:24,Berakhot 22a,"<b>ור' יהודה גלוסטרא.</b>—איני יודע טעם לכינוי זה<sup class=""footnote-marker"">*</sup><i class=""footnote"">[בכ""י מינכן: קלסתראה, יוחסין: קלוסטראה, ועי' היימן תולדות תו""א עמ' 574.]</i>, ועי' יבמות צו ב.","['כב סע""א']"
Berakhot 23a:19,Berakhot 23a,"<b>אבל בכלי שאינו כליין אפי' פחות מטפח.</b>—פירש רשב""ץ בתשובותיו ח""ג סי' כ""ו דחלל טפח זה הוא קודם שמכניס התפילין בו, אבל לאחר שהכניסן בו אפי' אם לא נשאר בו שום חלל אין בכך כלום. ולפי זה מוכח דיכולין לעשות תפילין קטנות אפי' פחות מאצבעיים על אצבעיים דהיינו חצי טפח על חצי טפח ודלא כדעת שמושא רבא (מובא ב""י או""ח סי' ל""ב).","['כג סע""א']"
Berakhot 23b:4,Berakhot 23b,"<b>דברים שהתרתי לך כאן אסרתי לך כאן וכו' ק""ו שאין עליו תשובה וכו'.</b>—מבואר מזה שהמקשה עצמו לא ידע על מה נשנתה ברייתא זו, וכמו שכתב רש""י (ד""ה תיובתא) ""דא""כ לא משכחת מידי לאוקמה הך ברייתא"". ומתפלא אני למה אסיקו הכא ""ותיובתא דרבא א""ר ששת תיובתא"", דהא יתכן דנישנית ברייתא זו על ענין אחר, שלא נודע לנו, ואנחנו מצאנו כעין זה בירושלמי ערלה (פ""א סוף הלכה ה', סא ע""ב): תני ר' חייה כל מה שאסרתי לך במקום אחר התרתי לך כאן לפי שבכל מקום (פי' בתרומה) מאה אסור ומאה ועוד מותר ברם הכא (פי' בזרוע בשלה של נזיר) אפי' מאה מותר (ע""ש היטב). ושפיר שייך ע""ז ""וזה ק""ו שאין עליו תשובה"" דק""ו הוא: ומה תרומה מאה אסור, קדשים לא כ""ש שמאה אסור. ועוד כעין זה יש בתוספתא ידים פ""ב [ה""ו] ע""ש, ועי' עוד חולין צח ב.",['כג ב']
Tosafot on Berakhot 24a:9:1,Tosafot on Berakhot 24a,"<b>ד""ה והתניא וכו' דלא אשכחן אשתו דמקריא בני ביתו.</b>—עי' לקמן כז סע""ב: איזיל ואימליך באינשי ביתי אזל ואימליך בדביתהו.","[""כד א תוס'""]"
Berakhot 25b:9,Berakhot 25b,"<b>צואה בעששית וכו'.</b>—משכחת לה נמי להיפך; ערוה בלילה מותר לקרות ק""ש כנגדה (וכן ביום אם החזיר פניו ממנה, עי' לעיל כד א) ""ולא יראה בך ערות דבר"" אמר רחמנא, והא ליכא ראייה; צואה בלילה אסור לקרות ק""ש כנגדה, דבריחא ונקיותא תליא מילתא, והא איכא.","['כה ב', ""שם תוס'""]"
NO MATCH,Berakhot 25b,"<b>ד""ה והרי וכו' פירש ר""י וכו'.</b>—צ""ל ""פירש ר""ח"", וכ""ה בתוספות המיוחסות לר' יהודה חסיד ובאו""ז ח""א סי' שכ""ח.","['כה ב', ""שם תוס'""]"
Berakhot 28b:7,Berakhot 28b,"<b>מנעו בניכם מן ההגיון.</b>—עיקר פירושו, שלא ידקדקו הרבה בלמודם, וכן לקמן סג ב: ילמד אדם תורה ואח""כ יהגה, ועי' רש""י שם.","['כח ב', 'שם', 'כח סע""ב', 'שם']"
Berakhot 28b:8,Berakhot 28b,"<b>נר ישראל עמוד הימיני פטיש החזק.</b>—פי' נר ישראל ברוחניות, עי' גטין נו ב, שביקש מאספסיינוס ""תן לי יבנה וחכמיה ושושילתיה דר""ג"", וגם העמיד ריב""ז תלמידים ותלמידי תלמידים אשר האירו את העולם בתורה, וגם תיקן ריב""ז הרבה תקנות (עי' ר""ה לא ב). עמוד הימיני בגשמיות, עי' איכה רבה פ""א על הפסוק ""היו צריה לראש"", שריב""ז ביקש מאספסיינוס שיפתח את השער המערבי של ירושלים היוצא ללוד, שכל מי שיצא בו עד שעה רביעית נפשו תהיה לו לשלל. פטיש החזק רומז לזה שבירושלמי שבת (פט""ז ה""ח, טו סע""ד), שאמר ריב""ז; גליל גליל שנאת התורה סופך לעשות במסיקין. ועוד מהרס ומבטל דברי הצדוקים (ב""ב קטו ב, מנחות סה ב וידים פ""ב מ""ו).","['כח ב', 'שם', 'כח סע""ב', 'שם']"
Berakhot 28b:23,Berakhot 28b,"<b>שמעון הפקולי הסדיר וכו' לפני ר""ג על הסדר ביבנה.</b>—דעת היוחסין וסה""ד ערך ר""ג הזקן, שרבן גמליאל דהכא הוא ר""ג הזקן, שהרי שמואל הקטן נפטר עוד קודם רשב""ג הזקן, כמבואר בסנהדרין יא א, וכ""ה דעת הרלב""ח במאמר הסמיכה שלו קונטרס ב'; אלא שראיתי בהגהות מלא הרועים שכתב שבספרו ""כנוס סופרים"" סתר דעה זו, ולא זכינו לספרו זה.","['כח ב', 'שם', 'כח סע""ב', 'שם']"
Berakhot 28b:24,Berakhot 28b,<b>לשנה אחרת שכחה וכו'.</b>—נראה שבתחילה כשהתקינו את ברכת המינים היתה התקנה לומר אותה רק פעם אחת בשנה בלבד. דאם תקנו לאומרה בכל יום א' א שתשכח. אבל לאחר זמן התחילו לאומרה בכל יום.,"['כח ב', 'שם', 'כח סע""ב', 'שם']"
Berakhot 29a:13,Berakhot 29a,"<b>והתועים על דעתך ישפטו.</b>—עי' פרש""י. וראיתי בברכי יוסף א""ח סי' ר""י, שהעתיק נוסח הבינינו מר' ישעיה דטראני הראשון בלשון זה ""והתועים בדרך תשפוט"". ובנוסח הירושלמי (פרק זה ה""ג, ח סע""א): ותועים עליך לשפוט.",['כט א']
Berakhot 31a:9,Berakhot 31a,"<b>דא""ר הונא א""ר זעירא.</b>—ברי""ף וכן בד""ס בשם כי""י הנוסח ""אמר זעירי"" (בלי שם תאר ""רבי""), וכן עיקר. ובענין זה בירושלמי ריש פרק זה (ח ע""ד); ""זעירא<sup class=""footnote-marker"">*</sup><i class=""footnote"">[בדפוס ויניציא: זעור.]</i> בר חיננא"". מזה מוכח דזעירא או זעירי (סתם בלי שום תאר) בבבלי הוא ""זעירא בר חיננא"" שבירושלמי. עוד מצינו בע""ז נג א ""זעירי א""ר יוחנן וכו' בצורף ישראל מחלוקת"" וט""ס שם וצ""ל ""זעירי א""ר חנינא"", וכ""ה הנוסח ברא""ש ור""נ שם, ואותו ענין בירוש' פ""ד ה""ה (מד ע""א) ""זעירא בר חיננה בשם ר' חנניה"". וראיתי במבוא הירושלמי להרז""פ ז""ל ערך ר' זעירא, שכתב בלי שום ראיה דאפשר שזעירא שבבבלי הוא זעיר בר חיננא, וספיקו אצלנו ודאי כמו שהוכחנו<sup class=""footnote-marker"">*</sup><i class=""footnote"">[עי' בדברי המחבר זצ""ל להלן על סה""ד, ע' ר' זירא וע' זעירי, ומ""ש ב""שתא""י"" עמ' 571.]</i>.",['לא א']
Berakhot 32b:16,Berakhot 32b,"<b>י""ב מזלות בראתי ברקיע ועל כל מזל וכו'.</b>—כפי הנודע י""ב מזלות אלו המפורסמים הם שהשמש סובבת בהן במשך השנה, אבל לבד מאלו יש עוד כמה וכמה מזלות בדרומן של י""ב מזלות אלו ובצפונן, והתוכנים הקדמונים ימנו מ""ח מזלות בשמים, וא""כ יעלה מספר הכוכבים בכל כדור השמים רבי רבבות פעמים יותר ממה שחשבו כאן.",['לב ב']
Berakhot 33a:37,Berakhot 33a,"<b>טעה בזו ובזו חוזר לראש.</b>—המפרשים אמרו דהיינו ששכח ואכל או שתה לפני הבדלה על הכוס. ולפ""ז אפשר לומר בטעמו של הרמב""ם שהשמיט דין זה מפני שלדעתו ר' ששת דאמר כאן חוזר לראש סובר כמ""ד בפסחים (קו ב) טָעַם אינו מבדיל, אבל אין הלכה כן אלא טעם מבדיל, לפיכך אפי' טעה בזה ובזה מבדיל ואינו צריך לחזור לראש, ולא כן דעת תלמידי ר' יונה והרא""ש, אלא דאע""פ שהלכה דטעם מבדיל מ""מ טעה בזה ובזה חוזר לראש משום שאכל באיסור; אבל מצאנו בסדר רע""ג סדר מוצ""ש כלשון הזה: ואם טעה ולא הזכיר הבדלה בחונן הדעת אם יש לו יין שיבדיל עליו אינו חוזר וכו' ואם אין לו יין חוזר ומתפלל דבעו מניה דרב ששת וכו'. נראה שהוא מפרש ""טעה בזו ובזו"" דשכח ולא הזכיר הבדלה בחונן הדעת וגם הזמין לו כוס יין להבדלה ושכח ושתאו ולא הבדיל עליו ואין לו כוס אחר להבדיל עליו חוזר ומתפלל ומזכיר הבדלה בחונן הדעת וכשיזדמן לו אח""כ כוס יין יבדיל גם על הכוס.","['לג סע""א']"
Berakhot 34b:30,Berakhot 34b,"<b>חציף עלי מאן דמצלי בבקתא.</b>—עי' פרש""י דהוא משום שאינו מקום צניעות, ובתוס' הקשו על זה מיצחק, והם פירשו משום הפסק עוברי דרכים, כלעיל (ג א). אבל מצאנו בתנא דבי אליהו רבה פ""ח, שלא יהא אדם מתפלל בבקעה שכן דרך הגוים.","['לד סע""ב']"
Berakhot 37a:14,Berakhot 37a,"<b>א""ל ר""ג עד מתי אתה מכניס וכו'.</b>—כעין זה בתוספתא ביצה פ""ב הי""ב.","['לז סע""א']"
Berakhot 42a:8,Berakhot 42a,"<b>אף אנו נאמר.</b>—כעין זה שבת לו א [ב""פ וש""נ], תענית טו א, סנה' לו א [וש""נ].",['מב א']
Berakhot 44a:4,Berakhot 44a,"<b>ר' אבהו אכיל וכו' ר' אמי ור' אסי הוו אכלי וכו' רשב""ל הוה אכיל וכו'.</b>—כעין זה שבת קכט א: ר' יוחנן שתי וכו' ורב נחמן שתי וכו' רב יוסף שתי וכו'.",['מד א']
Berakhot 45a:9,Berakhot 45a,"<b>אין המתרגם רשאי להגביה וכו' ואם א""א למתרגם וכו'.</b>—אין הלשון מכוון, והעיקר כמו שהעתיק בסדר רע""ג סדר שחרית לשבת: אין המתרגם וכו' מן הקורא ואין הקורא רשאי להגביה קולו יותר מן המתרגם ואם א""א למתרגם וכו'. וכנוסח זה נראה שהיה לפני טור א""ח סי' קמה.",['מה א']
Berakhot 47b:7,Berakhot 47b,"<b>אמר רבא לא נח נפשיה דרמי בר חמא אלא דלא אזמין וכו'.</b>—נראה דרבא אמר כן לצאת ידי הבריות שהיו מרננים עליו, שרמי בר חמא נח נפשיה מפני דברי רבא שאמר בב""ב (יב ב) ""ואנא בתרא"", ובזה פתח פיו לשטן כלעיל (יט א), לפיכך אמר כאן, שמפני סיבה אחרת נח נפשיה; שהוא לא נתכוין בדבריו שימות אלא שיגרש את בת רב חסדא וישאנה הוא, כמו שפי' מהרש""א בחדושי אגדות בב""ב שם.",['מז ב']
Berakhot 48b:2,Berakhot 48b,"<b>דוד ושלמה תקנו בונה ירושלים.</b>—כתב בחי' רשב""א שהם ביקשו בבונה ירושלים להעמיד המלכות והבית ולהמשיך שלות הארץ (ע""ש). ומצאתי בתנחומא פ' מסעי סי' ו': משחרבה ירושלים הוסיפו בונה ירושלים.","['מח רע""ב']"
Berakhot 51a:3,Berakhot 51a,"<b>אמר רבינא הלכך אפי' גמר סעודתו וכו'.</b>—פרש""י דחוק, ומ""ש מהרש""א תמוה דאיך יעלה על הדעת שמי שנזכר בתוך סעודתו שלא בירך יחזור ויאכל עוד ולא יברך. והיה נ""ל להגיה כאן ""אמר רבינא הלכתא אפי' גמר סעודתו וכו'"".","['נא רע""א', 'שם']"
Berakhot 51a:13,Berakhot 51a,"<b>סוריאל שר הפנים.</b>—ידוע בספרי הקדמונים דשבעה מלאכים משרתים תמיד לפני ה' כדאיתא בפר""א פ""ד: ושבעה מלאכים שנבראו מתחלה משרתים לפניו לפנים מן הפרוכת. עוד בספר הישר פ' נח: ויאמר ה' אל שבעת המלאכים העומדים ראשונה לפניו הקרובים אליו. עוד בספר החיצוני טוביה (פי""ב ח)<sup class=""footnote-marker"">*</sup><i class=""footnote"">[הוצ' כהנא פסוק טו, ועי' הערת המתרגם שם.]</i>: רפאל מלאך אלקים ואחד משבעת המלאכים המשרתים את פני ה'. וכתב רש""י בישע' (סג ט): מלאך פניו הוא מיכאל שר הפנים ממשמשים לפניו; והרי כבר נודעו לנו שלשה מהם: סוריאל, רפאל ומיכאל. והשאר הם לפי דעתי: א' מט""ט המכונה באותיות דר""ע ובספר היכלות ""שר הפנים"", ב' וג' גבריאל ואוריאל<sup class=""footnote-marker"">*</sup><i class=""footnote"">שנים אלו נמנו יחד במדרשות עם מיכאל ורפאל (עי' פר""א שם), ומשמע שכולם שוים בכבודם ובמשרתם.</i>, ד' סנדלפון (עי' חגיגה יג ב). והנה מנהג העולם בזמננו לומר בין התקיעות של ר""ה ""יהי רצון"" שנזכר בו ""ישעיה שר הפנים"", ולע""ע לא נודע לי מי יסד ""יהי רצון"" זה, וטוב עושים הקהלות שאין אומרים אותו ""יהי רצון"". אבל מצאנו עוד בסדר רע""ג בקדיש ליחיד: א""ר ישמעאל סח לי ססנגיר שר הפנים. ובאותו ענין באו""ז ח""ב סי' מ""ב ""זגגזאל"", ובמעשה דר' ישמעאל כה""ג, שנדפס מכ""י בתוספתא עתיקתא ח""ה ""הדרניאל"". ועי' עוד בספר יחוס הצדיקים אצל ר' ישמעאל בן אלישע כה""ג יש עוד מאמר, שכנראה העתיקו אותו מהיכלות רבתי פ""ד (ולפנינו נשמטה שם שורה אחת): ובקשתי מסוריא שר הפנים. בלי ספק שצ""ל: מסוריאל שר הפנים.","['נא רע""א', 'שם']"
Berakhot 53b:29,Berakhot 53b,"<b>אחד וכו' ואחד וכו' במשמע אלא שממהרין וכו' יותר וכו'.</b>—כעין זה יש בב""ק צג ב.","['נג סע""ב']"
Berakhot 54b:22,Berakhot 54b,"<b>ג' דברים מאריכין ימיו וכו' והמאריך על שלחנו והמאריך בביה""כ וכו'.</b>—דע שב' דברים הללו יש למקיימם יסוד לאריכות ימים ע""פ דרכי הרפואה, שכבר נודע לרופאים שהשניים והרוק שבפה יש להם חלק גדול בעיכול המאכל טרם שיבוא אל הקיבה, ורוב האנשים, אשר יאכלו את לחמם בחפזון ולא יטחנו היטב את מאכלם ויבלעום טרם ילעסו את אשר בא אל פיהם דק דק, רבים מכאובים להם, את קיבתם יקלקלו וחליים רעים ונאמנים בהם ידבקו. לכן מי שמאריך באכילתו, ובמתון יאכל לחמו, קיבתו תהיה בריאה וגופו שלם ויאריך ימים.","['נד סע""ב', '']"
