Jerusalem Talmud Berakhot,1,1,2a,"@תיפתר באילין כופרניא.# — ע' במ""ה ז""ח פי בראשית.",Jerusalem Talmud Berakhot 1:1:2,"<strong><big>הלכה:</big></strong> <i data-overlay=""Venice Columns"" data-value=""2a""></i>מֶאֵימָתַי קוֹרִין אֶת שְׁמַע בָּעֲרָבִין. אֲנָן תַּנִּינָן מִשָּׁעָה שֶׁהַכֹּהֲנִים נִכְנָסִין לוֹכֵל בִּתְּרוּמָתָן. תַּנִּי רִבִּי חִיָּיא מִשָּׁעָה שֶּׁדֶּרֶךְ בְּנֵי אָדָם נִכְנָסִין לֶאֱכוֹל פִּיתָּן בְּלֵילֵי שַׁבָּת. וְתַנִּי עֲלָהּ קְרוֹבִין דִּבְרֵיהֶן לִהְיוֹת שָׁוִין. <i data-overlay=""Vilna Pages"" data-value=""1b""></i>אִיתָא חָמֵי מִשָּׁעָה שֶׁהַכֹּהֲנִים נִכְנָסִין לוֹכֵל בִּתְּרוּמָתָן יְמָמָא הוּא וְעִם כּוֹכְבַיָּא הוּא. מִשָּׁעָה שֶּׁדֶּרֶךְ בְּנֵי אָדָם נִכְנָסִין לֶאֱכוֹל פִּיתָּן בְּלֵילֵי שַׁבָּת שָׁעָה וְתַרְתֵּי לֵיְלִיָּא הוּא. וְאַתְּ אָמַר קְרוֹבִין דִּבְרֵיהֶן לִהְיוֹת שָׁוִין. אָמַר רִבִּי יוֹסֵי תִּפְתָּר בְּאִלֵּין כּוּפְרָנַיָּא דְקִיקַיָּא דְּאוֹרְחֵיהוֹן מִסְתַּלְּקָא עַד דְּהוּא יְמָמָא דְצָדִי לוֹן מִקַּמֵּי חַיּוּתָא."
Jerusalem Talmud Berakhot,1,1,2b,"@בר מן הדא כוכבתא.# — פי' כוכב נוגה הנקרא בלשון סורי כוכבתא וכן לקמן ע""ג איילתא דשחרא מ""ד כוכבתא (אמרי בינה למהר""ץ חיות).",Jerusalem Talmud Berakhot 1:1:9,הֲדָא דְתֵימַר בְּאִילֵּין דְּלֵית אוֹרְחַתְהוֹן מִתְחַמְיָא בִימָמָא. בְּרַם בְּאִילֵּין דְּאוֹרְחָהוֹן מִתְחַמְיָא בִימָמָא לָא מְשַׁעֲרִין בְּהוֹן. אָמַר רִבִּי יוֹסֵי בֵּרִבִּי בּוּן וּבִלְחוּד דְּיִתְחַמּוּן תְּלָתָא כוֹכָבִין בַּר מִן הַדָּא כוֹכָבָתָא.
Jerusalem Talmud Berakhot,1,1,2b,"@רבי אומר הלבנה בתקופתה.# — פי' בשעת הניגוד ועל קו השוה והוא באמצע החדש שאז הלבנה מכוונת כנגד השמש בריחוק ק""פ מעלות כידוע וע' ב' ר""ה כ""א סוע""א וברש""י שם.",Jerusalem Talmud Berakhot 1:1:12,"רִבִּי אוֹמֵר הַלְּבָנָה בִתְקוּפָתָהּ הִתְחִיל גַּלגַּל חַמָּה לְשַׁקֵּעַ וּתְחִלַּת גַּלגַּל לְבָנָה לַעֲלוֹת זֶהוּ בֵין הַשְּׁמָשׁוֹת. אָמַר <i data-overlay=""Vilna Pages"" data-value=""3a""></i>רִבִּי חֲנִינָא סוֹף גַּלגַּל חַמָּה לְשַׁקֵּעַ וּתְחִלַּת גַּלגַּל לְבָנָה לַעֲלוֹת. וְתַנִּי שְׁמוּאֵל כֵּן אֵין הַלְּבָנָה זוֹרַחַת בְּשָׁעָה שֶׁהָחַמָּה שׁוֹקַעַת וְלֹא שׁוֹקַעַת בְּשָׁעָה שֶׁהָחַמָּה זוֹרַחַת."
Jerusalem Talmud Berakhot,1,1,2c,"@כך עוביה של ארץ כו' חמשים שנה.# — ע' פר""א פ""ה.",Jerusalem Talmud Berakhot 1:1:22,וַאֲתְיָא דְרִבִּי חֲנִינָה כְּרִבִּי יוּדָה דְּתַנִּי בְשֵׁם רִבִּי יוּדָה עוֹבְיוֹ שֶׁל רָקִיעַ מַהֲלַךְ חֲמִשִּׁים שָׁנָה. אָדָם בֵּינוֹנִי מְהַלֵּךְ אַרְבָּעִים מִיל בַּיּוֹם. עַד שֶׁהַחַמָּה נוֹסֶרֶת בָּרָקִיעַ מַהֲלַךְ חֲמִשִּׁים שָׁנָה אָדָם מְהַלֵּךְ אַרְבָּעַת מִיל נִמְצֵאת אוֹמֵר שֶׁעוֹבְיוֹ שֶׁל רָקִיעַ אֶחָד מֵעֲשָׂרָה בַיּוֹם. וּכְשֵׁם שֶׁעוֹבְיוֹ שֶׁל רָקִיעַ מַהֲלַךְ חֲמִשִּׁים שָׁנָה כַּךְ עוֹבְיָהּ שֶׁל הָאָרֶץ וְעוֹבְיוֹ שֶׁל תְּהוֹם מַהֲלַךְ חֲמִשִּׁים שָׁנָה וּמַה טַעַם הַיּוֹשֵׁב עַל חוּג הָאָרֶץ וּכְתִיב וְחוּג שָׁמַיִם יִתְהַלָּךְ. וּכְתִיב בְּחֻקּוֹ חוּג עַל פְּנֵי תְהוֹם. חוּג חוּג לִגְזֵרָה שָׁוָה.
Jerusalem Talmud Berakhot,1,1,2c,"@נופו אלא אפי' כורתו.# — פי' כורת הוא עובי העץ שמן הארץ עד שהענפים מתחילין להתפשט ממנו. וע' במ""נ ח""ב פרק ל' (וכעין זה ברא""פ) וע' ר""ש כלאים רפ""ה. שם (ב' ע""ב) תני שמואל הרגע אחד מהי ריבוא כו'.# —ז""ל פי' ס' יצירה לר' יהודה בן ברזילי ברצלוני צד 249: וכל יום כ""ד שעות קטנות שהן י""ב שעות גדולות יום ולילה, והשעה (פי' הגדולה) ט""ז מעלות היום והלילה קצ""ב מעלות. והמעלה י""א עונות, השעה קע""ו עונות היום והלילה ב' אלפים קי""ב עונות העונה י""ט עתות המעלה ריט עתות השעה ג' אלפים ושמ""ד עתות, היום והלילה מי אלף קכ""ח עתות, העת יין רגעים העונה שכ""ג רגעים המעלה ג' אלפים ך (פי' ך ארוכה היא ת""ק) נ""ג רגעים השעה ה' רבוא ו' אלפים תתמ""ח רגעים ע""כ וזה כשמואל כאן.",Jerusalem Talmud Berakhot 1:1:23,"תַּנִּי עֵץ חַיִּים מַהֲלַךְ חֲמֵשׁ מֵאוֹת שָׁנָה. אָמַר רִבִּי יוּדָה בֵּירִבִּי אִלָּעִאי לֹא סוֹף דָּבָר נוֹפוֹ. אֶלָּא אֲפִילוּ כוֹרְתוֹ. וְכָל־פִּילּוּג מֵי בְרֵאשִׁית מִתְפַּלְּגִין מִתַּחְתָּיו וּמַה טַעַם וְהָיָה כְעֵץ שָׁתוּל עַל פַּלְגֵּי מָיִם. תַּנִּי עֵץ חַיִּים אֶחָד מִשִּׁשִּׁים לַגַּן. וְנָהָר יוֹצֵא מֵעֵדֶן לְהַשְׁקוֹת אֶת הַגָּן. תַּמְצִית כּוּר תַּרְקָב <i data-overlay=""Vilna Pages"" data-value=""5a""></i>שׁוּתָה. תַּמְצִית כּוּשׁ מִצְרַיִם שׁוּתָה. נִמְצֵאת אוֹמֵר מִצְרַיִם מַהֲלַךְ אַרְבָּעִים יוֹם. וְכוּשׁ מַהֲלַךְ שֶׁבַע שָׁנִים וְעוֹד. וְרַבָּנָן אָֽמְרִין כִּשְׁנֵי אָבוֹת הָרִאשׁוֹנִים כִּימֵי הַשָׁמַיִם עַל הָאָרֶץ. וּכְשֵׁם שֶׁבֵּין הָאָרֶץ לָרָקִיעַ מַהֲלַךְ חֲמֵש מֵאוֹת שָׁנָה. כַּךְ בֵּין רָקִיעַ לָרָקִיעַ מַהֲלַךְ חֲמֵש מֵאוֹת שָׁנָה וְעוֹבְיוֹ מַהֲלַךְ חֲמֵש מֵאוֹת שָׁנָה. וּמַה חָמִית מֵימַר עוֹבְיוֹ שֶׁל רָקִיעַ מַהֲלַךְ חֲמֵש מֵאוֹת שָׁנָה. אָמַר רִבִּי בוּן יְהִי רָקִיעַ בְּתוֹךְ הַמַּיִם. יְהִי רַקִיעַ בְּתָוֶךְ. רַב אָמַר לַחִים הָיוּ שָׁמַיִם בְּיוֹם הָרִאשׁוֹן וּבַשֵּׁנִי נִקְרְשׁוּ. רַב אָמַר יְהִי רָקִיעַ יְחַזֵּק הָרָקִיעַ. יְקָרֵשׁ הָרָקִיעַ. יְגַלֵּד הָרָקִיעַ. יְמַתַּח הָרָקִיעַ. אָמַר רִבִּי יוּדָה בֵן פַּזִּי יֵעָשֶה כְמִין מַטְלֵית הָרָקִיעַ. הֵיךְ מַה דְאַתְּ אָמַר וַיְּרַקְּעוּ אֶת פַּחֵי הַזָּהָב וגו׳."
Jerusalem Talmud Berakhot,1,1,2d,"@והא תני אין אומ' דברי' אחר אמת ויציב.# —תוספתא פ""ק ובבלי (ל""א א'). שם ה""ח (ג' ע""ג) שתהא הגיית היום והלילה שוין כו'. פי' דבשחר קורא ג' פרשיות וג' ברכות ובערב אינו קורא אלא ב' פרשיות (שפרשת ציצית אינו קורא בלילה) לפיכך תיקנו ד' ברכות והכי איתא במדרש תהלים ז' (רשב""א בחדושיו סופ""א) ומ""ש עוד ע""ש שבע ביום הללתיך היינו שחושב אמת ויציב וגאל ישראל לשתים שכן כתוב במ' תהלים שם (וע' מ""ש בפנים עמ' 3).",Jerusalem Talmud Berakhot 1:1:30,מִילְתֵיהּ דְּרִבִּי יְהוֹשֻׁעַ בֶּן לֵוִי פְּלִיגָא דְּרִבִּי יְהוֹשֻׁעַ בֶּן לֵוִי קָרֵי מִזְמוֹרֵי בַתְרֵיהּ. וְהָא תַנִּי אֵין אוֹמֵר דְּבָרִים אַחַר אֱמֶת וְיַצִּיב. פָּתַר לָהּ בֶּאֱמֶת וְיַצִּיב שֶׁל שַׁחֲרִית. דָּמַר רִבִּי זְעִירָא בְשֵׁם רַב אַבָּא בַּר יִרְמְיָה שָׁלֹשׁ תְּכֵיפוֹת הֵן. תֵּכֶף לִסְּמִיכָה שְׁחִיטָה. תֵּכֶף לִנְטִילַת יָדַיִם בְּרָכָה. תֵּכֶף לִגְאוּלָּה תְפִילָּה. תֵּכֶף לִסְּמִיכָה שְׁחִיטָה וְסָמַךְ וְשָׁחַט. תֵּכֶף לִנְטִילַת יָדַיִם בְּרָכָה שְׂאוּ יְדֵיכֶם קֹדֶשׁ וּבָֽרְכוּ אֶת יי֨. תֵּכֶף לִגְאוּלָּה תְפִילָּה יִהְיוּ לְרָצוֹן אִמְרֵי פִי. מַה כְתִיב בַּתְרֵיהּ יַעַנְךָ יי֨ בְּיוֹם צָרָה. אָמַר רִבִּי יוֹסֵי בֵי רִבִּי בּוּן כָּל־מִי שֶׁהוּא תוֹקֵף סְמִיכָה לִשְׁחִיטָה אֵין פְּסוּל נוֹגֵעַ בְּאוֹתוֹ קָרְבָּן. וְכָל־מִי שֶׁהוּא תוֹקֵף לִנְטִילַת יָדַיִם בְּרָכָה אֵין הַשָּׂטָן מְקַטְרֵג בְּאוֹתָהּ סְעוּדָה. וְכָל־מִי שֶׁהוּא תוֹקֵף גְאוּלָּה לִתְפִילָּה אֵין הַשָּׂטָן מְקַטְרֵג בְּאוֹתוֹ הַיּוֹם. אָמַר רִבִּי זְעִירָא אַנָּא תְכֵפִית גְּאוּלָּה לִתְפִילָּה וְאִיתְצְדֵית בְּאַנְגָּרִיָּא מוֹבִילָה הֲדָם לְפַלָּטִין אָֽמְרוּ לֵיהּ רַבֵּנוּ רְבוּ הִיא. אִית בְּנֵי אִינְשֵׁי הָבִין פְּרִיטִין מַחְכִּים פַּלָּטִין. אָמַר רִבִּי אִמִּי כָּל־מִי שְׁאֵינוֹ תוֹקֵף לִגְאוּלָּה תְפִילָּה לְמַה הוּא דוֹמֶה. לְאוֹהֲבוֹ שֶׁל מֶלֶךְ שֶׁבָּא וְהִרְחִיק עַל פִּתְחוֹ שֶׁל מֶלֶךְ. יָצָא לֵידַע מַה הוּא מְבַקֵּשׁ וּמְצָאוֹ שֶׁהִפְלִיג עוֹד הוּא הִפְלִיג.
Jerusalem Talmud Berakhot,1,1,2d,"@מפני טענת המינין.# — צ""ל: @טינת# המינין (וכ""ה גיר' מהרש""ס, ע' חגיגה ט""ו ב'. וכן העתיק בערוך ערך תרעומות)."
Jerusalem Talmud Berakhot,1,1,3c,"@זכור את יום השבת לקדשו למען תזכרו.# במנהיג סימן מ""ח העתיק בשם ירושלמי זכור את יום השבת וזכרתם את כל מצוות ה' (וע' מג""א סימן סמיך אות ק""ב).",Jerusalem Talmud Berakhot 1:5:3,"מִפְּנֵי מַה קוֹרִין שְׁתֵּי פַּרְשִׁיּוֹת הַלָּלוּ בְכָל־יוֹם. רִבִּי סִימוֹן אָמַר מִפְּנֵי שֶׁכָּתוּב בְּהֶן שְׁכִיבָה וְקִימָה. רִבִּי לֵוִי אָמַר מִפְּנֵי שֶׁעֲשֶׂרֶת הַדִּבְּרוֹת כְּלוּלִין בָּהֶן. אָנֹכִי י֙י אֱלֹהֶיךָ. שְׁמַע יִשְׂרָאֵל י֙י אֱלֹהֵינוּ. לֹא יִהְיֶה לְךָ אֱלֹהִים אַחֵרִים עַל פָּנָי. י֙י אֶחָד. לֹא תִשָּׂא אֶת שֵׁם י֙י אֱלֹהֶיךָ לַשָּׁוְא. וְאָהַבְתָּ אֶת י֙י אֱלֹהֶיךָ. מַאן דְּרָחִים מַלְכָּא לֹא לִישְׁתַּבַּע בִּשְׁמֵיהּ וּמְשַׁקֵּר. זָכוֹר אֶת יוֹם הַשַּׁבָּת לְקַדְּשׁוֹ. לְמַעַן תִּזְכְּרוּ. רִבִּי אוֹמֵר זוּ מִצְוַת שַׁבָּת שֶׁהִיא שְׁקוּלָה כְּנֶגֶד כָּל־מִצְווֹתֶיהָ שֶׁל תּוֹרָה דִּכְתִיב וְאֶת שַׁבַּת קָדְשְׁךָ הוֹדַעְתָּ לָהֶם וּמִצְווֹת וְחוּקִּים וְתוֹרָה צִוִּיתָ וגו׳ לְהוֹדִיעֲךָ שֶׁהִיא שְׁקוּלָה כְּנֶגֶד מִצְווֹתֶיהָ שֶׁל תּוֹרָה. כַּבֵּד אֶת אָבִיךָ וְאֶת אִמֶּךָ. לְמַעַן יִרְבּוּ יְמֵיכֶם וִיְמֵי בְנֵיכֶם. לֹא תִרְצַח. וַאֲבַדְתֶּם מְהֵרָה. מַאן דְּקָטֵיל מִתְקַטֵּיל. לֹא תִנְאַף. לֹא תָתוּרוּ אַחֲרֵי לְבַבְכֶם וְאַחֲרֵי עֵינֵיכֶם. אָמַר רִבִּי לֵוִי לִיבָּא וְעֵינָא תְּרֵין סִרְסוּרֵי דְחַטָּאָה כְּתִיב תְּנָה <i data-overlay=""Vilna Pages"" data-value=""9b""></i>בְנִי לִבְּךָ לִי וְעֵינֶיךָ דְּרָכָי תִּצֹּרְנָה. אָמַר הַקָּדוֹשּׁ בָּרוּךְ הוּא אִי יְהָבַת לִי לִבָּךְ וְעֵינָךְ אֲנָא יְדַע דְּאַתְּ לִי. לֹא תִגְנֹב. וְאָסַפְתָּ דְגָֽנְךָ וְלֹא דְגָנוֹ שֶׁל חֲבֵרְךָ. לֹא תַעֲנֶה בְרֵעֲךָ עֵד שָׁקֶר. אֲנִי י֙י אֱלֹהֵיכֶם. וּכְתִיב וַי֙י אֱלֹהִים אֱמֶת. מַהוּ אֱמֶת אָמַר רִבִּי אַבוּן שֶׁהוּא אֱלֹהִים חַיִּים וּמֶלֶךְ עוֹלָם. אָמַר רִבִּי לֵוִי אָמַר הַקָּדוֹשּׁ בָּרוּךְ הוּא אִם הֵעַדְתָּ לַחֲבֵירָךְ עֵדוּת שֶׁקֶר מַעֲלֵה אֲנִי עָלֶיךָ כְּאִילּוּ הֵיעַדְתָּ עָלַי שֶׁלֹּא בָרָאתִי שָׁמַיִם וָאָרֶץ. לֹא תַחְמוֹד בֵּית רְעֶיךָ. וּכְתַבְתָּם עַל מְזוּזּוֹת בֵּיתֶךָ. בֵּיתֶךָ וְלֹא בֵית חֲבֵירָךְ."
Jerusalem Talmud Berakhot,1,1,3d,@ואילין דאמרין צהלי כו' אין בו משום ברכה פסוק.# פי' דהברכה הולכת אחר חיתומה.,Jerusalem Talmud Berakhot 1:5:23,כָּל־הַבְּרָכוֹת אַחַר חִיתוּמֵיהֶן אֵין אוֹמְרִין בְּרָכָה פָסוּק. הָתִיב רִבִּי יִצְחָק בֵּרִבִּי אֶלְעָזָר קוֹמוֹי רִבִּי יוֹסֵה מִכֵּיוָן דְּתֵימַר אַחַר חִיתוּמֵיהֶן אֵין אוֹמְרִין בְּרָכָה פָסוּק. אָֽמְרִין חֲכִימֵי הָדֵין טַלְיָא דְּהוּא סָבַר מַהוּ אַחַר חִיתוּמֵיהֶן שֶׁאִם הָיָה עוֹמֵד בְּשַׁחֲרִית וְשָׁכַח וְהִזְכִּיר שֶׁל עַרְבִית וְחָזַר וְחָתַם בְּשֶׁל שַׁחֲרִית יָצָא. אָמַר רִבִּי אָחָא כָּל־הַבְּרָכוֹת כְּעֵין חוֹתְמוֹתֵיהֶן. וְאִילֵּין דְּאָֽמְרִין צַהֲלִי וְרֹנִי יוֹשֶׁבֶת צִיּוֹן וְגוֹמֵר אֵין בּוֹ מִשּׁוּם בְּרָכָה פָּסוּק.
Jerusalem Talmud Berakhot,2,1,4a,"@ובלבד בד'.# — [בעל מראה מקום והגהות מעיר: גרסת הטור א""ח ס""א ובלבד @שידגיש# בדלי""ת], וכ""ה בילקוט ואתחנן רמז תתל""ו וראבי""ה סמ""ו.",Jerusalem Talmud Berakhot 2:1:7,תַּנִּי צָרִיךְ לְהַאֲרִיךְ בְּאֶחָד. רַב נַחְמָן בַּר יַעֲקֹב אָמַר וּבִלְבַד בְּד׳. סוּמֲכוֹס בַּר יוֹסֵף אוֹמֵר כָּל־הַמַּאֲרִיךְ בְּאֶחָד מַאֲרִיכִין לוֹ יָמָיו וּשְׁנוֹתָיו בְּטוֹבָה. רִבִּי יִרְמְיָה הָיָה מַאֲרִיךְ סַגִּין. אָמַר לֵיהּ רִבִּי זְעִירָא לֵית אַתְּ צָרִיךְ כָּל־הָכִין אֶלָּא כְדֵי שֶׁתַּמְלִיכֵהוּ בַשָּׁמַיִם וּבָאָרֶץ וּבְאַרְבַּע רוּחוֹת הָעוֹלָם.
