Yeriot Shlomo on Torah, Shemot 1	@11בד"ה והלא הוא ובניו היו בכלל שבעי' כו' @22נ"ב ול"נ דה"פ והלא הוא ובניו היו בכלל ע' וא"כ דאם בא הכתוב רק לומר שעמו היו שבעים נפש זה אינו שהרי רק עם בניו היו ע' והל"ל ויוסף ובניו היו במצרים ועוד מה בא ללמדנו מאחר שלא רונה כאן בפרוטרוע אלא שכתב ע' נפש שהיו כולן צדיקים כו' וק"ל מהרש"ל:	Mizrachi, Exodus 1:5:1
Yeriot Shlomo on Torah, Shemot 2	@11בד"ה שלא היו ראויו' כו' @22נ"ב ואני אומר בודאי מדכתיב את פיתום ואת רעמסס משמע שכבר היו בעולם ומה שהקשה מויבן את ננוה וגו' מי הגיד לו שאינו כן דלמא פירושו שמתחילה היו קטנות וכן דרך בוני עיר וק"ל ושם לא כתב שום תואר ע"כ הוצרך לכתוב שם העיר הנקרא בסופו אבל הכא סגי בערי מסכנות לחוד ודוק אבל מה שפי' רש"י שלא היו ראויות כו' משמע שמתחילה לא היו ערי מסכנות לפי שלא היו ראויו' וחזקות לכך דאל"כ ה"ל לפרש בתחילה היו ובנו אותם חזקים לאוצר ומדהאריך רש"י יראה שמתחילה לא היו ערי מסכנות אלא ערים בעלמא ולי נראה דמן המקרא יראה שמתחילה היו ערי מסכנות רק שהיו חלשות וחזר ותיקן אותם להיות חזקות כדרך אוצרות דאל'כ הל"ל ויבן ערים למסכנות כי אין אדם בונה מסכן אלא חדר שהוא למסכן אלא פירושו שהיה בונה ערי מסכנות שהיו כבר ערי מסכנו' ודוק מהרש"ל וי"מ דרש"י דייק מדהזכיר כבר רעמסס בפר' ויגש ש"מ שהיו מקומות כבר קודם שבנה אותם:	Mizrachi, Exodus 1:11:7
Yeriot Shlomo on Torah, Shemot 3	@11בד"ה שאמרו איצטגניניו כו' @22נ"ב ולי נראה דמ"ה החיה את הנקבו' משו' שאין חשש בריבוין ובפר' לפי מה שכתבו י"מ שדעתם היה לבסוף כשיתמו הזכרים שיקחו הנקבות לעצמן אלא שק"ל הלא בתחילה אמרו נתחכם כדי לדונם במים ובכאן אמר והמיתן אותו בלא מים ע"כ פי' לפי שראו איצטגניניו כו' וא"כ מן הדין אוכל להמית' מאחר שיבא להושיע' ולהוציא את שלי בע"כ ע"ד הבא להרגך כו' ומ"ה אח"כ כשחזר ואמר היאורה תשליכהו מוכרח רש"י לפרש לפי שראו שסופו ללקות במים ודוק וכן קבלתי מאמ"ז מהרש"ל:	NULL
Yeriot Shlomo on Torah, Shemot 4	@11בד"ה ורבותינו דרשו כו' @22נ"ב ול"נ דמ"ה דרשו רז"ל כך כדי לפרשו אחר לשון המקר' ולא אחר התרגו' שפי' חיות פקחות ודוק מהרש"ל:	Mizrachi, Exodus 1:19:2
Yeriot Shlomo on Torah, Shemot 5	@11מה שפרש"י שנמשלו לחיות שאינם צריכין מילדות @22ק' הא אמרינן בב"ב פ' השותפין אילה זו רחמ' צר והקב"ה מזמן לו נחש בשע' שכורעת לילד אלמא שאינ' יולדת מעצמה י"ל דמ"מ א"צ למילדת בני אדם פענח רזא:	NULL
Yeriot Shlomo on Torah, Shemot 6	@11בד"ה את מי ראת' את הילד @22נ"ב פי' דאל"כ הל"ל ותרא את הילד אלא כלומר ותרא אותו את מי הילד ובעבור שתואר זה מיותר מ"ה דרשו רז"ל שכינה ראתה מהרש"ל:	Mizrachi, Exodus 2:6:1
Yeriot Shlomo on Torah, Shemot 7	@11בד"ה ריעך רשע כמותך דאל'כ ריעך ל'ל כו' @22נ"ב ול"נ בלא יתור דרעך אלא מלישנ' קדייק דמאחר שקרא לאחד רשע כלומר רשע כמותך אפ"ה אין אתה ראוי להכותו וק"ל מהרש"ל:	Mizrachi, Exodus 2:13:3-14:1
Yeriot Shlomo on Torah, Shemot 8	@11בד"ה שהרגו בשם כו' ולא ידעתי כו' @22ונראה בעיני דלק"מ דמאחר דתלה הריגתו בהריגת המצרי שאמר הלהרגני אתה אומר כאשר הרגת את המצרי משמע דה"ק הלהרגני אתה אותי באמיר' כו' ועוד דאי לא הרג את המצרי באמירה למה ירא אותו רשע ממשה שיהרגנו מהיכן תיסק אדעתי' ומה שהקשה עוד אם פי' אתה אומר הוא שהיה מזכיר עליו שם המפורש להרגו איך נוצל כו' נראה דודאי עדיין לא הזכיר עליו השם והא דא"ל הלהרגני אתה אומר ה"ק וכי חפץ אתה להרגני באמירה כו' ומה שהקשה עוד מאחר שפחד ממנו למה לא הרגו לק"מ דלא היה חייב מיתה דהא לא אמר אלך ואמסור רק משה היה ירא ממנו משא"כ המצרי שהיה חייב מיתה גם מה שתמה עוד מי הגיד לאותו רשע שהרגו בשם המפורש כיון שלא פעל שום מעשה בידי' נראה דודאי פעל מעשה בידים כדכתיב ויך את המצרי אבל ג"כ קילל אותו בשם והרשע ראה שלא הכהו מכה שראוי למות בה ושמע שקללו שפט בשכלו שבשם המפורש הרגו ודוק כן נ"ל:	Mizrachi, Exodus 2:14:2
Yeriot Shlomo on Torah, Shemot 9	@11בד"ה ופי' לו מע"ז כו' @22נ"ב אבל לא נתגייר ממש כמו שמפורש בריש וישמע יתרו מהרש"ל:	NULL
Yeriot Shlomo on Torah, Shemot 10	@11בד"ה שהמים עולים לקראתו @22נ"ב ולי נרא' דמצי למילף מדלא כתיב דלה לנו ברהטים כמו שאמר למעלה אלא מלמד שלא היה צריך ברהטים כי המים עולים לקראתו בפעם אחת וישק את הצאן ותדע דבע"כ כך השיבו לו בנותיו שהרי שאל להם אביהם למה זה מהרתן לבא ומה שאלה היא זאת שמא הרועים לא באו לגרשם שהרי אינו וודאי מאחר שכבר אמר ותדלנה ברהטים כו' אלא שמיהרו לבא קודם זמנם וקודם שימלאו כל הרהטים להשקות כל הצאן יאריך הזמן והם השיבו איש מצרי דלה לנו וישק את הצאן ר"ל בפעם אחת וק"ל ומ"ש בתחילה ותמלאנ' ברהטים לאו דוקא אלא שהתחילו למלאו' ודוק מהרש"ל:	Mizrachi, Exodus 2:20:1
