Yeriot Shlomo on Torah, Bamidbar 1	@11בד"ה באחד לחדש כו' אע"פ כו' @22נ"ב ואני אומר שכך הוא ההוצעה מתוך חבתן מנה כל שעה אף שאינו לצורך שהרי כשיצאו כו' היה לצורך וכן בעגל ורובן המינוי' של פה אינו אלא משום אחר שהשר' שכינה ודוק מהרש"ל:	Mizrachi, Numbers 1:1:1
Yeriot Shlomo on Torah, Bamidbar 2	@11בד"ה באחד בניסן כו' כי באחד כו' @22נ"ב ומהרא"י פירש משום ששלשים יום קרי קביעות לדירה וכן לשכינה וק"ל מהרש"ל:	Mizrachi, Numbers 1:1:2
Yeriot Shlomo on Torah, Bamidbar 3	@11בד"ה את האנשים כו' בשמות והוסיף כו' @22נ"ב וקש' לפ"ז היה מספיק במה שפירש את האנשים האלה י"ב נשיאי' הללו ומה צריך עוד לפרש אשר נקבו לא כו' אלא נראה דק"ל לרש"י על המקרא גופ' מה צריך לכתוב אשר נקבו בשמות אלא ה"פ עכשיו נקבו לו פי' השמות של הנשיאים מן השמים שנקראו כך ע"ש מעלתן שראוים הם לאות' נשיאות הפך שמות המרגלים שכולן נקראו לגנאי ע"ש סופן כדאיתא ברבתי ע"ש מהרש"ל:	Mizrachi, Numbers 1:17:1
Yeriot Shlomo on Torah, Bamidbar 4	@11בד"ה ודיין שיפקיעו כו' @22נ"ב י"מ מ"ש וכי גרע שהוא בכור הלא הלוים לא חטאו בעגל ונראה דלק"מ כי מן הדין שכל בכור פטר רחם צריך לפדות את עצמו מאותו הנס והלאה שנלקו כל הבכורים אלא שהלוים נתפטרו בזה מחמת שירותן וא"כ איך יפקיעו את עצמן ואת חבירן ודוק מהרש"ל. 	Mizrachi, Numbers 3:39:2
Yeriot Shlomo on Torah, Nasso 1	@11בד"ה גם הם כו' לראות כמה כו' @22נ"ב מקשין העול' מה משמיע לנו המקרא הלא בהדיא כתיב אח"כ שיהיו מבן שלשים ונ"ל דה"פ כי מן הדין לא היה למנות מבן שלשים אלא הקהתים נושאי דברים המקודשים וצריך להם שכל בעבודתם שלא ימעלו ח"ו וישחי' בהם הארון כמו שמצינו בעוזא אבל גרשון ומררי נישאי הקרשים והדומה להם היה ראוי למנות מבן עשרי' ומעלה מאחר שראוי לצאת לצבא למה לא יהא ראוי לעבודה אלא שלא להטיל קנאה בין האחי' שיראו בני הגרשני איך עבודתן קילא וזיל' וגדולה הקנאה כו' ע"כ נאמר בבני גרשון גם הם מבן שלשים כמו שציותיך על בני קהת ודוק מהרש"ל:	Mizrachi, Numbers 4:22:1
Yeriot Shlomo on Torah, Nasso 2	@11בסוף ד"ה ונקה כו' @22ולפ"ז לא יצדק יפה סיפ' דקר' והאשה ההיא תשא את עונה דהא כתיב ואם לא נטמאה ונקתה ונזרעה זרע וצ"ל דלצדדין קתני ונקה האיש מעון בין אם נטמא' ובין אם לא נטמא' אבל האשה תשא עונה אם נטמאה ודוק כנ"ל:	NULL
Yeriot Shlomo on Torah, Nasso 3	@11מה שפרש"י כלות משה בצלאל וכל חכם לב עשו את המשכן כו' @22מה ק' לו לרש"י הלא משה לבדו הקים את המשכן וא"כ שפיר כתב כלות משה להקים את המשכן י"ל דק"ל לרש"י דהל"ל ויהי ביום כלות הקמת המשכן דמאי רבותא שמשה הקים את המשכן מאחר שלח עשאו ומתרץ לפי שמס' כו' לכן תלאו במשה ודוק כנ"ל:	NULL
Yeriot Shlomo on Torah, Nasso 4	@11בד"ה כל כסף כו' שפירוש שיהיו כו' @22נ"ב ואין הלשון משמע כן ע"כ נראה דלק"מ כי כך היה הנס שכל א' היה מכוין משקלו בלי קלבון והיה במשקלו לאיזה סיד וכיונה שנימה ומ"ה מצא ר"מ הדרשן למצא טעם למשקנית הללו ורש"י הביאו בפי' החומש אף שאין דרכו בכך ומטעם זה נמי נתיישב מה שהקשני חכם אחד מפני מה נכתבו הפרטי' אצל כל הנשיאים מה שכבר נכתב דרך כלל שכל נשיא היה קרבנו כך ואם ללמוד סדר הקרבתן הל"ל ויהי המקריב ביום הראשון נחשון בן עמינדב וביום השני נתנאל בן צוער וכן כולם אלא בא ללמוד שכל א' מהם לא ידע מה שיקריב חבירו וכיונו כולם למשקל אחד וידעו סוד פנימי לאיזה דבר שכיונו א"כ כיונו המשקלות ואף שנתנאל בן צוער נתן להם עצה להקריב היינו בסתם אבל לא על הסך משקלם ודוק מהרש"ל:	NULL
Yeriot Shlomo on Torah, Nasso 5	@11בד"ה כפות כו' בפרטן ובכללן כו' @22ולי נראה דלק"מ דבודאי מאחר שזהב הקאי אכף א"כ הוי כאלו כתיב בהדי' כף אחת זהב עשרה משקלה וא"כ בודאי משקלה הי' של כסף דומיא קערת ומזרק של כסף שלא נאמר ג"כ בהן מאיזה מין היה משקלם וסמיך אסתם משקולו' שהיו של כסף ה"נ כן בכף אלא אי קשיא הא קשיא דלמא לעולם קרא קמא בא לומר שהמשקל היה של זהב וקרא דכפות זהב בא לומר דהכפות היו של זהב ואפשר דזה אין סבר' לומר שקרא קמא איירי שהמשקל היה של זהב ואכתי לא ידענו הכף עצמו מאיזה מין היה עד לבסוף בקרא בתרא דכפות זהב אלא ע"כ דקרא קמא איירי ג"כ שהכף הי' של זהב ואין להקשות א"כ בלא קרא בתר' ג"כ ידענו דזהב קאי אכף דאי קאי אמשקל א"כ היאך יזכור שהמשקל היה של זהב ועדיין לא ידענו מאיזה מין היה הכף עצמו דלק"מ דאי זהב קאי אמשקל בודאי אמרינן דהכף עצמו היה של כסף ואינו צריך להזכירו דכבר ידענו זה דמאחר דהקערות והמזרקות של כסף מהיכי תיתי לומר שהכף לא יהיה של כסף ודוק כנ"ל:	NULL
Yeriot Shlomo on Torah, Nasso 6	@11בא"ד ולא אירע בהן פסלות כו' @22ולי נראה דלק"מ דמה שפרש"י כפות זהב שתי' עשרה למה נאמר אין כוונתו אכפת זהב שתים עשרה קמא דבודאי קרא קמא בא ללמד שהם הם שהתנדבו ולא אירע בהן פסלות כמו שדרשו גבי קערות והכא דרשי כפות זהב שתי' עשר' יתיר' דכתיב הכא לכן דרשו דבא לומר שהכפות היו של זהב וא"ל אכתי לא לכתוב האי כפות זהב יתירא דמכפות זהב קמא ידעינן דכפות היו של זהב מדסמך זהב אצל כפות די"ל דא"כ לא הוי ידעינן גבי כפות שהם הם שהתנדבו ולא אירע בהן פסלות דה"א דהקרא בא לומר שהכפו' היו של זהב ודוק כנ"ל:	Mizrachi, Numbers 7:84:1
