"Leshon Chakhamim, Part I",1,א; הקדמה לסדר למוד השייך לסעודה
,2,ב; לימודים לסעודה שלכל יום
,3,ג; סדר הלימוד לסעודת א׳ ליל שבת קודש
,4,ד; סדר הלמוד לסעודה ב׳ של שבת קודש
,5,ה; בקשה להוצאת ספר תורה במנחה
,6,ו; סדר הלמוד לסעודת ג׳ של שבת קודש
,7,ז; סדר תענית חלום בשבת קודש
,8,ח; למוצאי שבת קודש וסעודה רביעית
,9,ט; סדר הלמוד לכל ליל ראש חודש
,10,י; סדר הלמוד לליל ראש השנה
,11,יא; בשני ימים של ראש השנה קודם תקיעת שופר
,12,יב; לימוד לראש השנה שחל בשבת
,13,יג; בקשה קודם תהלים
,14,יד; בקשה לעילוי נשמות
,15,טו; בקשה למוצאי ראש השנה
,16,טז; בקשה לתענית עשרת ימי תשובה
,17,יז; בקשה לסוף התענית
,18,יח; גילוי דעת לעשרת ימי תשובה וכל יום
,19,יט; בקשה לסעודת ערב יום הכפורים בבקר
,20,כ; בקשה לאחר סעודת המפסקת
,21,כא; סדר לימוד ליל כפור
,22,כב; לימוד ליום כפור
,23,כג; בקשה לרבי עקיבה ליום הכפורים
,24,כד; בקשה זו תאמר אותה לאחר תפלת נעילה
,25,כה; לאחר חזרת הנעילה
,26,כו; לסעודת מוצאי יום כפור
,27,כז; בקשה לעשיית הסוכה
,28,כח; בקשה קודם שיכנס לסוכה
,29,כט; לימוד לכל ליל סוכה
,30,ל; בקשה קודם ברכת לולב
,31,לא; לימוד ליום טוב שחל בשבת
,32,לב; בקשה ללמוד ליל הושענה רבה
,33,לג; לימוד ליום הושענה רבה
,34,לד; לימוד ליל שמיני עצרת
,35,לה; להדלקת נר חנוכה
,36,לו; לימוד לט״ו בשבט
,37,לז; בקשה קודם מקרא מגילה
,38,לח; בקשה אחר מקרא מגילה
,39,לט; שיר לנס פורים
,42,מב; בקשה לברכת האילנות
,43,מג; בקשה קודם בדיקת חמץ
,44,מד; בקשה לאחר בדיקת חמץ
,45,מה; בקשה לאחר הביטול
,46,מו; בקשה קודם ביעור חמץ
,47,מז; בקשה לאחר שריפת החמץ
,48,מח; בקשה לאחר ביטול ביום י״ד
,49,מט; נוסח סדר לפסח שחל להיות בשבת
,50,נ; קדש
,51,נא; ורחץ כרפס יחץ
,52,נב; מגיד
,53,נג; בקשה לנטילת ידים של סעודה
,54,נד; שלחן עורך
,55,נה; לליל ז׳ של פסח
,56,נו; לימוד לאשמורת הבוקר בליל ז׳ של פסח
,57,נז; בקשה ביום ל״ג לעומר
,58,נח; לערב שבועות
,59,נט; לחג השבועות
,60,ס; בקשה ללימוד ליל שבועות
,61,סא; בקשה לאחר לימוד ליל שבועות
,62,סב; בקשה לטבילת ליל שבועות
,63,סג; בקשה קודם הקידוש
,64,סד; פיוטים לחג השבועות
,65,סה; רמזים על פי הסוד על מגילת רות
,66,סו; תיקון א
,67,סז; תיקון ב
,68,סח; תיקון ג
,69,סט; תיקון ד
,70,ע; תיקון ה
,71,עא; תיקון ו
,72,עב; תיקון ז
,73,עג; תיקון ח
,74,עד; תיקון ט
,75,עה; תיקון י
,76,עו; בקשה ממוהרש״ש ז״ל
,77,עז; בקשה קודם ספירת העומר
"Leshon Chakhamim, Part II",1,א; תיקון היסוד
,2,ב; לימוד ליל כ״ה אלול וערב ראש השנה וערב ראש חודש
,3,ג; לימוד יום כ״ה אלול וערב ראש השנה וערב ראש חודש
,4,ד; סדר התשליך
,5,ה; סדר לימוד לעשרת ימי תשובה
,6,ו; תפלת הפרנסה
,7,ז; תפלת הצלחה
,8,ח; סגולה לכפרת עונות
,9,ט; לימוד מראש השנה ועד שמיני עצרת וכן בראש חודש
,10,י; בקשה לחג הסוכות
,11,יא; בקשה לחבטת הערבה
,12,יב; בקשה להושענה רבה
,13,יג; בקשה להושענה רבה
,14,יד; לימוד להושענה רבה
,15,טו; סגולה להנצל מעיה״ר
,16,טז; סגולה לרפאות את החולה
,17,יז; למלבושים חדשים
,18,יח; ליום המילה
,19,יט; לימוד ליארצייט
,20,כ; לימוד לטיול
,21,כא; לתענית הבכורות
,22,כב; להשתטחות על קברי הצדיקים
,23,כג; ליום הז׳ של ז׳ ימי נקיים
,24,כד; תפלה קודם הזיווג
,25,כה; תיקון למי שחייב א׳ מד׳ מיתות בית דין
,26,כו; תקון לאדם השותה חלב חמורה
,27,כז; תיקון למי שאין לו מנוחה בעולם הבא ובא לא׳ מקרוביו בחלום
,28,כח; תיקון למי שהיו מצערים אותו אחר מיתתו
,29,כט; תקון לאשה שמת בעלה ורוצה להנשא
,30,ל; רפואה וסגולה לחולה
,31,לא; תיקון למי שלא היה מניח תפילין
,32,לב; תיקון למי שנתגלגל בדומם ובא בתלוש ואמר לא׳ מקרוביו
,33,לג; תקון לאשה שלא היתה זהירה בהדלקת נרות של שבת קודש
