Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Abraham Cohen Footnotes to the English Translation of Masechet Berakhot 9b:19,"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",en,In the Messianic Era. ,aggresive-ngram,24.079857
1,--,Genesis 49:10,The Rashi chumash by Rabbi Shraga Silverstein,en," disciples, the Nassiate of Eretz Yisrael] until Shiloh comes, [the king, Messiah, sovereignty being his (shelo)], and to him will be an assembly of nations.",ngram,24.591208
2,--,Ezra 2:63,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	And Hatirshatha [(Nechemiah the son of Chachalyah)] told them that they should not [(as other priests)] eat of the holy of holies [(sin-offerings and guilt-offerings)] until a priest should arise for the urim vetumim [(to all intents and purposes, ""until the days of the Messiah"")].",ngram,21.623846
3,--,Rashbam on Numbers 24:23:1,"Eliyahu Munk, HaChut Hameshulash",en,"אוי מי יחי, who will be able to survive on account of the King Messiah when G’d will orchestrate all these events which will disintegrate all the descendants of mankind.",ngram,17.971804
4,--,Akeidat Yitzchak 40:55,Akeydat Yitzchak by Eliyahu Munk,en,"Bar Kochba's claim to be the Messiah was disproved by his inability in this respect, (compare Isaiah 11, and Sanhedrin 93)",ngram,22.363504
5,--,Psalms 90:15,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	Cause us to rejoice [(in the days of the Messiah)] as [the number of] the days of our affliction, as [the number of] years in which we saw evil.",ngram,20.13665
6,--,"Kedushat Levi, Genesis, Vayeshev 12",Kedushat Levi translated by Rb. Eliyahu Munk,en," would be re-enacted by the prophet Elijah and ‎the messiah, descended from Joseph in due course. According to ‎our tradition the messiah from the house of David will reveal ‎himself only after the death",ngram,17.906324
7,--,Numbers 24:19,The Rashi chumash by Rabbi Shraga Silverstein,en,"	And there will be [yet another] ruler [the Messiah] from Jacob, and he will destroy the remnant [of Edom] from [its capital] city [Rome].",ngram,24.42969
8,--,Daat Zkenim on Deuteronomy 11:26:2,Daat Zekenim translated by Rb. Eliyahu Munk,en,"נותן לפניכם היום ברכה וקללה, “am placing before you blessing and curse.” In this lower world there exists a mixture of blessing and curse; in the world after the arrival of the Messiah there will be only blessing.
",ngram,19.76375
9,--,Megillah 12a:5,Daf Shevui,en," the Messiah? Rather what it means is this: The Holy One, blessed be He, said to the Messiah:  I have a complaint on your behalf against Cyrus. I said, He shall build my house and gather my exiles, and he said, ""Whosoever there is among you of all his people, let him go up"" (Ezra 1:3).",ngram,20.690483
10,--,"Shney Luchot HaBrit, Pinchas, Torah Ohr 63",Shney Luchot Habrit by Rabbi Eliyahu Munk,en,"In his commentary on Deut. 3,24: אתה החילות, the Zohar comments that Moses represents the beginning of this process, i.e. the first perfect human being, and the Messiah will represent its conclusion",ngram,20.785686
11,--,Psalms 89:52,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	[the peoples] who shamed — Your foes, O L rd — the footsteps [i.e., the coming] of Your anointed one [the Messiah].",ngram,29.385017
12,--,Aramaic Targum to Song of Songs 4:5,English Translation by Jay Treat,en,"Your two redeemers who are destined to redeem you, Messiah Son of David and Messiah Son of Ephraim, resemble Moses and Aaron, the sons of Jochebed (who are comparable to two young antelopes, twins of",ngram,17.863712
13,--,Nedarim 39b:11,William Davidson Edition - English,en,"The name of the Messiah was created before the world was created, as it is written about him: “May his name endure forever; his name existed before the sun” (Psalms 72:17). The name of the Messiah",ngram,17.791178
14,--,Kitzur Baal Haturim on Genesis 1:2:1,Sefaria Community Translation,en,And the spirit of God was hovering: has a numerical equivalent (gematria) of 'this is the spirit of messiah.',ngram,25.371632
15,--,Aramaic Targum to Song of Songs 7:4,English Translation by Jay Treat,en,"“Your two redeemers who are destined to redeem you, Messiah the son of David and Messiah the son of Ephraim, are like Moses and Aaron, sons of Jochebed, who resemble two fawns, twins of a roe.",ngram,25.41597
16,--,Berakhot 58a:9,William Davidson Edition - English,en," if he will be privileged to witnesses the glory of the Messiah (Rashi) and the World-to-Come, he will distinguish between the kings of Israel and the kings of the nations of the world. ",ngram,16.4942
17,--,Daat Zkenim on Numbers 24:24:4,Daat Zekenim translated by Rb. Eliyahu Munk,en,"וגם הוא עדי אובד, “and it too will perish totally.” (The Roman Empire) The successors of the Roman Empire too will perish when the era of the messiah will commence.",ngram,18.198742
18,--,Akeidat Yitzchak 84:19,Akeydat Yitzchak by Eliyahu Munk,en,"When the Messiah is described in Isaiah 11, the belt appears as the well known symbol. The Messiah will wear a belt of righteousness and loyalty.",ngram,31.503149
19,--,Sukkah 52b:11,Daf Shevui,en,"“And the Lord showed me four craftsmen” (Zechariah 2:3). Who are these ‘four craftsmen’?  R. Hana b. Bizna said in the name of R. Shimon Hasida: The Messiah the son of David, the Messiah the son of",ngram,23.514605
20,--,Sukkah 52b:13,Daf Shevui,en,").  Who are the “seven shepherds”? — David in the middle, Adam, Seth and Methuselah on his right, and Abraham, Jacob and Moses on his left.  And who are the “eight princes among men”? — Yishai, Shaul, Shmuel, Amos, Zephaniah, Zedekiah, the Messiah, and Elijah.",ngram,18.607664
21,--,Nehemiah 7:65,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	And Hatirshatha [(Nechemiah the son of Chachalyah)] told them that they should not [(as other priests)] eat of the holy of holies [(sin-offerings and guilt-offerings)] until a priest should arise for the urim vetumim [(to all intents and purposes, ""until the days of the Messiah"")].",ngram,17.20354
22,--,Rashbam on Numbers 24:17:2,"Eliyahu Munk, HaChut Hameshulash",en,"כל בני שת, according to the plain meaning a reference to the Messiah, i.e. the words דרך כוכב מיעקב. (compare Ibn Ezra and Nachmanides in order to understand this. Ed.]
",ngram,17.901018
23,--,Sukkah 52a:2,William Davidson Edition - English,en, is for Messiah ben Yosef who was killed in the war of Gog from the land of Magog prior to the ultimate redemption with the coming of Messiah ben David. And one said that this eulogy is for the evil inclination that was killed.,ngram,21.11625
24,--,Nedarim 39b:4,William Davidson Edition - English,en," created, and they are: Torah, and repentance, the Garden of Eden, and Gehenna, the Throne of Glory, and the Temple, and the name of the Messiah. ",ngram,17.640203
25,--,I Chronicles 3:14,The Holy Scriptures: A New Translation (JPS 1917),en,"Amon his son, Josiah his son.",aggresive-ngram,13.608235
26,--,"Shney Luchot HaBrit, Noach, Torah Ohr 17",Shney Luchot Habrit by Rabbi Eliyahu Munk,en,"   The ""descendants"" which are the true descendants G'd had wished to see will not occur till the Messiah; this is indicated in Ruth 4,12 ואלה תולדות פרץ, where we find the word תולדות, descendants",ngram,19.367249
27,--,Sforno on Genesis 49:10:4,"Eliyahu Munk, HaChut Hameshulash",en," blunt blade is a weak blade. The survivors of the wars preceding the arrival of the Messiah will have been weakened sufficiently, heeding the instructions of the Messiah as predicted by Bileam in Numbers 24,17.
",ngram,18.053514
28,--,Radak on Psalms 2:12:5,"R. David Kimhi on the first book of Psalms, Translated by R.G. Finch, London, 1919",en,"And there are some who interpret this Psalm of Gog and Magog, and the anointed one is King Messiah : and so our teachers of blessed memory have interpreted (Babli, Berakhoth 7b). And the Psalm can be explained in this way, but the better is that David uttered it concerning himself, as we have interpreted.",ngram,16.817211
29,--,"Tur HaAroch, Genesis 49:10:3","Tur on the Torah, trans. Eliyahu Munk",en,"   עד כי יבא שילה. A reference to David’s son (offspring), i.e. the Messiah.
",ngram,28.625736
30,--,Megillah 3a:6,Sefaria Community Translation,en,"He (Yonatan ben Uziel) also wished to reveal the translation of the Writings, but a voice from heaven said: ""Enough"". Why did it say that? Because [in the Writings] is contained the description of the coming of the Messiah.",ngram,21.42687
31,--,"Shney Luchot HaBrit, Vayeshev, Miketz, Vayigash, Torah Ohr 103",Shney Luchot Habrit by Rabbi Eliyahu Munk,en," represented Royalty, whereas Pinchas represented the Priesthood. (Cf. Bamidbar Rabbah 16, 4 commenting on Joshua 2, 1) Something of a similar nature will occur in the future when the prophet Elijah will represent the Priesthood before the arrival of the Messiah, and the Messiah will be Royalty incarnate.",ngram,17.683266
32,--,Abraham Cohen Footnotes to the English Translation of Masechet Berakhot 56b:20,"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",en,M.: the Messiah. ,ngram,57.160942
33,--,Megillah 17b:20,William Davidson Edition - English,en,"And once Jerusalem is rebuilt, the Messiah, scion of the house of David, will come, as it is stated: ",ngram,26.945707
34,--,Baal HaTurim on Genesis 1:2:2,Sefaria Community Translation,en,And the spirit of God was hovering: has a numerical equivalent (gematria) of 'this is the spirit of messiah.',ngram,25.160524
35,--,Rosh Hashanah 11a:1,William Davidson Edition - English,en,on Rosh HaShana our forefathers’ slavery in Egypt ceased; in Nisan the Jewish people were redeemed from Egypt; and in Tishrei in the future the Jewish people will be redeemed in the final redemption with the coming of the Messiah. ,ngram,20.061169
36,--,Eruvin 43b:7,William Davidson Edition - English,en,"The Gemara raises a difficulty: He should be permitted to drink wine on a Sunday, for if Elijah cannot come on Shabbat, the Messiah will not come on a Sunday. Let us resolve from here that the",ngram,16.059908
37,--,Shabbat 31a:11,Sefaria Community Translation,en,"When a man is brought before the [heavenly] court he is asked: ""Were you trustworthy in business? Did you set time for Torah [study]? Did you try to have kids? Did you hope for the Messiah? Did you argue intelligently? Did you understand things based on other things?""           ",ngram,18.921219
38,--,Daniel 7:13,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	I saw in the night visions, and, behold, one like a son of man [(the Messiah)] came with the clouds of heaven, and came to the Ancient of Days [(who was judging the peoples)], and they brought him near before Him.",ngram,18.74028
39,--,Abraham Cohen Footnotes to the English Translation of Masechet Berakhot 57a:12,"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",en,This verse having a Messianic significance. ,aggresive-ngram,18.058163
40,--,Daf Shevui to Sukkah 52a:6,Daf Shevui,en,"This midrash presents a dialogue between God and the Messiah, son of David, the Messiah that will usher in the end of days after the slaying of the Messiah son of Joseph. God tells this descendant of",ngram,28.019524
41,--,Genesis 15:11,The Rashi chumash by Rabbi Shraga Silverstein,en,"	And (predatory) birds swooped down upon the [pieces of the] carcasses, and Avram swept them away [(a sign that David the son of Yishai will seek to destroy them (the nations), but will not be permitted to do so, until the advent of the Messiah.)]",ngram,16.952742
42,--,Daniel 12:12,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,	Happy is he who waits [(forty-five years beyond this sum)] and attains to one thousand and three hundred and thirty-five years [(the Messiah being destined to be concealed for forty-five years after he is revealed.)],ngram,19.078249
