Score,Ref,Version,Lang,Content,Field
15.199102,Rashi on Exodus 20:15:1,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,he,"וכל העם ראים. מלמּד שׁלּא היה בהם אחד סוּמא, וּמנּין שׁלּא היה בהם אלּם? תּ""ל ויּענוּ כל העם, וּמנּין שׁלּא היה בהם חרשׁ? תּ""ל <b>נעשׂה</b> <b>ונשׁמע</b> (מכילתא):",original
120.7484,"Chizkuni, Deuteronomy 32:1:3",Chizkuni,he,"ותשמע הארץ שעליה עמדו כשאמרו <b>נעשה</b> <b>ונשמע</b>.
",hebmorph-standard
71.2345,"Chizkuni, Deuteronomy 32:20:2",Chizkuni,he,"כי דור תהפכת המה אתמול אמרו כל אשר דבר ה׳‎ <b>נעשה</b> <b>ונשמע</b> והיום אמרו לעגל אלה אלוהיך ישראל.
",hebmorph-standard
69.71412,"Siftei Hakhamim, Numbers 15:22:2",Siftei Hakhamim,he,מ דכתיב <b>נעשתה</b> <b>משמע</b> עבירה אחת:  ,hebmorph-standard
23.625526,Esther 1:20,Tanach with Ta'amei Hamikra,he,<b>ונשמע</b> פתגם המלך אשר־<b>יעשה</b> בכל־מלכותו כי רבה היא וכל־הנשים יתנו יקר לבעליהן למגדול ועד־קטן,ngram
15.123566,Ibn Ezra on Proverbs 22:21:3,Ibn Ezra on Proverbs -- Daat,he,"וטעם להשיב - כענין וישב משה את דברי העם אל ה', כלומר כשאודיעך קשט דברי אמת כמו כן אשיב לו אמרים כענין <b>נעשה</b> <b>ונשמע</b>.",hebmorph-exact
15.296976,Zohar 2:226b:1,Torat Emet Zohar,he," ריחו, דא כנסת ישראל. בגין דאמרו ישראל, (שמות כד) כל אשר דבר יי' <b>נעשה</b> <b>ונשמע</b>. שהמלך: דא איהו מלך עלאה, ואוקמוה. 
",hebmorph-exact
140.87314,Rashi on Psalms 75:4:2,On Your Way,he,"תכנתי עמודיה . כשאמרתי <b>נעשה</b> <b>ונשמע</b> :
",hebmorph-standard
119.29621,Exodus 24:7,Tanach with Ta'amei Hamikra,he,ויקח ספר הברית ויקרא באזני העם ויאמרו כל אשר־דבר יהוה <b>נעשה</b> <b>ונשמע</b>,hebmorph-standard
100.62367,"Bekhor Shor, Deuteronomy 9:12:3","Bekhor Shor, Breslau, 1914",he,"סרו מהר. בסיני אמרו <b>נעשה</b> <b>ונשמע</b>, ועכשיו סרו:
",hebmorph-standard
15.123566,"Zohar Chadash, Achrei Mot 7",Zohar Chadash,he,"אמר להון, ובמה אנא ארווח דא. אמרו ליה, (בראשית ג) בעצבון תאכלנה. אמר להון ומהו העצבון. אמרו ליה <b>נעשה</b> <b>ונשמע</b>. עשייה, בעובדין טבין. ושמיעה, באורייתא. ",hebmorph-exact
80.49893,Metzudat David on Psalms 40:8:3,On Your Way,he,"במגלת ספר. כאשר כתוב עלי במגלת ספר בתורה שאמרתי אז <b>נעשה</b> <b>ונשמע</b>:
",hebmorph-standard
20.78872,Zohar 2:16b:8,Torat Emet Zohar,he,"דבר אחר עד שהמלך במסבו, בעוד דהוה קודשא בריך הוא נחית על טורא דסיני, למיהב אורייתא לישראל, נרדי נתן ריחו, דכתיב, (שמות כ''ד) <b>נעשה</b> <b>ונשמע</b>. 
",infreq
15.123566,Rashi on Psalms 40:8:1,On Your Way,he,"אז . בשעת מתן תורה אמרתי לפניך הנה באתי אליך במסורת בריתך ( שמות כ""ד ) <b>נעשה</b> <b>ונשמע</b> דבר זו כתוב עדות עלי במגלת ספר בתורת משה :
",hebmorph-exact
30.334848,Kitzur Baal Haturim on Exodus 28:35:1,On Your Way,he,<b>ונשמע</b> ג' במסורה דין ואידך כל אשר דבר ה' <b>נעשה</b> <b>ונשמע</b>. <b>ונשמע</b> פתגם המלך והיינו דאמרי' במגילה אמר רבה מקרא מגילה ות''ת מקרא מגילה עדיף מקרא מגילה ועבודה מקרא מגילה עדיף והיינו כל אשר דבר ה' <b>נעשה</b> <b>ונשמע</b>,ngram
109.72854,Rashi on Avodah Zarah 3a:29:2,WikiSource Rashi,he,ולבסוף - כשקבלוה <b>בנעשה</b> <b>ונשמע</b> שקטה:,aggresive-ngram
21.570078,Metzudat David on Jeremiah 35:10:2,On Your Way,he,"<b>ונשמע</b> <b>ונעש</b>. ר״ל כמו שקבלנו על עצמינו כן עשינו ככל אשר וכו׳:
",infreq
21.052217,Rashi on Deuteronomy 32:20:4,On Your Way,he,"אמן. לשון (אסתר ב, ז) ויהי אמן  נורריטור""ה  בלע""ז  דבר אחר אמן לשון אמונה, כתרגומו. אמרו בסיני (שמות כד, ז) <b>נעשה</b> <b>ונשמע</b>, ובשעה קלה בטלו הבטחתם ועשו העגל:
",infreq
82.25452,Ikar Siftei Hachamim on Numbers 15:22:2,On Your Way,he,דכתיב <b>נעשתה</b> <b>משמע</b> עבירה אחת:,hebmorph-standard
76.98062,Rashi on Shabbat 123a:14:1,Vilna Edition,he,כלי <b>מעשה</b> - <b>שמעשה</b> שלו קיים:,aggresive-ngram
70.79207,Rashi on Shabbat 89b:4:2,Vilna Edition,he,קראת להן בני בכורי ישראל - שהיה גלוי לפניך שהן עתידין לומר לפניך בסיני <b>נעשה</b> <b>ונשמע</b> לקבל עולך מאהבה כבנים:,hebmorph-standard
70.43657,Rashi on Ketubot 112a:17:3,Vilna Edition,he,דקדמיתו פומייכו לאודנייכו - מתחלתכם הייתם בהולים שהקדמתם <b>נעשה</b> <b>לנשמע</b> ועודכם בבהלתכם כבתחלה למהר לעשות דבר בלא עתו:,hebmorph-standard
26.786125,Sforno on Exodus 24:7:3,On Your Way,he," <b>נעשה</b> <b>ונשמע</b> <b>נעשה</b> לתכלית <b>שנשמע</b> בקולו כעבדים המשמשים את הרב י שלא על דרך לקבל פרס כענין עושי דברו לשמוע בקול דברו:

",ngram
18.241554,Jeremiah 35:10,Tanach with Text Only,he,ונשב באהלים <b>ונשמע</b> <b>ונעש</b> ככל אשר־צונו יונדב אבינו,aggresive-ngram
64.15624,Shabbat 88a:8,Wikisource Talmud Bavli,he,"אמר רבי אלעזר בשעה שהקדימו ישראל <b>נעשה</b> <b>לנשמע</b> יצתה בת קול ואמרה להן מי גילה לבני רז זה שמלאכי השרת משתמשין בו דכתיב (תהלים קג, כ) ברכו ה' מלאכיו גבורי כח עושי דברו לשמוע בקול דברו ברישא עושי והדר לשמוע",hebmorph-standard
161.81044,Rashi on Bekhorot 35a:17:3,Vilna Edition,he,"<b>נעשה</b> - <b>משמע</b> ע""י אדם:",hebmorph-standard
116.77663,Rashi on Deuteronomy 4:6:2,On Your Way,he,<b>ועשיתם</b>. <b>כמשמעו</b>: ,hebmorph-standard
118.643616,Rashi on Exodus 33:4:2,On Your Way,he,"איש עדיו. כתרים שנתנו להם בחורב, כשאמרו <b>נעשה</b> <b>ונשמע</b>:
",hebmorph-standard
38.122356,Malbim Beur Hamilot on Jeremiah 35:8:2,On Your Way,he,"<b>ונשמע</b>, ",ngram
71.510796,Netzach Yisrael 12:27,Netzach Yisrael,he,"והתוספות מפרשים שם (שבת פח. ) כאשר ראו האש הגדולה היו חוזרין ממה שאמרו ""<b>נעשה</b> <b>ונשמע</b>"". ואין דעתינו נוחה בתירוץ זה, שכל זכות ישראל - שאמרו ""<b>נעשה</b> <b>ונשמע</b>"", וחס ושלום שהיו חוזרין מדבר זה:",hebmorph-standard
80.69021,Rashbam on Exodus 24:7:2,Rashbam on Torah -- Daat,he,<b>נעשה</b> <b>ונשמע</b> - נעשה מה שדיבר וגם נשמע מה שיצונו עוד מכאן ולהבא ונקיים. ,hebmorph-standard
121.03532,Rashi on Shabbat 88a:6:2,Vilna Edition,he,בתחילה - קודם שאמרו ישראל <b>נעשה</b> <b>ונשמע</b>:,hebmorph-standard
