Score,Ref,Version,Lang,Content,Field
6.699998,Isaiah 62:8,Tanach with Ta'amei Hamikra,he,נשבע יהוה בימינו ובזרוע עזו אם־אתן את־דגנך עוד <b>מאכל</b> לאיביך ואם־ישתו <b>בני</b>־נכר תירושך אשר יגעת בו,hebmorph-standard
8.271616,Bava Metzia 113b:13,William Davidson Edition - Aramaic,he,רבן שמעון <b>בן</b> גמליאל דתנן לא את הלוף ולא את החרדל רבן שמעון <b>בן</b> גמליאל מתיר בלוף מפני שהוא <b>מאכל</b> לעורבין,infreq
101.3827,Tosafot on Menachot 57a:15:1,Wikisource Tosafot,he,ואם נצלה בו כגרוגרת במקום אחד. פירוש צליה גמורה כל צרכו לגמרי יותר <b>ממאכל</b> <b>בן</b> <b>דרוסאי</b>:,aggresive-ngram
3.53255,Shabbat 10a:7,William Davidson Edition - Aramaic,he,תנו רבנן שעה ראשונה <b>מאכל</b> לודים שניה <b>מאכל</b> לסטים שלישית <b>מאכל</b> יורשין רביעית <b>מאכל</b> פועלים חמישית <b>מאכל</b> כל אדם,original
90.923836,Rif Shabbat 8a:7,Vilna Edition,he,"גמ'    וכמה כדי שיצולו אמר ר' זריקא אמר רבי אלעאי אמר רב <b>כמאכל</b> <b>בן</b>  <b>דרוסאי</b> איתמר נמי א""ר אסי א""ר יוחנן כל שהוא <b>כמאכל</b> <b>בן</b> <b>דרוסאי</b> אין בו משום בישולי נכרים:",aggresive-ngram
152.4182,Rashi on Shabbat 20a:2:2,Vilna Edition,he,איתמר נמי - <b>דמאכל</b> <b>בן</b> <b>דרוסאי</b> חשוב בישול:,aggresive-ngram
115.34594,Avodah Zarah 38a:43,Wikisource Talmud Bavli,he,כל שהוא <b>כמאכל</b> <b>בן</b> <b>דרוסאי</b> אין בו משום בישולי עובדי כוכבים,aggresive-ngram
88.52793,"Beit Yosef, Yoreh Deah 113:12:1","Tur Yoreh Deah, Vilna, 1923",he,"כתב הרשב""א הניח הישראל ע""ג גחלים עוממות וכו' מבואר בדברי הרשב""א דהיינו בשלא היה יכול להגיע <b>למאכל</b> <b>בן</b> <b>דרוסאי</b> בלא הפכו של עו""ג אבל אם היה יכול לבא לידי <b>מאכל</b> <b>בן</b> <b>דרוסאי</b> בלא הפכו מותר ורבי' סמך על מ""ש שלא",aggresive-ngram
186.07779,Rashi on Menachot 57a:13:1,Wikisource Rashi,he,<b>מאכל</b> <b>בן</b> <b>דרוסאי</b> - שליש הוא מבושל:,aggresive-ngram
101.61213,Rashi on Menachot 57a:13:2,Wikisource Rashi,he,"קמ""ל - הא דקתני לא היפך פטור אע""ג דבשיל מצד אחד <b>כמאכל</b> <b>בן</b> <b>דרוסאי</b> לאו כלום הוא:",aggresive-ngram
107.77594,Tosafot on Shabbat 18b:4:1,Vilna Edition,he,"בשיל ולא בשיל אסור - צ""ל דלא הוי <b>כמאכל</b> <b>בן</b> <b>דרוסאי</b> דאי הוה <b>כמאכל</b> <b>בן</b> <b>דרוסאי</b> שרי להשהותו על גבי כירה אע""פ שאינה גרופה וקטומה:",aggresive-ngram
7.3764453,Metzudat Zion on Hosea 11:4:4,On Your Way,he,"אוכיל. <b>מאכל</b>:
",infreq
13.502367,Malbim on Isaiah 55:2:6,On Your Way,he,<b>מאכל</b>) ,ngram
86.84648,"Shulchan Arukh, Orach Chayim 254:2",Torat Emet 363,he,"אין צולין בצל וביצה או בשר על גבי גחלים, אלא כדי שיצלה מבעוד יום משני צדדיו, <b>כמאכל</b> <b>בן</b> <b>דרוסאי</b> שהוא חצי בשולו. אפלו הוא בשר גדי, דכיון שהניחו על גבי גחלים אינו חושש אלא שיצלה מהרה ואף על פי שיתחרך",aggresive-ngram
