Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Tosafot Yom Tov on Mishnah Oholot 15:10:3,"Mishnah, ed. Romm, Vilna 1913",he,"אם יש בידו פותח טפח. לפי שקטן בן יומו מטמא טמא מת [כדתנן במשנה ג' פ""ה דנדה] ואפשר שיהיה נער קטן הרמב""ם. וכלומר דפותח טפח באדם בינוני משערינן: 
",hebmorph-exact,13.470407
1,--,"Kessef Mishneh on Mishneh Torah, Those Who Defile Bed or Seat 1:4:1",Torat Emet 363,he,"קטן בן יום אחד מטמא בזיבה. שם (דף מ''ג ע''ב) ובר''פ בנות כותים (דף ל''ג): 
",hebmorph-standard,38.91529
2,--,Metzudat David on I Chronicles 4:13:1,On Your Way,he,ובני קנז. גם הוא לא נזכר לפנים בן מי הי׳ (ולא אזכרם עוד מעתה כי מאד רבו): ,aggresive-ngram,34.660507
3,--,Tosefta Bava Kamma 2:2,Tosefta Bava Kamma - Machon Mamre,he,איזהו תם ואיזהו מועד מועד שהעידו בו שלשה פעמים ותם שהיו התינוקות ממשמשין בו בין קרניו.  נעשה תם בן יומו ונעשה מועד בן יומו.  צהבין הבקר שלשה פעמים זה אחר זה אפילו ביום אחד הרי זה תם.  רדף שלש רדיפות,infreq,18.860939
4,--,Magen Avraham 457:7,Magen Avraham,he,"קטן. פחות מט' שנים (ד""מ רי""ו) פי' דאמרי' מסתמ' לא ראה קרי אבל אי ידעי' דראה קרי אפי' הוא בן יומו הוא טמא לקריו: 
",original,13.418411
5,--,Ikar Tosafot Yom Tov on Mishnah Oholot 15:10:3,On Your Way,he,"אם כו'. לפי שקטן בן יומו מטמא טמא מת, ואפשר שיהיה נער קטן. הר''מ. וכלומר דפותח טפח באדם בינוני משערינן:",infreq,19.067076
6,--,"Mishneh Torah, Defilement by Leprosy 9:1",Wikisource Mishneh Torah,he,"הכל מתטמאין בנגעים אפילו קטן בן יומו והעבדים אבל לא עכו""ם ולא גר תושב והכל כשירין לראות את הנגעים וכל הנגעים אדם רואה אותן חוץ מנגעי עצמו:",aggresive-ngram,38.07636
7,--,Rashi on Isaiah 22:11:2,On Your Way,he,בין החומותים . החומות כפולות חיל וחומה ובין מי הברכה הישנה : ,aggresive-ngram,35.173645
8,--,"Beit Yosef, Yoreh Deah 121:23:1","Tur Yoreh Deah, Vilna, 1923",he,"ואין מגעילין הכלי עד שלא יהא בן יומו או ישהו במים שמגעילין בו ס' כנגדו אבל אם הוא בן יומו ואין במים ס' כנגדו לא עלתה לו הגעלה ולא עוד אלא אפילו הכלי שמגעילו בתוכו ג""כ נאסר וכו' עד אם אין בהם שיעור ס' כ""כ הרא""ש בפ' כל שעה ובסוף ע""ז והתוס' בפרק כל הבשר (קח:) ובסוף ע""ז וכ""כ הרשב""א בת""ה: ",hebmorph-exact,13.578837
9,--,Bartenura on Mishnah Nazir 2:9:1,On Your Way,he,"הריני נזיר ונזיר לכשיהיה לי בן. מי שקבל עליו נזירות סתם, ועוד קבל עליו נזירות אחרת כשיהיה לו בן:",aggresive-ngram,34.733574
10,--,Metzudat Zion on Psalms 89:46:1,On Your Way,he,עלומיו. נעוריו כמו בן מי זה העלם (ש״א ז): ,aggresive-ngram,49.39868
11,--,"Mishneh Torah, Appraisals and Devoted Property 1:9",Wikisource Mishneh Torah,he,"הדמים אינן כערכין כיצד האומר דמי עלי או דמי זה עלי או דמי פלוני עלי אפילו היה אותו פלוני קטן בן יומו או טומטום ואנדרוגינוס או עכו""ם נותן מה שהוא שוה דינר או אלף כאילו הוא עבד הנמכר בשוק.",infreq,19.195019
12,--,Rashi on Taanit 18b:1:2,Vilna Edition,he,בני חמיסר - דהיינו כרכים המוקפין חומה מימות יהושע בן נון וקא קרי בארביסר כגון שהלך לכפר וקרא עמהן דפרוז בן יומו נקרא פרוז כדאמרינן במגילה (דף יט.):,infreq,19.792223
13,--,Bartenura on Mishnah Negaim 1:1:7,On Your Way,he,"צמר לבן. צמר נקי של כבש בן יומו לאחר שרחצוהו ונתלבן:

",aggresive-ngram,39.518948
14,--,Rashi on Pesachim 9a:7:2,Vilna Edition,he,בני יומן - דנכרין הן שהיום נתמרחו:,hebmorph-standard,41.16267
15,--,I Samuel 17:58,Tanach with Text Only,he,ויאמר אליו שאול בן־מי אתה הנער ויאמר דוד בן־עבדך ישי בית הלחמי,aggresive-ngram,39.69551
