Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Bava Metzia 41b:5,William Davidson Edition - Aramaic,he,רבא אמר לא תאמר שליחות יד לא בשומר חנם ולא בשומר שכר ותיתי משואל ומה שואל דלדעת בעלים קא עביד שלח בה יד חייב שומר חנם ושומר שכר לא כל שכן,aggresive-ngram,65.82328
1,--,Bava Metzia 81a:3,William Davidson Edition - Aramaic,he,טול את שלך אצטריכא ליה סלקא דעתך אמינא שומר חנם נמי לא הוי קא משמע לן,aggresive-ngram,74.66885
2,--,Bava Metzia 81a:2,William Davidson Edition - Aramaic,he,אבל גמרתיו מאי שומר חנם אי הכי אדתני וכולן שאמרו טול את שלך והבא מעות שומר חנם נשמעינן גמרתיו וכל שכן טול את שלך,aggresive-ngram,69.327446
3,--,Bava Metzia 81a:1,William Davidson Edition - Aramaic,he,הא גמרתיו שומר שכר לא הא הבא מעות וטול את שלך שומר שכר,ngram,10.6035795
4,--,Chullin 118b:4,Wikisource Talmud Bavli,he,אלא שומר דנבלה למה לי,ngram,10.688838
5,--,Bava Metzia 5a:4,Wikisource Talmud Bavli,he,"ת""ש דתני רמי בר חמא ארבעה שומרין צריכין כפירה במקצת והודאה במקצת שומר חנם והשואל נושא שכר והשוכר",aggresive-ngram,70.91252
6,--,Rashi on Bava Kamma 98b:6:3,Vilna Edition,he,החזירו שומר לבעליו מוחזר - ופטור שומר:,ngram,11.700979
7,--,Bava Metzia 57b:18,Wikisource Talmud Bavli,he,שומר חנם אינו נשבע וכו': ורמינהו בני העיר ששלחו את שקליהן ונגנבו או שאבדו,aggresive-ngram,75.75874
8,--,"Mishneh Torah, Positive Mitzvot 242",Mechon-mamre Mishneh Torah,he,"לדון בדין שומר חינם, שנאמר: ""כי ייתן איש אל ריעהו כסף או כלים"" (שמות כב,ו).",hebmorph-standard,98.42703
9,--,Bava Metzia 36a:10,William Davidson Edition - Aramaic,he,ולטעמיה דרבי יוחנן לא מיבעיא שומר שכר שמסר לשומר חנם דגרועי גרעה לשמירתו אלא אפילו שומר חנם שמסר לשומר שכר דעלויי עלייה לשמירתו חייב דאמר ליה אין רצוני שיהא פקדוני ביד אחר,aggresive-ngram,13.221714
10,--,Chullin 118a:10,Wikisource Talmud Bavli,he,"שומר ואע""פ שאינו יד טמא ומטמא ומצטרף",ngram,10.093982
11,--,"Tur, Choshen Mishpat 267:26","Choshen Mishpat, Vilna, 1923",he,   לפיכך אינו עליהם אלא שומר חנם וכן מי שהפקידו אצלו מעות של יתומים לא ישתמש בהן   והוא שומר חנם עליהן: ,aggresive-ngram,80.88202
12,--,Bava Kamma 4b:15,William Davidson Edition - Aramaic,he,גנב וגזלן דממונא הוא ליתני הא קתני ליה שומר חנם והשואל,aggresive-ngram,70.76121
13,--,Mishnah Bava Metzia 7:8,"Mishnah, ed. Romm, Vilna 1913",he,שומרי פירות אוכלין מהלכות מדינה. אבל לא מן התורה. ארבעה שומרין הן. שומר חנם והשואל. נושא שכר. והשוכר. שומר חנם נשבע על הכל. והשואל משלם את הכל. ונושא שכר והשובר נשבעים על השבורה. ועל השבויה. ועל המתה. ומשלמין את האבדה. ואת הגנבה: ,aggresive-ngram,70.86772
14,--,"Shulchan Arukh, Choshen Mishpat 346:18",Torat Emet 363,he,"לוקח בהמה לשלשים יום, שומר חנם עליה. 
",aggresive-ngram,99.52563
15,--,Tosafot on Bava Metzia 96b:9:1,Vilna Edition,he,"בעל בנכסי אשתו לא שואל הוי ולא שוכר הוי - ומיהו נראה לר""י דשומר חנם הוי וחייב בפשיעה ולפי זה הלוקח בהמה לשלשים יום אע""ג דלאו שואל הוי ולא שוכר דבלשון מקח לקח מכל מקום שומר חינם הוי:",hebmorph-standard,60.644947
16,--,Rashi on Bava Kamma 107b:10:1,Vilna Edition,he,שלש שבועות משביעין - את שומר חנם האומר נגנבה:,aggresive-ngram,72.86507
17,--,Rashi on Chullin 117b:8:7,Wikisource Rashi,he,והטלפים - משום שומר:,ngram,11.433301
18,--,Chullin 119b:7,Wikisource Talmud Bavli,he,רב אושעיא שומר אוכל שחלקו קמיבעיא ליה,hebmorph-exact,4.5247283
19,--,"Bekhor Shor, Exodus 22:14:3","Bekhor Shor, Leipzig, 1856",he,"בא בשכרו. בא לעשות מלאכתו ממנה ואין כדין שואל שאין כל הנאה שלו אבל לא פי' דינו ונחלקו בו ר' מאיר ור' יודא יש אומר כשומר חינם לפי שהשכירות כנגד המלאכה ומשמירה בחנם ויש מי שאומר כש""ש שבשביל מלאכתו נותן",hebmorph-standard,19.766447
20,--,Malbim on Proverbs 24:28:1,Malbim on Proverbs--Wikisource,he,"""אל תהי עד חנם ברעך - בל תעיד עדות על חברך לחייבו על דבר שלא עשה, שהוא חינם:
",ngram,10.743119
21,--,Metzudat David on II Kings 22:14:2,On Your Way,he,שומר הבגדים. של המלך: ,ngram,11.141056
22,--,Bartenura on Mishnah Shevuot 8:1:2,On Your Way,he,נושא שכר. שומר בשכר:,ngram,11.03179
23,--,"Sefer Hamitzvot of Rasag, Communal Laws 23","Sefer Hamitzvot L'Rasag, Warsaw, 1914",he,בשומר חנם,aggresive-ngram,109.87005
24,--,Rashi on Bava Metzia 118a:19:2,Vilna Edition,he,מדבריך - שאתה אומר לשמרו בחנם:,aggresive-ngram,73.44314
25,--,"Bekhor Shor, Exodus 22:6:1","Bekhor Shor, Leipzig, 1856",he,"כי יתן איש אל רעהו כסף או כלים. והוא הדין לכל דבר המיטלטל וגופו ממון כדנפקא לן מכלל ופרט וכלל ובשומר חינם מדבר ולכך נקט כסף או כלים שאין דרך לשאול שכר על שמירתם שאין בהם טורח לשמרן אלא מניחם למקום המשתמר ונאים שם:
",hebmorph-standard,39.312546
26,--,Bava Metzia 95b:4,Wikisource Talmud Bavli,he,"הא מני ר""מ היא דאמר שוכר כשומר חנם דמי ותנא שומר חנם והוא הדין לשומר שכר",aggresive-ngram,86.66442
27,--,Chullin 119b:33,Wikisource Talmud Bavli,he,לא משום שומר ומי איכא שומר על גבי שומר,ngram,14.569407
28,--,Bava Kamma 105b:3,William Davidson Edition - Aramaic,he,מה טיבו אצלך שומר חנם אני עליו חייב שהרי פטר עצמו מגניבה ואבידה,aggresive-ngram,76.06685
29,--,Shita Mekubetzet on Bava Kamma 107b:1,Vilna Ed,he, תהיה בין שניהם והנך תרי קראי צריכי להאי דרשא חד בשומר חינם וחד בשומר שכר. דוקא בעומדת על אבוסה קאמרת אבל שלח בה יד קנה שכבר נעשה עליו גזלן ואינו נפטר בטענת גנב אף על פי שזה אינו יודע כן והוא פוטר עצמו,hebmorph-standard,2.6370625
30,--,Ibn Ezra on Psalms 37:3:4,Ibn Ezra on Psalms -- Daat,he,"רעה אמונה - כמו: שומר אמונים, כי הרועה כמו שומר. ",hebmorph-exact,4.4725904
31,--,Bartenura on Mishnah Chullin 9:1:7,On Your Way,he,מצטרפין. משום שומר:,ngram,10.831091
32,--,Bartenura on Mishnah Bava Metzia 6:6:5,On Your Way,he,"הנח לפני שומר חנם. אבל הנח לפניך, או הנח סתם, אפילו שומר חנם לא הוי. דלא קביל עליה נטירותא בלל:

",aggresive-ngram,72.13274
33,--,Rashi on Bava Metzia 118a:21:1,Vilna Edition,he,מדבריך - שאתה אומר ישמרם חנם:,aggresive-ngram,73.14565
34,--,Ibn Ezra on Proverbs 21:23:2,Ibn Ezra on Proverbs -- Daat,he,פרוש אחר: שומר פיו – מאוכל  ,hebmorph-exact,4.4674764
35,--,Bava Metzia 94b:4,William Davidson Edition - Aramaic,he,תנן התם ארבעה שומרים הם שומר חנם והשואל נושא שכר והשוכר,aggresive-ngram,69.49866
36,--,"Mishneh Torah, Overview of Mishneh Torah Contents 1:128",Wikisource Mishneh Torah,he,הלכות שאלה ופיקדון. יש בכללן שתי מצוות עשה: (א) דין השואל; (ב) דין שומר חינם.,hebmorph-standard,17.273232
37,--,Tosafot Yom Tov on Mishnah Bava Metzia 7:8:2,"Mishnah, ed. Romm, Vilna 1913",he,"שומר חנם והשואל וכו'. עיין טעם סדורן בפרק ד' דב""ק: 
",aggresive-ngram,73.162224
38,--,Bava Metzia 81b:6,Wikisource Talmud Bavli,he,"שמור לי ואמר לו הנח לפני שומר חנם אמר רב הונא אמר לו הנח לפניך אינו לא שומר חנם ולא שומר שכר איבעיא להו הנח סתמא מאי ת""ש שמור לי ואמר לו הנח לפני שומר חנם הא סתמא ולא כלום",aggresive-ngram,78.731155
39,--,Bava Metzia 81b:7,William Davidson Edition - Aramaic,he,אדרבה מדאמר רב הונא הנח לפניך הוא דאינו לא שומר חנם ולא שומר שכר הא סתמא שומר חנם הוי אלא מהא ליכא למשמע מינה,aggresive-ngram,74.82856
40,--,Rashi on Pesachim 111b:7:1,Vilna Edition,he,בר קשא - שומר העיר:,ngram,11.141056
41,--,Metzudat David on II Chronicles 34:22:3,On Your Way,he,שומר הבגדים. של המלך: ,ngram,10.894388
42,--,Rif Shevuot 33b:8,Vilna Edition,he,(אמר לשומר חנם וכו'):,aggresive-ngram,83.68335
43,--,Rashi on Bava Kamma 3b:14:1,Vilna Edition,he,"אמר שומר - אמר הקב""ה:",ngram,10.831091
44,--,Mishnah Oktzin 1:1,Torat Emet 357,he,"כל שהוא יד ולא שומר, מטמא ומטמא ולא מצטרף. שומר, אף על פי שאינו יד, מטמא ומטמא ומצטרף. לא שומר ולא יד, לא מטמא ולא מטמא: 
",ngram,11.402166
45,--,Bava Kamma 107b:3,Wikisource Talmud Bavli,he,"שואל (שמות כב, יג) וכי ישאל וי""ו מוסיף על ענין ראשון שוכר אי למ""ד כשומר שכר היינו שומר שכר אי למ""ד כשומר חנם היינו שומר חנם",aggresive-ngram,64.09894
46,--,Bava Kamma 45a:11,William Davidson Edition - Aramaic,he,אמרי הכא במאי עסקינן דנטריה שמירה פחותה ולא נטריה שמירה מעולה שומר חנם כלתה לו שמירתו הנך לא כלתה שמירתן,aggresive-ngram,64.26915
47,--,Bava Kamma 45a:10,William Davidson Edition - Aramaic,he,אמרי היכי דמי אי דנטריה אפילו כולהו נמי ליפטרו ואי דלא נטריה אפילו שומר חנם ניחייב,aggresive-ngram,72.728714
