Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Rashi on Sanhedrin 82b:38:1,Wikisource Rashi,he,גפתה לאמה - הנאיפה אמה כלומר הוציאה שם גפייתה על אמה שכיון שזינתה קורין אותה זונה בת זונה:,hebmorph-standard,9.324668
1,--,Bava Batra 164b:8,Wikisource Talmud Bavli,he,ודלמא דאריך מלכותיה אמר רב הושעיא כך מנהגה של אומה זו שנה ראשונה קורין לו ארכן שניה קורין לו דיגון,hebmorph-exact,3.8805115
2,--,Rashi on Sotah 17b:2:2,Vilna Edition,he,"קנקנתום - וויטריאול""ו קורין אותו:",ngram,10.528479
3,--,Mishnah Berakhot 1:2,Torat Emet 357,he,"מאימתי קורין את שמע בשחרית. משיכיר בין תכלת ללבן. רבי אליעזר אומר, בין תכלת לכרתי. וגומרה עד הנץ החמה. רבי יהושע אומר, עד שלש שעות, שכן דרך בני מלכים לעמד בשלש שעות. הקורא מכאן ואילך לא הפסיד, כאדם הקורא בתורה: 
",aggresive-ngram,68.57493
4,--,"Maadaney Yom Tov on Menachot, Hilchot Chala 29",Vilna Edition,he,"  שקורין   איליטרי""א. ובמדינות אלו קורין לאקשי""ן:  ",ngram,9.97616
5,--,Megillah 2b:2,William Davidson Edition - Aramaic,he,ומי אמר רבי יהודה בזמן הזה הואיל ומסתכלין בה אין קורין אותה אלא בזמנה ורמינהי אמר רבי יהודה אימתי מקום שנכנסין בשני ובחמישי אבל מקום שאין נכנסין בשני ובחמישי אין קורין אותה אלא בזמנה ,ngram,14.5193405
6,--,Mishnah Berakhot 1:1,Torat Emet 357,he,"מאימתי קורין את שמע בערבית. משעה שהכהנים נכנסים לאכל בתרומתן, עד סוף האשמורה הראשונה, דברי רבי אליעזר. וחכמים אומרים, עד חצות. רבן גמליאל אומר, עד שיעלה עמוד השחר. מעשה שבאו בניו מבית המשתה, אמרו לו",aggresive-ngram,44.610855
7,--,"Mishneh Torah, First Fruits and other Gifts to Priests Outside the Sanctuary 3:13",Wikisource Mishneh Torah,he,ואימתי קורין בשיר עליהן משיגיעו לעזרה הלוים היו מתחילין וקורין ארוממך יי' כי דליתני.,hebmorph-standard,82.76146
8,--,"Shulchan Arukh, Orach Chayim 275:6",Torat Emet Freeware Shulchan Aruch,he,תינוקות של בית רבן קורין לאור הנר מפני שאימת רבן עליהם:,hebmorph-standard,11.921969
9,--,Mishnah Kelim 17:10,Torat Emet 357,he,"רבי מאיר אומר, כל האמות היו בינוניות, חוץ ממזבח הזהב והקרן והסובב והיסוד. רבי יהודה אומר, אמת הבנין ששה טפחים, ושל כלים חמשה: 
",hebmorph-standard,9.302109
