Score,Ref,Version,Lang,Content,Field
36.831455,Rashi on I Kings 7:33:1,On Your Way,he,"<b>כמעשה</b> אופן <b>המרכבה</b> . תרגם יונתן : כעובד גלגלי <b>מרכבה</b> , אופן בתוך האופן שתי וערב , כמו שאמר ביחזקאל ( א טז ) <b>במרכבה</b> גבוה : ",ngram
203.40219,Rashi on Chagigah 13a:8:1,Vilna Edition,he,<b>מעשה</b> <b>המרכבה</b> ומעשה בראשית - ברייתות הן:,hebmorph-standard
15.038602,"Ein Yaakov (Glick Edition), Khagigah 2:12","En Jacob, translated by SH Glick, 1916",he,"אמר רבי אמי אין מוסרין סתרי תורה אלא למי שיש בו ה׳ דברים (ישעיה ג ג) שר חמשים, ונשוא פנים, יועץ, וחכם חרשים ונבון לחש. אמר ליה רבי יוחנן לרבי אלעזר תא אגמרך <b>מעשה</b> <b>מרכבה</b> א״ל אכתי לא קשאי כדקש נח נפשיה",hebmorph-exact
12.568427,Sukkah 28a:7,Wikisource Talmud Bavli,he,"דבר גדול <b>מעשה</b> <b>מרכבה</b> דבר קטן הויות דאביי ורבא לקיים מה שנאמר (משלי ח, כא) להנחיל אוהבי יש ואוצרותיהם אמלא וכי מאחר שקטן שבכולן כך גדול שבכולן על אחת כמה וכמה אמרו עליו על יונתן בן עוזיאל בשעה שיושב ועוסק בתורה כל עוף שפורח עליו מיד נשרף:",original
134.40965,Chagigah 13a:8,William Davidson Edition - Aramaic,he,רב יוסף הוה גמיר <b>מעשה</b> <b>המרכבה</b> סבי דפומבדיתא הוו תנו במעשה בראשית אמרו ליה ליגמור לן מר <b>מעשה</b> <b>מרכבה</b> אמר להו אגמרון לי מעשה בראשית בתר דאגמרון אמרו ליה ליגמרון מר <b>במעשה</b> <b>מרכבה</b> אמר להו תנינא בהו דבש וחלב תחת לשונך דברים המתוקין מדבש וחלב יהו תחת לשונך,hebmorph-standard
118.98407,Rashi on Isaiah 3:3:3,On Your Way,he,"ונבון לחש . ראוי למסור לו סתרי תורה שנתנו בלחש כגון מעשה בראשית <b>ומעשה</b> <b>מרכבה</b> :
",hebmorph-standard
204.96913,Rashi on Pesachim 119a:2:1,Vilna Edition,he,סתרי תורה - <b>מעשה</b> <b>מרכבה</b> ומעשה בראשית:,hebmorph-standard
95.047485,Mishnah Kelim 24:8,Torat Emet 357,he,"שלש מטות הן. <b>העשויה</b> <b>לשכיבה</b>, טמאה מדרס. של זגגין, טמאה טמא מת. ושל סרגין, טהורה מכלום: 
",aggresive-ngram
46.912525,Malbim on I Kings 7:33:2,On Your Way,he,"<b>כמעשה</b> אופן <b>המרכבה</b> שבאופן של <b>מרכבה</b> ימצא ד' דברים, א. ",ngram
136.82373,Rashi on Chagigah 13a:6:1,Vilna Edition,he,סתרי תורה - כגון <b>מעשה</b> <b>המרכבה</b> וספר יצירה ומעשה בראשית והיא ברייתא:,hebmorph-standard
169.50182,Rashi on Proverbs 25:2:1,On Your Way,he,כבוד אלהים הסתר דבר . כגון <b>מעשה</b> <b>מרכבה</b> ומעשה בראשית : ,hebmorph-standard
12.258115,"Shney Luchot HaBrit, Shemot, Torah Ohr 43",Shney Luchot Habrit by Rabbi Eliyahu Munk,en,"   When the four sages entered the פרדס, i.e. the study of esoterics, <b>מעשה</b> <b>מרכבה</b>, Rabbi Akiva warned his colleagues ""when you see pure marble, do not say ""water, water!"" ( Chagigah 14)",original
148.8437,Bava Batra 134a:8,Wikisource Talmud Bavli,he,"דבר גדול <b>מעשה</b> <b>מרכבה</b> ודבר קטן הויות דאביי ורבא לקיים מה שנאמר (משלי ח, כא) להנחיל אוהבי יש ואוצרותיהם אמלא",hebmorph-standard
170.01266,Rashi on Chagigah 14b:7:1,Vilna Edition,he,הרצה דברים - דרש <b>במעשה</b> <b>המרכבה</b>:,hebmorph-standard
14.73476,Chidushei Agadot on Bava Batra 134a:3,Vilna Edition,he,"שיחת  שדים ודקלים כו'. דבר גדול <b>מעשה</b> <b>מרכבה</b> דבר קטן הויות דאביי ורבא כו' ע' כל זה באורך בחידושי הרשב""א וריטב""א בע""י במס' סוכה וק""ל: ",hebmorph-exact
271.2029,Rashbam on Bava Batra 134a:8:1,Vilna Edition,he,<b>מעשה</b> <b>מרכבה</b> - שביחזקאל:,hebmorph-standard
136.64609,Vilna Gaon on Seder Olam Rabbah 30:2:23,"Seder Olam, Warsaw 1904",he,"עמיקתא זה עומק המרכבה, פירוש כי <b>מעשה</b> <b>מרכבה</b> אין מלמדין אפילו ליחיד, אלא חושב בעומק הלב:",hebmorph-standard
117.4343,Metzudat David on Isaiah 3:3:4,On Your Way,he,"ונבון לחש. המבין סתרי תורה הנאמרים בלחש והם מעשה בראשית <b>ומעשה</b> <b>מרכבה</b>:
",hebmorph-standard
12.217278,"Kessef Mishneh on Mishneh Torah, Foundations of the Torah 4:13:3",Torat Emet 363,he, נושא הדרוש ואם מצד עומק מושגו. והשני על גודל שכרו. ומעתה אין טענה משם גדול הנאמר על <b>מעשה</b> <b>מרכבה</b>. כי <b>מעשה</b> <b>מרכבה</b> אם נקרא גדול מהחכמה התלמודית הנה הוא גדול מצד גודל הדרוש ומעלתו בשני האופנים יחד שהם גודל,hebmorph-exact
13.868474,"Kessef Mishneh on Mishneh Torah, Foundations of the Torah 4:13:1",Torat Emet 363,he,"ואף על פי שדברים אלו דבר קטן קראו אותן חכמים שהרי אמרו דבר גדול <b>מעשה</b> <b>מרכבה</b> דבר קטן הוויות דאביי ורבא אעפ''כ ראוי להקדימם וכו'. בסוכה סוף פ' הישן אמרו על ריב''ז שלא הניח מקרא ומשנה וכו' דבר גדול ודבר קטן דבר גדול <b>מעשה</b> <b>מרכבה</b> דבר קטן הוויות דאביי ורבא: 
",original
123.397125,Bartenura on Mishnah Chagigah 2:1:3,On Your Way,he,"ולא <b>במעשה</b> <b>מרכבה</b>. שראה יחזקאל ושראה ישעיה. ורמב״ם פירש, מעשה בראשית, החכמה הטבעית. <b>ומעשה</b> <b>מרכבה</b>, מציאות האל ותאריו והמלאכים והנפש והשכל. ומה שיהיה אחר המות. ואין נראה לי שיקרא כל זה <b>מעשה</b> <b>מרכבה</b>, דא״כ",hebmorph-standard
