Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Rashi on Niddah 52a:1:1,Vilna Edition,he,ריחני - מברכין עליהן בורא עצי בשמים ואין טעון ברכה לאחריו דהנאה מועטת היא:,hebmorph-exact,7.223884
1,--,Orchot Tzadikim 27:9,Torat Emet 357,he,"כתיב בתורה: ""לא בשמים הוא"" (דברים ל יב), פירוש: בגסי הרוח. ""ולא מעבר לים הוא"" (שם יג), פירוש: באותם שהולכים מעבר לים (ערובין נה א). לפיכך אמרו חכמינו זיכרונם לברכה: ולא כל המרבה בסחורה מחכים (משנה אבות ב ה). ואמרו חכמינו: הוי ממעט בעסק ועסוק בתורה (שם ד י).
",aggresive-ngram,22.703405
2,--,Psalms 73:25,Tanach with Ta'amei Hamikra,he,מי־לי בשמים ועמך לא־חפצתי בארץ,ngram,22.500708
3,--,Chidushei Agadot on Eruvin 55a:1,Vilna Edition,he," נפלאת היא ממך לתלות בך שאתה קוצר המשיג וגם לא רחוקה היא לתלות בעומק וריחוק המושג וע""ז אמר לא בשמים היא וגו' שאתה צריך לעלות אחריה וזה דבר שא""א מפני עומק המושג דדברים שבשמים למעלה מגלגל הירח הם עומק השגה",hebmorph-standard,20.443586
4,--,Berakhot 43b:2,William Davidson Edition - Aramaic,he,רב משרשיא אמר האי נרקום דגינוניתא מברכין עלויה בורא עצי בשמים דדברא בורא עשבי בשמים אמר רב ששת הני סיגלי מברכין עלייהו בורא עשבי בשמים אמר מר זוטרא האי מאן דמורח באתרוגא או בחבושא אומר ברוך שנתן ריח טוב בפירות,aggresive-ngram,11.516429
5,--,Berakhot 43b:1,Wikisource Talmud Bavli,he,"אמר רב גידל אמר רב האי סמלק מברכין עלויה בורא עצי בשמים אמר רב חננאל אמר רב הני חלפי דימא מברכין עלייהו בורא עצי בשמים אמר מר זוטרא מאי קראה (יהושע ב, ו) והיא העלתם הגגה ותטמנם בפשתי העץ",ngram,16.216246
6,--,Mishnah Berurah 217:15,On Your Way,he,"(טו) אלא ריח בלא וכו' - ובע""ב שאין להם בשמים להריח במוש""ק ונוטלין מדוכה שדכו בה בשמים ונקלט בה ריח ומריחין ומברכין ברכתן לבטלה הוא וכמש""כ כאן שהיא ריח שאין לו עיקר:",hebmorph-standard,13.30646
7,--,Tosafot on Yevamot 14a:5:1,Vilna Edition,he," מן השמים יוכיחו כדאמר התם א""נ בההיא בת קול שהיתה כנגד רבים דרבנן הוו רובא דודאי אין הלכה אבל כבת קול דב""ה קי""ל משום דהוו ב""ה רובא אלא דב""ש מחדדי טפי וא""ת ודלמא רבי יהושע נמי דוקא התם קאמר דאין משגיחין כדפירשנו אבל בעלמא לא וי""ל מדנקט ר' יהושע האי לישנא ואמר לא בשמים היא ש""מ דבכל דוכתא אית ליה דאין משגיחין:",hebmorph-standard,24.54633
8,--,Rashi on Berakhot 53a:26:2,Vilna Edition,he,בשמים עבידי לעבורי ריחא - דסרחונו של מת עבידי ולא להריח:,hebmorph-standard,11.945403
9,--,Pele Yoetz 47:2,Torat Emet,he,"וכבר אמרו רבותינו זכרונם לברכה (ערובין נה, א) על פסוק (דברים ל יב) לא בשמים היא. שאם היתה בשמים היית צריך לילך אחריה. ולא מעבר לים. שאם היתה מעבר לים היית צריך לילך אחריה. ולו חכמו ישכילו האבות",hebmorph-standard,24.572742
10,--,Bartenura on Mishnah Berakhot 8:6:3,On Your Way,he,ולא על בשמים של מתים. דלעבורי ריחא עבידי:,hebmorph-standard,12.703895
11,--,Rambam Introduction to the Mishnah 7:49,Vilna Edition,he,"שאין תורה נתונה אחרי הנביא הראשון ואין להוסיף ואין לגרוע כמו שנאמר (דברים ל) לא בשמים היא. ולא הרשנו הקב""ה ללמוד מן הנביאים אלא מן החכמים אנשי הסברות והדעות. לא אמר ובאת אל הנביא אשר יהיה בימים ההם אלא ובאת אל הכהנים הלוים ואל השופט (שם יז) וכבר הפליגו החכמים לדבר בענין זה מאד והוא האמת:",hebmorph-standard,32.763657
12,--,Rashi on Zevachim 36b:9:1,Wikisource Rashi,he,אמר רבא תדע - דמחשבת הינוח לרבי יהודה לאו כמחשבת חוץ למקומו ושלא לשמו היא לאפוקי מידי פיגול דהא פיגול דשוחט על מנת לזרוק את דמו למחר לפני זריקה לאו כלום היא ואין המחשבה מועלת עד שיזרק הדם היום דבעינן,hebmorph-standard,20.30844
13,--,Rashi on Chullin 90b:29:1,Wikisource Rashi,he,"בשמים - אלמא לא דק. וכן ותבקע הארץ דאדוניה דנראה מקול ההמון כאילו היא נבקעת אשטורנ""ר בלע""ז:",ngram,24.192293
14,--,Tzidkat HaTzadick 64:1,"Tzidkat HaTzadick, Lublin, 1913",he," קיג.) שהי' קשה לפניו ית' עצירת ‏הגשמים ואעפ""כ א""ל לאליהו לך ונסתרת וגו' ועזרו להסתר מפני אחאב בדרך נס ואלו סי' אחאב ‏מוצאו הי' מכריחו לבטל כמו שהי' אח""כ וכמו שעשה יהורם אלישע. וע""ז נאמר לא בשמים הוא ‏ואע""פ",aggresive-ngram,16.053732
15,--,Sforno on Deuteronomy 30:11:3,On Your Way,he,לא רחוקה היא שתצטרך לחכמי הדור הרחוקים שיפרשו לך באופן שתוכל לעשותה אפי' בעודך בגלות ובאר זה באמרו לא בשמים היא לאמר. לא יקרה לך בענין התשובה שתצטרך בה להגדת נביא: ,hebmorph-standard,40.887173
16,--,Rashi on Deuteronomy 30:12:1,On Your Way,he,"לא בשמים היא. שאלו היתה בשמים, היית צריך לעלות אחריה וללמדה:
",hebmorph-standard,74.77453
17,--,Ibn Ezra on Deuteronomy 30:12:1,On Your Way,he,לא בשמים היא. פירוש נפלאת,hebmorph-standard,114.88188
18,--,"Shulchan Arukh, Orach Chayim 216:13",Wikisource Shulchan Aruch,he,המוגמר אם הוא של עץ מברך בורא עצי בשמים ואם של עשב בורא עשבי בשמים ואם של שאר מינים בורא מיני בשמים:,aggresive-ngram,11.557347
19,--,Rambam Pirkei Avot 2:5:1,Vilna Edition,he," שאין [שם] אנשים חכמים שילמדוך הוה אתה מלמד את עצמך ותרגום ויאבק איש עמו ואשתדל גברא עמיה: ואמרו שהתורה לא תמצא בבעלי הגאוה והגסות ולא בהולכי ארצות רחוקות וסמכו זה לפסוק על צד המליצה ואמרו לא בשמים היא לאמר וגו' ולא מעבר לים היא וגו' אמרו לא בגסי הרוח היא ולא במהלכי מעבר לים היא: 
",hebmorph-standard,24.572742
20,--,"Kessef Mishneh on Mishneh Torah, Defilement by Leprosy 2:9:2",Torat Emet 363,he,ומה שכתב ספק שיער לבן קדם וכו' עד הרי זה טמא. שם בסוף הפרק וכתנא קמא ואע''ג דבפרק הפועלים (דף פ''ו) אמרינן דקב''ה אמר טהור לא בשמים היא ואע''ג דאמרינן מאן נוכח רבה בר נחמני ואיהו אמר טהור ויצתה נשמתו,hebmorph-standard,40.476234
21,--,"Kedushat Levi, Deuteronomy, Vaetchanan 15",Kedushat Levi - Munkatch 1939,he," אין משגיחין בבת קול לא בשמים היא, דהנה התורה ניתן לנו כמו שאנו משיגים התורה ועושים פירוש לתורה כן הוא, הגם שבת קול יוצאת אין אנו משגיחין בבת קול וכביכול אנו מנצחין הבת קול כמאמר (מו""ק טז:) צדיק מושל",hebmorph-standard,20.238117
22,--,Sanhedrin 10b:16,Wikisource Talmud Bavli,he,אם לא נראה בזמנו אין מקדשין אותו שכבר קידשוהו בשמים,ngram,20.530458
