Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Rosh Hashanah 18b:12,William Davidson Edition - English,en,"Rav Kahana raised an objection against Rav and Rabbi Ḥanina from a baraita: There was an incident and the Sages decreed a fast on Hanukkah in Lod, and Rabbi Eliezer went down on that day and bathed",aggresive-ngram,12.7206135
1,--,Rosh Hashanah 18b:13,William Davidson Edition - English,en,"Rav Yosef said: Hanukkah is different, as there is the mitzva of lighting candles, and so, unlike the other days listed in Megillat Ta’anit, the festival of Hanukkah was not nullified. Abaye said to",aggresive-ngram,14.813774
2,--,Daat Zkenim on Deuteronomy 26:11:1,Daat Zekenim translated by Rb. Eliyahu Munk,en," the names of the Shavuot festival is חג הבכורים, “festival of the first ripened fruit.” While it still possible to present such bikkurim at the Temple between sukkot and Chanukah, the paragraphs in",ngram,13.503828
3,--,Genesis 1:24,Suomi Käännös By Ezra Lindholm [fi],en,"Ja Jumala sanoi; ”Tulkoon maahan eläviä olentoja lajiensa mukaan, karjaeläimiä ja matelijoita, maan villieläimiä lajiensa mukaan,” ja näin tapahtui.",aggresive-ngram,11.650076
4,--,Moed Katan 28b:2,William Davidson Edition - English,en,"On New Moons, Hanukkah and Purim, which are not Festivals by Torah law, the women may both wail and clap their hands in mourning. On both the intermediate days of a Festival and on New Moons, Hanukkah and Purim they may not lament. After the deceased has been buried they may neither wail nor clap.",aggresive-ngram,12.203742
5,--,"Mishneh Torah, Sanctification of the New Month 3:9",Sefaria Community Translation,en," 31st day holy until the messengers of Tishri would come to them. And for Tishri because of fixing the festivals. And for Kislev because of Chanukah. And for Adar because of the Purim. And in the time when the Holy Temple exists, they even go out for Iyar because of Passover Minor. ",ngram,12.347236
6,--,"Shney Luchot HaBrit, Vayeshev, Miketz, Vayigash, Introduction 2",Shney Luchot Habrit by Rabbi Eliyahu Munk,en,"   In view of the fact that the holiday of Chanukah occurs during the weeks we read these portions, and in view of the well known rule by King Solomon in Kohelet that there is a time and place for",infreq,2.121395
7,--,Megillah 3b:3,Sefaria Community Translation,en,"And that of the one is light? For it is taught: During a festival, women may sing a dirge, but may not clap. Rabbi Yishmael says: If they are close to the bier they may clap. On Rosh Chodesh, Chanukah, or Purim they may sing dirges and clap on any of these [days], but they may not wail.",ngram,25.250063
8,--,Megillah 3b:4,Sefaria Community Translation,en,"Rabbah bar Huna said: The festival does not come before a Torah scholar, and not any of Chanukah or Purim.",ngram,41.686924
9,--,"Mishneh Torah, Scroll of Esther and Hanukkah 4:1",Sefaria Community Translation,en,How many lights do you kindle on Chanukah?  It is a commandment that one light be kindled in each and every house whether it be a household with many people or a house with a single person.  To exalt,ngram,14.647738
10,--,"Kedushat Levi, Genesis, Vayeshev 19",Kedushat Levi translated by Rb. Eliyahu Munk,en,"” resulted in the festival of ‎Chanukah, the king or chief general of the Seleucids lusting after ‎Yehudit and trying to rape her, resulting instead in his being ‎killed by her, and his army becoming",ngram,8.5506735
11,--,"Mishneh Torah, Scroll of Esther and Hanukkah 4:5",Sefaria Community Translation,en,"One may not light Chanukah candles before the sun sets, but rather [light] with its setting - not after, and not before. [If] he forgot or intentionally did not light with the setting of the sun, he",ngram,12.536669
12,--,"Kedushat Levi, Leviticus, Kedoshim 1",Kedushat Levi translated by Rb. Eliyahu Munk,en, refers to the well known ‎dispute about the proper procedure in lighting the ‎‎Chanukah candles. (Shabbat 21) The school of ‎Shammai held that we start with eight candles on the first night ‎and,ngram,6.734159
13,--,Tosefta Berakhot 3:14,Tosefta Online,en,"Any [holiday] on which there is no Mussaf [prayer] for example, Chanukah and Purim, on Shacharit and Mincha he prays [the Shmoneh Esreh with] eighteen [Berachot (blessings)] and he says [the",ngram,12.664317
14,--,Mishnah Megillah 3:4,Sefaria Community Translation,en,"  (Exod. 17); on the fifth, they return again to the regular order. The regular order [of parashot] is also interrupted on Rosh Chodesh, on Chanukah, on Purim, on fasts, and on Yom Kippur.",ngram,24.318638
15,--,"Shulchan Arukh, Orach Chayim 671:1",Wikisource Shulchan Aruch,en,"One needs to be very diligent in kindling the Hanukkah lights. Even a poor man living off charity must lend or sell his clothes, and buy oil to kindle with.",aggresive-ngram,13.408618
16,--,Akeidat Yitzchak 49:7,Akeydat Yitzchak by Eliyahu Munk,en,Maimonides' answer that the Midrash refers to the lighting of the Chanukah lights seems far fetched.,ngram,6.835806
17,--,"Chizkuni, Leviticus 19:23:4","Chizkuni, translated and annotated by Eliyahu Munk",en," fruit limit their being offered in the Temple later than by Chanukah following their being harvested. Ed.] Seeing that the fruit grown during that period is not of prime quality, it would be insulting",ngram,9.563952
18,--,"Mishneh Torah, The Order of Prayer 2:28",Sefaria Community Translation,en,On Chanukah recite this blessing according to this formula.,ngram,8.544757
19,--,Psalms 150:1,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,	Hallelukah! Praise the Almighty in His holy place. Praise Him in the firmament of His strength.,aggresive-ngram,12.623263
20,--,Psalms 150:6,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,	Let every soul praise the L rd — Hallelukah!,aggresive-ngram,19.455389
21,--,"Ein Yaakov (Glick Edition), Rosh Hashanah 1:20","En Jacob, translated by SH Glick, 1916",en,"; for Tishri, in order to arrange the dates of the [remaining] festivals; for Kislev, on account of Chanukah (the Feast of Maccabees) ; for Adar, on account of the Feast of Purim (the Feast of Esther). ",infreq,2.121395
22,--,"Shney Luchot HaBrit, Vayeshev, Miketz, Vayigash, Torah Ohr 257",Shney Luchot Habrit by Rabbi Eliyahu Munk,en,"   As to the מהדרין מן המהדרין, the group of people who increase or decrease the number of Chanukah lights they kindle each evening, each of their methods corresponds to valid Torah principles, i.e",infreq,1.7570202
23,--,"Maarechet Heidenheim on Pesach Haggadah, Kadesh 3:1",Rabbi Mark Greenspan,en," not necessary.Rabbi Shlomo writes: One should not be surprised that we do not recite the blessing ""Who performed miracles"" on Passover eve as we do in commemoration of the miracles of Chanukah and",ngram,7.29418
24,--,"Shney Luchot HaBrit, Vayeshev, Miketz, Vayigash, Torah Ohr 255",Shney Luchot Habrit by Rabbi Eliyahu Munk,en," of the Chanukah light is that a person should light one light for his house- read: ""family""- this is an allusion to the duty of ensuring re-incarnation by means of the levirate marriage.",ngram,9.447553
25,--,"Shney Luchot HaBrit, Vayeshev, Miketz, Vayigash, Torah Ohr 250",Shney Luchot Habrit by Rabbi Eliyahu Munk,en,"   The Talmud Shabbat 21 quotes a Baraitha according to which it is obligatory to kindle one Chanukah light per household, whereas if one wishes to perform the מצוה in the best possible way every",ngram,11.809441
26,--,Shabbat 24a:2,William Davidson Edition - English,en,"A dilemma was raised before the Sages: What is the ruling with regard to the obligation to mention Hanukkah in Grace after Meals? The dilemma is: Since it is merely an obligation by rabbinic law, do",aggresive-ngram,13.36607
27,--,Shabbat 24a:5,William Davidson Edition - English,en,An additional dilemma was raised before the Sages: What is the ruling with regard to the obligation to mention Hanukkah in the additional prayer on Shabbat during Hanukkah or on the New Moon of Tevet,aggresive-ngram,15.268093
28,--,Shabbat 21b:3,William Davidson Edition - English,en,"With regard to the opinion that one need not rekindle the Hanukkah light if it is extinguished, the Gemara asks: And is it true that if the Hanukkah light is extinguished one is not bound to attend",aggresive-ngram,12.489413
29,--,Shabbat 21b:9,William Davidson Edition - English,en,"Rava said: One must kindle another light in addition to the Hanukkah lights  in order to use its light, as it is prohibited to use the light of the Hanukkah lights. And if there is a bonfire, he need",aggresive-ngram,12.271066
30,--,Mishnah Berurah 689:7,Sefaria Community Translation,en,...There are those who say women can't fulfill others obligation. It's not similar to Chanukah because (the reading of the) Megillah is similar to the reading of the torah and it's unacceptable,ngram,14.691951
31,--,Psalms 113:1,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	Hallelukah! Praise, you servants of the L rd; praise the name of the L rd.",aggresive-ngram,14.362343
32,--,"Kedushat Levi, Genesis, Vayetzei 1",Kedushat Levi translated by Rb. Eliyahu Munk,en,"Genesis 28,10. “Yaakov left Beer Sheva, etc.;” ‎‎[I presume the connection to Chanukah the author makes ‎here is based on his having composed this commentary for a ‎Shabbat Chanukah sermon. Ed.]‎‎The",ngram,9.686052
33,--,"Kedushat Levi, Genesis, Vayetzei 2",Kedushat Levi translated by Rb. Eliyahu Munk,en,". ‎Ed.] [The significance of oil for consecration, and the ‎miracle of Chanukah being the miracle of the cruse of holy oil as ‎having been foreshadowed in Yaakov’s dream signaling the end of",infreq,3.6734948
34,--,Psalms 113:9,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	He seats the barren one of the house [(Zion, who is bereft of her children)], a happy mother of sons, Hallelukah! [viz. Isaiah 66:8]",aggresive-ngram,11.87617
35,--,Megillah 31a:17,Daf Shevui,en,"On Hanukkah we read the section of the chieftains: And for haftarah [on Shabbat] that of the lights in Zechariah (2:14-4:7). And if there are two Shabbatot in Hanukkah, on the first we read [for",aggresive-ngram,15.357709
36,--,Genesis 4:14,Suomi Käännös [fi],en,"Katso tänä päivänä olet ajanut minut pois maasta, ja minun tulee kätkeytyä Kasvojesi edestä, sillä minä tulen olemaan kiertolaisena ja pakolaisena, kuka tahansa minut löytääkin, tappaa minut.",aggresive-ngram,11.816989
37,--,"Shney Luchot HaBrit, Vayeshev, Miketz, Vayigash, Torah Ohr 229",Shney Luchot Habrit by Rabbi Eliyahu Munk,en,   Some mystical elements pertaining to the Chanukah lights.,ngram,8.355305
38,--,Genesis 1:25,Suomi Käännös [fi],en,Ja Jumala teki maan villieläimet lajiensa mukaan ja karjaeläimet lajiensa mukaan ja maan matelijat lajiensa mukaan ja Jumala näki tämän hyväksi.,aggresive-ngram,11.667068
39,--,"Shney Luchot HaBrit, Vayeshev, Miketz, Vayigash, Torah Ohr 149",Shney Luchot Habrit by Rabbi Eliyahu Munk,en, against the Syrians who had introduced anti religious legislation and who had demanded that the Jewish people adopt Hellenism. This rebellion culminated in the festival of Chanukah.,infreq,2.3426936
40,--,Psalms 146:1,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	Hallelukah! Praise the L rd, O my soul.",aggresive-ngram,11.972276
41,--,"Shulchan Arukh, Orach Chayim 681:2",Sefaria Community Translation,en,"In the synagogue, we light the chanuka candles before the havdala candle",aggresive-ngram,25.02471
42,--,"Shney Luchot HaBrit, Vayeshev, Miketz, Vayigash, Torah Ohr 258",Shney Luchot Habrit by Rabbi Eliyahu Munk,en," between that which stands for the body and that which stands for the soul. If one follows the school of Shammai, the method of lighting Chanukah lights parallels the progress of the body towards Utopia",infreq,1.4494677
43,--,Megillah 29b:28,Daf Shevui,en,"What have we said about this? R. Joseph said: We take no notice of Rosh Hodesh. But Rabbah said: We take no notice of Hanukkah. The halakhah is that we take no notice of Hanukkah, and Rosh Hodesh is the main consideration.",aggresive-ngram,13.253758
44,--,"Ein Yaakov (Glick Edition), Shabbat 2:2","En Jacob, translated by SH Glick, 1916",en,"(Fol. 21b) Our Rabbis taught: ""The proper observation [of kindling the light] at the feast of Chanukah is one light for the whole household; but those who are strict light a candle for each",infreq,1.8233196
45,--,"Ein Yaakov (Glick Edition), Shabbat 2:3","En Jacob, translated by SH Glick, 1916",en,"What is the origin of the feast of Chanukah? Our Rabbis taught: ""On the twenty-fifth day of Kislev, the eight days of Chanukah begin. During this period no funderal address is to be made, nor are",infreq,2.110898
46,--,"Ein Yaakov (Glick Edition), Shabbat 2:5","En Jacob, translated by SH Glick, 1916",en,"(Fol. 23b) R. Huna said: ""He who is accustomed to lighting many lamps (on the Sabbath, holiday and Chanukah) will have scholarly sons ; he who is strict in the observance of the Mezuzah will be",ngram,7.274094
