Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Mekhilta d'Rabbi Yishmael 18:1:3,Mekhilta -- Wikisource,he,"כהן מדין. רבי יהושע אומר, כומר היה, כענין שנאמר (שופטים יח) ויהונתן בן גרשום בן מנשה ובניו היו כהנים לשבט הדני עד יום גלות הארץ. רבי אלעזר המודעי אומר, שר היה כענין שנאמר (שמו""ב ח) ובני דוד כהנים היו.",hebmorph-standard,6.153398
1,--,Rashi on Exodus 23:31:3,On Your Way,he,"וגרשתמו. ותגרשם:
",aggresive-ngram,5.565493
2,--,Rashi on Numbers 11:27:1,On Your Way,he,"וירץ הנער. יש אומרים גרשום בן משה היה:
",ngram,7.976224
3,--,Rashi on Gittin 33a:11:2,Vilna Edition,he,יכול לבטל - מותר לבטל ולומר לשנים מהם אל תכתבוהו ואין זה לעקור תקנת רבן גמליאל:,infreq,7.6216564
4,--,Ralbag on I Chronicles 6:47:1,On Your Way,he,"ולבני גרשום למשפחותם . אמר למשפחותם כי כל משפחות גרשום נכללו בזה מה שלא היה כן במשפחות בני קהת  ולזה גם כן אמר לבני מררי למשפחותם :
",infreq,6.2640224
5,--,Korban Netanel on Ketubot 2:1,Vilna Edition,he,"  משום   צנועות ומשום פרוצות. טעמא דעיקר תקנתא אמרינן אבל לא פלוג רבנן וה""ה אפילו היכא דליכא למיחש משום צנועות ופרוצות [וכן נראה] מכל הלין ראיות דמייתי ר""ח ורי""ף בסמוך דהתם לא שייך תקנת צנועות ופרוצות א""ו דלא שנא: 
",ngram,7.1169763
6,--,Rashi on Gittin 19b:12:1,Vilna Edition,he,בגיטין - משום תקנת עגונות:,ngram,12.471513
7,--,"Drisha, Even HaEzer 144:1:1","Tur Even HaEzer, Vilna, 1923",he," אין (אונס בגיטין אע""ג דטענת אונס בכל התורה טענה מעלייתא גבי גט אמרו חז""ל שלא תועיל משום תקנת צנועות ותקנת פרוצות תקנת צנועות דאי אמרת לא ליהוי גט זימנין דלא אנוס וסברה דאנוס ותדאוג להנשא ותשב עגונה",ngram,7.315882
8,--,Rashbam on Pesachim 111a:12:2,Vilna Edition,he,מתקטלין בחיק קבל - כבר הרוגים הן בחצים כמו ומחי קבלו כך שמע רבינו מרבו ורבו מפי רבינו גרשום זצ''ל:,infreq,11.436416
9,--,"Terumat HaDeshen, Part I 220:2",Warsaw 1882,he," הממון כדי שלא תבא לידי עיגון ולענין זה האחין הנשואין והפנויין שוין הן וקצת משמע הכי כמו שחלקתי בהא דכתב א""ז לעיל בשם ר""י הלכה דבזמן הזה אם היבם נשוי ואינו יכול לייבם מפני תקנת רבינו גרשון כו' וצ""ע",aggresive-ngram,2.2261147
10,--,Bava Kamma 66a:10,Wikisource Talmud Bavli,he,דאמור רבנן ניקני מפני תקנת השבים,ngram,11.007764
11,--,Rashi on Sanhedrin 3a:19:1,Wikisource Rashi,he,בית דין חצוף - שעברו על תקנת חכמים:,original,2.8298457
12,--,I Chronicles 15:7,Tanach with Nikkud,he,לבני גרשום יואל השר ואחיו מאה ושלשים,ngram,9.097244
13,--,Rashi on Ketubot 108b:2:2,Vilna Edition,he,הבנות יזונו והבנים ישאלו על הפתחים - תקנת חכמים היא:,ngram,8.15895
14,--,I Chronicles 26:24,Tanach with Nikkud,he,ושבאל בן־גרשום בן־משה נגיד על־האצרות,ngram,9.958014
15,--,Ibn Ezra on Exodus 6:18:1,Ibn Ezra on Exodus -- Torah Emet,he,ובני. הזכיר חיי קהת ולא חיי גרשום ומררי בעבור כבוד השלוחים:,original,2.960747
16,--,Berakhot 7a:35,William Davidson Edition - Aramaic,he,מנא לן ממשה רבינו שנאמר הרף ממני ואשמידם וגו׳ ואעשה אותך לגוי עצום אף על גב דבעא משה רחמי עלה דמלתא ובטלה אפילו הכי אוקמה בזרעיה שנאמר בני משה גרשום ואליעזר ויהיו בני אליעזר רחביה הראש וגו׳ ובני רחביה רבו למעלה וגו׳ ,infreq,6.5708003
17,--,I Chronicles 23:16,Tanach with Text Only,he,בני גרשום שבואל הראש,ngram,12.12966
