Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Menachot 36b:10,Wikisource Talmud Bavli,he,לילה זמן תפילין שבת נמי זמן תפילין,ngram,44.13222
1,--,Rashi on Menachot 43b:38:1,Wikisource Rashi,he,המשולש - תפילין וציצית ומזוזה:,ngram,39.668934
2,--,Avodah Zarah 3b:14,Wikisource Talmud Bavli,he,אלא שנעשו גרים גרורים ומניחין תפילין בראשיהן תפילין בזרועותיהם ציצית בבגדיהם מזוזה בפתחיהם,ngram,32.427788
3,--,"Beit Yosef, Orach Chaim 25:3:1","Tur Orach Chaim, Vilna, 1923",he,"ונקראים תפילין לשון פלילה שהן אות ועדות לכל רואינו וכו' כן כתב הרא""ש בריש הלכות תפילין: ",ngram,33.23279
4,--,Rashi on Ketubot 96a:5:1,Vilna Edition,he,מנח תפילין לית לן בה - שאין דרך עבדים להניח תפילין:,ngram,34.9334
5,--,Rashi on Shabbat 130a:16:2,Vilna Edition,he,את מוחו - שכנגד תפילין:,ngram,39.707882
6,--,Chullin 89a:2,Wikisource Talmud Bavli,he,בשלמא רצועה של תפילין כתיב,ngram,38.800323
7,--,Menachot 35b:23,Wikisource Talmud Bavli,he,קשר של תפילין הלכה למשה מסיני,ngram,33.257416
8,--,Avodah Zarah 44a:60,Wikisource Talmud Bavli,he,שהיה מניחה במקום תפילין והולמתו,ngram,43.07114
9,--,"Maadaney Yom Tov on Menachot, Hilchot Tefilin, Kitzur Tefilin 24",Vilna Edition,he,"  בספרו.   בפ""ב מהל' תפילין: 
",ngram,39.828957
10,--,Menachot 42a:62,Wikisource Talmud Bavli,he,סוכה מסייע ליה תפילין הוי תיובתיה,ngram,33.314255
11,--,Shabbat 62a:13,William Davidson Edition - Aramaic,he,התם קסבר רבי מאיר לילה זמן תפילין הוא ושבת זמן תפילין הוא הוה ליה מצות עשה שלא הזמן גרמא וכל מצות עשה שלא הזמן גרמא נשים חייבות,original,15.110007
12,--,Rashi on Chullin 89a:1:4,Wikisource Rashi,he,רצועה של תפילין - לקשור:,ngram,39.668934
13,--,Berakhot 14b:16,Wikisource Talmud Bavli,he,"רב משי ידיה וקרא ק""ש ואנח תפילין וצלי והיכי עביד הכי והתניא החופר כוך למת בקבר פטור מק""ש ומן התפלה ומן התפילין ומכל מצות האמורות בתורה הגיע זמן ק""ש עולה ונוטל ידיו ומניח תפילין וקורא ק""ש ומתפלל",ngram,31.588032
14,--,Eruvin 95b:11,William Davidson Edition - Aramaic,he,לעולם קסבר שבת לאו זמן תפילין הוא וכי שרו רבנן לענין הצלה דרך מלבוש במקום תפילין,ngram,33.39653
15,--,Rashi on Sukkah 26b:5:2,Vilna Edition,he,רצה חולץ - תפילין:,ngram,39.52263
16,--,Gra's Nuschah on Tractate Soferim 1:1:1,"Talmud Bavli, Vilna 1883 ed.",he, תפילין ומזוזות: ,ngram,50.159702
17,--,Divrey Chamudot on Berakhot 187,Vilna Edition,he,"  ומן   התפילין. עיין בהל' תפילין סי' כ""ט: 
",ngram,36.14163
18,--,Rashi on Berakhot 14b:19:1,Vilna Edition,he,"מ""מ - תפילין קודמים לק""ש:",ngram,39.546467
19,--,Rashi on Berakhot 7a:33:1,Vilna Edition,he,"קשר של תפילין - מאחוריו הוא ואמרי' לעיל דהקב""ה מניח תפילין:",ngram,35.09714
20,--,"Ba'er Hetev on Shulchan Arukh, Orach Chayyim 288:7",Torat Emet 357,he," ס''ת.  ה''ה תפילין. מ''א: 
",ngram,33.717567
21,--,Zevachim 19b:1,Wikisource Talmud Bavli,he,ששם מניחין תפילין:,ngram,47.149094
22,--,"Prisha, Orach Chaim 154:3:1","Tur Orach Chaim, Vilna, 1923",he, ורצעות של תפילין עיין בדרישה: ,ngram,34.662296
23,--,Zevachim 19a:52,Wikisource Talmud Bavli,he,תפילין מהו שיחוצו,ngram,49.29224
24,--,Rif Menachot 6b:7,Vilna Edition,he, הלכות תפילין (מנחות לד.) ,ngram,39.52263
25,--,Mishnah Berurah 25:19,Wikitext,he,"(יט) תפילין - הלמ""ד בדגש:",ngram,39.52263
26,--,Rashi on Beitzah 15a:12:4,Vilna Edition,he,המוצא תפילין - בשבת בשדה:,ngram,39.546467
27,--,Mishnah Berurah 39:1,eu5 text,he,"(א) תפילין - וה""ה ס""ת ומזוזה:",ngram,34.60316
28,--,Bartenura on Mishnah Kelim 16:7:19,On Your Way,he,טפוס של תפילין. כמו דפוס של תפילין:,ngram,41.945362
29,--,Bartenura on Mishnah Eruvin 10:1:1,On Your Way,he,המוצא תפילין. בשדה ממקום שאינן משתמרים:,ngram,31.818554
30,--,Kiddushin 34a:7,Wikisource Talmud Bavli,he,ונקיש תפילין למזוזה  תפילין לתלמוד תורה איתקיש בין בפרשה ראשונה בין בפרשה שניה  תפילין למזוזה בפרשה שניה לא איתקיש ,ngram,35.83903
31,--,Mishnah Yadayim 3:3,"Mishnah, ed. Romm, Vilna 1913",he,רצועות תפילין עם התפילין מטמאות את הידים. ר' שמעון אומר רצועות תפילין. אינן מטמאות את הידים:  ,ngram,46.286625
32,--,Menachot 37b:11,Wikisource Talmud Bavli,he,הנח תפילין ביד והנח תפילין בראש מה להלן בגובה שבראש אף כאן בגובה שביד,ngram,31.483376
33,--,Kiddushin 34b:8,William Davidson Edition - Aramaic,he,ואי כתב רחמנא ראיה ולא כתב תפילין הוה אמינא אקיש תפילין למזוזה צריכא,ngram,31.452494
34,--,Tosafot on Kiddushin 34b:8:1,Vilna Edition,he,"ואי כתב ראיה ולא כתב תפילין - אינו ר""ל דלא ליכתוב תפילין כלל דמצות תפילין איצטריך ליכתוב אלא ה""ק לא ליכתוב תפילין היקישא דתפילין לת""ת:",aggresive-ngram,23.081459
35,--,Menachot 36a:21,Wikisource Talmud Bavli,he,תפילין מאימתי מברך עליהן,ngram,44.419006
36,--,Berakhot 30b:22,Wikisource Talmud Bavli,he,"א""ל אנא תפילין מנחנא",ngram,47.341694
37,--,Rashi on Arakhin 23b:46:1,Wikisource Rashi,he,המקדיש נכסיו - תפילין בכלל נכסיו:,ngram,34.5823
