Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Shabbat 153a:5,Sefaria Community Translation,en,"We learned there in a Mishnah, Rebbe Eliezer says Repent (do teshuva) one day before your death The students of Rebbe Eliezer asked him But does a person know which day he will die He said to them",ngram,23.41864
1,--,Sanhedrin 68b:8,Sefaria Community Translation,en,"[Another Teshuva with a rhetorical question] Moreover, ...",ngram,67.38594
2,--,Genesis 1:27,Suomi Käännös By Ezra Lindholm [fi],en,"Ja Jumala loi ihmisen Omaksi kuvaksensa, Jumalan kuvaksi Hän hänet loi, mieheksi ja naiseksi Hän heidät loi.",aggresive-ngram,12.693277
3,--,"Mishneh Torah, Repentance 7:4",Sefaria Community Translation,en,"Let a ba’al teshuvah not think that he is far from the level of the righteous because of the sins and transgressions he has committed – it is not so, but he is loved and cherished before the Creator",aggresive-ngram,12.243449
4,--,Sforno on Leviticus 4:27:1,"Eliyahu Munk, HaChut Hameshulash",en," אשם, in order to warn him at the same time to confess and do teshuvah before offering his sin offering. In both instances, as well as in all sacrifices described as asham, part of the sacrificial",aggresive-ngram,9.606474
5,--,Akeidat Yitzchak 40:17,Akeydat Yitzchak by Eliyahu Munk,en," teshuvah. G'd hearkened to his prayer, and he was restored to his throne in Jerusalem. (Chronicles II 33.) Menashe's teshuvah could hardly have occurred had he not known where bread begins to bake, i.e",aggresive-ngram,10.649686
6,--,Tosafot on Berakhot 31b:19:2,Sefaria Community Translation,en,"Hence it is deduced that it is forbidden to sit within four cubits of one engaged in prayer – whether in front of them, behind them or on the side of them.  The Teshuvat Geonim explain that that this",aggresive-ngram,8.75327
7,--,Sanhedrin 68b:5,Sefaria Community Translation,en,[Teshuva] Whence do we know? ,ngram,11.933755
8,--,"Kol Dodi Dofek, The Author's Notes 2","Kol Dodi Dofek, Joseph B. Soloveitchik, translated by David Z. Gordon, 2006",en,"‎2. The Rishonim dealt with the removal of choice from man as a result of his being ‎deeply ‎enmeshed in sin. See Maimonides, Hilkhot T’shuvah 6:3, and Ramban ad ‎Exodus 7:3, ‎‎9:12.‎",aggresive-ngram,12.330339
9,--,Genesis 6:8,Traduction française sous la direction du Grand-Rabbin Zadoc Kahn,en,Mais Noé trouva grâce aux yeux de l'Éternel. ,aggresive-ngram,10.72904
10,--,Akeidat Yitzchak 35:142,Akeydat Yitzchak by Eliyahu Munk,en,"Midrash Shemot Rabbah 7, quoting Job 33,29, teaches that man is offered three opportunities to do teshuvah, penitence. Should he fail to take advantage of any of the three opportunities, he will cause himself to be punished for the first opportunity he had missed.",aggresive-ngram,9.948119
11,--,"Mishneh Torah, Repentance 2:9",Sefaria Community Translation,en,"Teshuva and Yom Kippur only atone for transgression between man and God, such as one who eats a forbidden food, or has a forbidden sexual relationship, etc. But transgressions between man and his",ngram,12.090794
12,--,Sforno on Genesis 6:14:1,"Eliyahu Munk, HaChut Hameshulash",en,"'עשה לך תבת וגו, during the period allocated to them, in order to remind them to do teshuvah.",aggresive-ngram,17.361786
13,--,Akeidat Yitzchak 100:22,Akeydat Yitzchak by Eliyahu Munk,en,"The amazement expressed by Rabbi Yehudah Hanassi about this, was resolved by a Heavenly voice telling him that a baal teshuvah may earn the title ""Rabbi"" even posthumously. Abraham who had prepared",aggresive-ngram,10.610565
14,--,Genesis 10:2,The Rashi chumash by Rabbi Shraga Silverstein,en,"	The sons of Yefeth: Gomer, Magog, Maddai, Yavan, Tuval, Meshech and Tiras [Persia].",aggresive-ngram,11.73224
15,--,"Shulchan Arukh, Orach Chayim 695:1",Sefaria Community Translation,en,"One who does the Purim meal at night does not fulfill his obligation. Rama: Nevertheless, one should be happy and add more during his meal even at night (Teshuvat Mahariv).",aggresive-ngram,15.646343
16,--,"Mishneh Torah, Repentance 2:1",Sefaria Community Translation,en,"What is complete teshuvah?  When a person has the opportunity to commit the same sin, and he possess the ability to do it, but he separates and does not do it because of teshuvah and not out of fear",aggresive-ngram,19.004383
17,--,Akeidat Yitzchak 101:2,Akeydat Yitzchak by Eliyahu Munk,en,"The Talmud Nedarim 39, reports that seven things were created prior to the universe itself. They are: Torah, Teshuvah, the gan Eden, Gehinnom, G'ds throne, the holy Temple and the name of the Messiah",aggresive-ngram,10.522831
18,--,"Redeeming Relevance, Exodus Chapter 3 71",Redeeming Relevance,en," naturally with statehood. The so-called ba’al teshuva community (returnees to traditional Judaism), from which I draw my own roots and with which I still have much contact, is the segment of committed",infreq,2.258366
19,--,"Shulchan Arukh, Orach Chayim 606:1",Sefaria Community Translation,en," is appeased. [Rema: one should not be cruel and withhold forgiveness (Maharil), unless it is for the benefit of the one seeking forgiveness (Yoma). If one was a victim of slander, one need not forgive. (Mordechai and Smag and Hagahot Maimuni, Teshuvah chapter 2, and Mahariv).",aggresive-ngram,9.634404
20,--,"Redeeming Relevance, Exodus Chapter 3 73",Redeeming Relevance,en,"When I was criticized by my employee, I had two advantages that most ba’alei teshuva do not have. First, I was her supervisor and, “goyish” or not, I was the one who made the final decision. Secondly",infreq,2.5225956
21,--,"Redeeming Relevance, Exodus Chapter 3 74",Redeeming Relevance,en,"Be that as it may, all ba’alei teshuva need to realize that veteran religious Jews are not always correct in their opinions, and base much more than they might think on “this is simply how things are",ngram,3.8229747
22,--,"Mishneh Torah, Repentance 2:6",Sefaria Community Translation,en,"Even though teshuva and crying out are desirable all year, on the ten days between Rosh HaShana and Yom Kippur, they are more desirable, and are immediately received, as it says: ""Seek out G-d and",ngram,33.31235
23,--,"Mishneh Torah, Repentance 2:7",Sefaria Community Translation,en,"Yom Kippur is a time of teshuva for everyone, for the individual and for the public, and it is the end of [the time for that's year's] forgiveness and pardoning for Israel. Therefore, all must do",ngram,18.69959
24,--,Sforno on Genesis 6:4:1,"Eliyahu Munk, HaChut Hameshulash",en,"הנפילים היו בארץ בימים ההם, these giants were not about until the last 120 years which G’d had assigned man as a grace period within which to do teshuvah וגם אחר כן, as well as thereafter, i.e. they did not repent and mend their ways at all.
",aggresive-ngram,10.003737
25,--,Me'or Einayim 22:2:1,Sefaria Community Translation,en,"“All the end-times have passed, and the matter [now] depends only on teshuvah” (Babylonian Talmud, Sanhedrin 97b).   And what is teshuvah?  For when a person was in his mother’s belly, God’s “candle",aggresive-ngram,9.732044
26,--,"Redeeming Relevance; Exodus, CHAPTER 3 Exile, Alienation and the Jewish Mission 80",Redeeming Relevance -- Exodus,en,"Be that as it may, all ba’alei teshuva need to realize that veteran religious Jews are not always correct in their opinions, and base much more than they might think on “this is simply how things are",ngram,3.8229747
27,--,Sforno on Leviticus 16:30:2,"Eliyahu Munk, HaChut Hameshulash",en," not to commit such sins again in similar circumstances. The verse is introduced here to remind us that only the Lord Himself is aware of the sincerity of one’s teshuvah, one’s repentance.",aggresive-ngram,9.948119
28,--,"Kedushat Levi, Exodus, Bo 14",Kedushat Levi translated by Rb. Eliyahu Munk,en,", i.e. to repent.” The three root ‎letters ‎תשב‎ when read in this order spell the word ‎‎“teshuva.” This is a clear allusion that the Sabbath is ‎meant to facilitate repentance. This repentance",ngram,5.5029902
29,--,Shaar Habitachon 4:89,Rabbi Moses Hyamson,en,", etc.', it replied: 'let him bring an Asham (offering) and be atoned', G-d was asked, etc. He replied: 'let him come and do teshuva'. Understand this. And since the torah did not mention the rewards",ngram,7.306174
30,--,I Chronicles 1:5,The Rashi Ketuvim by Rabbi Shraga Silverstein,en,"	[And the sons of Yefeth:] Gomer, Magog, Maddai, Yavan, Tuval, Meshech, and Tiras.",aggresive-ngram,8.675047
31,--,Radak on Genesis 25:8:2,"Eliyahu Munk, HaChut Hameshulash",en,"בשיבה טובה, having seen children and grandchildren and having been treated  with respect and dignity all his life. According to a Midrash quoted by Rashi, it means that he lived to see his son Ishmael return to the fold as a baal teshuvah.",aggresive-ngram,11.294491
32,--,"Redeeming Relevance; Exodus, CHAPTER 3 Exile, Alienation and the Jewish Mission 77",Redeeming Relevance -- Exodus,en," naturally with statehood. The so-called ba’al teshuva community (returnees to traditional Judaism), from which I draw my own roots and with which I still have much contact, is the segment of committed",infreq,2.258366
33,--,Akeidat Yitzchak 97:56,Akeydat Yitzchak by Eliyahu Munk,en," were made only to G'd) are lauded for their general performance. (compare Assa, Yehoshaphat; Kings II chapter 22-23) From the proof adduced by the Talmud Berachot 34, ""peace, peace to the far and to the near,"" (Isaiah 57,19) it appears that preference is given to the baal teshuvah.",aggresive-ngram,8.680893
34,--,Likutei Moharan 64:2,Sefaria Community Translation,en," return,"" (Proverbs 2:19), since there is no possible response (teshuva, which can also mean 'return') to this heresy, as it comes from the empty void formed by the retraction of His divinity. Yet",ngram,4.828953
35,--,"Mishneh Torah, Repentance 2:4",Sefaria Community Translation,en,Among the ways of teshuvah are for the penitent to constantly shout before God with crying and pleading; and to do tzedakah according to his ability; and to distance himself very far from the thing,aggresive-ngram,9.631506
