Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Malbim on Jeremiah 4:16:4,On Your Way,he,הזכירו לגוים ,ngram,7.353502
1,--,Rashi on Isaiah 45:7:1,On Your Way,he,יוצר אור . לצדיקים : ,infreq,8.465107
2,--,Malbim on Isaiah 60:3:2,On Your Way,he,"ילכו לאורך שהוא אור התורה, ",infreq,7.9177423
3,--,Psalms 148:3,Tanach with Text Only,he,הללוהו שמש וירח הללוהו כל־כוכבי אור,original,3.8057373
4,--,Numbers 14:12,Tanach with Text Only,he,אכנו בדבר ואורשנו ואעשה אתך לגוי־גדול ועצום ממנו,ngram,8.225583
5,--,Metzudat Zion on I Samuel 14:29:2,On Your Way,he,"אורו. מלשון אור:
",infreq,9.373527
6,--,Rashi on Moed Katan 25b:13:3,Vilna Edition,he,כיפי דנורא - אבנים של אור:,original,3.77226
7,--,Psalms 36:10,Tanach with Ta'amei Hamikra,he,כי־עמך מקור חיים באורך נראה־אור,ngram,13.657811
8,--,Keter Shem Tov 1:219:1,"Keter Shem Tov, Zalkevo 1794-5",he,"ויאמר אלהים יהי אור ויהי אור (בראשית א, ג). כלומר ויאמר הש""י מכח מדת אלהים שהוא מדת גבורה המצמצם האור מחמת זה יהיה אור המתקיים שיוכל העולם לסבלו:",ngram,7.991794
9,--,Haamek Davar on Exodus 12:51:2,"Sefer Torat Elohim, Vilna 1879",he,על צבאותם. במשטר צבא. ולא מעורבבים. ויותר נכון לפרש מלשון הלא צבא לאנוש עלי ארץ. דמשמעו כל אנוש נוצר לתכליתו וזהו צבאו. וכן ישראל נוצרו להיות לאור גוים להעמידם על ידיעת אלהי עולם. וכמו אברהם אבינו,hebmorph-standard,12.256198
10,--,Tamid 32a:16,Wikisource Talmud Bavli,he,אור נברא תחלה או חשך,infreq,8.614298
11,--,"Mishneh Torah, Reading the Shema 1:8",Wikisource Mishneh Torah,he,הקדים ברכה שנייה לברכה ראשונה בין ביום בין בלילה בין לפניה בין לאחריה יצא לפי שאין סדר בברכות בשחרית פתח יוצר אור וסיים מעריב ערבים לא יצא פתח במעריב ערבים וסיים ביוצר אור יצא ובערב פתח במעריב ערבים וסיים ביוצר אור לא יצא פתח ביוצר אור וסיים במעריב ערבים יצא שכל הברכות הולכות אחר חתימתן.,ngram,9.207772
12,--,Malbim on Isaiah 14:12:5,On Your Way,he,"חולש וחסר כח, כאילו האור החלש והכהה שנפל עתה נפל על גוים, והם חלקוהו ביניהם בקו, שזה משל על שנתחלק מלכותו ואורו לגוים רבים ומלכיות שונות, אבל לא בגבורה והוד והדר כמקדם, רק בחולש ורפיון, כענין שנאמר בכיוצא בו (דניאל י''א), וכעמדו תשבר מלכותו ותחץ לארבע רוחות השמים ולא כמשלו אשר משל :
",aggresive-ngram,20.270464
13,--,Ibn Ezra on Job 24:13:1,Ibn Ezra on Job -- Daat,he,במורדי אור - השם שהוא אור המאורות.,infreq,9.308491
14,--,Isaiah 42:6,Tanach with Nikkud,he,אני יהוה קראתיך בצדק ואחזק בידך ואצרך ואתנך לברית עם לאור גוים,hebmorph-standard,42.806404
15,--,For the Perplexed of the Generation 7:10, Harav Kook- leNevuchai Hazeman ,he,"רק לישראל הובררה תעודתם, מפני שכבר הוטלה עליהם החובה לעסוק בעבודתם להיות לאור גויים על פי סדרי ההסתוריא גם קודם בא זמן המאושר. על כן לאומיותם של ישראל קשורה בהכרח בתורת ד׳ אשר אתנו. ובאשר עסק התורה",hebmorph-standard,2.5780187
16,--,Metzudat Zion on Amos 4:13:2,On Your Way,he,שחר. אור השחר: ,infreq,8.779954
17,--,"Shulchan Arukh, Choshen Mishpat 101:11",Torat Emet 363,he,"היו לו מטלטלין או קרקע, ויש עליו חובות לגויים, ואומר: הרי כל נכסי משעבדים לגויים, ואם יטלו אותם ישראל יבואו הגוים ויאסרו אותי ואהיה בשביה, אין שומעין לו, אלא יגבה הישראל חובו, ואם יאסרוהו הגוים הרי כל ישראל מצוים לפדותו: 
",ngram,12.697041
18,--,Malbim on Psalms 44:4:5,On Your Way,he,"אור פניך שנתגלה אורך אז בגלוי בנסים גלויים, ",ngram,10.279335
19,--,Midbar Shur 29:4,Midbar Shur,he,"אמנם הצד המושכל שחשב יצחק בראותו מעשה עשו, באיזה אופן חשב שישמשו דרכיו אל הקדושה העליונה שעתידה לצאת ממנו כיון שהוא הבכור, הוא כי ידע שהאומה הנבחרת העתידה לצאת מזרעו הלא תהי' לאור גוים, ולתקן חפץ",hebmorph-standard,1.2869372
20,--,Seder Ma'amadot 1:5,סדר מעמדות,he,(ה) כה-אמר האל | יהוה בורא השמים ונוטיהם רקע הארץ וצאצאיה נתן נשמה לעם עליה ורוח להלכים בה: (ו) אני יהוה קראתיך בצדק ואחזק בידך ואצרך ואתנך לברית עם לאור גוים: (ז) לפקח עינים עורות להוציא ממסגר אסיר,hebmorph-standard,3.3852432
21,--,Genesis 44:3,Tanach with Nikkud,he,הבקר אור והאנשים שלחו המה וחמריהם,infreq,9.217953
22,--,Haamek Davar on Deuteronomy 29:1:1,"Sefer Torat Elohim, Vilna 1879",he, להגיע לידי כך אין לנו להתרעם ע״ז כלל. וכבר נתבאר בס׳ בראשית י״ז ד׳ שזה היה ענין כי אב המון גוים נתתיך. שנתקדש אברהם וזרעו לאומה הנבחרת להיות לברית עם לאור גוים באמונתם אפי׳ באופן שלא יהיו גרים ונכנסים,hebmorph-standard,7.367617
23,--,Gevurot Hashem 36:4,OYW,he," גוף טהור נבדל משאור הגוים, וזהו שאמרו ז""ל (ב""מ נ""ח) הזהירה התורה על אונאות הגר בכמה מקומות מפני שסורו רע ופירושו ששאור שלו רע כי יש בו שאור ושמא יחזור לסורו, ותמצא שהיו המלאכים רגילים ושכיחים ביותר",hebmorph-standard,6.137966
24,--,Malbim Beur Hamilot on Jeremiah 2:11:1,On Your Way,he,"גוי, ",ngram,7.5874043
25,--,For the Perplexed of the Generation 10:18, Harav Kook- leNevuchai Hazeman ,he," בדרשם את התורה וימצאו עמנו מוכשר להוציא אל הפועל אלו הנצנים, אז תצא האורה לכל העם. והעם המתעלה לזאת ההנהגה הנפלאה בהרגש פנימי טבעי של רחמנות, ביישנות, גמילות חסדים שיצאו אל הפועל במלא מובנן, מוכרח הוא שיהיה לאור גויים. וכל העמים בשומעם את החוקים האלה יאמרו ״רק עם חכם ונבון הגוי הגדול הזה״.",hebmorph-standard,14.507773
26,--,"Orot, Lights of Israel, Israel and the Nations 3",Wikisource,he," עד, עד מקום שהעין מתעששת שם והרוח המופשט המלא זוהר רק הוא מתנשא עד אותן הגבעות הרמות. צמצום מעשי והרחבה רוחנית יחדו הנם המטבע הראשי של צביון ישראל, עם לבדד ואור גויים יחד. השקיעה המוחלטת בשאלת השעה לא",hebmorph-standard,1.5038443
27,--,Rashi on Isaiah 49:6:1,On Your Way,he,נקל מהיותך וגו' . מתנה קטנה היא בעיני שתהא לך זאת לבדה שתהא לי עבד להקים את יעקב ולהשיב אלי נצורי ישראל והנני מוסיף לך עוד ונתתיך לאור גוים ולהנבא על מפלתה של בבל שהיא שמחה לכל העולם : ,hebmorph-standard,24.512396
28,--,"Tur, Orach Chaim 59:1","Orach Chaim, Vilna, 1923",he," יוצר אור וגם סיים כדין בא""י יוצר המאורות יצא   אבל אם לא סיים כדין    או שאמר בא""י אמ""ה יוצר אור ובורא חשך אשר בדברו מעריב ערבים וגם סיים במעריב ערבים לא יצא אבל אם סיים בא""י יוצר המאורות יצא.   יוצר",ngram,9.666941
29,--,Rashi on Niddah 8b:6:1,Vilna Edition,he,אור - ליל כניסתו:,infreq,8.473419
30,--,"Shulchan Arukh, Orach Chayim 59:2",Wikisource Shulchan Aruch,he,אם טעה ואמר אשר בדברו מעריב ערבים ונזכר מיד ואמר יוצר אור וגם סיים יוצר המאורות יצא אבל אם אמר בדברו מעריב ערבים ולא אמר יוצר אור או לא סיים יוצר המאורות לא יצא ואם אמר יוצר אור ובורא חשך אשר בדברו,ngram,8.102459
31,--,Isaiah 60:3,Tanach with Nikkud,he,והלכו גוים לאורך ומלכים לנגה זרחך,ngram,11.97491
32,--,Pesachim 21a:7,Wikisource Talmud Bavli,he,הדרן עלך אור לארבעה עשר,infreq,8.614298
33,--,Rashi on Job 29:3:1,On Your Way,he,בהלו נרו . לשון אור ושמחה : ,infreq,7.68246
34,--,Metzudat Zion on Hosea 6:3:2,On Your Way,he,כשחר. היא אור הבוקר: ,infreq,8.473419
35,--,Psalms 104:2,Tanach with Nikkud,he,עטה־אור כשלמה נוטה שמים כיריעה,infreq,8.7417
36,--,For the Perplexed of the Generation 46:11, Harav Kook- leNevuchai Hazeman ,he," שלא יודה שרק עם ישראל הוא היסוד התיאולוגי הטהור בעולם בתור עם. ואחר כך בהתגברות כחותינו, ממילא נראה גלוי לכל את האמיתיות הפרטיות, עד שממילא יהיו דברינו לאור גויים ולהרגיע עמים רבים, כשתתחבר המחשבה היותר",hebmorph-standard,1.7186792
37,--,Ibn Ezra on Isaiah 42:1:1,"Michael Friedlander, Society of Hebrew Literature, 1877",he,"א: הן, רובי המפרשים אמרו כי עבדיהם (צ""ל עבדי הם) צדיקי ישראל ויאמר הגאון כי הוא כורש, והנכון בעיני שהוא הנביא, והוא מדבר בעד נפשו כאשר הזכיר ונתתיך לאור גוים ואתנך לברית עם [מ""ט ו']: נתתי רוחי, רוח נבואה: משפט, אלה העתידות, כל אשר יקרה לכל גוי, יוציאנו, ולפי דעת הגאון, כי כורש יהיה מלך צדק:",hebmorph-standard,19.609917
38,--,Ibn Ezra on Isaiah 60:3:1,"Michael Friedlander, Society of Hebrew Literature, 1877",he,"ג: והלכו גוים לאורך, כי מנהג מי שהוא בחשך לראות היושבים באור:",hebmorph-standard,5.923282
39,--,Haamek Davar on Deuteronomy 27:5:1,"Sefer Torat Elohim, Vilna 1879",he, ובנית שם מזבח וגו׳. כמו שהי׳ בהר סיני הקרבת עולות ושלמים ושמחה. בשביל שנתקבלו לעם ה׳ ולעבודתו. כן היה בהר עיבל שנבחרו אז לברית עם. וכמו שאמר ישעיה הנביא ואצרך ואתנך לברית עם לאור גוים. והפי׳ לתקן,hebmorph-standard,12.256198
40,--,Malbim on Isaiah 14:12:4,On Your Way,he,"גוים רבים, והתפוצץ לשברים בין הגוים, עד שנתחלק אורו בארץ לחבלים רבים בין גוים שונים, אבל לא נפלת בהאור הגדול שהיה לך מקדם, רק ",hebmorph-standard,5.5408
41,--,Berakhot 11b:7,Wikisource Talmud Bavli,he,אמר אביי גולל אור מפני חשך וחשך מפני אור,infreq,9.643091
42,--,Mishnah Avodah Zarah 5:12,Torat Emet 357,he,"הלוקח כלי תשמיש מן הגוי, את שדרכו להטביל, יטביל. להגעיל, יגעיל. ללבן באור, ילבן באור. השפוד והאסכלה, מלבנן באור. הסכין, שפה והיא טהורה: 
",ngram,9.375689
43,--,Berakhot 11b:1,William Davidson Edition - Aramaic,he,יוצר אור ובורא חשך ,infreq,10.467894
44,--,"Zohar Chadash, Shir HaShirim 653",Zohar Chadash,he,"שארי נהירו דהאי את לאנהרא מרישא דעלמא לסייפי עלמא. גניז ליה נהוריה באת אחרא, ועביד להאי את בי''ת חד, לאגנזא נהוריה בגויה, ואתגניז ההוא אור בגויה. ",hebmorph-standard,7.181185
45,--,Harchev Davar on Genesis 17:4,"Sefer Torat Elohim, Vilna 1879",he, ולזה נוצר אח״כ עם ישראל כמו שאמר ישעיה הנביא מ״ט ואצרך ואתנך לברית עם לאור גוים. ופי׳ לברית עם לתקן כל עם באמונה שהוא נקרא ברית וכמש״כ בס׳ שמות ל״א ט״ז ובכ״מ: לאור גוים בד״א. וזהו תכלית הבריאה כמו,hebmorph-standard,13.792001
46,--,Malbim on Isaiah 42:6:7,On Your Way,he,"לאור גוים אלו עובדי כוכבים, שתאיר להם האמונה לבל ילכו באפל ויכירו אחדות ה', ומפרש נגד לאור גוים 
",hebmorph-standard,47.873207
47,--,Zohar 2:167b:7,Torat Emet Zohar,he," מישר, בסדורא דלהון, מרזא דאור קדמאה, שריאו לאתגלפא ולאתציירא, (אתוון) ואזדרע האי אור בגויה גו משחתא. כד מטא גו משחתא, אתהדר מיא, גו מיא, אתפשט רקיע ציורא דאדם, דיוקנא כדקא חזי. 
",hebmorph-standard,4.2466764
48,--,Job 41:10,Tanach with Text Only,he,ע‍טישתיו תהל אור ועיניו כעפעפי־שחר,infreq,8.714412
49,--,"Beit Yosef, Orach Chaim 298:13:1","Tur Orach Chaim, Vilna, 1923",he,"ומ""ש והוא שעשויין להאיר כן כתב שם הרא""ש והוא נלמד מדין אור של מתים שיבואר בסמוך: ",ngram,7.30823
50,--,Job 12:23,Tanach with Nikkud,he,משגיא לגוים ויאבדם שטח לגוים וינחם,infreq,8.686384
51,--,Metzudat David on Job 22:28:2,On Your Way,he,"נגה אור. תזריח אור ההצלחה:
",infreq,10.718874
52,--,Berakhot 5a:23,William Davidson Edition - Aramaic,he,העולם הבא דכתיב כי נר מצוה ותורה אור ודרך חיים תוכחות מוסר,ngram,7.6970496
53,--,Metzudat David on Isaiah 42:6:4,On Your Way,he,"ואתנך לברית עם. אתן הכח בידך להסב עמי לבריתי לקיים התורה והמצוה לאור גוים. להאיר עיני הגוים כולם לדעת שה׳ הוא האלהים:
",hebmorph-standard,29.470469
54,--,Proverbs 6:23,Tanach with Text Only,he,כי נר מצוה ותורה אור ודרך חיים תוכחות מוסר,ngram,12.576678
55,--,Rashi on II Kings 19:25:2,On Your Way,he,"למימי קדם . משנברא העולם , עלתה במחשבה , שנאמר ( שם ל לג ) : כי ערוך מאתמול תפתה גם הוא למלך הוכן , זה סנחריב שנשרף באש גיהנם , שנאמר ( שם לא ט : ) נאם ה' אשר אור לו בציון : ",aggresive-ngram,5.9265614
56,--,Proverbs 13:9,Tanach with Nikkud,he,אור־צדיקים ישמח ונר רשעים ידעך,infreq,8.181045
57,--,Job 22:28,Tanach with Nikkud,he,ותגזר־אומר ויקם לך ועל־דרכיך נגה אור,infreq,8.291178
58,--,Targum Jonathan on Jeremiah 37:16,Mikraot Gedolot,he,ארי על ירמיה לבית אסירי ולגיו מן חנותא ויתיב תמן ירמיה יומין סגיאין:,aggresive-ngram,6.057716
