Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Psalms 10:15,Tanach with Nikkud,he,שבר זרוע רשע ורע תדרוש־רשעו בל־תמצא,aggresive-ngram,13.261539
1,--,Rashi on Pesachim 4a:10:1,Vilna Edition,he,חובת הדר - לפי שהיא משמרתו וכתיב ביתך ביאתך נכנס ויוצא בה אבל הכא בדיקת חמץ דרבנן דאי משום בל יראה ובל ימצא הא אמר לקמן דסגי ליה בבטול בעלמא אי מסיח דעתיה מיניה ומשוי ליה כעפרא ואמר כל חמירא דבביתא הדין כו' ורבנן הוא דאצרוך בדיקה והשתא כי האי גוונא מיבעיא לן טורח זה על מי מוטל:,hebmorph-standard,61.3331
2,--,Rashi on Pesachim 95a:9:1,Vilna Edition,he, פרטא דומיא דידיה ולמעוטי מפרט' נמי דומיא דידיה ומחד מפרטיה ממעטינן בל יראה ובל ימצא לקמן וברייתא רמוזי מרמזא ואזלא כללי מאי מרבו ופרטי מאי ממעטי ודכוותיה מרבו וממעטי:,hebmorph-standard,53.674976
3,--,Isaiah 26:10,Tanach with Nikkud,he,יחן רשע בל־למד צדק בארץ נכחות יעול ובל־יראה גאות יהוה,infreq,35.508984
4,--,Teshuvot HaRadbaz Volume 1 486:2,"Teshuvot HaRadbaz, Warsaw 1882",he," שהרואה אומר לצורך ישראל הוא טוחן ועובר משום בל יראה ובל ימצא. ודמיא להך דאמרינן מקבלי קבולת שאם הוא בתוך התחום אסור ואיכא תרתי שיאמרו קא עבר על בל יראה ונהנה מחמץ בפסח. הילכך אפילו שהוא לצורך העכו""ם",aggresive-ngram,4.138007
5,--,Isaiah 26:18,Tanach with Text Only,he,הרינו חלנו כמו ילדנו רוח ישועת בל־נעשה ארץ ובל־יפלו ישבי תבל,original,7.1672373
6,--,Mekhilta d'Rabbi Yishmael 13:7:2,Mekhilta -- Wikisource,he,"ולא יראה לך חמץ , הקיש חמץ לשאור ושאור לחמץ. מה זה בבל יראה אף זה בבל יראה, מה זה בבל ימצא אף זה בבל ימצא, מה זה מחמשת המינין אף זה מחמשת המינין.",hebmorph-standard,19.410826
7,--,Bartenura on Mishnah Pesachim 1:1:2,On Your Way,he,"בודקין את החמץ. אית דמפרשי טעמא דבדיקה כדי שלא יעבור על בל יראה ובל ימצא אם יהיה חמץ בביתו בפסח. ואע״ג דבבטול בעלמא סגי, חיישינן שמא ימצא גלוסקא יפיפיה וימלך על ביטולו ויחשוב עליה לאכלה ויעבור עליו",hebmorph-standard,85.10156
8,--,"Kessef Mishneh on Mishneh Torah, Leavened and Unleavened Bread 3:8:1",Torat Emet 363,he," לבערו אלא שחכמים אסרוהו אינו עובר עליו דלא אמרה תורה בל יראה ובל ימצא אלא כשברשותו היה לבערו ואינו מבערו אבל אם הוא אנוס לא וזה אנוס הוא. והר''מ תירץ דלא שרינן לטלטלו משום דבעידנא דמטלטל ליה לא מקיים מצות תשביתו: 

",hebmorph-standard,37.717793
9,--,Kiddushin 35b:2,William Davidson Edition - Aramaic,he,חוץ מבל תקיף ובל תשחית כו׳ בשלמא בל תטמא למתים דכתיב אמר אל הכהנים בני אהרן בני אהרן ולא בנות אהרן אלא בל תקיף ובל תשחית מנלן,infreq,15.920077
