Id,Relevance,Ref,Version,Lang,Content,Field,Score
0,--,Beit Shmuel 71:2,"Vilna, 1876",he,"זנן כתקנת חכמים. היינו כשאין להם ממון אבל אם יש להם ממון אין שום חיוב עליו וכ""כ ב""ח: 

",aggresive-ngram,13.375373
1,--,Rashi on Ketubot 38a:3:1,Vilna Edition,he,לחייבו ממון - והוא הדין לפדותו ולא יהיה אסון מיהא איצטריך דאי מהיקישא הוה אמינא אדרבה לאידך גיסא מה מכה בהמה לעולם ישלם אף מכה אדם ישלם והשתא דנפקא לן פטור תשלומין למזיד מלא יהיה אסון על כרחך היקישא לפטור שוגג דרך עלייה:,hebmorph-standard,16.285849
2,--,"Kessef Mishneh on Mishneh Torah, Oaths 10:13:1",Torat Emet 363,he,"השביע עדיו בבית דין וכו' עד לא היתה עדותו מחייבת ממון. משנה (דף ל''א:) וגמרא שם (דף ל''ב): 

",hebmorph-standard,25.348001
3,--,"Tur, Choshen Mishpat 94:2","Choshen Mishpat, Vilna, 1923",he,   אבל אם אין בו חיוב ממון אלא שבועה כגון שאמר לו נשתתפת עמי ונתחייבת לי שבועה וזה אומר לא נשתתפתי עמך אם נתחייב לו שבועה ממקום אחר אין מגלגלין עליו שלא נשתתף עמו: ,aggresive-ngram,21.556204
4,--,"Ba'er Hetev on Shulchan Arukh, Choshen Mishpat 351:4",Torat Emet 357,he," וי''א.  טעמייהו דמיד שהוציא הכיס חייב במיתה ולא פקע מיניה האיסור ותו לא חל עליו חיוב ממון כיון דקלב''מ. סמ''ע: 
",aggresive-ngram,21.715784
5,--,Rashi on Bava Metzia 36a:3:4,Vilna Edition,he,שואל דבין כך ובין כך חייב לשלם - נמצא שלא כפר ממון בשיקור שבועתו ושבועת ביטוי קאי בחטאת:,infreq,17.738981
6,--,Rashi on Bava Metzia 3b:3:3,Vilna Edition,he,עדים שמחייבין [אותו] ממון - במה שהעידו:,ngram,27.228716
7,--,Rashi on Bava Metzia 3b:3:1,Vilna Edition,he,פיו שאינו מחייבו ממון - בהודאתו ולקמיה מפרש לה:,hebmorph-standard,36.21143
8,--,"Mishneh Torah, Oaths 8:12",Wikisource Mishneh Torah,he,"מי שהיה חייב ממון לשני שותפין ותבעו אחד מהן וכפר בו ונשבע חייב בשבועת הפקדון שהרי כפר ממון, תבעוהו שניהם והודה בכל לאחד מהם ואמר לא לויתי אלא מזה לבדו ונשבע פטור משבועת הפקדון שהרי לא פטר עצמו מכלום אבל חייב בשבועת ביטוי.",hebmorph-standard,24.422365
9,--,"Shulchan Arukh, Choshen Mishpat 292:9",Torat Emet Freeware Shulchan Aruch,he,הופקד אצלו ממון של פדיון שבויים ובאו עליו אנסים ונתנו להם להציל עצמו אם לא היה מצוי אצלו שם ממון אחר לפדות עצמו בו פטור שאין לך פדיון שבויים גדול מזה ודוקא שהיה ממון של פדיון שבויים סתם אבל אם היה של פדיון שבויים ידועים חייב:,infreq,16.201105
10,--,"Ba'er Hetev on Shulchan Arukh, Even HaEzer 119:9",Torat Emet 357,he, משלה.  דכללא הוא אם אינה יודעת לשמור את גיטה אז מדאוריית' אינה מגורשת אז לכ''ע חייב בכל חיוב ממון. אבל אם יכולה לשמור את גיטה ואינה יכולה לשמור את עצמה אז מדאוריית' מגורשת אלא חז''ל תקנו שאל יגרש,aggresive-ngram,15.673371
11,--,"Tur, Choshen Mishpat 28:1","Choshen Mishpat, Vilna, 1923",he,הלכות עדות        כל מי שיודע עדות לחבירו וראוי להעידו     ויש לחבירו תועלת בעדותו חייב להעיד לו   בין אם הוא לבדו יודע בעדותו בין אם יש אחר עמו שכשם שב' העדים מחייבין ממון  כך האחד מחייבו שבועה ואולי ישלם ולא ישבע ונמצא מרויח זה בעדותו:      ,hebmorph-standard,16.241467
12,--,Bava Kamma 35a:10,Wikisource Talmud Bavli,he,מה מכה בהמה לא חלקת בה בין שוגג בין מזיד בין מתכוון לשאין מתכוון בין דרך ירידה לדרך עלייה לפוטרו ממון אלא לחייבו ממון אף מכה אדם לא תחלוק בו בין שוגג למזיד בין מתכוון לשאין מתכוון בין דרך ירידה לדרך עלייה לחייבו ממון אלא לפוטרו ממון,hebmorph-standard,22.699957
13,--,"Shulchan Arukh, Choshen Mishpat 67:6",Torat Emet Freeware Shulchan Aruch,he," שהם פקדון ולא מלוה אין שביעית משמטת שבועתו: הגה: מי שחייב לחבירו ונשבע לשלם לו כל דבר שהשביעית משמטת פטור ג""כ לשלם מכח השבועה דלא נשבע לשלם רק כל זמן שחייב ממון (מהרי""ק שורש פ""א ותשובת רמב""ן סימן רנ""ו) וע""ל סימן ע""ג סעיף ז':",hebmorph-standard,14.211284
14,--,Shevuot 40a:26,Wikisource Talmud Bavli,he,כל מקום ששנים מחייבין אותו ממון עד אחד מחייבו שבועה,ngram,27.886358
15,--,"Shulchan Arukh, Choshen Mishpat 188:6",Torat Emet Freeware Shulchan Aruch,he,"ו. מי שהגיע לו היזק בממונו מחמת שליחות שולחו או שהעלילו עליו מחמת השליחות והפסידוהו ממון אין המשלח חייב לשלם לו נזקו ( ועיין לעיל סי' קע""ו סעיף מ""ח): ",ngram,20.416061
16,--,"Mishneh Torah, Borrowing and Deposit 5:2",Wikisource Mishneh Torah,he,המפקיד אצל חבירו ממון או כלים חשובין ובאו עליו גנבים וקדם ונתן להם הפקדון להציל עצמו אם היה אמוד שהוא בעל ממון חייב שחזקתו שבגללו באו הגנבים ונמצא זה מציל עצמו בממון חבירו ואם אינו אמוד חזקתו שלא באו אלא לשם הפקדון ופטור וכן כל כיוצא בזה:,hebmorph-exact,8.205581
17,--,Rashi on Bava Kamma 105b:6:2,Vilna Edition,he,"הכא נמי - אע""ג דכפירה דחמץ כהודאה הוא דהא עפרא בעלמא הוא כיון דשמא יאבד ויתחייב לו ממון ונמצא שתועיל לו שבועה זו להפטר חייב:",hebmorph-exact,8.204423
18,--,Rashi on Bava Kamma 105b:6:1,Vilna Edition,he,"אע""ג דהא קאים - ומודה ליה בגויה והשתא איהו לא כפר מידי אפ""ה כיון דשמא סוף השבועה לבא לידי כפירת ממון חייב:",hebmorph-exact,8.204423
